"EarlyPar4ScoringAverage_RANKTHISWEEK_2011","EarlyPar4ScoringAverage_RANKLASTWEEK_2011","EarlyPar4ScoringAverage_PLAYERNAME_2011","EarlyPar4ScoringAverage_ROUNDS_2011","EarlyPar4ScoringAverage_AVG_2011","EarlyPar4ScoringAverage_TOTALSTROKES_2011","EarlyPar4ScoringAverage_TOTALHOLES_2011","stat_name","year"
1,1,"Brandt Snedeker",85,3.95,1555,394,"EarlyPar4ScoringAverage",2011
1,1,"Steve Stricker",70,3.95,959,243,"EarlyPar4ScoringAverage",2011
3,3,"Sergio Garcia",61,3.96,1183,299,"EarlyPar4ScoringAverage",2011
3,3,"Rod Pampling",72,3.96,1511,382,"EarlyPar4ScoringAverage",2011
5,5,"Brian Davis",105,3.97,2171,547,"EarlyPar4ScoringAverage",2011
5,5,"Rickie Fowler",84,3.97,1526,384,"EarlyPar4ScoringAverage",2011
5,5,"Spencer Levin",113,3.97,2273,572,"EarlyPar4ScoringAverage",2011
8,8,"William McGirt",103,3.98,2183,548,"EarlyPar4ScoringAverage",2011
8,8,"Bryce Molder",82,3.98,1565,393,"EarlyPar4ScoringAverage",2011
8,8,"John Senden",94,3.98,1761,443,"EarlyPar4ScoringAverage",2011
8,8,"Chris Stroud",88,3.98,1777,446,"EarlyPar4ScoringAverage",2011
8,8,"David Toms",78,3.98,1664,418,"EarlyPar4ScoringAverage",2011
13,13,"Chris Couch",73,3.99,1634,410,"EarlyPar4ScoringAverage",2011
13,13,"Ben Crane",76,3.99,1727,433,"EarlyPar4ScoringAverage",2011
13,13,"Luke Donald",73,3.99,1109,278,"EarlyPar4ScoringAverage",2011
13,13,"Retief Goosen",50,3.99,1194,299,"EarlyPar4ScoringAverage",2011
13,13,"Hunter Haas",96,3.99,2060,516,"EarlyPar4ScoringAverage",2011
13,13,"JJ Henry",96,3.99,2243,562,"EarlyPar4ScoringAverage",2011
13,13,"Matt Kuchar",94,3.99,1506,377,"EarlyPar4ScoringAverage",2011
13,13,"Ryan Palmer",82,3.99,1572,394,"EarlyPar4ScoringAverage",2011
13,13,"Rory Sabbatini",85,3.99,2132,534,"EarlyPar4ScoringAverage",2011
13,13,"Nick Watney",80,3.99,1257,315,"EarlyPar4ScoringAverage",2011
23,23,"Blake Adams",116,4,2813,703,"EarlyPar4ScoringAverage",2011
23,23,"Briny Baird",60,4,1409,352,"EarlyPar4ScoringAverage",2011
23,23,"Chad Campbell",99,4,2387,597,"EarlyPar4ScoringAverage",2011
23,23,"Brendon de Jonge",105,4,2166,542,"EarlyPar4ScoringAverage",2011
23,23,"Jason Dufner",78,4,1531,383,"EarlyPar4ScoringAverage",2011
23,23,"Nathan Green",81,4,1920,480,"EarlyPar4ScoringAverage",2011
23,23,"David Hearn",88,4,2123,531,"EarlyPar4ScoringAverage",2011
23,23,"Charles Howell III",108,4,1922,481,"EarlyPar4ScoringAverage",2011
23,23,"Freddie Jacobson",92,4,1910,477,"EarlyPar4ScoringAverage",2011
23,23,"Brandt Jobe",100,4,2134,534,"EarlyPar4ScoringAverage",2011
23,23,"Hunter Mahan",92,4,1863,466,"EarlyPar4ScoringAverage",2011
23,23,"John Merrick",71,4,1464,366,"EarlyPar4ScoringAverage",2011
23,23,"Joe Ogilvie",75,4,1737,434,"EarlyPar4ScoringAverage",2011
23,23,"Geoff Ogilvy",69,4,1556,389,"EarlyPar4ScoringAverage",2011
23,23,"John Rollins",85,4,1852,463,"EarlyPar4ScoringAverage",2011
23,23,"Justin Rose",79,4,1910,477,"EarlyPar4ScoringAverage",2011
23,23,"Charl Schwartzel",58,4,1165,291,"EarlyPar4ScoringAverage",2011
23,23,"Bo Van Pelt",92,4,1890,472,"EarlyPar4ScoringAverage",2011
23,23,"Johnson Wagner",81,4,1784,446,"EarlyPar4ScoringAverage",2011
23,23,"Gary Woodland",93,4,1642,411,"EarlyPar4ScoringAverage",2011
43,43,"Stephen Ames",69,4.01,1682,419,"EarlyPar4ScoringAverage",2011
43,43,"Woody Austin",59,4.01,1455,363,"EarlyPar4ScoringAverage",2011
43,43,"Keegan Bradley",91,4.01,1868,466,"EarlyPar4ScoringAverage",2011
43,43,"Charley Hoffman",93,4.01,2215,553,"EarlyPar4ScoringAverage",2011
43,43,"Chris Kirk",87,4.01,1951,486,"EarlyPar4ScoringAverage",2011
43,43,"Davis Love III",70,4.01,1381,344,"EarlyPar4ScoringAverage",2011
43,43,"Troy Matteson",91,4.01,1883,469,"EarlyPar4ScoringAverage",2011
43,43,"Carl Pettersson",95,4.01,2168,541,"EarlyPar4ScoringAverage",2011
43,43,"Scott Piercy",78,4.01,1746,435,"EarlyPar4ScoringAverage",2011
43,43,"Webb Simpson",98,4.01,1569,391,"EarlyPar4ScoringAverage",2011
43,43,"Vijay Singh",79,4.01,1718,428,"EarlyPar4ScoringAverage",2011
43,43,"Heath Slocum",89,4.01,2167,540,"EarlyPar4ScoringAverage",2011
55,55,"Jonathan Byrd",83,4.02,1956,486,"EarlyPar4ScoringAverage",2011
55,55,"Joe Durant",71,4.02,1741,433,"EarlyPar4ScoringAverage",2011
55,55,"Brian Gay",90,4.02,1909,475,"EarlyPar4ScoringAverage",2011
55,55,"Bill Haas",93,4.02,1792,446,"EarlyPar4ScoringAverage",2011
55,55,"Zach Johnson",79,4.02,1815,452,"EarlyPar4ScoringAverage",2011
55,55,"Billy Mayfair",94,4.02,2258,562,"EarlyPar4ScoringAverage",2011
55,55,"Nick OHern",89,4.02,1697,422,"EarlyPar4ScoringAverage",2011
55,55,"Pat Perez",76,4.02,1918,477,"EarlyPar4ScoringAverage",2011
55,55,"Kyle Stanley",98,4.02,2217,552,"EarlyPar4ScoringAverage",2011
55,55,"Kevin Streelman",90,4.02,2264,563,"EarlyPar4ScoringAverage",2011
55,55,"Vaughn Taylor",89,4.02,1881,468,"EarlyPar4ScoringAverage",2011
55,55,"Bubba Watson",85,4.02,1818,452,"EarlyPar4ScoringAverage",2011
67,67,"Robert Allenby",84,4.03,2140,531,"EarlyPar4ScoringAverage",2011
67,67,"Stuart Appleby",65,4.03,1309,325,"EarlyPar4ScoringAverage",2011
67,67,"Kevin Chappell",78,4.03,1572,390,"EarlyPar4ScoringAverage",2011
67,67,"Robert Garrigus",83,4.03,1931,479,"EarlyPar4ScoringAverage",2011
67,67,"Tim Herron",85,4.03,1940,481,"EarlyPar4ScoringAverage",2011
67,67,"Trevor Immelman",84,4.03,1884,468,"EarlyPar4ScoringAverage",2011
67,67,"Dustin Johnson",72,4.03,1414,351,"EarlyPar4ScoringAverage",2011
67,67,"Matt Jones",71,4.03,1431,355,"EarlyPar4ScoringAverage",2011
67,67,"Martin Laird",77,4.03,1478,367,"EarlyPar4ScoringAverage",2011
67,67,"Phil Mickelson",79,4.03,1643,408,"EarlyPar4ScoringAverage",2011
67,67,"Chris Riley",76,4.03,1863,462,"EarlyPar4ScoringAverage",2011
67,67,"Adam Scott",60,4.03,946,235,"EarlyPar4ScoringAverage",2011
67,67,"Michael Thompson",79,4.03,1611,400,"EarlyPar4ScoringAverage",2011
67,67,"Charlie Wi",83,4.03,1971,489,"EarlyPar4ScoringAverage",2011
81,81,"Shane Bertsch",62,4.04,1324,328,"EarlyPar4ScoringAverage",2011
81,81,"Matt Bettencourt",84,4.04,1909,472,"EarlyPar4ScoringAverage",2011
81,81,"Kris Blanks",92,4.04,1984,491,"EarlyPar4ScoringAverage",2011
81,81,"Jason Bohn",74,4.04,1922,476,"EarlyPar4ScoringAverage",2011
81,81,"Joseph Bramlett",73,4.04,1881,466,"EarlyPar4ScoringAverage",2011
81,81,"Greg Chalmers",88,4.04,2095,518,"EarlyPar4ScoringAverage",2011
81,81,"James Driscoll",71,4.04,1794,444,"EarlyPar4ScoringAverage",2011
81,81,"Steve Elkington",50,4.04,1110,275,"EarlyPar4ScoringAverage",2011
81,81,"Andres Gonzales",60,4.04,1542,382,"EarlyPar4ScoringAverage",2011
81,81,"Padraig Harrington",60,4.04,1439,356,"EarlyPar4ScoringAverage",2011
81,81,"Sung Kang",63,4.04,1462,362,"EarlyPar4ScoringAverage",2011
81,81,"Bill Lunde",92,4.04,2182,540,"EarlyPar4ScoringAverage",2011
81,81,"Steve Marino",76,4.04,1552,384,"EarlyPar4ScoringAverage",2011
81,81,"David Mathis",83,4.04,1895,469,"EarlyPar4ScoringAverage",2011
81,81,"Scott McCarron",65,4.04,1767,437,"EarlyPar4ScoringAverage",2011
81,81,"Kevin Na",84,4.04,1956,484,"EarlyPar4ScoringAverage",2011
81,81,"Aron Price",58,4.04,1345,333,"EarlyPar4ScoringAverage",2011
98,98,"Aaron Baddeley",77,4.05,1410,348,"EarlyPar4ScoringAverage",2011
98,98,"Ricky Barnes",78,4.05,1659,410,"EarlyPar4ScoringAverage",2011
98,98,"Alex Cejka",59,4.05,1442,356,"EarlyPar4ScoringAverage",2011
98,98,"Ben Curtis",66,4.05,1606,397,"EarlyPar4ScoringAverage",2011
98,98,"Jason Day",76,4.05,1568,387,"EarlyPar4ScoringAverage",2011
98,98,"Chris DiMarco",93,4.05,2278,562,"EarlyPar4ScoringAverage",2011
98,98,"Lucas Glover",74,4.05,1507,372,"EarlyPar4ScoringAverage",2011
98,98,"Billy Horschel",75,4.05,1699,419,"EarlyPar4ScoringAverage",2011
98,98,"Lee Janzen",62,4.05,1607,397,"EarlyPar4ScoringAverage",2011
98,98,"Robert Karlsson",61,4.05,1321,326,"EarlyPar4ScoringAverage",2011
98,98,"Jerry Kelly",85,4.05,1843,455,"EarlyPar4ScoringAverage",2011
98,98,"Anthony Kim",72,4.05,1770,437,"EarlyPar4ScoringAverage",2011
98,98,"DA Points",89,4.05,1958,483,"EarlyPar4ScoringAverage",2011
98,98,"Chez Reavie",92,4.05,2093,517,"EarlyPar4ScoringAverage",2011
98,98,"DJ Trahan",91,4.05,1980,489,"EarlyPar4ScoringAverage",2011
98,98,"Cameron Tringale",110,4.05,2460,607,"EarlyPar4ScoringAverage",2011
98,98,"Jhonattan Vegas",84,4.05,1929,476,"EarlyPar4ScoringAverage",2011
115,115,"Cameron Beckman",71,4.06,1769,436,"EarlyPar4ScoringAverage",2011
115,115,"Angel Cabrera",50,4.06,1055,260,"EarlyPar4ScoringAverage",2011
115,115,"Stewart Cink",72,4.06,1597,393,"EarlyPar4ScoringAverage",2011
115,115,"Paul Goydos",81,4.06,1774,437,"EarlyPar4ScoringAverage",2011
115,115,"JP Hayes",56,4.06,1121,276,"EarlyPar4ScoringAverage",2011
115,115,"Jim Herman",69,4.06,1303,321,"EarlyPar4ScoringAverage",2011
115,115,"Kent Jones",76,4.06,1919,473,"EarlyPar4ScoringAverage",2011
115,115,"Marc Leishman",87,4.06,2056,507,"EarlyPar4ScoringAverage",2011
115,115,"Ben Martin",74,4.06,1530,377,"EarlyPar4ScoringAverage",2011
115,115,"Matt McQuillan",59,4.06,1109,273,"EarlyPar4ScoringAverage",2011
115,115,"Ryan Moore",79,4.06,1640,404,"EarlyPar4ScoringAverage",2011
115,115,"Jim Renner",65,4.06,1447,356,"EarlyPar4ScoringAverage",2011
115,115,"Tag Ridings",87,4.06,2271,560,"EarlyPar4ScoringAverage",2011
115,115,"Andres Romero",77,4.06,1729,426,"EarlyPar4ScoringAverage",2011
115,115,"Nate Smith",66,4.06,1347,332,"EarlyPar4ScoringAverage",2011
115,115,"Paul Stankowski",78,4.06,1948,480,"EarlyPar4ScoringAverage",2011
115,115,"Josh Teater",104,4.06,2531,624,"EarlyPar4ScoringAverage",2011
115,115,"Roland Thatcher",67,4.06,1527,376,"EarlyPar4ScoringAverage",2011
