"BonusPutting_RANKTHISWEEK_2007","BonusPutting_RANKLASTWEEK_2007","BonusPutting_PLAYERNAME_2007","BonusPutting_ROUNDS_2007","BonusPutting_VALUE_2007","BonusPutting_ATTEMPTS_2007","BonusPutting_TOTMADE20_2007","BonusPutting_TOTMADE_2007","stat_name","year"
33,33,"Nathan Green",103,100,1223,44,1179,"BonusPutting",2007
35,35,"Brian Gay",107,99.93,1366,40,1325,"BonusPutting",2007
35,35,"Heath Slocum",101,99.93,1348,37,1310,"BonusPutting",2007
37,37,"KJ Choi",87,99.89,947,27,919,"BonusPutting",2007
37,37,"Ben Curtis",80,99.89,935,32,902,"BonusPutting",2007
37,37,"Pat Perez",84,99.89,915,34,880,"BonusPutting",2007
40,40,"Michael Boyd",61,99.87,758,22,735,"BonusPutting",2007
40,40,"Fred Funk",65,99.87,749,25,723,"BonusPutting",2007
42,42,"Daniel Chopra",106,99.85,1344,41,1301,"BonusPutting",2007
43,43,"Rich Barcelo",80,99.8,983,30,951,"BonusPutting",2007
43,43,"Vaughn Taylor",91,99.8,1010,38,970,"BonusPutting",2007
45,45,"Bo Van Pelt",104,99.78,1356,41,1312,"BonusPutting",2007
46,46,"Jeff Maggert",79,99.73,1098,39,1056,"BonusPutting",2007
46,46,"Arron Oberholser",69,99.73,740,23,715,"BonusPutting",2007
48,48,"Kevin Na",84,99.72,1060,35,1022,"BonusPutting",2007
49,49,"Tripp Isenhour",86,99.71,1022,29,990,"BonusPutting",2007
50,50,"Mark Hensby",81,99.7,1009,32,974,"BonusPutting",2007
50,50,"Parker McLachlin",83,99.7,1003,34,966,"BonusPutting",2007
52,52,"Tom Pernice Jr",104,99.66,1186,44,1138,"BonusPutting",2007
53,53,"Jason Gore",86,99.64,1096,34,1058,"BonusPutting",2007
54,54,"Bart Bryant",87,99.62,1061,39,1018,"BonusPutting",2007
55,55,"Steve Elkington",87,99.61,1031,33,994,"BonusPutting",2007
56,56,"Chris Tidland",59,99.58,706,18,685,"BonusPutting",2007
56,56,"Bubba Watson",80,99.58,942,26,912,"BonusPutting",2007
58,58,"Craig Bowden",78,99.57,923,26,893,"BonusPutting",2007
58,58,"Marco Dawson",73,99.57,922,29,889,"BonusPutting",2007
60,60,"Ken Duke",112,99.56,1376,41,1329,"BonusPutting",2007
60,60,"Ryan Palmer",91,99.56,1139,32,1102,"BonusPutting",2007
62,62,"Robert Gamez",88,99.54,1097,35,1057,"BonusPutting",2007
63,63,"Ernie Els",59,99.53,640,20,617,"BonusPutting",2007
64,64,"Bob Tway",103,99.52,1261,34,1221,"BonusPutting",2007
65,65,"Tommy Armour III",81,99.51,1015,40,970,"BonusPutting",2007
65,65,"Hunter Mahan",91,99.51,1022,27,990,"BonusPutting",2007
67,67,"Aaron Baddeley",83,99.46,934,26,903,"BonusPutting",2007
68,68,"Chad Campbell",96,99.44,1073,44,1023,"BonusPutting",2007
69,69,"Jay Williamson",50,99.41,681,17,660,"BonusPutting",2007
70,70,"Carl Pettersson",111,99.38,1286,42,1236,"BonusPutting",2007
71,71,"DJ Brigman",67,99.35,772,28,739,"BonusPutting",2007
72,72,"Craig Kanada",109,99.33,1340,40,1291,"BonusPutting",2007
73,73,"Camilo Villegas",82,99.31,1014,39,968,"BonusPutting",2007
74,74,"Luke Donald",69,99.3,713,22,686,"BonusPutting",2007
75,75,"David Branshaw",83,99.29,1120,27,1085,"BonusPutting",2007
75,75,"JJ Henry",86,99.29,982,20,955,"BonusPutting",2007
77,77,"Mathias Gronberg",95,99.28,1249,36,1204,"BonusPutting",2007
78,78,"Chris Stroud",66,99.26,812,26,780,"BonusPutting",2007
79,79,"Michael Putnam",96,99.23,1163,37,1117,"BonusPutting",2007
79,79,"Mark Wilson",87,99.23,1038,33,997,"BonusPutting",2007
81,81,"Shaun Micheel",91,99.22,1023,36,979,"BonusPutting",2007
82,82,"David Toms",80,99.2,872,25,840,"BonusPutting",2007
83,83,"Jim Furyk",84,99.18,981,29,944,"BonusPutting",2007
84,84,"Tom Byrum",50,99.16,597,18,574,"BonusPutting",2007
85,85,"Bob Heintz",85,99.12,1028,29,990,"BonusPutting",2007
86,86,"Cameron Beckman",96,99.11,1234,40,1183,"BonusPutting",2007
86,86,"Bob Estes",88,99.11,1128,31,1087,"BonusPutting",2007
88,88,"Charley Hoffman",97,99.07,1177,32,1134,"BonusPutting",2007
89,89,"Stephen Leaney",82,99.06,1068,29,1029,"BonusPutting",2007
89,89,"Duffy Waldorf",69,99.06,855,21,826,"BonusPutting",2007
91,91,"Sean OHair",98,99.05,1155,43,1101,"BonusPutting",2007
92,92,"Brian Bateman",55,99.04,624,14,604,"BonusPutting",2007
93,93,"Eric Axley",107,99.02,1321,37,1271,"BonusPutting",2007
93,93,"Retief Goosen",50,99.02,509,9,495,"BonusPutting",2007
95,95,"Troy Matteson",87,99.01,1107,37,1059,"BonusPutting",2007
96,96,"Davis Love III",66,98.98,781,23,750,"BonusPutting",2007
96,96,"Bryce Molder",56,98.98,689,18,664,"BonusPutting",2007
98,98,"Stephen Ames",81,98.97,876,21,846,"BonusPutting",2007
99,99,"Jason Schultz",63,98.96,766,28,730,"BonusPutting",2007
100,100,"Michael Allen",74,98.93,936,31,895,"BonusPutting",2007
100,100,"Brendon de Jonge",76,98.93,934,29,895,"BonusPutting",2007
102,102,"Kyle Reifers",71,98.91,919,20,889,"BonusPutting",2007
103,103,"Justin Leonard",95,98.9,1184,38,1133,"BonusPutting",2007
104,104,"Glen Day",85,98.89,1082,39,1031,"BonusPutting",2007
105,105,"Rod Pampling",92,98.86,1057,38,1007,"BonusPutting",2007
106,106,"Jose Coceres",50,98.84,606,14,585,"BonusPutting",2007
106,106,"Adam Scott",69,98.84,774,17,748,"BonusPutting",2007
106,106,"Paul Stankowski",52,98.84,603,20,576,"BonusPutting",2007
109,109,"Lucas Glover",98,98.83,1109,35,1061,"BonusPutting",2007
109,109,"Johnson Wagner",97,98.83,1279,36,1228,"BonusPutting",2007
111,111,"Phil Mickelson",73,98.8,752,19,724,"BonusPutting",2007
112,112,"Chris Couch",76,98.79,1074,32,1029,"BonusPutting",2007
112,112,"Brian Davis",101,98.79,1241,46,1180,"BonusPutting",2007
112,112,"Kenny Perry",83,98.79,1078,28,1037,"BonusPutting",2007
115,115,"Ryan Moore",92,98.78,1069,38,1018,"BonusPutting",2007
116,116,"Jarrod Lyle",77,98.77,973,23,938,"BonusPutting",2007
117,117,"Frank Lickliter II",95,98.73,1180,43,1122,"BonusPutting",2007
117,117,"Steve Wheatcroft",73,98.73,867,19,837,"BonusPutting",2007
119,119,"JP Hayes",89,98.71,1164,34,1115,"BonusPutting",2007
119,119,"Jerry Kelly",101,98.71,1087,30,1043,"BonusPutting",2007
119,119,"Jeff Sluman",60,98.71,620,17,595,"BonusPutting",2007
122,122,"Geoff Ogilvy",84,98.7,922,27,883,"BonusPutting",2007
123,123,"Steve Marino",106,98.69,1295,29,1249,"BonusPutting",2007
124,124,"Briny Baird",115,98.67,1509,49,1440,"BonusPutting",2007
124,124,"Mathew Goggin",97,98.67,1274,38,1219,"BonusPutting",2007
126,126,"Mark Brooks",53,98.66,597,12,577,"BonusPutting",2007
127,127,"Doug LaBelle II",104,98.63,1311,34,1259,"BonusPutting",2007
127,127,"John Mallinger",96,98.63,1241,41,1183,"BonusPutting",2007
129,129,"Steve Lowery",74,98.59,993,30,949,"BonusPutting",2007
129,129,"Brett Quigley",79,98.59,924,22,889,"BonusPutting",2007
129,129,"John Rollins",102,98.59,1203,30,1156,"BonusPutting",2007
132,132,"Jeff Brehaut",59,98.57,700,16,674,"BonusPutting",2007
132,132,"Kent Jones",97,98.57,1260,38,1204,"BonusPutting",2007
134,134,"Robert Garrigus",95,98.55,1238,41,1179,"BonusPutting",2007
135,135,"Billy Andrade",88,98.53,1158,35,1106,"BonusPutting",2007
136,136,"Rocco Mediate",72,98.52,947,26,907,"BonusPutting",2007
136,136,"Charles Warren",101,98.52,1352,43,1289,"BonusPutting",2007
138,138,"Rich Beem",89,98.5,998,29,954,"BonusPutting",2007
138,138,"Nick Watney",87,98.5,1002,25,962,"BonusPutting",2007
140,140,"Will Ma Kenzie",100,98.47,1309,44,1245,"BonusPutting",2007
140,140,"Scott Verplank",82,98.47,847,22,812,"BonusPutting",2007
142,142,"Jason Bohn",57,98.46,780,23,745,"BonusPutting",2007
143,143,"Matt Kuchar",85,98.44,1024,23,985,"BonusPutting",2007
144,144,"Kevin Sutherland",85,98.43,1020,30,974,"BonusPutting",2007
145,145,"Vijay Singh",102,98.41,1196,25,1152,"BonusPutting",2007
146,146,"Andrew Buckle",77,98.4,939,29,895,"BonusPutting",2007
147,147,"Nick OHern",72,98.39,808,14,781,"BonusPutting",2007
148,148,"Cliff Kresge",107,98.38,1423,27,1373,"BonusPutting",2007
149,149,"Steve Allan",63,98.32,776,23,740,"BonusPutting",2007
150,150,"Todd Hamilton",76,98.28,815,15,786,"BonusPutting",2007
151,151,"Jim Rutledge",59,98.27,693,15,666,"BonusPutting",2007
151,151,"Jaco Van Zyl",51,98.27,636,15,610,"BonusPutting",2007
153,153,"Chris DiMarco",79,98.25,913,21,876,"BonusPutting",2007
153,153,"Trevor Immelman",74,98.25,801,21,766,"BonusPutting",2007
155,155,"Tim Petrovic",106,98.23,1356,46,1286,"BonusPutting",2007
156,156,"Tim Herron",98,98.22,1181,27,1133,"BonusPutting",2007
157,157,"Bubba Dickerson",51,98.1,631,14,605,"BonusPutting",2007
158,158,"Tom Lehman",62,98.09,734,20,700,"BonusPutting",2007
159,159,"Jason Dufner",100,97.98,1236,41,1170,"BonusPutting",2007
160,160,"Brett Wetterich",88,97.95,1022,27,974,"BonusPutting",2007
161,161,"Harrison Frazar",88,97.94,1069,30,1017,"BonusPutting",2007
162,162,"Lee Janzen",66,97.89,760,23,721,"BonusPutting",2007
163,163,"Chris Riley",59,97.88,708,21,672,"BonusPutting",2007
164,164,"Boo Weekley",101,97.87,1126,28,1074,"BonusPutting",2007
165,165,"Mark Calcavecchia",93,97.85,1025,30,973,"BonusPutting",2007
166,166,"Tom Johnson",74,97.82,916,25,871,"BonusPutting",2007
167,167,"Woody Austin",95,97.81,1188,30,1132,"BonusPutting",2007
168,168,"Alex Cejka",80,97.8,1090,28,1038,"BonusPutting",2007
169,169,"Ted Purdy",102,97.76,1295,32,1234,"BonusPutting",2007
170,170,"Peter Lonard",85,97.75,1113,30,1058,"BonusPutting",2007
171,171,"Padraig Harrington",64,97.73,660,21,624,"BonusPutting",2007
172,172,"Paul Gow",70,97.72,835,21,795,"BonusPutting",2007
172,172,"Bill Haas",93,97.72,1184,25,1132,"BonusPutting",2007
174,174,"DJ Trahan",99,97.61,1340,34,1274,"BonusPutting",2007
175,175,"Anthony Kim",93,97.58,1156,28,1100,"BonusPutting",2007
176,176,"Daisuke Maruyama",86,97.53,1095,24,1044,"BonusPutting",2007
177,177,"Matt Hendrix",63,97.51,803,17,766,"BonusPutting",2007
178,178,"John Merrick",92,97.5,1198,29,1139,"BonusPutting",2007
179,179,"Ian Poulter",63,97.49,557,9,534,"BonusPutting",2007
180,180,"Joey Sindelar",75,97.43,973,24,924,"BonusPutting",2007
181,181,"Kevin Stadler",95,97.42,1165,31,1104,"BonusPutting",2007
182,182,"Greg Owen",81,97.38,1067,29,1010,"BonusPutting",2007
183,183,"Craig Barlow",52,97.34,638,16,605,"BonusPutting",2007
184,184,"Stuart Appleby",74,97.19,853,23,806,"BonusPutting",2007
185,185,"Joe Durant",88,97.07,1126,39,1054,"BonusPutting",2007
186,186,"Mike Weir",82,97.06,884,19,839,"BonusPutting",2007
187,187,"Robert Allenby",90,97.05,1119,33,1053,"BonusPutting",2007
188,188,"Steve Flesch",100,97.02,1309,30,1240,"BonusPutting",2007
189,189,"Justin Rose",63,96.99,564,16,531,"BonusPutting",2007
190,190,"John Senden",97,96.92,1232,26,1168,"BonusPutting",2007
191,191,"Kirk Triplett",77,96.81,1004,22,950,"BonusPutting",2007
192,192,"Jeff Gove",103,96.77,1425,38,1341,"BonusPutting",2007
193,193,"Billy Mayfair",98,96.27,1205,27,1133,"BonusPutting",2007
194,194,"JB Holmes",71,95.87,969,21,908,"BonusPutting",2007
195,195,"John Daly",59,95.76,707,16,661,"BonusPutting",2007
196,196,"Darron Stiles",65,94.93,808,15,752,"BonusPutting",2007
