"AverageApproachDistanceBirdieorBetter_RANKTHISWEEK_2006","AverageApproachDistanceBirdieorBetter_RANKLASTWEEK_2006","AverageApproachDistanceBirdieorBetter_PLAYERNAME_2006","AverageApproachDistanceBirdieorBetter_ROUNDS_2006","AverageApproachDistanceBirdieorBetter_AVGYARDS_2006","AverageApproachDistanceBirdieorBetter_TOTALDISTANCEINCHES_2006","AverageApproachDistanceBirdieorBetter_NUMBEROFAPPROACHSHOTS_2006","stat_name","year"
83,83,"Ron Whittaker",81,170.4,1416765,231,"AverageApproachDistanceBirdieorBetter",2006
86,86,"Jason Gore",86,170.5,1583447,258,"AverageApproachDistanceBirdieorBetter",2006
87,87,"Marco Dawson",87,170.6,1775431,289,"AverageApproachDistanceBirdieorBetter",2006
87,87,"Ryan Hietala",61,170.6,952051,155,"AverageApproachDistanceBirdieorBetter",2006
87,87,"Patrick Sheehan",104,170.6,1639828,267,"AverageApproachDistanceBirdieorBetter",2006
90,90,"James Driscoll",80,170.9,1563156,254,"AverageApproachDistanceBirdieorBetter",2006
90,90,"Steve Elkington",52,170.9,904625,147,"AverageApproachDistanceBirdieorBetter",2006
92,92,"Shigeki Maruyama",94,171.1,1773661,288,"AverageApproachDistanceBirdieorBetter",2006
92,92,"Bob May",65,171.1,1189047,193,"AverageApproachDistanceBirdieorBetter",2006
94,94,"Michael Allen",84,171.3,1634232,265,"AverageApproachDistanceBirdieorBetter",2006
94,94,"Dean Wilson",115,171.3,2115552,343,"AverageApproachDistanceBirdieorBetter",2006
96,96,"Stephen Ames",63,171.4,1042844,169,"AverageApproachDistanceBirdieorBetter",2006
96,96,"Paul Azinger",87,171.4,1591844,258,"AverageApproachDistanceBirdieorBetter",2006
98,98,"Ben Crane",85,171.7,1465278,237,"AverageApproachDistanceBirdieorBetter",2006
99,99,"Frank Lickliter II",99,171.8,2028734,328,"AverageApproachDistanceBirdieorBetter",2006
100,100,"Brian Bateman",69,171.9,1163187,188,"AverageApproachDistanceBirdieorBetter",2006
101,101,"Chris Couch",75,172,1529506,247,"AverageApproachDistanceBirdieorBetter",2006
102,102,"Alex Cejka",93,172.3,1860981,300,"AverageApproachDistanceBirdieorBetter",2006
103,103,"Chad Campbell",91,172.4,1433835,231,"AverageApproachDistanceBirdieorBetter",2006
103,103,"Carl Pettersson",95,172.4,1663492,268,"AverageApproachDistanceBirdieorBetter",2006
103,103,"Joey Sindelar",90,172.4,1551662,250,"AverageApproachDistanceBirdieorBetter",2006
106,106,"JB Holmes",81,172.7,1548093,249,"AverageApproachDistanceBirdieorBetter",2006
106,106,"Thomas Levet",53,172.7,851561,137,"AverageApproachDistanceBirdieorBetter",2006
108,108,"Alex Aragon",63,172.8,1069954,172,"AverageApproachDistanceBirdieorBetter",2006
108,108,"Brent Geiberger",99,172.8,1878736,302,"AverageApproachDistanceBirdieorBetter",2006
110,110,"Kent Jones",103,173.1,2031500,326,"AverageApproachDistanceBirdieorBetter",2006
111,111,"Chris Smith",67,173.2,1252979,201,"AverageApproachDistanceBirdieorBetter",2006
112,112,"JL Lewis",57,173.5,893330,143,"AverageApproachDistanceBirdieorBetter",2006
113,113,"Daniel Chopra",110,173.6,2311785,370,"AverageApproachDistanceBirdieorBetter",2006
114,114,"Henrik Bjornstad",97,173.7,1820091,291,"AverageApproachDistanceBirdieorBetter",2006
115,115,"Tom Pernice Jr",108,173.8,2102491,336,"AverageApproachDistanceBirdieorBetter",2006
116,116,"Stuart Appleby",83,174,1553611,248,"AverageApproachDistanceBirdieorBetter",2006
116,116,"Roger Tambellini",64,174,1077342,172,"AverageApproachDistanceBirdieorBetter",2006
118,118,"Arjun Atwal",97,174.1,1824265,291,"AverageApproachDistanceBirdieorBetter",2006
118,118,"Billy Mayfair",94,174.1,1598187,255,"AverageApproachDistanceBirdieorBetter",2006
120,120,"DA Points",82,174.2,1524300,243,"AverageApproachDistanceBirdieorBetter",2006
121,121,"Bo Van Pelt",102,174.4,2185270,348,"AverageApproachDistanceBirdieorBetter",2006
122,122,"Wes Short Jr",96,174.7,1905180,303,"AverageApproachDistanceBirdieorBetter",2006
123,123,"Brett Wetterich",82,174.8,1888327,300,"AverageApproachDistanceBirdieorBetter",2006
124,124,"Ian Leggatt",80,174.9,1454060,231,"AverageApproachDistanceBirdieorBetter",2006
125,125,"Jon Mills",68,175,957799,152,"AverageApproachDistanceBirdieorBetter",2006
126,126,"Dudley Hart",83,175.1,1512968,240,"AverageApproachDistanceBirdieorBetter",2006
127,127,"Trevor Immelman",86,175.2,1841985,292,"AverageApproachDistanceBirdieorBetter",2006
127,127,"Will Ma Kenzie",91,175.2,1734682,275,"AverageApproachDistanceBirdieorBetter",2006
129,129,"Steve Flesch",119,175.3,2296514,364,"AverageApproachDistanceBirdieorBetter",2006
129,129,"Lucas Glover",105,175.3,2221812,352,"AverageApproachDistanceBirdieorBetter",2006
129,129,"JJ Henry",96,175.3,1748348,277,"AverageApproachDistanceBirdieorBetter",2006
132,132,"Paul Stankowski",70,175.4,1288450,204,"AverageApproachDistanceBirdieorBetter",2006
133,133,"Bubba Dickerson",98,175.6,1990854,315,"AverageApproachDistanceBirdieorBetter",2006
134,134,"Davis Love III",85,175.7,1442489,228,"AverageApproachDistanceBirdieorBetter",2006
134,134,"Tim Petrovic",95,175.7,1656962,262,"AverageApproachDistanceBirdieorBetter",2006
134,134,"Brett Quigley",109,175.7,2245911,355,"AverageApproachDistanceBirdieorBetter",2006
137,137,"Jeff Brehaut",100,175.8,1917493,303,"AverageApproachDistanceBirdieorBetter",2006
137,137,"Jeff Gove",91,175.8,1796910,284,"AverageApproachDistanceBirdieorBetter",2006
137,137,"Ryan Moore",68,175.8,1354275,214,"AverageApproachDistanceBirdieorBetter",2006
140,140,"Phil Mickelson",74,176,1356003,214,"AverageApproachDistanceBirdieorBetter",2006
140,140,"Bubba Watson",83,176,1767363,279,"AverageApproachDistanceBirdieorBetter",2006
142,142,"Jeff Maggert",81,176.4,1403228,221,"AverageApproachDistanceBirdieorBetter",2006
143,143,"Padraig Harrington",54,176.5,953115,150,"AverageApproachDistanceBirdieorBetter",2006
143,143,"Tom Lehman",70,176.5,934125,147,"AverageApproachDistanceBirdieorBetter",2006
145,145,"Joe Durant",101,176.6,2200249,346,"AverageApproachDistanceBirdieorBetter",2006
145,145,"Camilo Villegas",95,176.6,2053879,323,"AverageApproachDistanceBirdieorBetter",2006
147,147,"Robert Allenby",79,176.7,1532878,241,"AverageApproachDistanceBirdieorBetter",2006
148,148,"Rich Beem",85,176.8,1590962,250,"AverageApproachDistanceBirdieorBetter",2006
149,149,"Jason Bohn",104,176.9,2089008,328,"AverageApproachDistanceBirdieorBetter",2006
149,149,"Jonathan Kaye",95,176.9,1783596,280,"AverageApproachDistanceBirdieorBetter",2006
151,151,"Harrison Frazar",95,177.2,1882216,295,"AverageApproachDistanceBirdieorBetter",2006
152,152,"David Howell",52,177.4,785463,123,"AverageApproachDistanceBirdieorBetter",2006
152,152,"Hunter Mahan",98,177.4,2197389,344,"AverageApproachDistanceBirdieorBetter",2006
152,152,"Jose Maria Olazabal",62,177.4,887585,139,"AverageApproachDistanceBirdieorBetter",2006
155,155,"Tim Herron",82,177.6,1285374,201,"AverageApproachDistanceBirdieorBetter",2006
156,156,"Mark Calcavecchia",94,177.7,1810195,283,"AverageApproachDistanceBirdieorBetter",2006
157,157,"Sergio Garcia",59,178.1,1006485,157,"AverageApproachDistanceBirdieorBetter",2006
158,158,"Aaron Baddeley",78,178.4,1515855,236,"AverageApproachDistanceBirdieorBetter",2006
159,159,"Jeff Overton",95,178.5,1978721,308,"AverageApproachDistanceBirdieorBetter",2006
159,159,"Duffy Waldorf",96,178.5,1863492,290,"AverageApproachDistanceBirdieorBetter",2006
161,161,"Scott Gutschewski",53,178.7,1035713,161,"AverageApproachDistanceBirdieorBetter",2006
162,162,"Retief Goosen",68,178.8,1126513,175,"AverageApproachDistanceBirdieorBetter",2006
162,162,"Brandt Jobe",91,178.8,1583655,246,"AverageApproachDistanceBirdieorBetter",2006
164,164,"Kevin Sutherland",100,178.9,1925631,299,"AverageApproachDistanceBirdieorBetter",2006
164,164,"DJ Trahan",92,178.9,1738880,270,"AverageApproachDistanceBirdieorBetter",2006
166,166,"Matt Hansen",68,179.1,1225324,190,"AverageApproachDistanceBirdieorBetter",2006
166,166,"Greg Owen",79,179.1,1463470,227,"AverageApproachDistanceBirdieorBetter",2006
166,166,"Charles Warren",93,179.1,1876335,291,"AverageApproachDistanceBirdieorBetter",2006
166,166,"Tiger Woods",55,179.1,1199365,186,"AverageApproachDistanceBirdieorBetter",2006
170,170,"Mike Sposa",68,179.2,1232106,191,"AverageApproachDistanceBirdieorBetter",2006
171,171,"Jonathan Byrd",66,179.3,1458964,226,"AverageApproachDistanceBirdieorBetter",2006
172,172,"Geoff Ogilvy",76,179.4,1265610,196,"AverageApproachDistanceBirdieorBetter",2006
173,173,"Mathias Gronberg",92,179.5,1880524,291,"AverageApproachDistanceBirdieorBetter",2006
174,174,"Nathan Green",108,179.6,2288967,354,"AverageApproachDistanceBirdieorBetter",2006
175,175,"Tag Ridings",103,180,2067622,319,"AverageApproachDistanceBirdieorBetter",2006
175,175,"Jimmy Walker",60,180,1224922,189,"AverageApproachDistanceBirdieorBetter",2006
177,177,"Steve Lowery",99,180.2,1926191,297,"AverageApproachDistanceBirdieorBetter",2006
178,178,"John Rollins",93,180.4,1857652,286,"AverageApproachDistanceBirdieorBetter",2006
179,179,"John Daly",51,180.5,935761,144,"AverageApproachDistanceBirdieorBetter",2006
179,179,"Nick Watney",97,180.5,2118622,326,"AverageApproachDistanceBirdieorBetter",2006
181,181,"Nicholas Thompson",96,180.6,1625131,250,"AverageApproachDistanceBirdieorBetter",2006
182,182,"Robert Garrigus",85,180.8,1887343,290,"AverageApproachDistanceBirdieorBetter",2006
183,183,"Ernie Els",69,181.6,1196277,183,"AverageApproachDistanceBirdieorBetter",2006
184,184,"Charley Hoffman",100,181.8,2375488,363,"AverageApproachDistanceBirdieorBetter",2006
185,185,"Carlos Franco",86,181.9,1768283,270,"AverageApproachDistanceBirdieorBetter",2006
186,186,"Charles Howell III",96,182.9,1765094,268,"AverageApproachDistanceBirdieorBetter",2006
187,187,"Troy Matteson",101,183.2,1945417,295,"AverageApproachDistanceBirdieorBetter",2006
187,187,"Ted Purdy",103,183.2,2004768,304,"AverageApproachDistanceBirdieorBetter",2006
189,189,"Ryan Palmer",101,183.5,1988799,301,"AverageApproachDistanceBirdieorBetter",2006
190,190,"Bill Haas",99,184.1,2048295,309,"AverageApproachDistanceBirdieorBetter",2006
191,191,"Jason Schultz",77,184.5,1381670,208,"AverageApproachDistanceBirdieorBetter",2006
192,192,"Craig Barlow",77,185.1,1539404,231,"AverageApproachDistanceBirdieorBetter",2006
192,192,"Vijay Singh",103,185.1,2325365,349,"AverageApproachDistanceBirdieorBetter",2006
194,194,"Jesper Parnevik",84,187.1,1825621,271,"AverageApproachDistanceBirdieorBetter",2006
195,195,"Mathew Goggin",72,187.3,1341582,199,"AverageApproachDistanceBirdieorBetter",2006
196,196,"Sean OHair",100,187.8,1831886,271,"AverageApproachDistanceBirdieorBetter",2006
