"TenthTeeEarlyRound2ScoringAverage_RANKTHISWEEK_2013","TenthTeeEarlyRound2ScoringAverage_RANKLASTWEEK_2013","TenthTeeEarlyRound2ScoringAverage_PLAYERNAME_2013","TenthTeeEarlyRound2ScoringAverage__2013","TenthTeeEarlyRound2ScoringAverage_AVG_2013","TenthTeeEarlyRound2ScoringAverage_TOTALSTROKES_2013","TenthTeeEarlyRound2ScoringAverage_TOTALROUNDS_2013","stat_name","year"
1,1,"Freddie Jacobson",NA,66,66,1,"TenthTeeEarlyRound2ScoringAverage",2013
2,2,"Steve Stricker",NA,67.33,202,3,"TenthTeeEarlyRound2ScoringAverage",2013
3,3,"Bill Haas",NA,67.5,405,6,"TenthTeeEarlyRound2ScoringAverage",2013
4,4,"Russell Henley",NA,67.67,203,3,"TenthTeeEarlyRound2ScoringAverage",2013
5,5,"Graeme McDowell",NA,67.75,271,4,"TenthTeeEarlyRound2ScoringAverage",2013
6,6,"Keegan Bradley",NA,67.82,746,11,"TenthTeeEarlyRound2ScoringAverage",2013
7,7,"Scott Gardiner",NA,68,136,2,"TenthTeeEarlyRound2ScoringAverage",2013
7,7,"George McNeill",NA,68,340,5,"TenthTeeEarlyRound2ScoringAverage",2013
7,7,"Adam Scott",NA,68,408,6,"TenthTeeEarlyRound2ScoringAverage",2013
10,10,"Pat Perez",NA,68.33,410,6,"TenthTeeEarlyRound2ScoringAverage",2013
10,10,"Mark Wilson",NA,68.33,205,3,"TenthTeeEarlyRound2ScoringAverage",2013
12,12,"Martin Kaymer",NA,68.4,342,5,"TenthTeeEarlyRound2ScoringAverage",2013
13,13,"Justin Hicks",NA,68.5,411,6,"TenthTeeEarlyRound2ScoringAverage",2013
13,13,"Geoff Ogilvy",NA,68.5,137,2,"TenthTeeEarlyRound2ScoringAverage",2013
15,15,"Jordan Spieth",NA,68.6,343,5,"TenthTeeEarlyRound2ScoringAverage",2013
16,16,"David Toms",NA,68.67,206,3,"TenthTeeEarlyRound2ScoringAverage",2013
16,16,"Tiger Woods",NA,68.67,206,3,"TenthTeeEarlyRound2ScoringAverage",2013
18,18,"Webb Simpson",NA,68.7,687,10,"TenthTeeEarlyRound2ScoringAverage",2013
19,19,"Chez Reavie",NA,68.71,481,7,"TenthTeeEarlyRound2ScoringAverage",2013
20,20,"Josh Teater",NA,68.75,275,4,"TenthTeeEarlyRound2ScoringAverage",2013
20,20,"Lee Westwood",NA,68.75,275,4,"TenthTeeEarlyRound2ScoringAverage",2013
22,22,"Matt Kuchar",NA,68.88,551,8,"TenthTeeEarlyRound2ScoringAverage",2013
23,23,"Sangmoon Bae",NA,68.89,620,9,"TenthTeeEarlyRound2ScoringAverage",2013
24,24,"Jim Furyk",NA,69,207,3,"TenthTeeEarlyRound2ScoringAverage",2013
24,24,"Luke Guthrie",NA,69,552,8,"TenthTeeEarlyRound2ScoringAverage",2013
24,24,"Matt Jones",NA,69,276,4,"TenthTeeEarlyRound2ScoringAverage",2013
24,24,"Martin Laird",NA,69,207,3,"TenthTeeEarlyRound2ScoringAverage",2013
24,24,"Cameron Percy",NA,69,207,3,"TenthTeeEarlyRound2ScoringAverage",2013
29,29,"Patrick Reed",NA,69.14,484,7,"TenthTeeEarlyRound2ScoringAverage",2013
29,29,"Justin Rose",NA,69.14,484,7,"TenthTeeEarlyRound2ScoringAverage",2013
29,29,"Boo Weekley",NA,69.14,484,7,"TenthTeeEarlyRound2ScoringAverage",2013
32,32,"William McGirt",NA,69.2,346,5,"TenthTeeEarlyRound2ScoringAverage",2013
32,32,"Henrik Norlander",NA,69.2,346,5,"TenthTeeEarlyRound2ScoringAverage",2013
34,34,"Bob Estes",NA,69.25,277,4,"TenthTeeEarlyRound2ScoringAverage",2013
34,34,"Robert Garrigus",NA,69.25,277,4,"TenthTeeEarlyRound2ScoringAverage",2013
34,34,"DH Lee",NA,69.25,277,4,"TenthTeeEarlyRound2ScoringAverage",2013
37,37,"Brendon de Jonge",NA,69.29,485,7,"TenthTeeEarlyRound2ScoringAverage",2013
