"AverageDistanceofPuttsmade_RANKTHISWEEK_2008","AverageDistanceofPuttsmade_RANKLASTWEEK_2008","AverageDistanceofPuttsmade_PLAYERNAME_2008","AverageDistanceofPuttsmade_ROUNDS_2008","AverageDistanceofPuttsmade_AVG_2008","AverageDistanceofPuttsmade_TOTALDISTINCHES_2008","AverageDistanceofPuttsmade_TOTALROUNDS_2008","AverageDistanceofPuttsmade_AVGDIST_2008","AverageDistanceofPuttsmade_BESTROUND_2008","stat_name","year"
26,26,"Steve Marino",119,NA,97186,104,NA,NA,"AverageDistanceofPuttsmade",2008
28,28,"Steve Elkington",84,NA,67993,73,NA,NA,"AverageDistanceofPuttsmade",2008
28,28,"Andres Romero",69,NA,45603,49,NA,NA,"AverageDistanceofPuttsmade",2008
30,30,"Kenneth Ferrie",72,NA,55806,60,NA,NA,"AverageDistanceofPuttsmade",2008
31,31,"Justin Leonard",101,NA,67833,73,NA,NA,"AverageDistanceofPuttsmade",2008
32,32,"Camilo Villegas",79,NA,58457,63,NA,NA,"AverageDistanceofPuttsmade",2008
33,33,"Chad Collins",72,NA,58234,63,NA,NA,"AverageDistanceofPuttsmade",2008
34,34,"Eric Axley",113,NA,90474,98,NA,NA,"AverageDistanceofPuttsmade",2008
35,35,"Nick Flanagan",89,NA,72676,79,NA,NA,"AverageDistanceofPuttsmade",2008
35,35,"Ryuji Imada",80,NA,62589,68,NA,NA,"AverageDistanceofPuttsmade",2008
35,35,"Brenden Pappas",66,NA,51541,56,NA,NA,"AverageDistanceofPuttsmade",2008
35,35,"Dean Wilson",109,NA,85525,93,NA,NA,"AverageDistanceofPuttsmade",2008
39,39,"JP Hayes",67,NA,57866,63,NA,NA,"AverageDistanceofPuttsmade",2008
39,39,"Greg Kraft",63,NA,45944,50,NA,NA,"AverageDistanceofPuttsmade",2008
39,39,"Jeff Overton",103,NA,83623,91,NA,NA,"AverageDistanceofPuttsmade",2008
42,42,"Doug LaBelle II",65,NA,46834,51,NA,NA,"AverageDistanceofPuttsmade",2008
43,43,"Steve Allan",58,NA,44000,48,NA,NA,"AverageDistanceofPuttsmade",2008
43,43,"James Driscoll",85,NA,69718,76,NA,NA,"AverageDistanceofPuttsmade",2008
43,43,"Johnson Wagner",83,NA,62376,68,NA,NA,"AverageDistanceofPuttsmade",2008
46,46,"Aaron Baddeley",76,NA,54756,60,NA,NA,"AverageDistanceofPuttsmade",2008
46,46,"Parker McLachlin",88,NA,72157,79,NA,NA,"AverageDistanceofPuttsmade",2008
46,46,"Carl Pettersson",110,NA,88586,97,NA,NA,"AverageDistanceofPuttsmade",2008
49,49,"Joe Ogilvie",100,NA,79359,87,NA,NA,"AverageDistanceofPuttsmade",2008
50,50,"Freddie Jacobson",78,NA,58326,64,NA,NA,"AverageDistanceofPuttsmade",2008
50,50,"Steve Stricker",75,NA,52833,58,NA,NA,"AverageDistanceofPuttsmade",2008
52,52,"Jonathan Byrd",88,NA,70083,77,NA,NA,"AverageDistanceofPuttsmade",2008
52,52,"Jason Gore",94,NA,77338,85,NA,NA,"AverageDistanceofPuttsmade",2008
54,54,"John Mallinger",95,NA,76286,84,NA,NA,"AverageDistanceofPuttsmade",2008
55,55,"Ken Duke",116,NA,95202,105,NA,NA,"AverageDistanceofPuttsmade",2008
55,55,"Tim Herron",97,NA,78869,87,NA,NA,"AverageDistanceofPuttsmade",2008
55,55,"Anthony Kim",81,NA,58928,65,NA,NA,"AverageDistanceofPuttsmade",2008
55,55,"Patrick Sheehan",124,NA,95183,105,NA,NA,"AverageDistanceofPuttsmade",2008
59,59,"Ryan Armour",87,NA,68747,76,NA,NA,"AverageDistanceofPuttsmade",2008
60,60,"Tim Clark",90,NA,65862,73,NA,NA,"AverageDistanceofPuttsmade",2008
60,60,"Steve Flesch",95,NA,73060,81,NA,NA,"AverageDistanceofPuttsmade",2008
62,62,"Tommy Gainey",60,NA,40524,45,NA,NA,"AverageDistanceofPuttsmade",2008
62,62,"Matt Kuchar",88,NA,63085,70,NA,NA,"AverageDistanceofPuttsmade",2008
64,64,"Ryan Moore",72,NA,56676,63,NA,NA,"AverageDistanceofPuttsmade",2008
64,64,"Kevin Na",97,NA,81933,91,NA,NA,"AverageDistanceofPuttsmade",2008
66,66,"Martin Laird",98,NA,76406,85,NA,NA,"AverageDistanceofPuttsmade",2008
66,66,"Stephen Leaney",53,NA,40472,45,NA,NA,"AverageDistanceofPuttsmade",2008
66,66,"Kevin Sutherland",98,NA,79117,88,NA,NA,"AverageDistanceofPuttsmade",2008
69,69,"Phil Mickelson",80,NA,53002,59,NA,NA,"AverageDistanceofPuttsmade",2008
70,70,"Brian Gay",102,NA,77169,86,NA,NA,"AverageDistanceofPuttsmade",2008
70,70,"Todd Hamilton",92,NA,65501,73,NA,NA,"AverageDistanceofPuttsmade",2008
70,70,"Bo Van Pelt",101,NA,83385,93,NA,NA,"AverageDistanceofPuttsmade",2008
73,73,"Matt Jones",95,NA,75222,84,NA,NA,"AverageDistanceofPuttsmade",2008
74,74,"Robert Garrigus",90,NA,76871,86,NA,NA,"AverageDistanceofPuttsmade",2008
74,74,"Paul Goydos",78,NA,59901,67,NA,NA,"AverageDistanceofPuttsmade",2008
74,74,"Charlie Wi",97,NA,78682,88,NA,NA,"AverageDistanceofPuttsmade",2008
77,77,"Stuart Appleby",87,NA,59839,67,NA,NA,"AverageDistanceofPuttsmade",2008
77,77,"John Huston",56,NA,43743,49,NA,NA,"AverageDistanceofPuttsmade",2008
79,79,"Jimmy Walker",73,NA,55300,62,NA,NA,"AverageDistanceofPuttsmade",2008
80,80,"Stephen Ames",83,NA,58752,66,NA,NA,"AverageDistanceofPuttsmade",2008
80,80,"Brad Elder",67,NA,48079,54,NA,NA,"AverageDistanceofPuttsmade",2008
80,80,"Jeff Maggert",86,NA,70303,79,NA,NA,"AverageDistanceofPuttsmade",2008
83,83,"Kent Jones",68,NA,48909,55,NA,NA,"AverageDistanceofPuttsmade",2008
84,84,"Mark Calcavecchia",67,NA,47972,54,NA,NA,"AverageDistanceofPuttsmade",2008
84,84,"Cody Freeman",66,NA,48866,55,NA,NA,"AverageDistanceofPuttsmade",2008
84,84,"JB Holmes",86,NA,61303,69,NA,NA,"AverageDistanceofPuttsmade",2008
84,84,"Kenny Perry",97,NA,81669,92,NA,NA,"AverageDistanceofPuttsmade",2008
88,88,"Geoff Ogilvy",65,NA,43466,49,NA,NA,"AverageDistanceofPuttsmade",2008
88,88,"Tom Pernice Jr",104,NA,86911,98,NA,NA,"AverageDistanceofPuttsmade",2008
88,88,"Ron Whittaker",54,NA,36348,41,NA,NA,"AverageDistanceofPuttsmade",2008
91,91,"Peter Lonard",92,NA,70693,80,NA,NA,"AverageDistanceofPuttsmade",2008
92,92,"Nick OHern",82,NA,62660,71,NA,NA,"AverageDistanceofPuttsmade",2008
92,92,"Nick Watney",96,NA,74203,84,NA,NA,"AverageDistanceofPuttsmade",2008
94,94,"Shane Bertsch",96,NA,79377,90,NA,NA,"AverageDistanceofPuttsmade",2008
94,94,"Jerry Kelly",89,NA,65248,74,NA,NA,"AverageDistanceofPuttsmade",2008
96,96,"Paul Casey",55,NA,31733,36,NA,NA,"AverageDistanceofPuttsmade",2008
96,96,"Brian Davis",108,NA,89878,102,NA,NA,"AverageDistanceofPuttsmade",2008
96,96,"Bob Sowards",61,NA,44931,51,NA,NA,"AverageDistanceofPuttsmade",2008
99,99,"George McNeill",97,NA,79169,90,NA,NA,"AverageDistanceofPuttsmade",2008
99,99,"Adam Scott",51,NA,30785,35,NA,NA,"AverageDistanceofPuttsmade",2008
101,101,"Chris DiMarco",87,NA,66786,76,NA,NA,"AverageDistanceofPuttsmade",2008
101,101,"Carlos Franco",73,NA,55398,63,NA,NA,"AverageDistanceofPuttsmade",2008
101,101,"Cliff Kresge",84,NA,63277,72,NA,NA,"AverageDistanceofPuttsmade",2008
104,104,"Tommy Armour III",77,NA,57892,66,NA,NA,"AverageDistanceofPuttsmade",2008
104,104,"Nicholas Thompson",113,NA,84178,96,NA,NA,"AverageDistanceofPuttsmade",2008
106,106,"Cameron Beckman",87,NA,64791,74,NA,NA,"AverageDistanceofPuttsmade",2008
107,107,"Chez Reavie",102,NA,78781,90,NA,NA,"AverageDistanceofPuttsmade",2008
108,108,"Brandt Snedeker",85,NA,58548,67,NA,NA,"AverageDistanceofPuttsmade",2008
109,109,"Billy Andrade",71,NA,54142,62,NA,NA,"AverageDistanceofPuttsmade",2008
109,109,"Tim Wilkinson",95,NA,69815,80,NA,NA,"AverageDistanceofPuttsmade",2008
111,111,"Jason Day",81,NA,67149,77,NA,NA,"AverageDistanceofPuttsmade",2008
111,111,"Ian Poulter",51,NA,31374,36,NA,NA,"AverageDistanceofPuttsmade",2008
111,111,"David Toms",70,NA,48811,56,NA,NA,"AverageDistanceofPuttsmade",2008
114,114,"Kevin Streelman",114,NA,84357,97,NA,NA,"AverageDistanceofPuttsmade",2008
114,114,"Vaughn Taylor",103,NA,81765,94,NA,NA,"AverageDistanceofPuttsmade",2008
116,116,"Bill Haas",99,NA,78214,90,NA,NA,"AverageDistanceofPuttsmade",2008
117,117,"Alejandro Canizares",52,NA,35582,41,NA,NA,"AverageDistanceofPuttsmade",2008
117,117,"Kyle Thompson",70,NA,49491,57,NA,NA,"AverageDistanceofPuttsmade",2008
117,117,"Boo Weekley",86,NA,55523,64,NA,NA,"AverageDistanceofPuttsmade",2008
120,120,"Frank Lickliter II",107,NA,86698,100,NA,NA,"AverageDistanceofPuttsmade",2008
120,120,"Sean OHair",81,NA,58936,68,NA,NA,"AverageDistanceofPuttsmade",2008
122,122,"Robert Allenby",108,NA,74412,86,NA,NA,"AverageDistanceofPuttsmade",2008
123,123,"Robert Gamez",79,NA,61309,71,NA,NA,"AverageDistanceofPuttsmade",2008
123,123,"Lucas Glover",91,NA,70825,82,NA,NA,"AverageDistanceofPuttsmade",2008
123,123,"Michael Letzig",88,NA,63954,74,NA,NA,"AverageDistanceofPuttsmade",2008
126,126,"Rich Beem",90,NA,68173,79,NA,NA,"AverageDistanceofPuttsmade",2008
126,126,"Davis Love III",78,NA,56110,65,NA,NA,"AverageDistanceofPuttsmade",2008
126,126,"Mike Weir",88,NA,56931,66,NA,NA,"AverageDistanceofPuttsmade",2008
129,129,"Brett Quigley",80,NA,62865,73,NA,NA,"AverageDistanceofPuttsmade",2008
130,130,"Glen Day",64,NA,48078,56,NA,NA,"AverageDistanceofPuttsmade",2008
130,130,"John Riegger",73,NA,54950,64,NA,NA,"AverageDistanceofPuttsmade",2008
132,132,"Gavin Coles",54,NA,37768,44,NA,NA,"AverageDistanceofPuttsmade",2008
133,133,"Jon Mills",95,NA,66827,78,NA,NA,"AverageDistanceofPuttsmade",2008
134,134,"Alex Cejka",75,NA,51352,60,NA,NA,"AverageDistanceofPuttsmade",2008
134,134,"Lee Janzen",89,NA,64228,75,NA,NA,"AverageDistanceofPuttsmade",2008
134,134,"Zach Johnson",85,NA,60760,71,NA,NA,"AverageDistanceofPuttsmade",2008
134,134,"John Rollins",94,NA,67618,79,NA,NA,"AverageDistanceofPuttsmade",2008
138,138,"Michael Allen",91,NA,66714,78,NA,NA,"AverageDistanceofPuttsmade",2008
138,138,"Jim Furyk",95,NA,64115,75,NA,NA,"AverageDistanceofPuttsmade",2008
138,138,"Mathew Goggin",91,NA,70128,82,NA,NA,"AverageDistanceofPuttsmade",2008
141,141,"Bob Estes",90,NA,73453,86,NA,NA,"AverageDistanceofPuttsmade",2008
142,142,"David Duval",51,NA,34966,41,NA,NA,"AverageDistanceofPuttsmade",2008
142,142,"Chris Riley",51,NA,34125,40,NA,NA,"AverageDistanceofPuttsmade",2008
144,144,"Bart Bryant",81,NA,57114,67,NA,NA,"AverageDistanceofPuttsmade",2008
144,144,"Rod Pampling",83,NA,57942,68,NA,NA,"AverageDistanceofPuttsmade",2008
146,146,"Sergio Garcia",72,NA,47659,56,NA,NA,"AverageDistanceofPuttsmade",2008
147,147,"Billy Mayfair",103,NA,80790,95,NA,NA,"AverageDistanceofPuttsmade",2008
148,148,"Shigeki Maruyama",50,NA,35673,42,NA,NA,"AverageDistanceofPuttsmade",2008
148,148,"Jin Park",85,NA,59396,70,NA,NA,"AverageDistanceofPuttsmade",2008
150,150,"Marco Dawson",64,NA,45781,54,NA,NA,"AverageDistanceofPuttsmade",2008
151,151,"Kevin Stadler",90,NA,61824,73,NA,NA,"AverageDistanceofPuttsmade",2008
152,152,"YE Yang",89,NA,67717,80,NA,NA,"AverageDistanceofPuttsmade",2008
153,153,"Retief Goosen",59,NA,35482,42,NA,NA,"AverageDistanceofPuttsmade",2008
153,153,"Tag Ridings",88,NA,67620,80,NA,NA,"AverageDistanceofPuttsmade",2008
155,155,"John Senden",93,NA,69211,82,NA,NA,"AverageDistanceofPuttsmade",2008
156,156,"Ben Curtis",80,NA,53132,63,NA,NA,"AverageDistanceofPuttsmade",2008
156,156,"Joe Durant",92,NA,66580,79,NA,NA,"AverageDistanceofPuttsmade",2008
156,156,"Charley Hoffman",94,NA,72488,86,NA,NA,"AverageDistanceofPuttsmade",2008
159,159,"Tom Scherrer",56,NA,37034,44,NA,NA,"AverageDistanceofPuttsmade",2008
160,160,"Padraig Harrington",52,NA,26880,32,NA,NA,"AverageDistanceofPuttsmade",2008
161,161,"Rocco Mediate",87,NA,57909,69,NA,NA,"AverageDistanceofPuttsmade",2008
162,162,"Will Ma Kenzie",62,NA,47781,57,NA,NA,"AverageDistanceofPuttsmade",2008
162,162,"Troy Matteson",94,NA,74577,89,NA,NA,"AverageDistanceofPuttsmade",2008
164,164,"Paul Claxton",63,NA,41790,50,NA,NA,"AverageDistanceofPuttsmade",2008
165,165,"Jason Allred",63,NA,41700,50,NA,NA,"AverageDistanceofPuttsmade",2008
165,165,"Travis Perkins",53,NA,33371,40,NA,NA,"AverageDistanceofPuttsmade",2008
167,167,"Brandt Jobe",52,NA,39158,47,NA,NA,"AverageDistanceofPuttsmade",2008
168,168,"Briny Baird",113,NA,79824,96,NA,NA,"AverageDistanceofPuttsmade",2008
168,168,"Todd Demsey",80,NA,59052,71,NA,NA,"AverageDistanceofPuttsmade",2008
170,170,"Chris Stroud",81,NA,54768,66,NA,NA,"AverageDistanceofPuttsmade",2008
171,171,"Fred Couples",60,NA,42223,51,NA,NA,"AverageDistanceofPuttsmade",2008
171,171,"Tom Lehman",51,NA,31467,38,NA,NA,"AverageDistanceofPuttsmade",2008
171,171,"Jay Williamson",96,NA,66254,80,NA,NA,"AverageDistanceofPuttsmade",2008
174,174,"JJ Henry",108,NA,81314,99,NA,NA,"AverageDistanceofPuttsmade",2008
174,174,"David Lutterus",59,NA,41026,50,NA,NA,"AverageDistanceofPuttsmade",2008
174,174,"Jim McGovern",75,NA,51692,63,NA,NA,"AverageDistanceofPuttsmade",2008
177,177,"John Merrick",98,NA,63110,77,NA,NA,"AverageDistanceofPuttsmade",2008
178,178,"Scott Sterling",89,NA,60574,74,NA,NA,"AverageDistanceofPuttsmade",2008
179,179,"Justin Bolli",87,NA,59707,73,NA,NA,"AverageDistanceofPuttsmade",2008
179,179,"Charles Howell III",101,NA,71154,87,NA,NA,"AverageDistanceofPuttsmade",2008
179,179,"Vijay Singh",82,NA,51513,63,NA,NA,"AverageDistanceofPuttsmade",2008
182,182,"Olin Browne",77,NA,56206,69,NA,NA,"AverageDistanceofPuttsmade",2008
183,183,"Omar Uresti",74,NA,51302,63,NA,NA,"AverageDistanceofPuttsmade",2008
184,184,"Scott Verplank",82,NA,52867,65,NA,NA,"AverageDistanceofPuttsmade",2008
185,185,"Dustin Johnson",92,NA,64152,79,NA,NA,"AverageDistanceofPuttsmade",2008
185,185,"DJ Trahan",94,NA,63337,78,NA,NA,"AverageDistanceofPuttsmade",2008
187,187,"Jeff Gove",50,NA,35633,44,NA,NA,"AverageDistanceofPuttsmade",2008
187,187,"Heath Slocum",104,NA,69669,86,NA,NA,"AverageDistanceofPuttsmade",2008
189,189,"Brad Adamonis",87,NA,61246,76,NA,NA,"AverageDistanceofPuttsmade",2008
189,189,"Ted Purdy",68,NA,47581,59,NA,NA,"AverageDistanceofPuttsmade",2008
191,191,"Bubba Watson",97,NA,64301,80,NA,NA,"AverageDistanceofPuttsmade",2008
192,192,"Ernie Els",51,NA,28815,36,NA,NA,"AverageDistanceofPuttsmade",2008
193,193,"Angel Cabrera",55,NA,30854,39,NA,NA,"AverageDistanceofPuttsmade",2008
193,193,"Brett Rumford",72,NA,48236,61,NA,NA,"AverageDistanceofPuttsmade",2008
195,195,"Harrison Frazar",73,NA,48146,61,NA,NA,"AverageDistanceofPuttsmade",2008
196,196,"Charles Warren",79,NA,57207,74,NA,NA,"AverageDistanceofPuttsmade",2008
197,197,"Trevor Immelman",70,NA,41478,54,NA,NA,"AverageDistanceofPuttsmade",2008
