"BestRoundsin60sStreak_RANKTHISWEEK_2006","BestRoundsin60sStreak_RANKLASTWEEK_2006","BestRoundsin60sStreak_PLAYERNAME_2006","BestRoundsin60sStreak__2006","BestRoundsin60sStreak_CAREERBESTSTREAK_2006","BestRoundsin60sStreak_BESTYTDSTREAK_2006","BestRoundsin60sStreak_CURRENTSTREAK_2006","stat_name","year"
1,1,"Bob Estes",NA,17,3,NA,"BestRoundsin60sStreak",2006
2,2,"Charles Howell III",NA,16,3,NA,"BestRoundsin60sStreak",2006
3,3,"Chris DiMarco",NA,14,4,NA,"BestRoundsin60sStreak",2006
3,3,"Scott Hoch",NA,14,NA,NA,"BestRoundsin60sStreak",2006
5,5,"Harrison Frazar",NA,13,5,NA,"BestRoundsin60sStreak",2006
5,5,"Davis Love III",NA,13,8,NA,"BestRoundsin60sStreak",2006
7,7,"Joe Durant",NA,12,6,NA,"BestRoundsin60sStreak",2006
7,7,"Shigeki Maruyama",NA,12,5,NA,"BestRoundsin60sStreak",2006
7,7,"Mark OMeara",NA,12,3,NA,"BestRoundsin60sStreak",2006
7,7,"Tim Petrovic",NA,12,2,NA,"BestRoundsin60sStreak",2006
11,11,"Brian Bateman",NA,11,2,NA,"BestRoundsin60sStreak",2006
11,11,"David Edwards",NA,11,3,NA,"BestRoundsin60sStreak",2006
11,11,"Jim Furyk",NA,11,8,NA,"BestRoundsin60sStreak",2006
11,11,"JP Hayes",NA,11,3,NA,"BestRoundsin60sStreak",2006
11,11,"Bernhard Langer",NA,11,4,NA,"BestRoundsin60sStreak",2006
11,11,"Stephen Leaney",NA,11,11,NA,"BestRoundsin60sStreak",2006
11,11,"Bruce Lietzke",NA,11,NA,NA,"BestRoundsin60sStreak",2006
11,11,"Mark McCumber",NA,11,NA,NA,"BestRoundsin60sStreak",2006
11,11,"Jerry Pate",NA,11,NA,NA,"BestRoundsin60sStreak",2006
11,11,"Scott Verplank",NA,11,8,NA,"BestRoundsin60sStreak",2006
11,11,"Tiger Woods",NA,11,11,NA,"BestRoundsin60sStreak",2006
22,22,"Fred Couples",NA,10,2,NA,"BestRoundsin60sStreak",2006
22,22,"Steve Flesch",NA,10,8,NA,"BestRoundsin60sStreak",2006
22,22,"Carlos Franco",NA,10,3,NA,"BestRoundsin60sStreak",2006
22,22,"David Frost",NA,10,2,NA,"BestRoundsin60sStreak",2006
22,22,"Fred Funk",NA,10,10,NA,"BestRoundsin60sStreak",2006
22,22,"Robert Gamez",NA,10,5,NA,"BestRoundsin60sStreak",2006
22,22,"Rocco Mediate",NA,10,2,NA,"BestRoundsin60sStreak",2006
22,22,"Corey Pavin",NA,10,6,NA,"BestRoundsin60sStreak",2006
22,22,"David Peoples",NA,10,1,NA,"BestRoundsin60sStreak",2006
22,22,"Carl Pettersson",NA,10,3,NA,"BestRoundsin60sStreak",2006
22,22,"Mike Reid",NA,10,NA,NA,"BestRoundsin60sStreak",2006
22,22,"Chris Riley",NA,10,3,NA,"BestRoundsin60sStreak",2006
22,22,"Loren Roberts",NA,10,2,NA,"BestRoundsin60sStreak",2006
22,22,"Gene Sauers",NA,10,NA,NA,"BestRoundsin60sStreak",2006
22,22,"Tom Sieckmann",NA,10,NA,NA,"BestRoundsin60sStreak",2006
22,22,"Joey Sindelar",NA,10,5,NA,"BestRoundsin60sStreak",2006
