"DrivingPctMeasured_RANKTHISWEEK_2014","DrivingPctMeasured_RANKLASTWEEK_2014","DrivingPctMeasured_PLAYERNAME_2014","DrivingPctMeasured_ROUNDS_2014","DrivingPctMeasured_Pct_2014","DrivingPctMeasured_TOTALDRIVESFOR_2014","DrivingPctMeasured_TOTALDRVSOVERALL_2014","DrivingPctMeasured_RELATIVETOPAR_2014","stat_name","year"
1,1,"Mike Weir",69,6.56,8,122,0.63,"DrivingPctMeasured",2014
2,2,"Tim Clark",75,5.07,7,138,0.43,"DrivingPctMeasured",2014
3,3,"Ken Duke",80,5,7,140,0.71,"DrivingPctMeasured",2014
3,3,"DH Lee",54,5,5,100,0.6,"DrivingPctMeasured",2014
5,5,"Chad Collins",78,4.86,7,144,0.71,"DrivingPctMeasured",2014
6,6,"Brian Davis",93,4.49,8,178,0.38,"DrivingPctMeasured",2014
7,7,"Stuart Appleby",92,4.44,8,180,0.25,"DrivingPctMeasured",2014
8,8,"Ryo Ishikawa",75,4.35,6,138,0.5,"DrivingPctMeasured",2014
9,9,"Greg Chalmers",85,4.32,7,162,0.71,"DrivingPctMeasured",2014
10,10,"YE Yang",79,4.17,6,144,0.83,"DrivingPctMeasured",2014
11,11,"William McGirt",96,3.65,7,192,0.43,"DrivingPctMeasured",2014
12,12,"Justin Leonard",75,3.62,5,138,0.6,"DrivingPctMeasured",2014
12,12,"Bryce Molder",77,3.62,5,138,0.2,"DrivingPctMeasured",2014
14,14,"James Driscoll",71,3.52,5,142,0.6,"DrivingPctMeasured",2014
14,14,"Brian Gay",81,3.52,5,142,0.4,"DrivingPctMeasured",2014
16,16,"Spencer Levin",59,3.39,4,118,0,"DrivingPctMeasured",2014
17,17,"Richard Lee",80,3.38,5,148,0.2,"DrivingPctMeasured",2014
18,18,"Freddie Jacobson",91,3.37,6,178,0.5,"DrivingPctMeasured",2014
19,19,"Ernie Els",85,3.17,4,126,0.5,"DrivingPctMeasured",2014
20,20,"Ben Crane",81,3.09,5,162,0.6,"DrivingPctMeasured",2014
21,21,"Hideki Matsuyama",82,3.08,4,130,0,"DrivingPctMeasured",2014
22,22,"Retief Goosen",94,3.05,5,164,0.6,"DrivingPctMeasured",2014
23,23,"Briny Baird",50,3,3,100,-0.33,"DrivingPctMeasured",2014
24,24,"Jim Furyk",84,2.94,4,136,0.5,"DrivingPctMeasured",2014
25,25,"Jeff Maggert",54,2.88,3,104,0,"DrivingPctMeasured",2014
