"DistancetoApex_RANKTHISWEEK_2009","DistancetoApex_RANKLASTWEEK_2009","DistancetoApex_PLAYERNAME_2009","DistancetoApex_ROUNDS_2009","DistancetoApex_AVG_2009","DistancetoApex_TOTALAPEXRANGE_2009","DistancetoApex_TOTALATTEMPTS_2009","DistancetoApex_LONGESTDISTTOAPEX_2009","DistancetoApex_SHORTESTDISTTOAPEX_2009","stat_name","year"
72,72,"Rory Sabbatini",81,181.6,12166.2,67,198.8,155.1,"DistancetoApex",2009
73,73,"Jarrod Lyle",65,181.1,8692.2,48,193.3,158.8,"DistancetoApex",2009
73,73,"Kevin Stadler",65,181.1,8148.7,45,197.8,160.4,"DistancetoApex",2009
75,75,"Steve Lowery",83,181,13031.3,72,196.8,155.3,"DistancetoApex",2009
76,76,"Joe Durant",62,180.9,7960.6,44,196.2,166.8,"DistancetoApex",2009
76,76,"Michael Letzig",96,180.9,15195.8,84,196.5,126.6,"DistancetoApex",2009
76,76,"Chris Stroud",88,180.9,10130.4,56,205.1,149.2,"DistancetoApex",2009
76,76,"Camilo Villegas",76,180.9,9404.8,52,199.3,158.3,"DistancetoApex",2009
80,80,"Brian Bateman",55,180.5,8665.2,48,192,160.3,"DistancetoApex",2009
81,81,"Hunter Mahan",94,180.4,12084.8,67,208.9,157.4,"DistancetoApex",2009
81,81,"Ryan Moore",89,180.4,12088.3,67,199.1,150.8,"DistancetoApex",2009
83,83,"Kris Blanks",60,180.3,8112.5,45,197.4,152.5,"DistancetoApex",2009
83,83,"Padraig Harrington",66,180.3,8295.9,46,199.3,153.4,"DistancetoApex",2009
85,85,"Bill Lunde",83,180.2,13512.7,75,190.9,157.1,"DistancetoApex",2009
86,86,"Nicholas Thompson",96,179.8,14381.5,80,195.5,152.2,"DistancetoApex",2009
87,87,"Nathan Green",104,179.7,15274.3,85,197.7,151.1,"DistancetoApex",2009
88,88,"Brad Adamonis",70,179.6,10058.7,56,194.6,154.4,"DistancetoApex",2009
89,89,"Rich Beem",77,179.5,9333.9,52,192.8,157.2,"DistancetoApex",2009
89,89,"Jason Gore",74,179.5,10232.4,57,194.3,160.5,"DistancetoApex",2009
89,89,"Johnson Wagner",81,179.5,12925.2,72,191.8,157.9,"DistancetoApex",2009
92,92,"Steve Stricker",81,179.3,12012.2,67,190.3,165.5,"DistancetoApex",2009
93,93,"Michael Allen",73,179,8589.9,48,192.2,157.6,"DistancetoApex",2009
94,94,"Tim Herron",87,178.5,14818.8,83,194.6,161.2,"DistancetoApex",2009
95,95,"Bob Heintz",59,178.4,7672.1,43,191.4,153,"DistancetoApex",2009
96,96,"Kenny Perry",92,178.2,13718.5,77,197.1,145.3,"DistancetoApex",2009
97,97,"Todd Hamilton",83,178,10499.1,59,196,156,"DistancetoApex",2009
97,97,"Charlie Wi",92,178,13883.6,78,191.7,143,"DistancetoApex",2009
99,99,"Lee Janzen",74,177.9,10321.1,58,190.5,155.5,"DistancetoApex",2009
100,100,"Jason Bohn",88,177.8,14402.9,81,192.8,154.7,"DistancetoApex",2009
100,100,"Jeff Klauk",97,177.8,15292.6,86,189.6,162.5,"DistancetoApex",2009
100,100,"Joe Ogilvie",85,177.8,11553.9,65,193.9,163.2,"DistancetoApex",2009
103,103,"Ernie Els",70,177.7,9062.5,51,193.6,157.4,"DistancetoApex",2009
103,103,"Bob Estes",78,177.7,13147.3,74,191.9,148.2,"DistancetoApex",2009
103,103,"Rod Pampling",72,177.7,10840.6,61,192.6,149.8,"DistancetoApex",2009
106,106,"Webb Simpson",94,177.6,13142.2,74,194,155.5,"DistancetoApex",2009
107,107,"Jason Dufner",90,177.1,13989.1,79,194.4,152,"DistancetoApex",2009
107,107,"Parker McLachlin",71,177.1,11160.4,63,191,152,"DistancetoApex",2009
109,109,"Ian Poulter",59,177,8496.6,48,188.5,149.8,"DistancetoApex",2009
110,110,"Mark Calcavecchia",72,176.9,9908.2,56,191.6,153.8,"DistancetoApex",2009
111,111,"Briny Baird",89,176.8,13257,75,193.5,155.9,"DistancetoApex",2009
111,111,"Matt Weibring",65,176.8,8488.6,48,188.3,161.8,"DistancetoApex",2009
113,113,"Bryce Molder",69,176.7,9189.3,52,198.3,148.4,"DistancetoApex",2009
113,113,"Justin Rose",71,176.7,9893.1,56,192.2,158.6,"DistancetoApex",2009
115,115,"Chris DiMarco",97,176.5,14294.4,81,188.6,154.6,"DistancetoApex",2009
115,115,"Ryuji Imada",85,176.5,12177.5,69,189.1,163.8,"DistancetoApex",2009
117,117,"Jeff Overton",92,176.3,12873.1,73,194.1,132.4,"DistancetoApex",2009
118,118,"Jim Furyk",86,176.2,11451.1,65,191.1,150.4,"DistancetoApex",2009
118,118,"Freddie Jacobson",83,176.2,11983.2,68,191.8,147.8,"DistancetoApex",2009
120,120,"Greg Chalmers",85,176,11618.1,66,189.2,151.2,"DistancetoApex",2009
121,121,"Kevin Na",91,175.9,12666.4,72,191.6,152.5,"DistancetoApex",2009
122,122,"Luke Donald",79,175.3,11218.4,64,187.7,90,"DistancetoApex",2009
123,123,"Ken Duke",87,175.2,9810.5,56,192.8,144.2,"DistancetoApex",2009
123,123,"Mike Weir",85,175.2,11739.1,67,188.5,155.5,"DistancetoApex",2009
125,125,"Cameron Beckman",87,174.8,12935,74,189.6,149.5,"DistancetoApex",2009
126,126,"Ben Curtis",63,174.6,7332,42,186.9,156.1,"DistancetoApex",2009
126,126,"Steve Elkington",70,174.6,9429.8,54,186.9,145.8,"DistancetoApex",2009
126,126,"Tim Petrovic",97,174.6,14842.9,85,189.1,155.5,"DistancetoApex",2009
129,129,"Steve Flesch",77,174.3,9409.6,54,185.1,157.5,"DistancetoApex",2009
129,129,"Billy Mayfair",83,174.3,11330.1,65,194.5,159.3,"DistancetoApex",2009
129,129,"Casey Wittenberg",71,174.3,8891.2,51,190.4,158.6,"DistancetoApex",2009
132,132,"Marc Turnesa",77,174,13225.6,76,186.7,140.1,"DistancetoApex",2009
133,133,"Ben Crane",93,173.9,14086.5,81,187.2,156.9,"DistancetoApex",2009
133,133,"Kent Jones",73,173.9,9218.7,53,184.6,157.9,"DistancetoApex",2009
133,133,"Jay Williamson",69,173.9,9564.9,55,189.9,160.3,"DistancetoApex",2009
136,136,"Rocco Mediate",79,173.8,9733,56,185.6,156.1,"DistancetoApex",2009
137,137,"DA Points",99,173.3,14734.5,85,191.7,154.5,"DistancetoApex",2009
138,138,"Rick Price",54,172.8,6739.1,39,184.3,160.6,"DistancetoApex",2009
139,139,"Heath Slocum",95,172.4,13616,79,186.9,157,"DistancetoApex",2009
140,140,"Brian Davis",103,172.3,16026.6,93,186,154.1,"DistancetoApex",2009
140,140,"Brandt Snedeker",81,172.3,10512.5,61,183.2,160.4,"DistancetoApex",2009
142,142,"Vaughn Taylor",88,172,11177.9,65,184.9,150.1,"DistancetoApex",2009
143,143,"Matt Kuchar",82,171.6,11153.8,65,187.2,153.4,"DistancetoApex",2009
144,144,"KJ Choi",65,171.4,9768.5,57,193.9,144.1,"DistancetoApex",2009
144,144,"Tom Lehman",55,171.4,5828.1,34,183.5,156.8,"DistancetoApex",2009
144,144,"Carl Pettersson",86,171.4,13200.6,77,189.8,139.1,"DistancetoApex",2009
144,144,"Brendon Todd",53,171.4,8225.4,48,186.9,133.8,"DistancetoApex",2009
148,148,"Aron Price",89,171.3,12164.2,71,184,137.3,"DistancetoApex",2009
149,149,"Jerry Kelly",90,171.2,13184.2,77,186.3,150.5,"DistancetoApex",2009
150,150,"Spencer Levin",75,171,11117.4,65,186,141.7,"DistancetoApex",2009
150,150,"Mark Wilson",99,171,13170.8,77,192.9,130.1,"DistancetoApex",2009
152,152,"Jeff Maggert",79,170.9,12136.7,71,184,143.8,"DistancetoApex",2009
153,153,"John Mallinger",90,170.6,12450.2,73,186.2,153.3,"DistancetoApex",2009
154,154,"Zach Johnson",94,170.4,15509.2,91,182.6,146.5,"DistancetoApex",2009
154,154,"Darron Stiles",52,170.4,5622.7,33,181.8,154.9,"DistancetoApex",2009
156,156,"David Toms",98,170.3,13622.3,80,183.4,89.4,"DistancetoApex",2009
156,156,"Scott Verplank",88,170.3,13625.7,80,181.1,150.9,"DistancetoApex",2009
158,158,"David Mathis",82,169.8,11034,65,187.4,136.9,"DistancetoApex",2009
159,159,"Tommy Armour III",58,169.7,8316.2,49,185.5,153.7,"DistancetoApex",2009
159,159,"Richard Johnson",85,169.7,12724.1,75,184.9,142.5,"DistancetoApex",2009
159,159,"Tom Pernice Jr",82,169.7,12391.4,73,194,109.8,"DistancetoApex",2009
159,159,"Chris Riley",77,169.7,9843.9,58,189.1,143.4,"DistancetoApex",2009
163,163,"Patrick Sheehan",51,169.5,5593.7,33,179.9,155,"DistancetoApex",2009
164,164,"Cliff Kresge",78,169.3,10834.5,64,186.8,151.5,"DistancetoApex",2009
165,165,"Justin Leonard",95,169.1,13864.1,82,182.4,138.8,"DistancetoApex",2009
166,166,"Colt Knost",71,168.4,8754.5,52,180.4,146.7,"DistancetoApex",2009
167,167,"Eric Axley",71,168,9071.1,54,184,117.7,"DistancetoApex",2009
168,168,"Kirk Triplett",60,167.5,8541.2,51,181.2,127.8,"DistancetoApex",2009
169,169,"Peter Lonard",86,167.4,12052,72,184.3,107.4,"DistancetoApex",2009
170,170,"Paul Goydos",79,167.1,11363.6,68,180.3,137.6,"DistancetoApex",2009
171,171,"Jeff Quinney",78,166.7,11336.3,68,186.8,140.1,"DistancetoApex",2009
171,171,"Dean Wilson",81,166.7,10171.6,61,184.5,108.3,"DistancetoApex",2009
173,173,"Scott Sterling",51,166.6,6662.2,40,183.7,132.6,"DistancetoApex",2009
174,174,"Alex Cejka",82,165.9,11444,69,182.4,76.5,"DistancetoApex",2009
175,175,"Tim Clark",81,165.7,10768.3,65,178.5,142.7,"DistancetoApex",2009
175,175,"Chez Reavie",81,165.7,12097.9,73,179.9,138.4,"DistancetoApex",2009
177,177,"Bart Bryant",58,164.6,9547.3,58,179.7,144.5,"DistancetoApex",2009
178,178,"Glen Day",79,163.5,9319.5,57,176,142.2,"DistancetoApex",2009
179,179,"Nick OHern",90,160.2,13939.4,87,176.6,133.9,"DistancetoApex",2009
180,180,"Greg Kraft",51,160.1,6402.5,40,176.5,145.1,"DistancetoApex",2009
181,181,"Mark Brooks",55,156,5616.4,36,193.9,118.1,"DistancetoApex",2009
181,181,"Brian Gay",96,156,13883.4,89,169.8,113.7,"DistancetoApex",2009
183,183,"Brad Faxon",59,155.2,8693.4,56,176.5,109.9,"DistancetoApex",2009
184,184,"Corey Pavin",73,155,8062.1,52,169.7,116.4,"DistancetoApex",2009
