"BestSubParRoundsStreak_RANKTHISWEEK_2010","BestSubParRoundsStreak_RANKLASTWEEK_2010","BestSubParRoundsStreak_PLAYERNAME_2010","BestSubParRoundsStreak__2010","BestSubParRoundsStreak_CAREERBESTSTREAK_2010","BestSubParRoundsStreak_BESTYTDSTREAK_2010","BestSubParRoundsStreak_CURRENTSTREAK_2010","stat_name","year"
42,42,"Scott Hoch",NA,15,NA,NA,"BestSubParRoundsStreak",2010
42,42,"Tom Kite",NA,15,NA,NA,"BestSubParRoundsStreak",2010
42,42,"Davis Love III",NA,15,8,NA,"BestSubParRoundsStreak",2010
42,42,"Andrew Magee",NA,15,NA,NA,"BestSubParRoundsStreak",2010
42,42,"Scott Simpson",NA,15,NA,NA,"BestSubParRoundsStreak",2010
42,42,"Chris Smith",NA,15,2,NA,"BestSubParRoundsStreak",2010
42,42,"Craig Stadler",NA,15,1,NA,"BestSubParRoundsStreak",2010
42,42,"Bob Tway",NA,15,NA,NA,"BestSubParRoundsStreak",2010
53,53,"Robert Allenby",NA,14,7,NA,"BestSubParRoundsStreak",2010
53,53,"Woody Austin",NA,14,10,NA,"BestSubParRoundsStreak",2010
53,53,"Brian Bateman",NA,14,1,NA,"BestSubParRoundsStreak",2010
53,53,"Russ Cochran",NA,14,NA,NA,"BestSubParRoundsStreak",2010
53,53,"Marco Dawson",NA,14,6,NA,"BestSubParRoundsStreak",2010
53,53,"Steve Flesch",NA,14,10,NA,"BestSubParRoundsStreak",2010
53,53,"Brent Geiberger",NA,14,NA,NA,"BestSubParRoundsStreak",2010
53,53,"Mathew Goggin",NA,14,6,NA,"BestSubParRoundsStreak",2010
53,53,"John Huston",NA,14,3,NA,"BestSubParRoundsStreak",2010
53,53,"Freddie Jacobson",NA,14,14,NA,"BestSubParRoundsStreak",2010
53,53,"Kent Jones",NA,14,3,NA,"BestSubParRoundsStreak",2010
53,53,"Matt Kuchar",NA,14,10,NA,"BestSubParRoundsStreak",2010
53,53,"Stephen Leaney",NA,14,NA,NA,"BestSubParRoundsStreak",2010
53,53,"Justin Leonard",NA,14,7,NA,"BestSubParRoundsStreak",2010
53,53,"Frank Lickliter II",NA,14,3,NA,"BestSubParRoundsStreak",2010
53,53,"Peter Lonard",NA,14,NA,NA,"BestSubParRoundsStreak",2010
53,53,"Jeff Maggert",NA,14,7,NA,"BestSubParRoundsStreak",2010
53,53,"Rocco Mediate",NA,14,5,NA,"BestSubParRoundsStreak",2010
53,53,"Joe Ogilvie",NA,14,5,NA,"BestSubParRoundsStreak",2010
53,53,"Loren Roberts",NA,14,NA,NA,"BestSubParRoundsStreak",2010
53,53,"Payne Stewart",NA,14,NA,NA,"BestSubParRoundsStreak",2010
53,53,"Bo Van Pelt",NA,14,10,NA,"BestSubParRoundsStreak",2010
53,53,"Grant Waite",NA,14,1,NA,"BestSubParRoundsStreak",2010
76,76,"Billy Andrade",NA,13,NA,NA,"BestSubParRoundsStreak",2010
76,76,"Paul Azinger",NA,13,2,NA,"BestSubParRoundsStreak",2010
76,76,"Briny Baird",NA,13,6,NA,"BestSubParRoundsStreak",2010
76,76,"Jason Bohn",NA,13,8,NA,"BestSubParRoundsStreak",2010
76,76,"Bart Bryant",NA,13,NA,NA,"BestSubParRoundsStreak",2010
76,76,"Brad Bryant",NA,13,NA,NA,"BestSubParRoundsStreak",2010
76,76,"Rex Caldwell",NA,13,NA,NA,"BestSubParRoundsStreak",2010
76,76,"John Cook",NA,13,NA,NA,"BestSubParRoundsStreak",2010
76,76,"Jay Delsing",NA,13,1,NA,"BestSubParRoundsStreak",2010
76,76,"David Duval",NA,13,5,NA,"BestSubParRoundsStreak",2010
76,76,"Steve Elkington",NA,13,9,NA,"BestSubParRoundsStreak",2010
76,76,"Rick Fehr",NA,13,NA,NA,"BestSubParRoundsStreak",2010
76,76,"Dan Forsman",NA,13,NA,NA,"BestSubParRoundsStreak",2010
76,76,"Harrison Frazar",NA,13,4,NA,"BestSubParRoundsStreak",2010
76,76,"David Frost",NA,13,NA,NA,"BestSubParRoundsStreak",2010
76,76,"Fred Funk",NA,13,2,NA,"BestSubParRoundsStreak",2010
76,76,"Jim Furyk",NA,13,7,NA,"BestSubParRoundsStreak",2010
76,76,"Buddy Gardner",NA,13,NA,NA,"BestSubParRoundsStreak",2010
76,76,"Brian Gay",NA,13,7,NA,"BestSubParRoundsStreak",2010
76,76,"Tim Herron",NA,13,6,NA,"BestSubParRoundsStreak",2010
76,76,"Peter Jacobsen",NA,13,NA,NA,"BestSubParRoundsStreak",2010
76,76,"Neal Lancaster",NA,13,NA,NA,"BestSubParRoundsStreak",2010
76,76,"Bernhard Langer",NA,13,1,NA,"BestSubParRoundsStreak",2010
76,76,"Tom Lehman",NA,13,4,NA,"BestSubParRoundsStreak",2010
76,76,"Mark McCumber",NA,13,NA,NA,"BestSubParRoundsStreak",2010
76,76,"Phil Mickelson",NA,13,13,NA,"BestSubParRoundsStreak",2010
76,76,"Calvin Peete",NA,13,NA,NA,"BestSubParRoundsStreak",2010
76,76,"David Peoples",NA,13,NA,NA,"BestSubParRoundsStreak",2010
76,76,"Scott Piercy",NA,13,13,NA,"BestSubParRoundsStreak",2010
76,76,"Ted Purdy",NA,13,6,NA,"BestSubParRoundsStreak",2010
76,76,"Mike Reid",NA,13,NA,NA,"BestSubParRoundsStreak",2010
76,76,"Dave Rummells",NA,13,NA,NA,"BestSubParRoundsStreak",2010
76,76,"Tom Sieckmann",NA,13,NA,NA,"BestSubParRoundsStreak",2010
76,76,"Tony Sills",NA,13,NA,NA,"BestSubParRoundsStreak",2010
76,76,"Curtis Strange",NA,13,NA,NA,"BestSubParRoundsStreak",2010
76,76,"Mike Sullivan",NA,13,NA,NA,"BestSubParRoundsStreak",2010
76,76,"David Toms",NA,13,7,NA,"BestSubParRoundsStreak",2010
76,76,"Duffy Waldorf",NA,13,NA,NA,"BestSubParRoundsStreak",2010
114,114,"Aaron Baddeley",NA,12,9,NA,"BestSubParRoundsStreak",2010
114,114,"Dave Barr",NA,12,NA,NA,"BestSubParRoundsStreak",2010
114,114,"Cameron Beckman",NA,12,6,NA,"BestSubParRoundsStreak",2010
114,114,"Jeff Brehaut",NA,12,NA,NA,"BestSubParRoundsStreak",2010
114,114,"Mark Brooks",NA,12,3,NA,"BestSubParRoundsStreak",2010
114,114,"Mark Calcavecchia",NA,12,3,NA,"BestSubParRoundsStreak",2010
114,114,"Chad Campbell",NA,12,6,NA,"BestSubParRoundsStreak",2010
114,114,"Greg Chalmers",NA,12,6,NA,"BestSubParRoundsStreak",2010
114,114,"Stewart Cink",NA,12,9,NA,"BestSubParRoundsStreak",2010
114,114,"Danny Edwards",NA,12,NA,NA,"BestSubParRoundsStreak",2010
114,114,"David Edwards",NA,12,NA,NA,"BestSubParRoundsStreak",2010
114,114,"Joel Edwards",NA,12,NA,NA,"BestSubParRoundsStreak",2010
114,114,"Brad Faxon",NA,12,3,NA,"BestSubParRoundsStreak",2010
114,114,"Todd Fischer",NA,12,2,NA,"BestSubParRoundsStreak",2010
114,114,"Rickie Fowler",NA,12,12,NA,"BestSubParRoundsStreak",2010
114,114,"Robert Gamez",NA,12,3,NA,"BestSubParRoundsStreak",2010
114,114,"Paul Goydos",NA,12,5,NA,"BestSubParRoundsStreak",2010
114,114,"Nathan Green",NA,12,3,NA,"BestSubParRoundsStreak",2010
114,114,"Mathias Gronberg",NA,12,4,NA,"BestSubParRoundsStreak",2010
114,114,"Jay Haas",NA,12,1,NA,"BestSubParRoundsStreak",2010
114,114,"Mike Heinen",NA,12,NA,NA,"BestSubParRoundsStreak",2010
114,114,"Richard Johnson",NA,12,12,NA,"BestSubParRoundsStreak",2010
114,114,"Jonathan Kaye",NA,12,4,NA,"BestSubParRoundsStreak",2010
114,114,"Skip Kendall",NA,12,7,NA,"BestSubParRoundsStreak",2010
114,114,"Gary Koch",NA,12,NA,NA,"BestSubParRoundsStreak",2010
114,114,"Greg Kraft",NA,12,5,NA,"BestSubParRoundsStreak",2010
114,114,"Bill Lunde",NA,12,4,NA,"BestSubParRoundsStreak",2010
114,114,"Jim McGovern",NA,12,1,NA,"BestSubParRoundsStreak",2010
114,114,"Larry Mize",NA,12,NA,NA,"BestSubParRoundsStreak",2010
114,114,"Gil Morgan",NA,12,NA,NA,"BestSubParRoundsStreak",2010
114,114,"Frank Nobilo",NA,12,NA,NA,"BestSubParRoundsStreak",2010
114,114,"Jose Maria Olazabal",NA,12,NA,NA,"BestSubParRoundsStreak",2010
114,114,"Don Pooley",NA,12,NA,NA,"BestSubParRoundsStreak",2010
114,114,"Gene Sauers",NA,12,NA,NA,"BestSubParRoundsStreak",2010
114,114,"John Senden",NA,12,12,NA,"BestSubParRoundsStreak",2010
114,114,"Paul Stankowski",NA,12,6,NA,"BestSubParRoundsStreak",2010
114,114,"Kevin Sutherland",NA,12,5,NA,"BestSubParRoundsStreak",2010
114,114,"Hal Sutton",NA,12,NA,NA,"BestSubParRoundsStreak",2010
114,114,"Jay Williamson",NA,12,4,NA,"BestSubParRoundsStreak",2010
114,114,"Willie Wood",NA,12,1,NA,"BestSubParRoundsStreak",2010
114,114,"Fuzzy Zoeller",NA,12,NA,NA,"BestSubParRoundsStreak",2010
155,155,"Craig Barlow",NA,11,3,NA,"BestSubParRoundsStreak",2010
155,155,"Chip Beck",NA,11,NA,NA,"BestSubParRoundsStreak",2010
155,155,"Olin Browne",NA,11,NA,NA,"BestSubParRoundsStreak",2010
155,155,"George Burns",NA,11,NA,NA,"BestSubParRoundsStreak",2010
155,155,"Bob Burns",NA,11,NA,NA,"BestSubParRoundsStreak",2010
155,155,"Tom Byrum",NA,11,1,NA,"BestSubParRoundsStreak",2010
155,155,"Jim Carter",NA,11,2,NA,"BestSubParRoundsStreak",2010
155,155,"Brandel Chamblee",NA,11,NA,NA,"BestSubParRoundsStreak",2010
155,155,"KJ Choi",NA,11,6,NA,"BestSubParRoundsStreak",2010
155,155,"Michael Clark II",NA,11,2,NA,"BestSubParRoundsStreak",2010
155,155,"John Daly",NA,11,4,NA,"BestSubParRoundsStreak",2010
155,155,"Luke Donald",NA,11,9,NA,"BestSubParRoundsStreak",2010
155,155,"Keith Fergus",NA,11,NA,NA,"BestSubParRoundsStreak",2010
155,155,"Bruce Fleisher",NA,11,NA,NA,"BestSubParRoundsStreak",2010
155,155,"Raymond Floyd",NA,11,NA,NA,"BestSubParRoundsStreak",2010
155,155,"Sergio Garcia",NA,11,3,NA,"BestSubParRoundsStreak",2010
155,155,"Jason Gore",NA,11,2,NA,"BestSubParRoundsStreak",2010
155,155,"Todd Hamilton",NA,11,4,NA,"BestSubParRoundsStreak",2010
155,155,"JP Hayes",NA,11,6,NA,"BestSubParRoundsStreak",2010
155,155,"JJ Henry",NA,11,8,NA,"BestSubParRoundsStreak",2010
155,155,"Zach Johnson",NA,11,7,NA,"BestSubParRoundsStreak",2010
155,155,"Dustin Johnson",NA,11,4,NA,"BestSubParRoundsStreak",2010
155,155,"Ian Leggatt",NA,11,NA,NA,"BestSubParRoundsStreak",2010
155,155,"Michael Letzig",NA,11,5,NA,"BestSubParRoundsStreak",2010
155,155,"Bruce Lietzke",NA,11,NA,NA,"BestSubParRoundsStreak",2010
155,155,"John Mahaffey",NA,11,NA,NA,"BestSubParRoundsStreak",2010
155,155,"Billy Mayfair",NA,11,5,NA,"BestSubParRoundsStreak",2010
155,155,"George McNeill",NA,11,6,NA,"BestSubParRoundsStreak",2010
155,155,"Shaun Micheel",NA,11,4,NA,"BestSubParRoundsStreak",2010
155,155,"Geoff Ogilvy",NA,11,6,NA,"BestSubParRoundsStreak",2010
155,155,"David Ogrin",NA,11,NA,NA,"BestSubParRoundsStreak",2010
155,155,"Rod Pampling",NA,11,5,NA,"BestSubParRoundsStreak",2010
155,155,"Carl Pettersson",NA,11,6,NA,"BestSubParRoundsStreak",2010
155,155,"Nick Price",NA,11,NA,NA,"BestSubParRoundsStreak",2010
155,155,"Aron Price",NA,11,11,NA,"BestSubParRoundsStreak",2010
155,155,"Dicky Pride",NA,11,1,NA,"BestSubParRoundsStreak",2010
155,155,"Tom Purtzer",NA,11,NA,NA,"BestSubParRoundsStreak",2010
155,155,"Lee Rinker",NA,11,NA,NA,"BestSubParRoundsStreak",2010
155,155,"Clarence Rose",NA,11,NA,NA,"BestSubParRoundsStreak",2010
155,155,"Rory Sabbatini",NA,11,7,NA,"BestSubParRoundsStreak",2010
155,155,"Wes Short Jr",NA,11,NA,NA,"BestSubParRoundsStreak",2010
155,155,"Tim Simpson",NA,11,NA,NA,"BestSubParRoundsStreak",2010
155,155,"Steve Stricker",NA,11,11,NA,"BestSubParRoundsStreak",2010
155,155,"Jim Thorpe",NA,11,NA,NA,"BestSubParRoundsStreak",2010
155,155,"Chris Tidland",NA,11,11,NA,"BestSubParRoundsStreak",2010
155,155,"Nick Watney",NA,11,8,NA,"BestSubParRoundsStreak",2010
155,155,"Bubba Watson",NA,11,6,NA,"BestSubParRoundsStreak",2010
155,155,"Boo Weekley",NA,11,5,NA,"BestSubParRoundsStreak",2010
155,155,"Richard Zokol",NA,11,NA,NA,"BestSubParRoundsStreak",2010
204,204,"Michael Allen",NA,10,5,NA,"BestSubParRoundsStreak",2010
204,204,"Arjun Atwal",NA,10,5,NA,"BestSubParRoundsStreak",2010
204,204,"Phil Blackmar",NA,10,NA,NA,"BestSubParRoundsStreak",2010
204,204,"Jason Buha",NA,10,NA,NA,"BestSubParRoundsStreak",2010
204,204,"Mark Carnevale",NA,10,NA,NA,"BestSubParRoundsStreak",2010
204,204,"Lennie Clements",NA,10,NA,NA,"BestSubParRoundsStreak",2010
204,204,"Chad Collins",NA,10,9,NA,"BestSubParRoundsStreak",2010
204,204,"Trevor Dodds",NA,10,NA,NA,"BestSubParRoundsStreak",2010
204,204,"Ken Duke",NA,10,3,NA,"BestSubParRoundsStreak",2010
204,204,"Ernie Els",NA,10,10,NA,"BestSubParRoundsStreak",2010
204,204,"Bob Gilder",NA,10,NA,NA,"BestSubParRoundsStreak",2010
204,204,"Bill Glasson",NA,10,NA,NA,"BestSubParRoundsStreak",2010
204,204,"Lucas Glover",NA,10,5,NA,"BestSubParRoundsStreak",2010
204,204,"David Gossett",NA,10,NA,NA,"BestSubParRoundsStreak",2010
204,204,"Jeff Gove",NA,10,2,NA,"BestSubParRoundsStreak",2010
204,204,"Hubert Green",NA,10,NA,NA,"BestSubParRoundsStreak",2010
204,204,"Scott Gump",NA,10,NA,NA,"BestSubParRoundsStreak",2010
204,204,"Dudley Hart",NA,10,NA,NA,"BestSubParRoundsStreak",2010
204,204,"Nolan Henke",NA,10,NA,NA,"BestSubParRoundsStreak",2010
204,204,"Charley Hoffman",NA,10,7,NA,"BestSubParRoundsStreak",2010
204,204,"JB Holmes",NA,10,10,NA,"BestSubParRoundsStreak",2010
204,204,"Mike Hulbert",NA,10,NA,NA,"BestSubParRoundsStreak",2010
204,204,"Steve Jones",NA,10,NA,NA,"BestSubParRoundsStreak",2010
204,204,"Matt Jones",NA,10,7,NA,"BestSubParRoundsStreak",2010
204,204,"Kenny Knox",NA,10,NA,NA,"BestSubParRoundsStreak",2010
204,204,"Steve Lowery",NA,10,4,NA,"BestSubParRoundsStreak",2010
204,204,"Mark Lye",NA,10,NA,NA,"BestSubParRoundsStreak",2010
204,204,"Len Mattiace",NA,10,3,NA,"BestSubParRoundsStreak",2010
204,204,"Kevin Na",NA,10,7,NA,"BestSubParRoundsStreak",2010
204,204,"Larry Nelson",NA,10,NA,NA,"BestSubParRoundsStreak",2010
204,204,"James Nitties",NA,10,4,NA,"BestSubParRoundsStreak",2010
204,204,"Greg Norman",NA,10,NA,NA,"BestSubParRoundsStreak",2010
204,204,"Pat Perez",NA,10,9,NA,"BestSubParRoundsStreak",2010
204,204,"Craig Perks",NA,10,NA,NA,"BestSubParRoundsStreak",2010
204,204,"Tom Pernice Jr",NA,10,4,NA,"BestSubParRoundsStreak",2010
204,204,"Chris Perry",NA,10,NA,NA,"BestSubParRoundsStreak",2010
204,204,"DA Points",NA,10,7,NA,"BestSubParRoundsStreak",2010
204,204,"Brett Quigley",NA,10,7,NA,"BestSubParRoundsStreak",2010
204,204,"Jeff Quinney",NA,10,5,NA,"BestSubParRoundsStreak",2010
204,204,"Justin Rose",NA,10,7,NA,"BestSubParRoundsStreak",2010
204,204,"Heath Slocum",NA,10,7,NA,"BestSubParRoundsStreak",2010
204,204,"Mike Smith",NA,10,NA,NA,"BestSubParRoundsStreak",2010
204,204,"JC Snead",NA,10,NA,NA,"BestSubParRoundsStreak",2010
204,204,"Brandt Snedeker",NA,10,10,NA,"BestSubParRoundsStreak",2010
204,204,"Kevin Stadler",NA,10,7,NA,"BestSubParRoundsStreak",2010
204,204,"Kevin Streelman",NA,10,5,NA,"BestSubParRoundsStreak",2010
204,204,"Phil Tataurangi",NA,10,3,NA,"BestSubParRoundsStreak",2010
204,204,"Josh Teater",NA,10,10,NA,"BestSubParRoundsStreak",2010
204,204,"Doug Tewell",NA,10,NA,NA,"BestSubParRoundsStreak",2010
204,204,"Roland Thatcher",NA,10,6,NA,"BestSubParRoundsStreak",2010
204,204,"Howard Twitty",NA,10,NA,NA,"BestSubParRoundsStreak",2010
204,204,"Bobby Wadkins",NA,10,NA,NA,"BestSubParRoundsStreak",2010
204,204,"Lanny Wadkins",NA,10,NA,NA,"BestSubParRoundsStreak",2010
204,204,"Mark Wiebe",NA,10,NA,NA,"BestSubParRoundsStreak",2010
204,204,"Mark Wilson",NA,10,9,NA,"BestSubParRoundsStreak",2010
259,259,"John Adams",NA,9,NA,NA,"BestSubParRoundsStreak",2010
259,259,"Steve Allan",NA,9,1,NA,"BestSubParRoundsStreak",2010
259,259,"Tommy Armour III",NA,9,1,NA,"BestSubParRoundsStreak",2010
259,259,"Doug Barron",NA,9,NA,NA,"BestSubParRoundsStreak",2010
259,259,"Andy Bean",NA,9,NA,NA,"BestSubParRoundsStreak",2010
259,259,"Notah Begay III",NA,9,1,NA,"BestSubParRoundsStreak",2010
259,259,"Guy Boros",NA,9,4,NA,"BestSubParRoundsStreak",2010
259,259,"Bill Britton",NA,9,NA,NA,"BestSubParRoundsStreak",2010
259,259,"Angel Cabrera",NA,9,6,NA,"BestSubParRoundsStreak",2010
259,259,"Alex Cejka",NA,9,4,NA,"BestSubParRoundsStreak",2010
259,259,"Michael Connell",NA,9,9,NA,"BestSubParRoundsStreak",2010
259,259,"Robert Damron",NA,9,1,NA,"BestSubParRoundsStreak",2010
259,259,"Robin Freeman",NA,9,1,NA,"BestSubParRoundsStreak",2010
259,259,"Jim Gallagher Jr",NA,9,1,NA,"BestSubParRoundsStreak",2010
259,259,"Kelly Gibson",NA,9,NA,NA,"BestSubParRoundsStreak",2010
259,259,"Matt Gogel",NA,9,NA,NA,"BestSubParRoundsStreak",2010
259,259,"Bill Haas",NA,9,7,NA,"BestSubParRoundsStreak",2010
259,259,"Gary Hallberg",NA,9,NA,NA,"BestSubParRoundsStreak",2010
259,259,"Padraig Harrington",NA,9,3,NA,"BestSubParRoundsStreak",2010
259,259,"Morris Hatalsky",NA,9,NA,NA,"BestSubParRoundsStreak",2010
259,259,"Mark Hayes",NA,9,NA,NA,"BestSubParRoundsStreak",2010
259,259,"Bob Heintz",NA,9,2,NA,"BestSubParRoundsStreak",2010
259,259,"Brian Henninger",NA,9,NA,NA,"BestSubParRoundsStreak",2010
259,259,"Ryuji Imada",NA,9,5,NA,"BestSubParRoundsStreak",2010
259,259,"Trevor Immelman",NA,9,4,NA,"BestSubParRoundsStreak",2010
259,259,"Hale Irwin",NA,9,NA,NA,"BestSubParRoundsStreak",2010
259,259,"Brandt Jobe",NA,9,2,NA,"BestSubParRoundsStreak",2010
259,259,"Brendan Jones",NA,9,NA,NA,"BestSubParRoundsStreak",2010
259,259,"Jeff Klauk",NA,9,5,NA,"BestSubParRoundsStreak",2010
259,259,"Hank Kuehne",NA,9,NA,NA,"BestSubParRoundsStreak",2010
259,259,"Martin Laird",NA,9,4,NA,"BestSubParRoundsStreak",2010
259,259,"JL Lewis",NA,9,2,NA,"BestSubParRoundsStreak",2010
259,259,"Bob Lohr",NA,9,NA,NA,"BestSubParRoundsStreak",2010
259,259,"Sandy Lyle",NA,9,1,NA,"BestSubParRoundsStreak",2010
259,259,"Steve Marino",NA,9,8,NA,"BestSubParRoundsStreak",2010
259,259,"Daisuke Maruyama",NA,9,NA,NA,"BestSubParRoundsStreak",2010
259,259,"Rory McIlroy",NA,9,9,NA,"BestSubParRoundsStreak",2010
259,259,"Spike McRoy",NA,9,1,NA,"BestSubParRoundsStreak",2010
259,259,"Colin Montgomerie",NA,9,2,NA,"BestSubParRoundsStreak",2010
259,259,"Arron Oberholser",NA,9,NA,NA,"BestSubParRoundsStreak",2010
259,259,"Greg Owen",NA,9,3,NA,"BestSubParRoundsStreak",2010
259,259,"Ryan Palmer",NA,9,6,NA,"BestSubParRoundsStreak",2010
259,259,"Dennis Paulson",NA,9,NA,NA,"BestSubParRoundsStreak",2010
259,259,"Chez Reavie",NA,9,4,NA,"BestSubParRoundsStreak",2010
259,259,"John Riegger",NA,9,NA,NA,"BestSubParRoundsStreak",2010
259,259,"John Rollins",NA,9,8,NA,"BestSubParRoundsStreak",2010
259,259,"Ted Schulz",NA,9,NA,NA,"BestSubParRoundsStreak",2010
259,259,"Patrick Sheehan",NA,9,NA,NA,"BestSubParRoundsStreak",2010
259,259,"Mike Sposa",NA,9,NA,NA,"BestSubParRoundsStreak",2010
259,259,"Mike Springer",NA,9,NA,NA,"BestSubParRoundsStreak",2010
259,259,"Ron Streck",NA,9,NA,NA,"BestSubParRoundsStreak",2010
259,259,"Chris Stroud",NA,9,9,NA,"BestSubParRoundsStreak",2010
259,259,"DJ Trahan",NA,9,5,NA,"BestSubParRoundsStreak",2010
259,259,"Omar Uresti",NA,9,8,NA,"BestSubParRoundsStreak",2010
259,259,"Stan Utley",NA,9,NA,NA,"BestSubParRoundsStreak",2010
259,259,"Johnson Wagner",NA,9,9,NA,"BestSubParRoundsStreak",2010
259,259,"Charles Warren",NA,9,9,NA,"BestSubParRoundsStreak",2010
259,259,"Tom Watson",NA,9,1,NA,"BestSubParRoundsStreak",2010
259,259,"Brett Wetterich",NA,9,8,NA,"BestSubParRoundsStreak",2010
259,259,"Charlie Wi",NA,9,8,NA,"BestSubParRoundsStreak",2010
259,259,"Dean Wilson",NA,9,4,NA,"BestSubParRoundsStreak",2010
259,259,"Robert Wrenn",NA,9,NA,NA,"BestSubParRoundsStreak",2010
259,259,"Kaname Yokoo",NA,9,NA,NA,"BestSubParRoundsStreak",2010
322,322,"Brad Adamonis",NA,8,2,NA,"BestSubParRoundsStreak",2010
322,322,"Fulton Allem",NA,8,NA,NA,"BestSubParRoundsStreak",2010
322,322,"Ian Baker Finch",NA,8,NA,NA,"BestSubParRoundsStreak",2010
322,322,"Rich Beem",NA,8,4,NA,"BestSubParRoundsStreak",2010
322,322,"Matt Bettencourt",NA,8,8,NA,"BestSubParRoundsStreak",2010
322,322,"Michael Bradley",NA,8,8,NA,"BestSubParRoundsStreak",2010
322,322,"Danny Briggs",NA,8,NA,NA,"BestSubParRoundsStreak",2010
322,322,"Ken Brown",NA,8,NA,NA,"BestSubParRoundsStreak",2010
322,322,"Curt Byrum",NA,8,NA,NA,"BestSubParRoundsStreak",2010
322,322,"Michael Campbell",NA,8,NA,NA,"BestSubParRoundsStreak",2010
322,322,"Paul Casey",NA,8,8,NA,"BestSubParRoundsStreak",2010
322,322,"TC Chen",NA,8,NA,NA,"BestSubParRoundsStreak",2010
322,322,"Daniel Chopra",NA,8,4,NA,"BestSubParRoundsStreak",2010
322,322,"Bobby Clampett",NA,8,NA,NA,"BestSubParRoundsStreak",2010
322,322,"Keith Clearwater",NA,8,NA,NA,"BestSubParRoundsStreak",2010
