"GIRPutting510_RANKTHISWEEK_2006","GIRPutting510_RANKLASTWEEK_2006","GIRPutting510_PLAYERNAME_2006","GIRPutting510_ROUNDS_2006","GIRPutting510_Pct_2006","GIRPutting510_ATTEMPTS_2006","GIRPutting510_PUTTSMADE_2006","stat_name","year"
1,1,"Alex Aragon",63,63.64,88,56,"GIRPutting510",2006
2,2,"Jim Furyk",89,62.81,121,76,"GIRPutting510",2006
3,3,"Tom Pernice Jr",108,62.69,134,84,"GIRPutting510",2006
4,4,"Fred Couples",52,62.5,64,40,"GIRPutting510",2006
5,5,"Nathan Green",108,60.48,167,101,"GIRPutting510",2006
6,6,"Daniel Chopra",110,59.51,163,97,"GIRPutting510",2006
7,7,"Brad Faxon",78,58.82,119,70,"GIRPutting510",2006
8,8,"Mike Sposa",68,58.56,111,65,"GIRPutting510",2006
9,9,"Ryan Hietala",61,58.14,86,50,"GIRPutting510",2006
10,10,"David Howell",52,57.58,66,38,"GIRPutting510",2006
11,11,"Jason Gore",86,57.55,139,80,"GIRPutting510",2006
12,12,"James Driscoll",80,57.5,120,69,"GIRPutting510",2006
13,13,"Sergio Garcia",59,57.47,87,50,"GIRPutting510",2006
14,14,"Bob Estes",85,57.43,148,85,"GIRPutting510",2006
15,15,"Tim Clark",80,57.26,117,67,"GIRPutting510",2006
16,16,"Eric Axley",91,57.14,168,96,"GIRPutting510",2006
16,16,"Dean Wilson",115,57.14,147,84,"GIRPutting510",2006
18,18,"Jeff Sluman",101,57.05,156,89,"GIRPutting510",2006
19,19,"Padraig Harrington",54,56.99,93,53,"GIRPutting510",2006
20,20,"John Cook",67,56.73,104,59,"GIRPutting510",2006
21,21,"Bo Van Pelt",102,56.6,159,90,"GIRPutting510",2006
22,22,"Jeff Brehaut",100,56.55,168,95,"GIRPutting510",2006
23,23,"Rod Pampling",89,56.2,121,68,"GIRPutting510",2006
24,24,"Brian Bateman",69,56.18,89,50,"GIRPutting510",2006
25,25,"Todd Fischer",101,56.1,164,92,"GIRPutting510",2006
26,26,"John Rollins",93,55.81,129,72,"GIRPutting510",2006
27,27,"Kent Jones",103,55.74,183,102,"GIRPutting510",2006
28,28,"Chris Smith",67,55.7,79,44,"GIRPutting510",2006
29,29,"Greg Chalmers",71,55.67,97,54,"GIRPutting510",2006
30,30,"Jonathan Byrd",66,55.45,101,56,"GIRPutting510",2006
31,31,"Dudley Hart",83,54.95,111,61,"GIRPutting510",2006
32,32,"Nick Watney",97,54.9,153,84,"GIRPutting510",2006
33,33,"Olin Browne",108,54.78,157,86,"GIRPutting510",2006
34,34,"Joe Ogilvie",95,54.66,161,88,"GIRPutting510",2006
35,35,"Pat Perez",50,54.55,88,48,"GIRPutting510",2006
36,36,"Vaughn Taylor",88,54.38,160,87,"GIRPutting510",2006
37,37,"Skip Kendall",72,54.29,140,76,"GIRPutting510",2006
38,38,"Marco Dawson",87,54.23,142,77,"GIRPutting510",2006
39,39,"Aaron Baddeley",78,54.13,109,59,"GIRPutting510",2006
40,40,"Carl Pettersson",95,53.91,128,69,"GIRPutting510",2006
41,41,"Fred Funk",106,53.8,171,92,"GIRPutting510",2006
42,42,"Richard Johnson",94,53.69,149,80,"GIRPutting510",2006
43,43,"Greg Kraft",79,53.54,127,68,"GIRPutting510",2006
44,44,"Lee Janzen",79,53.51,114,61,"GIRPutting510",2006
45,45,"Luke Donald",66,53.47,101,54,"GIRPutting510",2006
46,46,"Brett Quigley",109,53.37,163,87,"GIRPutting510",2006
47,47,"Vance Veazey",59,53.33,75,40,"GIRPutting510",2006
48,48,"Steve Stricker",64,53.27,107,57,"GIRPutting510",2006
48,48,"Jimmy Walker",60,53.27,107,57,"GIRPutting510",2006
50,50,"John Daly",51,53.25,77,41,"GIRPutting510",2006
50,50,"Tiger Woods",55,53.25,77,41,"GIRPutting510",2006
52,52,"Mike Weir",88,53.15,143,76,"GIRPutting510",2006
53,53,"Jeff Gove",91,53.1,145,77,"GIRPutting510",2006
54,54,"Mark Wilson",79,53.08,130,69,"GIRPutting510",2006
55,55,"Ryuji Imada",105,52.9,155,82,"GIRPutting510",2006
