"Scrambling30ydsRTPScore_RANKTHISWEEK_2007","Scrambling30ydsRTPScore_RANKLASTWEEK_2007","Scrambling30ydsRTPScore_PLAYERNAME_2007","Scrambling30ydsRTPScore_ROUNDS_2007","Scrambling30ydsRTPScore_AVGRTP_2007","Scrambling30ydsRTPScore_TOTALHOLES_2007","Scrambling30ydsRTPScore_TOTALRTP_2007","stat_name","year"
52,52,"Shigeki Maruyama",84,0.821,123,101,"Scrambling30ydsRTPScore",2007
52,52,"Arron Oberholser",69,0.821,67,55,"Scrambling30ydsRTPScore",2007
54,54,"JJ Henry",86,0.823,79,65,"Scrambling30ydsRTPScore",2007
55,55,"Jeff Gove",103,0.824,108,89,"Scrambling30ydsRTPScore",2007
56,56,"Chris DiMarco",79,0.826,92,76,"Scrambling30ydsRTPScore",2007
57,57,"Bart Bryant",87,0.831,77,64,"Scrambling30ydsRTPScore",2007
57,57,"Lee Janzen",66,0.831,83,69,"Scrambling30ydsRTPScore",2007
59,59,"Briny Baird",115,0.833,102,85,"Scrambling30ydsRTPScore",2007
60,60,"DJ Trahan",99,0.835,79,66,"Scrambling30ydsRTPScore",2007
61,61,"Craig Bowden",78,0.836,61,51,"Scrambling30ydsRTPScore",2007
62,62,"Anders Hansen",55,0.837,43,36,"Scrambling30ydsRTPScore",2007
63,63,"Tim Clark",66,0.839,56,47,"Scrambling30ydsRTPScore",2007
63,63,"Joe Durant",88,0.839,56,47,"Scrambling30ydsRTPScore",2007
65,65,"Jonathan Byrd",73,0.841,82,69,"Scrambling30ydsRTPScore",2007
65,65,"Billy Mayfair",98,0.841,88,74,"Scrambling30ydsRTPScore",2007
67,67,"Nick OHern",72,0.842,76,64,"Scrambling30ydsRTPScore",2007
68,68,"Michael Boyd",61,0.845,58,49,"Scrambling30ydsRTPScore",2007
68,68,"Steve Elkington",87,0.845,71,60,"Scrambling30ydsRTPScore",2007
68,68,"Stephen Leaney",82,0.845,84,71,"Scrambling30ydsRTPScore",2007
68,68,"Rocco Mediate",72,0.845,84,71,"Scrambling30ydsRTPScore",2007
68,68,"Scott Verplank",82,0.845,58,49,"Scrambling30ydsRTPScore",2007
73,73,"Chris Riley",59,0.847,72,61,"Scrambling30ydsRTPScore",2007
74,74,"Mark Hensby",81,0.85,113,96,"Scrambling30ydsRTPScore",2007
75,75,"Stephen Ames",81,0.851,67,57,"Scrambling30ydsRTPScore",2007
75,75,"Peter Lonard",85,0.851,87,74,"Scrambling30ydsRTPScore",2007
77,77,"Cliff Kresge",107,0.852,128,109,"Scrambling30ydsRTPScore",2007
78,78,"Tim Herron",98,0.853,95,81,"Scrambling30ydsRTPScore",2007
78,78,"Hunter Mahan",91,0.853,75,64,"Scrambling30ydsRTPScore",2007
78,78,"Joe Ogilvie",102,0.853,109,93,"Scrambling30ydsRTPScore",2007
81,81,"Bill Haas",93,0.854,89,76,"Scrambling30ydsRTPScore",2007
81,81,"Michael Putnam",96,0.854,96,82,"Scrambling30ydsRTPScore",2007
83,83,"JP Hayes",89,0.855,110,94,"Scrambling30ydsRTPScore",2007
83,83,"Craig Kanada",109,0.855,110,94,"Scrambling30ydsRTPScore",2007
85,85,"Ryan Moore",92,0.857,77,66,"Scrambling30ydsRTPScore",2007
86,86,"Adam Scott",69,0.859,64,55,"Scrambling30ydsRTPScore",2007
87,87,"Ken Duke",112,0.862,94,81,"Scrambling30ydsRTPScore",2007
87,87,"Ryan Palmer",91,0.862,116,100,"Scrambling30ydsRTPScore",2007
89,89,"Brett Quigley",79,0.867,90,78,"Scrambling30ydsRTPScore",2007
89,89,"Dean Wilson",92,0.867,98,85,"Scrambling30ydsRTPScore",2007
91,91,"Luke Donald",69,0.868,53,46,"Scrambling30ydsRTPScore",2007
92,92,"Will Ma Kenzie",100,0.872,78,68,"Scrambling30ydsRTPScore",2007
93,93,"Ted Purdy",102,0.874,95,83,"Scrambling30ydsRTPScore",2007
94,94,"Marco Dawson",73,0.876,89,78,"Scrambling30ydsRTPScore",2007
95,95,"Corey Pavin",81,0.882,85,75,"Scrambling30ydsRTPScore",2007
95,95,"Jason Schultz",63,0.882,68,60,"Scrambling30ydsRTPScore",2007
97,97,"Tim Petrovic",106,0.883,103,91,"Scrambling30ydsRTPScore",2007
98,98,"Jose Coceres",50,0.886,35,31,"Scrambling30ydsRTPScore",2007
99,99,"George McNeill",95,0.888,89,79,"Scrambling30ydsRTPScore",2007
100,100,"Brian Bateman",55,0.889,72,64,"Scrambling30ydsRTPScore",2007
100,100,"John Mallinger",96,0.889,90,80,"Scrambling30ydsRTPScore",2007
102,102,"Johnson Wagner",97,0.89,91,81,"Scrambling30ydsRTPScore",2007
103,103,"Billy Andrade",88,0.891,101,90,"Scrambling30ydsRTPScore",2007
103,103,"Charles Warren",101,0.891,92,82,"Scrambling30ydsRTPScore",2007
105,105,"Dicky Pride",71,0.894,85,76,"Scrambling30ydsRTPScore",2007
106,106,"Tom Johnson",74,0.895,76,68,"Scrambling30ydsRTPScore",2007
106,106,"Craig Lile",77,0.895,95,85,"Scrambling30ydsRTPScore",2007
108,108,"Stuart Appleby",74,0.897,78,70,"Scrambling30ydsRTPScore",2007
108,108,"Charles Howell III",89,0.897,116,104,"Scrambling30ydsRTPScore",2007
108,108,"Jose Maria Olazabal",52,0.897,68,61,"Scrambling30ydsRTPScore",2007
111,111,"Michael Sim",52,0.9,60,54,"Scrambling30ydsRTPScore",2007
111,111,"Duffy Waldorf",69,0.9,70,63,"Scrambling30ydsRTPScore",2007
113,113,"Michael Allen",74,0.901,81,73,"Scrambling30ydsRTPScore",2007
113,113,"Ryan Armour",107,0.901,101,91,"Scrambling30ydsRTPScore",2007
115,115,"Doug LaBelle II",104,0.904,104,94,"Scrambling30ydsRTPScore",2007
115,115,"Jeff Sluman",60,0.904,52,47,"Scrambling30ydsRTPScore",2007
117,117,"Mark Brooks",53,0.905,42,38,"Scrambling30ydsRTPScore",2007
118,118,"Robert Gamez",88,0.907,86,78,"Scrambling30ydsRTPScore",2007
119,119,"Robert Garrigus",95,0.909,99,90,"Scrambling30ydsRTPScore",2007
119,119,"Richard Johnson",93,0.909,110,100,"Scrambling30ydsRTPScore",2007
119,119,"Geoff Ogilvy",84,0.909,66,60,"Scrambling30ydsRTPScore",2007
122,122,"Daniel Chopra",106,0.91,100,91,"Scrambling30ydsRTPScore",2007
123,123,"Bubba Watson",80,0.911,90,82,"Scrambling30ydsRTPScore",2007
124,124,"Chris Couch",76,0.912,91,83,"Scrambling30ydsRTPScore",2007
124,124,"Steve Lowery",74,0.912,68,62,"Scrambling30ydsRTPScore",2007
126,126,"Troy Matteson",87,0.915,82,75,"Scrambling30ydsRTPScore",2007
127,127,"Kenny Perry",83,0.917,72,66,"Scrambling30ydsRTPScore",2007
128,128,"Sergio Garcia",68,0.919,62,57,"Scrambling30ydsRTPScore",2007
129,129,"Andrew Buckle",77,0.921,89,82,"Scrambling30ydsRTPScore",2007
130,130,"Jeff Quinney",95,0.924,105,97,"Scrambling30ydsRTPScore",2007
130,130,"John Senden",97,0.924,79,73,"Scrambling30ydsRTPScore",2007
132,132,"Stewart Cink",91,0.926,94,87,"Scrambling30ydsRTPScore",2007
132,132,"Trevor Immelman",74,0.926,54,50,"Scrambling30ydsRTPScore",2007
134,134,"Charley Hoffman",97,0.928,97,90,"Scrambling30ydsRTPScore",2007
135,135,"Craig Barlow",52,0.929,56,52,"Scrambling30ydsRTPScore",2007
136,136,"Steve Wheatcroft",73,0.933,75,70,"Scrambling30ydsRTPScore",2007
137,137,"Cameron Beckman",96,0.935,77,72,"Scrambling30ydsRTPScore",2007
138,138,"Jeff Maggert",79,0.937,79,74,"Scrambling30ydsRTPScore",2007
139,139,"Chad Campbell",96,0.938,97,91,"Scrambling30ydsRTPScore",2007
139,139,"Harrison Frazar",88,0.938,81,76,"Scrambling30ydsRTPScore",2007
139,139,"Rod Pampling",92,0.938,80,75,"Scrambling30ydsRTPScore",2007
142,142,"Jason Bohn",57,0.939,49,46,"Scrambling30ydsRTPScore",2007
143,143,"Kevin Na",84,0.94,84,79,"Scrambling30ydsRTPScore",2007
144,144,"Scott Gutschewski",67,0.944,72,68,"Scrambling30ydsRTPScore",2007
144,144,"Kyle Reifers",71,0.944,72,68,"Scrambling30ydsRTPScore",2007
146,146,"Jason Dufner",100,0.947,95,90,"Scrambling30ydsRTPScore",2007
147,147,"Mark Calcavecchia",93,0.95,80,76,"Scrambling30ydsRTPScore",2007
148,148,"Chris Tidland",59,0.951,61,58,"Scrambling30ydsRTPScore",2007
148,148,"Boo Weekley",101,0.951,61,58,"Scrambling30ydsRTPScore",2007
150,150,"Eric Axley",107,0.955,154,147,"Scrambling30ydsRTPScore",2007
150,150,"Bryce Molder",56,0.955,89,85,"Scrambling30ydsRTPScore",2007
152,152,"Brian Davis",101,0.956,90,86,"Scrambling30ydsRTPScore",2007
152,152,"Zach Johnson",76,0.956,68,65,"Scrambling30ydsRTPScore",2007
152,152,"Charlie Wi",90,0.956,90,86,"Scrambling30ydsRTPScore",2007
155,155,"Vaughn Taylor",91,0.957,94,90,"Scrambling30ydsRTPScore",2007
156,156,"Ernie Els",59,0.959,49,47,"Scrambling30ydsRTPScore",2007
157,157,"Steve Marino",106,0.96,100,96,"Scrambling30ydsRTPScore",2007
158,158,"Retief Goosen",50,0.962,52,50,"Scrambling30ydsRTPScore",2007
158,158,"Davis Love III",66,0.962,53,51,"Scrambling30ydsRTPScore",2007
160,160,"Brett Wetterich",88,0.963,81,78,"Scrambling30ydsRTPScore",2007
161,161,"Mathew Goggin",97,0.966,59,57,"Scrambling30ydsRTPScore",2007
162,162,"Darron Stiles",65,0.968,62,60,"Scrambling30ydsRTPScore",2007
163,163,"Steve Flesch",100,0.972,107,104,"Scrambling30ydsRTPScore",2007
164,164,"Heath Slocum",101,0.976,84,82,"Scrambling30ydsRTPScore",2007
165,165,"John Merrick",92,0.977,87,85,"Scrambling30ydsRTPScore",2007
165,165,"Jesper Parnevik",88,0.977,87,85,"Scrambling30ydsRTPScore",2007
167,167,"Jeff Brehaut",59,0.981,54,53,"Scrambling30ydsRTPScore",2007
167,167,"Jim Rutledge",59,0.981,52,51,"Scrambling30ydsRTPScore",2007
169,169,"Paul Stankowski",52,0.982,56,55,"Scrambling30ydsRTPScore",2007
170,170,"Joey Sindelar",75,0.983,59,58,"Scrambling30ydsRTPScore",2007
171,171,"Pat Perez",84,0.986,73,72,"Scrambling30ydsRTPScore",2007
172,172,"Robert Allenby",90,0.987,75,74,"Scrambling30ydsRTPScore",2007
173,173,"Todd Hamilton",76,0.99,101,100,"Scrambling30ydsRTPScore",2007
173,173,"Frank Lickliter II",95,0.99,97,96,"Scrambling30ydsRTPScore",2007
175,175,"Steve Allan",63,1,50,50,"Scrambling30ydsRTPScore",2007
175,175,"Rich Barcelo",80,1,102,102,"Scrambling30ydsRTPScore",2007
175,175,"Rich Beem",89,1,77,77,"Scrambling30ydsRTPScore",2007
175,175,"Brendon de Jonge",76,1,76,76,"Scrambling30ydsRTPScore",2007
175,175,"Bubba Dickerson",51,1,60,60,"Scrambling30ydsRTPScore",2007
175,175,"Kevin Stadler",95,1,86,86,"Scrambling30ydsRTPScore",2007
175,175,"Kirk Triplett",77,1,72,72,"Scrambling30ydsRTPScore",2007
175,175,"Jaco Van Zyl",51,1,49,49,"Scrambling30ydsRTPScore",2007
183,183,"Bob Heintz",85,1.011,88,89,"Scrambling30ydsRTPScore",2007
184,184,"Daisuke Maruyama",86,1.014,72,73,"Scrambling30ydsRTPScore",2007
185,185,"Tom Lehman",62,1.021,47,48,"Scrambling30ydsRTPScore",2007
186,186,"Anthony Kim",93,1.027,74,76,"Scrambling30ydsRTPScore",2007
187,187,"David Branshaw",83,1.033,91,94,"Scrambling30ydsRTPScore",2007
187,187,"Phil Mickelson",73,1.033,60,62,"Scrambling30ydsRTPScore",2007
189,189,"Henrik Stenson",52,1.075,40,43,"Scrambling30ydsRTPScore",2007
190,190,"Tom Byrum",50,1.082,49,53,"Scrambling30ydsRTPScore",2007
191,191,"John Daly",59,1.09,67,73,"Scrambling30ydsRTPScore",2007
192,192,"Matt Hendrix",63,1.105,57,63,"Scrambling30ydsRTPScore",2007
193,193,"Tag Ridings",52,1.121,58,65,"Scrambling30ydsRTPScore",2007
194,194,"Nick Watney",87,1.136,59,67,"Scrambling30ydsRTPScore",2007
195,195,"Greg Owen",81,1.157,70,81,"Scrambling30ydsRTPScore",2007
196,196,"JB Holmes",71,1.192,73,87,"Scrambling30ydsRTPScore",2007
