"3PuttsperRound_RANKTHISWEEK_2005","3PuttsperRound_RANKLASTWEEK_2005","3PuttsperRound_PLAYERNAME_2005","3PuttsperRound_ROUNDS_2005","3PuttsperRound_AVG_2005","3PuttsperRound_TOTAL3PUTTS_2005","3PuttsperRound_TOTALROUNDS_2005","stat_name","year"
1,1,"Thomas Levet",54,1.04,55,53,"3PuttsperRound",2005
2,2,"Scott Hend",75,1.03,75,73,"3PuttsperRound",2005
3,3,"Roland Thatcher",75,0.9,66,73,"3PuttsperRound",2005
4,4,"Steve Allan",102,0.89,87,98,"3PuttsperRound",2005
5,5,"Mathias Gronberg",60,0.88,51,58,"3PuttsperRound",2005
6,6,"Sergio Garcia",73,0.87,59,68,"3PuttsperRound",2005
7,7,"DJ Brigman",76,0.86,62,72,"3PuttsperRound",2005
7,7,"Joe Durant",81,0.86,70,81,"3PuttsperRound",2005
9,9,"David Hearn",68,0.85,58,68,"3PuttsperRound",2005
10,10,"Matt Davidson",53,0.81,43,53,"3PuttsperRound",2005
11,11,"Brian Davis",75,0.8,60,75,"3PuttsperRound",2005
11,11,"Brett Wetterich",76,0.8,59,74,"3PuttsperRound",2005
13,13,"Will Ma Kenzie",75,0.79,58,73,"3PuttsperRound",2005
14,14,"Kenny Perry",82,0.78,62,80,"3PuttsperRound",2005
15,15,"Lee Westwood",50,0.75,36,48,"3PuttsperRound",2005
16,16,"Jason Allred",75,0.73,53,73,"3PuttsperRound",2005
16,16,"Bradley Hughes",52,0.73,38,52,"3PuttsperRound",2005
18,18,"Robert Allenby",95,0.71,63,89,"3PuttsperRound",2005
18,18,"Rich Beem",66,0.71,44,62,"3PuttsperRound",2005
18,18,"John Daly",78,0.71,54,76,"3PuttsperRound",2005
18,18,"Brendan Jones",81,0.71,56,79,"3PuttsperRound",2005
18,18,"Chris Smith",93,0.71,66,93,"3PuttsperRound",2005
23,23,"Alex Cejka",84,0.7,57,81,"3PuttsperRound",2005
23,23,"Rocco Mediate",73,0.7,51,73,"3PuttsperRound",2005
23,23,"Sean OHair",103,0.7,69,99,"3PuttsperRound",2005
23,23,"DJ Trahan",81,0.7,54,77,"3PuttsperRound",2005
27,27,"Jose Coceres",56,0.69,37,54,"3PuttsperRound",2005
27,27,"Steve Flesch",90,0.69,59,85,"3PuttsperRound",2005
27,27,"Ted Purdy",122,0.69,84,122,"3PuttsperRound",2005
27,27,"Chris Riley",67,0.69,44,64,"3PuttsperRound",2005
31,31,"Fred Couples",72,0.68,46,68,"3PuttsperRound",2005
31,31,"Charles Warren",89,0.68,59,87,"3PuttsperRound",2005
33,33,"Jonathan Byrd",103,0.67,66,99,"3PuttsperRound",2005
34,34,"Danny Briggs",70,0.66,45,68,"3PuttsperRound",2005
34,34,"Carlos Franco",78,0.66,50,76,"3PuttsperRound",2005
34,34,"Bernhard Langer",67,0.66,44,67,"3PuttsperRound",2005
34,34,"Tom Lehman",69,0.66,44,67,"3PuttsperRound",2005
34,34,"Pat Perez",89,0.66,59,89,"3PuttsperRound",2005
34,34,"Craig Perks",67,0.66,43,65,"3PuttsperRound",2005
40,40,"Mark Calcavecchia",92,0.64,58,90,"3PuttsperRound",2005
40,40,"Dan Forsman",52,0.64,32,50,"3PuttsperRound",2005
40,40,"Billy Mayfair",114,0.64,70,110,"3PuttsperRound",2005
40,40,"Mike Weir",71,0.64,42,66,"3PuttsperRound",2005
44,44,"John Elliott",58,0.63,35,56,"3PuttsperRound",2005
44,44,"Shaun Micheel",81,0.63,50,79,"3PuttsperRound",2005
44,44,"DA Points",94,0.63,57,90,"3PuttsperRound",2005
47,47,"Woody Austin",100,0.62,62,100,"3PuttsperRound",2005
47,47,"Paul Claxton",79,0.62,49,79,"3PuttsperRound",2005
47,47,"JJ Henry",102,0.62,62,100,"3PuttsperRound",2005
47,47,"Glen Hnatiuk",59,0.62,34,55,"3PuttsperRound",2005
47,47,"Lee Janzen",75,0.62,45,73,"3PuttsperRound",2005
47,47,"Phil Mickelson",81,0.62,46,74,"3PuttsperRound",2005
47,47,"Darron Stiles",78,0.62,47,76,"3PuttsperRound",2005
47,47,"Omar Uresti",84,0.62,52,84,"3PuttsperRound",2005
55,55,"Jay Haas",54,0.61,31,51,"3PuttsperRound",2005
55,55,"Jeff Hart",63,0.61,37,61,"3PuttsperRound",2005
55,55,"Jonathan Kaye",77,0.61,45,74,"3PuttsperRound",2005
55,55,"JL Lewis",98,0.61,60,98,"3PuttsperRound",2005
55,55,"Bo Van Pelt",112,0.61,68,112,"3PuttsperRound",2005
60,60,"Neal Lancaster",95,0.6,57,95,"3PuttsperRound",2005
60,60,"Rory Sabbatini",81,0.6,47,78,"3PuttsperRound",2005
62,62,"Paul Gow",78,0.59,44,74,"3PuttsperRound",2005
62,62,"John Huston",90,0.59,51,86,"3PuttsperRound",2005
62,62,"Steve Jones",56,0.59,32,54,"3PuttsperRound",2005
62,62,"Frank Lickliter II",100,0.59,57,96,"3PuttsperRound",2005
62,62,"Jeff Maggert",79,0.59,44,74,"3PuttsperRound",2005
62,62,"Joe Ogilvie",103,0.59,58,99,"3PuttsperRound",2005
62,62,"Greg Owen",84,0.59,47,80,"3PuttsperRound",2005
62,62,"Vaughn Taylor",99,0.59,58,99,"3PuttsperRound",2005
62,62,"Duffy Waldorf",86,0.59,48,82,"3PuttsperRound",2005
71,71,"Craig Barlow",81,0.58,45,77,"3PuttsperRound",2005
71,71,"Tom Byrum",83,0.58,48,83,"3PuttsperRound",2005
71,71,"Richard Johnson",50,0.58,29,50,"3PuttsperRound",2005
71,71,"John Rollins",97,0.58,55,95,"3PuttsperRound",2005
71,71,"Justin Rose",99,0.58,55,95,"3PuttsperRound",2005
71,71,"Kevin Stadler",96,0.58,53,92,"3PuttsperRound",2005
71,71,"Hideto Tanihara",50,0.58,28,48,"3PuttsperRound",2005
78,78,"Briny Baird",98,0.57,55,96,"3PuttsperRound",2005
78,78,"Cameron Beckman",96,0.57,52,92,"3PuttsperRound",2005
78,78,"Daniel Chopra",108,0.57,59,104,"3PuttsperRound",2005
78,78,"Stephen Leaney",89,0.57,49,86,"3PuttsperRound",2005
78,78,"Michael Long",72,0.57,40,70,"3PuttsperRound",2005
78,78,"Davis Love III",80,0.57,43,75,"3PuttsperRound",2005
78,78,"Tjaart van der Walt",56,0.57,32,56,"3PuttsperRound",2005
78,78,"Jay Williamson",53,0.57,30,53,"3PuttsperRound",2005
86,86,"Fred Funk",102,0.56,57,101,"3PuttsperRound",2005
86,86,"Padraig Harrington",50,0.56,27,48,"3PuttsperRound",2005
86,86,"Tim Herron",100,0.56,55,99,"3PuttsperRound",2005
86,86,"Kent Jones",99,0.56,54,97,"3PuttsperRound",2005
86,86,"Larry Mize",54,0.56,28,50,"3PuttsperRound",2005
86,86,"Arron Oberholser",65,0.56,35,63,"3PuttsperRound",2005
86,86,"Rod Pampling",89,0.56,47,84,"3PuttsperRound",2005
86,86,"Dennis Paulson",63,0.56,35,63,"3PuttsperRound",2005
86,86,"Joey Sindelar",104,0.56,58,104,"3PuttsperRound",2005
95,95,"Stuart Appleby",84,0.55,44,80,"3PuttsperRound",2005
95,95,"Chad Campbell",95,0.55,51,92,"3PuttsperRound",2005
95,95,"Jim Carter",62,0.55,33,60,"3PuttsperRound",2005
95,95,"Robert Damron",89,0.55,49,89,"3PuttsperRound",2005
95,95,"Marco Dawson",82,0.55,45,82,"3PuttsperRound",2005
95,95,"Glen Day",80,0.55,43,78,"3PuttsperRound",2005
95,95,"Bob Heintz",67,0.55,37,67,"3PuttsperRound",2005
95,95,"Andrew Magee",82,0.55,43,78,"3PuttsperRound",2005
95,95,"Joey Snyder III",102,0.55,54,98,"3PuttsperRound",2005
104,104,"Stephen Ames",82,0.54,43,79,"3PuttsperRound",2005
104,104,"Billy Andrade",83,0.54,45,83,"3PuttsperRound",2005
104,104,"Ben Curtis",65,0.54,35,65,"3PuttsperRound",2005
104,104,"Mark Hensby",70,0.54,37,68,"3PuttsperRound",2005
104,104,"Freddie Jacobson",72,0.54,38,71,"3PuttsperRound",2005
104,104,"Hank Kuehne",84,0.54,43,80,"3PuttsperRound",2005
104,104,"Kevin Sutherland",89,0.54,47,87,"3PuttsperRound",2005
111,111,"Tommy Armour III",103,0.53,55,103,"3PuttsperRound",2005
111,111,"Hunter Haas",83,0.53,42,79,"3PuttsperRound",2005
111,111,"Charles Howell III",95,0.53,48,90,"3PuttsperRound",2005
