"Approachesfrom100125yards_RANKTHISWEEK_2011","Approachesfrom100125yards_RANKLASTWEEK_2011","Approachesfrom100125yards_PLAYERNAME_2011","Approachesfrom100125yards_ROUNDS_2011","Approachesfrom100125yards_AVG_2011","Approachesfrom100125yards_TOTALDISTANCEFEET_2011","Approachesfrom100125yards_OFATTEMPTS_2011","Approachesfrom100125yards_RELATIVETOPAR_2011","stat_name","year"
1,1,"Luke Donald",73,NA,1099.75,67,-20,"Approachesfrom100125yards",2011
1,1,"Zach Johnson",79,NA,1757.833,107,-32,"Approachesfrom100125yards",2011
1,1,"Justin Leonard",82,NA,2188.333,133,-18,"Approachesfrom100125yards",2011
4,4,"Webb Simpson",98,NA,2334.417,141,-42,"Approachesfrom100125yards",2011
5,5,"Kyle Stanley",98,NA,2107.083,126,-21,"Approachesfrom100125yards",2011
6,6,"Chris DiMarco",93,NA,2015.583,119,-31,"Approachesfrom100125yards",2011
6,6,"Dean Wilson",62,NA,1608.833,95,-18,"Approachesfrom100125yards",2011
8,8,"Cameron Beckman",71,NA,1758.25,103,-12,"Approachesfrom100125yards",2011
9,9,"Brian Davis",105,NA,2379.75,137,-37,"Approachesfrom100125yards",2011
9,9,"Jimmy Walker",79,NA,1836.75,106,-14,"Approachesfrom100125yards",2011
11,11,"Charley Hoffman",93,NA,2059.833,118,-25,"Approachesfrom100125yards",2011
12,12,"Alex Cejka",59,NA,1156.083,66,-9,"Approachesfrom100125yards",2011
13,13,"Michael Connell",76,NA,1651.667,94,-19,"Approachesfrom100125yards",2011
14,14,"Woody Austin",59,NA,1396.583,79,-17,"Approachesfrom100125yards",2011
14,14,"David Duval",67,NA,1628.25,92,-17,"Approachesfrom100125yards",2011
14,14,"Brian Gay",90,NA,1764.583,100,-7,"Approachesfrom100125yards",2011
14,14,"JB Holmes",57,NA,1112.083,63,-2,"Approachesfrom100125yards",2011
18,18,"Kevin Chappell",78,NA,1773.667,100,-12,"Approachesfrom100125yards",2011
18,18,"Jim Furyk",87,NA,1974.25,111,-20,"Approachesfrom100125yards",2011
20,20,"Shane Bertsch",62,NA,1640.75,92,-7,"Approachesfrom100125yards",2011
20,20,"Steve Stricker",70,NA,1408.333,79,-13,"Approachesfrom100125yards",2011
22,22,"Jason Bohn",74,NA,1764.583,98,-17,"Approachesfrom100125yards",2011
