"GIRPercentageLess75yards_RANKTHISWEEK_2014","GIRPercentageLess75yards_RANKLASTWEEK_2014","GIRPercentageLess75yards_PLAYERNAME_2014","GIRPercentageLess75yards_ROUNDS_2014","GIRPercentageLess75yards_Pct_2014","GIRPercentageLess75yards_GREENSHIT_2014","GIRPercentageLess75yards_TOTALHOLES_2014","GIRPercentageLess75yards_RELATIVETOPAR_2014","stat_name","year"
1,1,"Chad Campbell",57,97.22,70,72,-0.41,"GIRPercentageLess75yards",2014
2,2,"KJ Choi",80,96.23,102,106,-0.68,"GIRPercentageLess75yards",2014
3,3,"Bryce Molder",77,95.51,85,89,-0.65,"GIRPercentageLess75yards",2014
4,4,"Jason Dufner",57,94.44,85,90,-0.62,"GIRPercentageLess75yards",2014
5,5,"Mike Weir",69,94.05,79,84,-0.57,"GIRPercentageLess75yards",2014
6,6,"Brendon Todd",108,93.02,120,129,-0.55,"GIRPercentageLess75yards",2014
7,7,"Tim Wilkinson",86,93,93,100,-0.59,"GIRPercentageLess75yards",2014
8,8,"Luke Donald",57,92.65,63,68,-0.7,"GIRPercentageLess75yards",2014
9,9,"Josh Teater",90,92.41,146,158,-0.58,"GIRPercentageLess75yards",2014
10,10,"Bubba Watson",76,92.26,155,168,-0.6,"GIRPercentageLess75yards",2014
11,11,"Kevin Stadler",90,91.91,159,173,-0.58,"GIRPercentageLess75yards",2014
12,12,"Roberto Castro",76,91.82,101,110,-0.6,"GIRPercentageLess75yards",2014
13,13,"Andrew Svoboda",77,91.79,123,134,-0.52,"GIRPercentageLess75yards",2014
14,14,"Cameron Tringale",111,91.58,185,202,-0.63,"GIRPercentageLess75yards",2014
15,15,"Brice Garnett",92,91.46,150,164,-0.59,"GIRPercentageLess75yards",2014
16,16,"Ryan Moore",86,91.43,128,140,-0.59,"GIRPercentageLess75yards",2014
16,16,"Gary Woodland",93,91.43,192,210,-0.55,"GIRPercentageLess75yards",2014
18,18,"Ken Duke",80,91.34,116,127,-0.6,"GIRPercentageLess75yards",2014
19,19,"Adam Scott",68,91.08,143,157,-0.71,"GIRPercentageLess75yards",2014
19,19,"Jhonattan Vegas",77,91.08,143,157,-0.63,"GIRPercentageLess75yards",2014
21,21,"Bill Haas",107,91.05,173,190,-0.63,"GIRPercentageLess75yards",2014
22,22,"Patrick Reed",92,91.02,152,167,-0.7,"GIRPercentageLess75yards",2014
23,23,"George McNeill",79,90.98,121,133,-0.6,"GIRPercentageLess75yards",2014
24,24,"Tim Clark",75,90.91,80,88,-0.59,"GIRPercentageLess75yards",2014
25,25,"Rory McIlroy",66,90.73,137,151,-0.7,"GIRPercentageLess75yards",2014
26,26,"Hudson Swafford",75,90.68,107,118,-0.58,"GIRPercentageLess75yards",2014
26,26,"Boo Weekley",73,90.68,107,118,-0.53,"GIRPercentageLess75yards",2014
28,28,"Heath Slocum",71,90.59,77,85,-0.57,"GIRPercentageLess75yards",2014
29,29,"Martin Flores",85,90.58,125,138,-0.58,"GIRPercentageLess75yards",2014
30,30,"Jimmy Walker",98,90.5,181,200,-0.7,"GIRPercentageLess75yards",2014
