"LateRound2ScoringAverage_RANKTHISWEEK_2012","LateRound2ScoringAverage_RANKLASTWEEK_2012","LateRound2ScoringAverage_PLAYERNAME_2012","LateRound2ScoringAverage__2012","LateRound2ScoringAverage_AVG_2012","LateRound2ScoringAverage_TOTALSTROKES_2012","LateRound2ScoringAverage_TOTALROUNDS_2012","stat_name","year"
1,1,"Jason Dufner",NA,67.9,679,10,"LateRound2ScoringAverage",2012
2,2,"Bobby Gates",NA,68.5,959,14,"LateRound2ScoringAverage",2012
3,3,"Brandt Snedeker",NA,68.9,689,10,"LateRound2ScoringAverage",2012
4,4,"Justin Rose",NA,69,621,9,"LateRound2ScoringAverage",2012
5,5,"Matt Kuchar",NA,69.08,898,13,"LateRound2ScoringAverage",2012
6,6,"Sangmoon Bae",NA,69.14,484,7,"LateRound2ScoringAverage",2012
7,7,"Tiger Woods",NA,69.15,899,13,"LateRound2ScoringAverage",2012
8,8,"Bo Van Pelt",NA,69.27,762,11,"LateRound2ScoringAverage",2012
9,9,"Billy Horschel",NA,69.33,624,9,"LateRound2ScoringAverage",2012
10,10,"Jason Kokrak",NA,69.36,971,14,"LateRound2ScoringAverage",2012
11,11,"Adam Scott",NA,69.42,833,12,"LateRound2ScoringAverage",2012
11,11,"Camilo Villegas",NA,69.42,833,12,"LateRound2ScoringAverage",2012
13,13,"Tom Gillis",NA,69.43,486,7,"LateRound2ScoringAverage",2012
14,14,"Charlie Beljan",NA,69.44,625,9,"LateRound2ScoringAverage",2012
15,15,"Rocco Mediate",NA,69.45,764,11,"LateRound2ScoringAverage",2012
16,16,"John Daly",NA,69.5,556,8,"LateRound2ScoringAverage",2012
17,17,"Chris Kirk",NA,69.57,974,14,"LateRound2ScoringAverage",2012
18,18,"Jeff Maggert",NA,69.71,976,14,"LateRound2ScoringAverage",2012
19,19,"Chad Campbell",NA,69.77,907,13,"LateRound2ScoringAverage",2012
20,20,"Brendon de Jonge",NA,69.81,1117,16,"LateRound2ScoringAverage",2012
21,21,"Ryan Moore",NA,69.83,838,12,"LateRound2ScoringAverage",2012
22,22,"John Senden",NA,69.88,559,8,"LateRound2ScoringAverage",2012
23,23,"Trevor Immelman",NA,69.92,909,13,"LateRound2ScoringAverage",2012
23,23,"Nick Watney",NA,69.92,839,12,"LateRound2ScoringAverage",2012
25,25,"Jim Furyk",NA,70,840,12,"LateRound2ScoringAverage",2012
26,26,"Zach Johnson",NA,70.08,911,13,"LateRound2ScoringAverage",2012
27,27,"Steve Stricker",NA,70.11,631,9,"LateRound2ScoringAverage",2012
28,28,"Bryce Molder",NA,70.15,912,13,"LateRound2ScoringAverage",2012
29,29,"Webb Simpson",NA,70.17,842,12,"LateRound2ScoringAverage",2012
30,30,"Brian Harman",NA,70.18,772,11,"LateRound2ScoringAverage",2012
31,31,"JB Holmes",NA,70.2,702,10,"LateRound2ScoringAverage",2012
32,32,"Ricky Barnes",NA,70.21,983,14,"LateRound2ScoringAverage",2012
33,33,"Will Claxton",NA,70.25,843,12,"LateRound2ScoringAverage",2012
34,34,"Graeme McDowell",NA,70.29,492,7,"LateRound2ScoringAverage",2012
35,35,"Chris Couch",NA,70.3,703,10,"LateRound2ScoringAverage",2012
36,36,"Jonathan Byrd",NA,70.33,633,9,"LateRound2ScoringAverage",2012
36,36,"Kevin Streelman",NA,70.33,844,12,"LateRound2ScoringAverage",2012
38,38,"Cameron Tringale",NA,70.36,774,11,"LateRound2ScoringAverage",2012
39,39,"Ernie Els",NA,70.43,493,7,"LateRound2ScoringAverage",2012
39,39,"Sergio Garcia",NA,70.43,493,7,"LateRound2ScoringAverage",2012
41,41,"Phil Mickelson",NA,70.44,634,9,"LateRound2ScoringAverage",2012
42,42,"Jonas Blixt",NA,70.5,846,12,"LateRound2ScoringAverage",2012
43,43,"JJ Henry",NA,70.54,917,13,"LateRound2ScoringAverage",2012
43,43,"Heath Slocum",NA,70.54,917,13,"LateRound2ScoringAverage",2012
45,45,"Danny Lee",NA,70.55,776,11,"LateRound2ScoringAverage",2012
46,46,"Kevin Chappell",NA,70.58,847,12,"LateRound2ScoringAverage",2012
47,47,"Justin Leonard",NA,70.62,918,13,"LateRound2ScoringAverage",2012
48,48,"Kevin Stadler",NA,70.64,777,11,"LateRound2ScoringAverage",2012
49,49,"Jason Bohn",NA,70.67,1060,15,"LateRound2ScoringAverage",2012
49,49,"Kevin Kisner",NA,70.67,848,12,"LateRound2ScoringAverage",2012
49,49,"Sean OHair",NA,70.67,636,9,"LateRound2ScoringAverage",2012
52,52,"Michael Bradley",NA,70.69,919,13,"LateRound2ScoringAverage",2012
53,53,"Miguel Angel Carballo",NA,70.71,495,7,"LateRound2ScoringAverage",2012
53,53,"John Rollins",NA,70.71,990,14,"LateRound2ScoringAverage",2012
53,53,"Henrik Stenson",NA,70.71,495,7,"LateRound2ScoringAverage",2012
56,56,"Bubba Watson",NA,70.75,566,8,"LateRound2ScoringAverage",2012
57,57,"Daniel Summerhays",NA,70.77,920,13,"LateRound2ScoringAverage",2012
57,57,"Charlie Wi",NA,70.77,920,13,"LateRound2ScoringAverage",2012
59,59,"George McNeill",NA,70.78,637,9,"LateRound2ScoringAverage",2012
60,60,"Bud Cauley",NA,70.8,1062,15,"LateRound2ScoringAverage",2012
61,61,"Padraig Harrington",NA,70.82,779,11,"LateRound2ScoringAverage",2012
62,62,"Harris English",NA,70.83,850,12,"LateRound2ScoringAverage",2012
63,63,"Charley Hoffman",NA,70.85,921,13,"LateRound2ScoringAverage",2012
64,64,"Rory McIlroy",NA,70.86,496,7,"LateRound2ScoringAverage",2012
64,64,"Geoff Ogilvy",NA,70.86,496,7,"LateRound2ScoringAverage",2012
66,66,"John Huh",NA,70.87,1063,15,"LateRound2ScoringAverage",2012
66,66,"Jerry Kelly",NA,70.87,1063,15,"LateRound2ScoringAverage",2012
68,68,"Garth Mulroy",NA,70.88,567,8,"LateRound2ScoringAverage",2012
69,69,"Scott Dunlap",NA,70.9,709,10,"LateRound2ScoringAverage",2012
70,70,"John Merrick",NA,70.92,922,13,"LateRound2ScoringAverage",2012
71,71,"Cameron Beckman",NA,70.93,993,14,"LateRound2ScoringAverage",2012
71,71,"Bob Estes",NA,70.93,993,14,"LateRound2ScoringAverage",2012
71,71,"David Hearn",NA,70.93,1064,15,"LateRound2ScoringAverage",2012
74,74,"Hunter Mahan",NA,71,568,8,"LateRound2ScoringAverage",2012
74,74,"Jhonattan Vegas",NA,71,852,12,"LateRound2ScoringAverage",2012
76,76,"Bill Haas",NA,71.07,995,14,"LateRound2ScoringAverage",2012
77,77,"Jeff Overton",NA,71.08,853,12,"LateRound2ScoringAverage",2012
78,78,"Mark Wilson",NA,71.09,782,11,"LateRound2ScoringAverage",2012
79,79,"Chez Reavie",NA,71.1,711,10,"LateRound2ScoringAverage",2012
80,80,"Nathan Green",NA,71.11,640,9,"LateRound2ScoringAverage",2012
80,80,"Steve Wheatcroft",NA,71.11,640,9,"LateRound2ScoringAverage",2012
82,82,"Keegan Bradley",NA,71.13,1138,16,"LateRound2ScoringAverage",2012
82,82,"Scott Piercy",NA,71.13,1067,15,"LateRound2ScoringAverage",2012
