"Last15EventsPutting_RANKTHISWEEK_2010","Last15EventsPutting_RANKLASTWEEK_2010","Last15EventsPutting_PLAYERNAME_2010","Last15EventsPutting_EVENTS_2010","Last15EventsPutting_RATING_2010","stat_name","year"
24,24,"Jeff Overton",10,8.3,"Last15EventsPutting",2010
24,24,"Sam Saunders",2,8.3,"Last15EventsPutting",2010
24,24,"Michael Sim",8,8.3,"Last15EventsPutting",2010
24,24,"Brandt Snedeker",8,8.3,"Last15EventsPutting",2010
24,24,"Jimmy Walker",7,8.3,"Last15EventsPutting",2010
37,37,"Aaron Baddeley",13,8.2,"Last15EventsPutting",2010
37,37,"Shane Bertsch",3,8.2,"Last15EventsPutting",2010
37,37,"Robert Damron",1,8.2,"Last15EventsPutting",2010
37,37,"Steve Flesch",8,8.2,"Last15EventsPutting",2010
37,37,"Rickie Fowler",7,8.2,"Last15EventsPutting",2010
37,37,"Nathan Green",9,8.2,"Last15EventsPutting",2010
37,37,"Charley Hoffman",12,8.2,"Last15EventsPutting",2010
37,37,"WC Liang",2,8.2,"Last15EventsPutting",2010
37,37,"George McNeill",5,8.2,"Last15EventsPutting",2010
37,37,"Pat Perez",12,8.2,"Last15EventsPutting",2010
37,37,"Jeff Quinney",10,8.2,"Last15EventsPutting",2010
37,37,"Webb Simpson",11,8.2,"Last15EventsPutting",2010
37,37,"Charlie Wi",13,8.2,"Last15EventsPutting",2010
37,37,"Tiger Woods",6,8.2,"Last15EventsPutting",2010
51,51,"Stuart Appleby",10,8.1,"Last15EventsPutting",2010
51,51,"Woody Austin",10,8.1,"Last15EventsPutting",2010
51,51,"Michael Clark II",1,8.1,"Last15EventsPutting",2010
51,51,"James Driscoll",7,8.1,"Last15EventsPutting",2010
51,51,"Gonzalo Fdez Castano",1,8.1,"Last15EventsPutting",2010
51,51,"Lucas Glover",7,8.1,"Last15EventsPutting",2010
51,51,"David Gossett",1,8.1,"Last15EventsPutting",2010
51,51,"Adam Hadwin",1,8.1,"Last15EventsPutting",2010
51,51,"Freddie Jacobson",10,8.1,"Last15EventsPutting",2010
51,51,"Thongchai Jaidee",2,8.1,"Last15EventsPutting",2010
51,51,"Luke List",1,8.1,"Last15EventsPutting",2010
51,51,"John Mallinger",7,8.1,"Last15EventsPutting",2010
51,51,"Steve Marino",8,8.1,"Last15EventsPutting",2010
51,51,"Scott McCarron",10,8.1,"Last15EventsPutting",2010
51,51,"Ryan Moore",8,8.1,"Last15EventsPutting",2010
51,51,"Kevin Na",9,8.1,"Last15EventsPutting",2010
51,51,"Brenden Pappas",5,8.1,"Last15EventsPutting",2010
51,51,"Tom Pernice Jr",7,8.1,"Last15EventsPutting",2010
51,51,"Ted Purdy",4,8.1,"Last15EventsPutting",2010
51,51,"Charl Schwartzel",4,8.1,"Last15EventsPutting",2010
51,51,"Kevin Stadler",7,8.1,"Last15EventsPutting",2010
51,51,"Chris Tidland",6,8.1,"Last15EventsPutting",2010
51,51,"Jerod Turner",3,8.1,"Last15EventsPutting",2010
51,51,"Scott Verplank",8,8.1,"Last15EventsPutting",2010
51,51,"Mike Weir",5,8.1,"Last15EventsPutting",2010
51,51,"Steve Wheatcroft",4,8.1,"Last15EventsPutting",2010
77,77,"Justin Bolli",2,8,"Last15EventsPutting",2010
77,77,"Mark Brooks",3,8,"Last15EventsPutting",2010
77,77,"Kevin Chappell",1,8,"Last15EventsPutting",2010
77,77,"Michael Connell",10,8,"Last15EventsPutting",2010
77,77,"Rhys Davies",1,8,"Last15EventsPutting",2010
77,77,"Brian Davis",8,8,"Last15EventsPutting",2010
77,77,"Jason Day",11,8,"Last15EventsPutting",2010
77,77,"Jay Delsing",1,8,"Last15EventsPutting",2010
77,77,"Retief Goosen",9,8,"Last15EventsPutting",2010
77,77,"Alex Hamilton",1,8,"Last15EventsPutting",2010
77,77,"Yuta Ikeda",3,8,"Last15EventsPutting",2010
77,77,"Matt Jones",10,8,"Last15EventsPutting",2010
77,77,"Anthony Kim",7,8,"Last15EventsPutting",2010
77,77,"Jeff Klauk",5,8,"Last15EventsPutting",2010
77,77,"Marc Leishman",7,8,"Last15EventsPutting",2010
77,77,"Spencer Levin",10,8,"Last15EventsPutting",2010
77,77,"Shaun Micheel",7,8,"Last15EventsPutting",2010
77,77,"Phil Mickelson",8,8,"Last15EventsPutting",2010
77,77,"Alexander Noren",1,8,"Last15EventsPutting",2010
77,77,"Joe Ogilvie",7,8,"Last15EventsPutting",2010
77,77,"Jesper Parnevik",2,8,"Last15EventsPutting",2010
77,77,"Dicky Pride",4,8,"Last15EventsPutting",2010
77,77,"Chris Riley",8,8,"Last15EventsPutting",2010
77,77,"Jeev Milkha Singh",8,8,"Last15EventsPutting",2010
77,77,"Paul Stankowski",10,8,"Last15EventsPutting",2010
77,77,"Kevin Streelman",9,8,"Last15EventsPutting",2010
77,77,"David Toms",9,8,"Last15EventsPutting",2010
77,77,"Bo Van Pelt",11,8,"Last15EventsPutting",2010
105,105,"Stephen Ames",10,7.9,"Last15EventsPutting",2010
105,105,"Eric Axley",2,7.9,"Last15EventsPutting",2010
105,105,"Cameron Beckman",5,7.9,"Last15EventsPutting",2010
105,105,"Jason Bohn",9,7.9,"Last15EventsPutting",2010
105,105,"Daniel Chopra",5,7.9,"Last15EventsPutting",2010
105,105,"Chris Couch",6,7.9,"Last15EventsPutting",2010
105,105,"Ernie Els",6,7.9,"Last15EventsPutting",2010
105,105,"Matt Every",10,7.9,"Last15EventsPutting",2010
105,105,"Tom Gillis",11,7.9,"Last15EventsPutting",2010
105,105,"Anders Hansen",1,7.9,"Last15EventsPutting",2010
105,105,"Bob Heintz",3,7.9,"Last15EventsPutting",2010
105,105,"Mark Hensby",7,7.9,"Last15EventsPutting",2010
105,105,"Charles Howell III",11,7.9,"Last15EventsPutting",2010
105,105,"John Huston",2,7.9,"Last15EventsPutting",2010
105,105,"Ryuji Imada",6,7.9,"Last15EventsPutting",2010
105,105,"Lee Janzen",7,7.9,"Last15EventsPutting",2010
105,105,"Greg Kraft",2,7.9,"Last15EventsPutting",2010
105,105,"Derek Lamely",6,7.9,"Last15EventsPutting",2010
105,105,"Jeff Maggert",4,7.9,"Last15EventsPutting",2010
105,105,"Bryce Molder",8,7.9,"Last15EventsPutting",2010
105,105,"James Nitties",9,7.9,"Last15EventsPutting",2010
105,105,"Geoff Ogilvy",8,7.9,"Last15EventsPutting",2010
105,105,"Greg Owen",4,7.9,"Last15EventsPutting",2010
105,105,"Ryan Palmer",8,7.9,"Last15EventsPutting",2010
105,105,"Alistair Presnell",1,7.9,"Last15EventsPutting",2010
105,105,"Steve Stricker",9,7.9,"Last15EventsPutting",2010
105,105,"Brian Stuard",7,7.9,"Last15EventsPutting",2010
105,105,"Nick Watney",9,7.9,"Last15EventsPutting",2010
105,105,"Dean Wilson",7,7.9,"Last15EventsPutting",2010
105,105,"YE Yang",7,7.9,"Last15EventsPutting",2010
135,135,"Michael Allen",6,7.8,"Last15EventsPutting",2010
135,135,"Arjun Atwal",10,7.8,"Last15EventsPutting",2010
135,135,"Craig Bowden",4,7.8,"Last15EventsPutting",2010
135,135,"Chad Campbell",11,7.8,"Last15EventsPutting",2010
135,135,"Ben Crane",9,7.8,"Last15EventsPutting",2010
135,135,"Ben Curtis",9,7.8,"Last15EventsPutting",2010
135,135,"Brendon de Jonge",12,7.8,"Last15EventsPutting",2010
135,135,"Brent Delahoussaye",6,7.8,"Last15EventsPutting",2010
135,135,"Chris DiMarco",14,7.8,"Last15EventsPutting",2010
135,135,"Jim Furyk",10,7.8,"Last15EventsPutting",2010
135,135,"Richard Johnson",8,7.8,"Last15EventsPutting",2010
135,135,"Hunter Mahan",7,7.8,"Last15EventsPutting",2010
135,135,"Graeme McDowell",4,7.8,"Last15EventsPutting",2010
135,135,"Tim Petrovic",11,7.8,"Last15EventsPutting",2010
135,135,"Scott Piercy",9,7.8,"Last15EventsPutting",2010
135,135,"DA Points",7,7.8,"Last15EventsPutting",2010
135,135,"Michael Putnam",1,7.8,"Last15EventsPutting",2010
135,135,"Alvaro Quiros",5,7.8,"Last15EventsPutting",2010
135,135,"Andres Romero",12,7.8,"Last15EventsPutting",2010
135,135,"Adam Scott",8,7.8,"Last15EventsPutting",2010
135,135,"Vaughn Taylor",11,7.8,"Last15EventsPutting",2010
135,135,"Cameron Tringale",2,7.8,"Last15EventsPutting",2010
135,135,"Kirk Triplett",6,7.8,"Last15EventsPutting",2010
135,135,"Lee Westwood",7,7.8,"Last15EventsPutting",2010
135,135,"Tim Wilkinson",4,7.8,"Last15EventsPutting",2010
135,135,"Chris Wilson",1,7.8,"Last15EventsPutting",2010
161,162,"Steve Allan",1,7.7,"Last15EventsPutting",2010
161,162,"Byeong Hun An",1,7.7,"Last15EventsPutting",2010
161,162,"Ricky Barnes",7,7.7,"Last15EventsPutting",2010
161,162,"Guy Boros",4,7.7,"Last15EventsPutting",2010
161,162,"Jim Carter",2,7.7,"Last15EventsPutting",2010
161,162,"Paul Casey",7,7.7,"Last15EventsPutting",2010
161,162,"Stewart Cink",9,7.7,"Last15EventsPutting",2010
161,162,"Tim Clark",9,7.7,"Last15EventsPutting",2010
161,162,"Fred Couples",6,7.7,"Last15EventsPutting",2010
161,162,"Marco Dawson",3,7.7,"Last15EventsPutting",2010
161,162,"David Duval",6,7.7,"Last15EventsPutting",2010
161,162,"Steve Elkington",10,7.7,"Last15EventsPutting",2010
161,162,"Bob Estes",7,7.7,"Last15EventsPutting",2010
161,162,"Todd Hamilton",3,7.7,"Last15EventsPutting",2010
161,162,"Tim Herron",11,7.7,"Last15EventsPutting",2010
161,162,"Ryo Ishikawa",3,7.7,"Last15EventsPutting",2010
161,162,"Skip Kendall",7,7.7,"Last15EventsPutting",2010
161,162,"Soren Kjeldsen",3,7.7,"Last15EventsPutting",2010
161,162,"Martin Laird",10,7.7,"Last15EventsPutting",2010
161,162,"Michael Letzig",10,7.7,"Last15EventsPutting",2010
161,162,"Parker McLachlin",1,7.7,"Last15EventsPutting",2010
161,162,"Francesco Molinari",3,7.7,"Last15EventsPutting",2010
161,162,"Nick OHern",6,7.7,"Last15EventsPutting",2010
161,162,"Alexandre Rocha",1,7.7,"Last15EventsPutting",2010
161,162,"John Rollins",7,7.7,"Last15EventsPutting",2010
161,135,"Rory Sabbatini",8,7.7,"Last15EventsPutting",2010
161,162,"Kyle Stanley",1,7.7,"Last15EventsPutting",2010
161,192,"Bubba Watson",7,7.7,"Last15EventsPutting",2010
161,162,"Brett Wetterich",11,7.7,"Last15EventsPutting",2010
161,162,"Garrett Willis",8,7.7,"Last15EventsPutting",2010
191,192,"Robert Allenby",8,7.6,"Last15EventsPutting",2010
191,192,"Mark Calcavecchia",4,7.6,"Last15EventsPutting",2010
191,192,"Joe Durant",11,7.6,"Last15EventsPutting",2010
191,192,"Benjamin Fox",2,7.6,"Last15EventsPutting",2010
191,192,"Robert Garrigus",11,7.6,"Last15EventsPutting",2010
191,192,"JB Holmes",10,7.6,"Last15EventsPutting",2010
191,192,"Trevor Immelman",4,7.6,"Last15EventsPutting",2010
191,192,"Jerry Kelly",8,7.6,"Last15EventsPutting",2010
191,192,"Steve Lowery",2,7.6,"Last15EventsPutting",2010
191,192,"Bill Lunde",5,7.6,"Last15EventsPutting",2010
191,192,"David Lutterus",3,7.6,"Last15EventsPutting",2010
191,192,"Jarrod Lyle",5,7.6,"Last15EventsPutting",2010
191,192,"Rory McIlroy",7,7.6,"Last15EventsPutting",2010
191,192,"Andrew McLardy",3,7.6,"Last15EventsPutting",2010
191,192,"Edoardo Molinari",3,7.6,"Last15EventsPutting",2010
191,192,"Louis Oosthuizen",1,7.6,"Last15EventsPutting",2010
191,192,"Rod Pampling",4,7.6,"Last15EventsPutting",2010
191,192,"Cameron Percy",6,7.6,"Last15EventsPutting",2010
191,192,"Aron Price",9,7.6,"Last15EventsPutting",2010
191,192,"Chris Rogers",1,7.6,"Last15EventsPutting",2010
191,192,"Henrik Stenson",5,7.6,"Last15EventsPutting",2010
191,192,"Josh Teater",9,7.6,"Last15EventsPutting",2010
191,192,"Johnson Wagner",7,7.6,"Last15EventsPutting",2010
191,192,"Drew Weaver",1,7.6,"Last15EventsPutting",2010
191,192,"Jay Williamson",10,7.6,"Last15EventsPutting",2010
216,218,"Blake Adams",9,7.5,"Last15EventsPutting",2010
216,218,"Rich Beem",4,7.5,"Last15EventsPutting",2010
216,218,"Notah Begay III",1,7.5,"Last15EventsPutting",2010
216,218,"Jonathan Byrd",11,7.5,"Last15EventsPutting",2010
216,218,"Glen Day",5,7.5,"Last15EventsPutting",2010
216,218,"Fred Funk",3,7.5,"Last15EventsPutting",2010
216,218,"Jason Gore",4,7.5,"Last15EventsPutting",2010
216,218,"Mathias Gronberg",5,7.5,"Last15EventsPutting",2010
216,218,"Bill Haas",8,7.5,"Last15EventsPutting",2010
216,218,"Peter Hanson",3,7.5,"Last15EventsPutting",2010
216,218,"JP Hayes",6,7.5,"Last15EventsPutting",2010
216,218,"Miguel Angel Jimenez",4,7.5,"Last15EventsPutting",2010
216,162,"Dustin Johnson",7,7.5,"Last15EventsPutting",2010
216,218,"Robert Karlsson",5,7.5,"Last15EventsPutting",2010
216,218,"Martin Kaymer",3,7.5,"Last15EventsPutting",2010
216,218,"Chris Kirk",1,7.5,"Last15EventsPutting",2010
216,218,"Katsumasa Miyamoto",1,7.5,"Last15EventsPutting",2010
216,218,"Garth Mulroy",6,7.5,"Last15EventsPutting",2010
216,218,"Ryuichi Oda",1,7.5,"Last15EventsPutting",2010
216,218,"Alex Prugh",8,7.5,"Last15EventsPutting",2010
216,218,"Warren Schutte",1,7.5,"Last15EventsPutting",2010
216,218,"Vijay Singh",8,7.5,"Last15EventsPutting",2010
216,218,"Roland Thatcher",6,7.5,"Last15EventsPutting",2010
216,218,"Charles Warren",9,7.5,"Last15EventsPutting",2010
216,218,"Matt Weibring",4,7.5,"Last15EventsPutting",2010
216,218,"Oliver Wilson",5,7.5,"Last15EventsPutting",2010
216,218,"Gary Woodland",3,7.5,"Last15EventsPutting",2010
243,244,"Tommy Armour III",2,7.4,"Last15EventsPutting",2010
243,244,"Angel Cabrera",8,7.4,"Last15EventsPutting",2010
243,244,"Alex Cejka",5,7.4,"Last15EventsPutting",2010
243,162,"KJ Choi",7,7.4,"Last15EventsPutting",2010
243,244,"John Daly",7,7.4,"Last15EventsPutting",2010
243,244,"Harrison Frazar",3,7.4,"Last15EventsPutting",2010
243,244,"Sergio Garcia",9,7.4,"Last15EventsPutting",2010
243,244,"Kevin Johnson",1,7.4,"Last15EventsPutting",2010
243,244,"Cliff Kresge",8,7.4,"Last15EventsPutting",2010
243,244,"Will Ma Kenzie",9,7.4,"Last15EventsPutting",2010
243,244,"Brock Mackenzie",1,7.4,"Last15EventsPutting",2010
243,244,"Ian Poulter",5,7.4,"Last15EventsPutting",2010
243,244,"Brett Quigley",10,7.4,"Last15EventsPutting",2010
243,244,"Jason Schultz",1,7.4,"Last15EventsPutting",2010
243,244,"Heath Slocum",10,7.4,"Last15EventsPutting",2010
243,244,"Omar Uresti",4,7.4,"Last15EventsPutting",2010
243,244,"Mark Wilson",8,7.4,"Last15EventsPutting",2010
243,244,"Casey Wittenberg",1,7.4,"Last15EventsPutting",2010
261,261,"Henrik Bjornstad",4,7.3,"Last15EventsPutting",2010
261,261,"Michael Bradley",8,7.3,"Last15EventsPutting",2010
261,261,"Jonathan Kaye",3,7.3,"Last15EventsPutting",2010
261,261,"Troy Matteson",7,7.3,"Last15EventsPutting",2010
261,261,"Rocco Mediate",8,7.3,"Last15EventsPutting",2010
261,261,"John Merrick",9,7.3,"Last15EventsPutting",2010
261,261,"Colin Montgomerie",1,7.3,"Last15EventsPutting",2010
261,261,"Sean OHair",7,7.3,"Last15EventsPutting",2010
261,261,"Jerry Richardson Jr",1,7.3,"Last15EventsPutting",2010
261,261,"Chris Stroud",9,7.3,"Last15EventsPutting",2010
261,261,"Kevin Sutherland",9,7.3,"Last15EventsPutting",2010
261,261,"Nicholas Thompson",8,7.3,"Last15EventsPutting",2010
261,261,"DJ Trahan",9,7.3,"Last15EventsPutting",2010
261,261,"Marc Turnesa",1,7.3,"Last15EventsPutting",2010
261,261,"Camilo Villegas",8,7.3,"Last15EventsPutting",2010
261,261,"Boo Weekley",7,7.3,"Last15EventsPutting",2010
277,277,"Briny Baird",7,7.2,"Last15EventsPutting",2010
277,277,"Gregory Bourdy",1,7.2,"Last15EventsPutting",2010
277,277,"Graham DeLaet",10,7.2,"Last15EventsPutting",2010
277,277,"Jason Dufner",7,7.2,"Last15EventsPutting",2010
277,277,"Jeff Gove",4,7.2,"Last15EventsPutting",2010
277,277,"JJ Henry",10,7.2,"Last15EventsPutting",2010
277,277,"Tom Lehman",7,7.2,"Last15EventsPutting",2010
277,277,"Davis Love III",8,7.2,"Last15EventsPutting",2010
277,277,"Braxton Marquez",1,7.2,"Last15EventsPutting",2010
277,277,"Billy Mayfair",6,7.2,"Last15EventsPutting",2010
277,277,"Ross McGowan",2,7.2,"Last15EventsPutting",2010
277,277,"Jon Mills",1,7.2,"Last15EventsPutting",2010
277,277,"John Senden",10,7.2,"Last15EventsPutting",2010
290,290,"Craig Barlow",4,7.1,"Last15EventsPutting",2010
290,290,"Mathew Goggin",9,7.1,"Last15EventsPutting",2010
290,290,"Len Mattiace",1,7.1,"Last15EventsPutting",2010
293,293,"Kris Blanks",7,7,"Last15EventsPutting",2010
293,293,"Jeff Burns",1,7,"Last15EventsPutting",2010
293,293,"Billy Hurley III",1,7,"Last15EventsPutting",2010
293,293,"Kent Jones",4,7,"Last15EventsPutting",2010
293,293,"Hennie Otto",1,7,"Last15EventsPutting",2010
293,293,"Kenny Perry",9,7,"Last15EventsPutting",2010
293,293,"Chez Reavie",5,7,"Last15EventsPutting",2010
293,293,"Phil Schmitt",1,7,"Last15EventsPutting",2010
293,293,"Mike Small",2,7,"Last15EventsPutting",2010
293,293,"Vance Veazey",4,7,"Last15EventsPutting",2010
303,303,"Brad Adamonis",2,6.9,"Last15EventsPutting",2010
303,303,"Robin Freeman",1,6.9,"Last15EventsPutting",2010
303,303,"Bobby Gates",1,6.9,"Last15EventsPutting",2010
303,303,"Tag Ridings",1,6.9,"Last15EventsPutting",2010
303,303,"Roger Tambellini",6,6.9,"Last15EventsPutting",2010
308,308,"Simon Dyson",3,6.8,"Last15EventsPutting",2010
308,308,"Brandt Jobe",1,6.8,"Last15EventsPutting",2010
308,308,"Simon Khan",1,6.8,"Last15EventsPutting",2010
308,308,"Chris Smith",1,6.8,"Last15EventsPutting",2010
312,312,"Erik Compton",4,6.7,"Last15EventsPutting",2010
312,312,"Seungsu Han",1,6.7,"Last15EventsPutting",2010
312,312,"Soren Hansen",4,6.7,"Last15EventsPutting",2010
312,312,"Matt Hill",2,6.7,"Last15EventsPutting",2010
312,312,"Colt Knost",1,6.7,"Last15EventsPutting",2010
312,312,"Danny Wax",1,6.7,"Last15EventsPutting",2010
318,318,"Tom Byrum",1,6.6,"Last15EventsPutting",2010
318,318,"Ross Fisher",5,6.6,"Last15EventsPutting",2010
318,318,"James Kingston",1,6.6,"Last15EventsPutting",2010
321,321,"Michael ONeal",1,6.5,"Last15EventsPutting",2010
322,322,"David Horsey",1,6.1,"Last15EventsPutting",2010
322,322,"Blake Trimble",1,6.1,"Last15EventsPutting",2010
324,324,"Chris Baryla",1,5.8,"Last15EventsPutting",2010
325,325,"Michael Jonzon",1,5.4,"Last15EventsPutting",2010
