"Puttingfrom510_RANKTHISWEEK_2007","Puttingfrom510_RANKLASTWEEK_2007","Puttingfrom510_PLAYERNAME_2007","Puttingfrom510_ROUNDS_2007","Puttingfrom510_Pct_2007","Puttingfrom510_ATTEMPTS_2007","Puttingfrom510_PUTTSMADE_2007","stat_name","year"
65,65,"Boo Weekley",101,57.19,320,183,"Puttingfrom510",2007
66,66,"Rich Barcelo",80,57.14,301,172,"Puttingfrom510",2007
66,66,"Trevor Immelman",74,57.14,224,128,"Puttingfrom510",2007
66,66,"Bryce Molder",56,57.14,196,112,"Puttingfrom510",2007
66,66,"Steve Wheatcroft",73,57.14,273,156,"Puttingfrom510",2007
70,70,"Troy Matteson",87,57,300,171,"Puttingfrom510",2007
71,71,"Padraig Harrington",64,56.99,193,110,"Puttingfrom510",2007
72,72,"Glen Day",85,56.96,309,176,"Puttingfrom510",2007
72,72,"Paul Gow",70,56.96,230,131,"Puttingfrom510",2007
74,74,"Carl Pettersson",111,56.94,425,242,"Puttingfrom510",2007
75,75,"Kevin Sutherland",85,56.88,276,157,"Puttingfrom510",2007
76,76,"Justin Rose",63,56.82,176,100,"Puttingfrom510",2007
77,77,"Steve Allan",63,56.79,243,138,"Puttingfrom510",2007
78,78,"Paul Stankowski",52,56.76,185,105,"Puttingfrom510",2007
79,79,"Fred Funk",65,56.7,224,127,"Puttingfrom510",2007
80,80,"Kenny Perry",83,56.67,330,187,"Puttingfrom510",2007
81,81,"DJ Brigman",67,56.65,233,132,"Puttingfrom510",2007
82,82,"Tag Ridings",52,56.61,189,107,"Puttingfrom510",2007
83,83,"Chris Stroud",66,56.6,212,120,"Puttingfrom510",2007
83,83,"Camilo Villegas",82,56.6,265,150,"Puttingfrom510",2007
85,85,"Mark Wilson",87,56.59,334,189,"Puttingfrom510",2007
86,86,"Bubba Watson",80,56.58,281,159,"Puttingfrom510",2007
87,87,"Pat Perez",84,56.52,299,169,"Puttingfrom510",2007
88,88,"Jeff Maggert",79,56.51,338,191,"Puttingfrom510",2007
89,89,"Charles Howell III",89,56.34,284,160,"Puttingfrom510",2007
90,90,"Ryan Armour",107,56.32,380,214,"Puttingfrom510",2007
91,91,"Heath Slocum",101,56.3,341,192,"Puttingfrom510",2007
92,92,"Steve Lowery",74,56.29,286,161,"Puttingfrom510",2007
93,93,"Daniel Chopra",106,56.27,375,211,"Puttingfrom510",2007
94,94,"John Senden",97,56.2,347,195,"Puttingfrom510",2007
95,95,"Freddie Jacobson",70,56.13,269,151,"Puttingfrom510",2007
96,96,"Anthony Kim",93,56.09,353,198,"Puttingfrom510",2007
97,97,"Bob Tway",103,56.07,346,194,"Puttingfrom510",2007
98,98,"Kent Jones",97,56.04,389,218,"Puttingfrom510",2007
99,99,"Mark Hensby",81,56,325,182,"Puttingfrom510",2007
100,100,"Ryan Moore",92,55.99,309,173,"Puttingfrom510",2007
101,101,"Jason Gore",86,55.98,368,206,"Puttingfrom510",2007
102,102,"Tim Herron",98,55.87,358,200,"Puttingfrom510",2007
103,103,"Michael Putnam",96,55.86,324,181,"Puttingfrom510",2007
104,104,"Peter Lonard",85,55.84,317,177,"Puttingfrom510",2007
105,105,"Brian Davis",101,55.81,396,221,"Puttingfrom510",2007
106,106,"Billy Mayfair",98,55.74,357,199,"Puttingfrom510",2007
107,107,"Luke Donald",69,55.71,219,122,"Puttingfrom510",2007
108,108,"Billy Andrade",88,55.62,329,183,"Puttingfrom510",2007
109,109,"Jonathan Byrd",73,55.6,277,154,"Puttingfrom510",2007
110,110,"Corey Pavin",81,55.56,324,180,"Puttingfrom510",2007
111,111,"Tommy Armour III",81,55.51,263,146,"Puttingfrom510",2007
112,112,"Robert Allenby",90,55.37,307,170,"Puttingfrom510",2007
113,113,"Steve Marino",106,55.31,405,224,"Puttingfrom510",2007
114,114,"Adam Scott",69,55.23,239,132,"Puttingfrom510",2007
115,115,"Brendon de Jonge",76,55.22,297,164,"Puttingfrom510",2007
116,116,"Tom Lehman",62,55.21,192,106,"Puttingfrom510",2007
117,117,"Steve Flesch",100,55.19,395,218,"Puttingfrom510",2007
118,118,"Matt Hendrix",63,55.17,232,128,"Puttingfrom510",2007
119,119,"Vijay Singh",102,55.16,339,187,"Puttingfrom510",2007
120,120,"Duffy Waldorf",69,55.13,234,129,"Puttingfrom510",2007
121,121,"Joey Sindelar",75,55.12,254,140,"Puttingfrom510",2007
122,122,"Jeff Quinney",95,55.11,352,194,"Puttingfrom510",2007
123,123,"Rich Beem",89,55.1,314,173,"Puttingfrom510",2007
124,124,"Craig Kanada",109,55.04,407,224,"Puttingfrom510",2007
125,125,"Jeff Brehaut",59,55,220,121,"Puttingfrom510",2007
126,126,"Mark Calcavecchia",93,54.93,355,195,"Puttingfrom510",2007
127,127,"Vaughn Taylor",91,54.84,341,187,"Puttingfrom510",2007
128,128,"Marco Dawson",73,54.7,287,157,"Puttingfrom510",2007
129,129,"Charles Warren",101,54.66,386,211,"Puttingfrom510",2007
130,130,"Jaco Van Zyl",51,54.64,194,106,"Puttingfrom510",2007
131,131,"Tiger Woods",63,54.55,176,96,"Puttingfrom510",2007
132,132,"Cameron Beckman",96,54.5,367,200,"Puttingfrom510",2007
133,133,"Michael Allen",74,54.36,241,131,"Puttingfrom510",2007
134,134,"Robert Garrigus",95,54.3,372,202,"Puttingfrom510",2007
135,135,"Tom Johnson",74,54.26,282,153,"Puttingfrom510",2007
136,136,"Craig Barlow",52,54.25,212,115,"Puttingfrom510",2007
137,137,"Eric Axley",107,54.18,419,227,"Puttingfrom510",2007
138,138,"Jim Furyk",84,54.15,253,137,"Puttingfrom510",2007
139,139,"Scott Gutschewski",67,54.13,242,131,"Puttingfrom510",2007
140,140,"Ken Duke",112,54.11,377,204,"Puttingfrom510",2007
141,141,"Bill Haas",93,54.05,370,200,"Puttingfrom510",2007
142,142,"Charley Hoffman",97,53.87,362,195,"Puttingfrom510",2007
143,143,"Stuart Appleby",74,53.82,249,134,"Puttingfrom510",2007
144,144,"Jim Rutledge",59,53.71,175,94,"Puttingfrom510",2007
145,145,"Alex Cejka",80,53.7,324,174,"Puttingfrom510",2007
145,145,"Nick OHern",72,53.7,216,116,"Puttingfrom510",2007
147,147,"Jarrod Lyle",77,53.68,272,146,"Puttingfrom510",2007
148,148,"Michael Boyd",61,53.66,205,110,"Puttingfrom510",2007
149,149,"Justin Leonard",95,53.4,324,173,"Puttingfrom510",2007
150,150,"Lee Janzen",66,53.39,221,118,"Puttingfrom510",2007
151,151,"Will Ma Kenzie",100,53.37,401,214,"Puttingfrom510",2007
152,152,"Shigeki Maruyama",84,53.28,351,187,"Puttingfrom510",2007
153,153,"Shaun Micheel",91,53.26,276,147,"Puttingfrom510",2007
154,154,"Darron Stiles",65,53.25,231,123,"Puttingfrom510",2007
155,155,"Jason Bohn",57,53.18,220,117,"Puttingfrom510",2007
156,156,"Kirk Triplett",77,53.14,303,161,"Puttingfrom510",2007
157,157,"John Merrick",92,53.1,339,180,"Puttingfrom510",2007
158,158,"Bob Heintz",85,53.05,311,165,"Puttingfrom510",2007
159,159,"Todd Hamilton",76,53.02,281,149,"Puttingfrom510",2007
160,160,"Ted Purdy",102,53.01,332,176,"Puttingfrom510",2007
161,161,"Kevin Stadler",95,52.99,351,186,"Puttingfrom510",2007
162,162,"Johnson Wagner",97,52.94,357,189,"Puttingfrom510",2007
163,163,"Jose Coceres",50,52.72,184,97,"Puttingfrom510",2007
164,164,"Scott Verplank",82,52.65,264,139,"Puttingfrom510",2007
165,165,"Jerry Kelly",101,52.57,331,174,"Puttingfrom510",2007
165,165,"Brett Quigley",79,52.57,253,133,"Puttingfrom510",2007
167,167,"Rocco Mediate",72,52.4,292,153,"Puttingfrom510",2007
168,168,"Chris Couch",76,52.36,296,155,"Puttingfrom510",2007
169,169,"Ernie Els",59,52.07,169,88,"Puttingfrom510",2007
170,170,"Henrik Stenson",52,52,150,78,"Puttingfrom510",2007
171,171,"DJ Trahan",99,51.99,402,209,"Puttingfrom510",2007
171,171,"Nick Watney",87,51.99,327,170,"Puttingfrom510",2007
173,173,"Ben Curtis",80,51.89,264,137,"Puttingfrom510",2007
174,174,"Jeff Gove",103,51.84,407,211,"Puttingfrom510",2007
175,175,"Harrison Frazar",88,51.72,319,165,"Puttingfrom510",2007
176,176,"Geoff Ogilvy",84,51.47,272,140,"Puttingfrom510",2007
177,177,"Daisuke Maruyama",86,51.42,352,181,"Puttingfrom510",2007
178,178,"Joe Durant",88,51.38,290,149,"Puttingfrom510",2007
179,179,"JJ Henry",86,51.33,300,154,"Puttingfrom510",2007
180,180,"Kyle Reifers",71,51.15,260,133,"Puttingfrom510",2007
181,181,"Davis Love III",66,51.07,233,119,"Puttingfrom510",2007
182,182,"Bubba Dickerson",51,51.04,192,98,"Puttingfrom510",2007
183,183,"Mike Weir",82,50.95,263,134,"Puttingfrom510",2007
184,184,"Jason Schultz",63,50.91,220,112,"Puttingfrom510",2007
185,185,"Robert Gamez",88,50.8,313,159,"Puttingfrom510",2007
186,186,"Brett Wetterich",88,50.61,330,167,"Puttingfrom510",2007
187,187,"Ian Poulter",63,50.57,176,89,"Puttingfrom510",2007
188,188,"JB Holmes",71,50.56,269,136,"Puttingfrom510",2007
189,189,"JP Hayes",89,50.45,337,170,"Puttingfrom510",2007
190,190,"David Branshaw",83,50,302,151,"Puttingfrom510",2007
190,190,"Retief Goosen",50,50,132,66,"Puttingfrom510",2007
190,190,"Anders Hansen",55,50,144,72,"Puttingfrom510",2007
193,193,"Jeff Sluman",60,48.91,184,90,"Puttingfrom510",2007
194,194,"Chad Campbell",96,48.29,321,155,"Puttingfrom510",2007
195,195,"Sergio Garcia",68,48.15,216,104,"Puttingfrom510",2007
196,196,"Greg Owen",81,45.81,310,142,"Puttingfrom510",2007
