"DistancefromCenterofFairway_RANKTHISWEEK_2016","DistancefromCenterofFairway_RANKLASTWEEK_2016","DistancefromCenterofFairway_PLAYERNAME_2016","DistancefromCenterofFairway_EVENTS_2016","DistancefromCenterofFairway_AVG_2016","DistancefromCenterofFairway_TOTALDISTANCEFEET_2016","DistancefromCenterofFairway_TOTALSTROKES_2016","stat_name","year"
1,1,"Retief Goosen",10,NA,4987.25,245,"DistancefromCenterofFairway",2016
2,11,"Ian Poulter",10,NA,3893,188,"DistancefromCenterofFairway",2016
3,3,"Justin Leonard",8,NA,4373.917,211,"DistancefromCenterofFairway",2016
4,8,"Scott Brown",17,NA,7134.75,341,"DistancefromCenterofFairway",2016
4,4,"Jason Dufner",15,NA,6012.5,288,"DistancefromCenterofFairway",2016
4,4,"Kevin Streelman",15,NA,5804.417,277,"DistancefromCenterofFairway",2016
4,23,"Boo Weekley",17,NA,7768.667,371,"DistancefromCenterofFairway",2016
8,7,"Louis Oosthuizen",6,NA,1623.667,77,"DistancefromCenterofFairway",2016
9,18,"Graham DeLaet",14,NA,7099.5,335,"DistancefromCenterofFairway",2016
10,2,"Stuart Appleby",13,NA,6172.167,291,"DistancefromCenterofFairway",2016
10,6,"George McNeill",13,NA,4651.333,219,"DistancefromCenterofFairway",2016
10,13,"Harold Varner III",18,NA,8188.583,386,"DistancefromCenterofFairway",2016
13,8,"Erik Compton",16,NA,5384.75,252,"DistancefromCenterofFairway",2016
13,18,"Whee Kim",18,NA,7316.917,343,"DistancefromCenterofFairway",2016
13,13,"Martin Piller",12,NA,4663.417,219,"DistancefromCenterofFairway",2016
13,10,"Rory Sabbatini",14,NA,4396.917,206,"DistancefromCenterofFairway",2016
17,11,"Jason Bohn",11,NA,5881.75,274,"DistancefromCenterofFairway",2016
17,13,"Sergio Garcia",8,NA,2274.917,106,"DistancefromCenterofFairway",2016
17,13,"Hudson Swafford",17,NA,6967.917,324,"DistancefromCenterofFairway",2016
20,31,"Francesco Molinari",10,NA,5631.75,261,"DistancefromCenterofFairway",2016
20,18,"Pat Perez",11,NA,2611.833,121,"DistancefromCenterofFairway",2016
20,18,"Chez Reavie",16,NA,9151.5,424,"DistancefromCenterofFairway",2016
23,18,"Justin Hicks",10,NA,4942.583,228,"DistancefromCenterofFairway",2016
24,29,"Webb Simpson",10,NA,5090.083,234,"DistancefromCenterofFairway",2016
25,25,"Ben Crane",17,NA,7364.25,337,"DistancefromCenterofFairway",2016
25,27,"Jamie Donaldson",8,NA,3029.75,139,"DistancefromCenterofFairway",2016
