"DistancefromCenterofFairway_RANKTHISWEEK_2016","DistancefromCenterofFairway_RANKLASTWEEK_2016","DistancefromCenterofFairway_PLAYERNAME_2016","DistancefromCenterofFairway_EVENTS_2016","DistancefromCenterofFairway_AVG_2016","DistancefromCenterofFairway_TOTALDISTANCEFEET_2016","DistancefromCenterofFairway_TOTALSTROKES_2016","stat_name","year"
25,13,"Tom Hoge",15,NA,5659.25,259,"DistancefromCenterofFairway",2016
25,29,"Will Ma Kenzie",17,NA,7497.917,343,"DistancefromCenterofFairway",2016
25,25,"Steve Marino",14,NA,4656.75,213,"DistancefromCenterofFairway",2016
25,40,"Scott Pinckney",18,NA,6920.25,317,"DistancefromCenterofFairway",2016
25,36,"Adam Scott",10,NA,4010.25,184,"DistancefromCenterofFairway",2016
25,27,"Bernd Wiesberger",7,NA,2157.833,99,"DistancefromCenterofFairway",2016
33,23,"Morgan Hoffmann",15,NA,5985.917,273,"DistancefromCenterofFairway",2016
33,34,"Brett Stegmaier",19,NA,8482,387,"DistancefromCenterofFairway",2016
35,31,"Greg Owen",18,NA,7846.333,357,"DistancefromCenterofFairway",2016
35,40,"Ollie Schniederjans",7,NA,2818,128,"DistancefromCenterofFairway",2016
37,40,"Brian Harman",18,NA,8669.333,392,"DistancefromCenterofFairway",2016
37,39,"John Senden",15,NA,6871.75,311,"DistancefromCenterofFairway",2016
39,37,"Jim Herman",17,NA,7835.833,353,"DistancefromCenterofFairway",2016
39,31,"Michael Kim",18,NA,9133.917,412,"DistancefromCenterofFairway",2016
39,34,"Kyle Stanley",17,NA,8926.667,402,"DistancefromCenterofFairway",2016
42,45,"Vaughn Taylor",11,NA,4754.417,214,"DistancefromCenterofFairway",2016
43,37,"Martin Laird",13,NA,6420.833,287,"DistancefromCenterofFairway",2016
44,45,"Mark Hubbard",20,NA,11873.25,530,"DistancefromCenterofFairway",2016
45,43,"Blayne Barber",16,NA,7594.5,337,"DistancefromCenterofFairway",2016
45,49,"Chesson Hadley",16,NA,6920.083,307,"DistancefromCenterofFairway",2016
45,43,"Adam Hadwin",16,NA,9133.583,406,"DistancefromCenterofFairway",2016
48,68,"Angel Cabrera",13,NA,5754.75,255,"DistancefromCenterofFairway",2016
48,48,"Spencer Levin",19,NA,9540.667,423,"DistancefromCenterofFairway",2016
48,49,"Daniel Summerhays",15,NA,7552.917,334,"DistancefromCenterofFairway",2016
51,53,"Jonas Blixt",16,NA,6575.25,290,"DistancefromCenterofFairway",2016
51,61,"Jason Gore",15,NA,7173.583,317,"DistancefromCenterofFairway",2016
51,45,"Wes Roach",12,NA,3872.5,171,"DistancefromCenterofFairway",2016
51,49,"Tyrone Van Aswegen",20,NA,8741.667,385,"DistancefromCenterofFairway",2016
55,53,"Thomas Aiken",13,NA,6074,267,"DistancefromCenterofFairway",2016
55,99,"Shane Lowry",10,NA,4143.583,182,"DistancefromCenterofFairway",2016
57,49,"KJ Choi",14,NA,8232.083,360,"DistancefromCenterofFairway",2016
58,57,"Tyler Aldridge",18,NA,7121.917,311,"DistancefromCenterofFairway",2016
58,53,"Shane Bertsch",9,NA,3871.75,169,"DistancefromCenterofFairway",2016
58,53,"Miguel Angel Carballo",11,NA,2362.083,103,"DistancefromCenterofFairway",2016
58,63,"Nick Taylor",17,NA,7916.25,346,"DistancefromCenterofFairway",2016
58,88,"Dawie van der Walt",16,NA,5850.5,255,"DistancefromCenterofFairway",2016
63,57,"Ken Duke",9,NA,4159.917,181,"DistancefromCenterofFairway",2016
63,57,"Hunter Mahan",14,NA,5543.75,241,"DistancefromCenterofFairway",2016
63,88,"Hideki Matsuyama",12,NA,4940.083,215,"DistancefromCenterofFairway",2016
66,61,"Charley Hoffman",14,NA,6098.917,264,"DistancefromCenterofFairway",2016
66,68,"Patton Kizzire",16,NA,7370.25,319,"DistancefromCenterofFairway",2016
68,63,"Keegan Bradley",14,NA,5310,229,"DistancefromCenterofFairway",2016
68,92,"Lucas Glover",16,NA,9557.833,412,"DistancefromCenterofFairway",2016
68,63,"Freddie Jacobson",16,NA,7137.167,308,"DistancefromCenterofFairway",2016
68,57,"Colt Knost",15,NA,9963.417,430,"DistancefromCenterofFairway",2016
68,63,"Carl Pettersson",14,NA,4307,186,"DistancefromCenterofFairway",2016
68,63,"Cameron Tringale",14,NA,7518.917,325,"DistancefromCenterofFairway",2016
68,76,"Camilo Villegas",16,NA,6606.083,285,"DistancefromCenterofFairway",2016
75,92,"Derek Ernst",12,NA,3993.5,172,"DistancefromCenterofFairway",2016
75,68,"Russell Henley",14,NA,7476.667,322,"DistancefromCenterofFairway",2016
75,82,"Sean OHair",14,NA,7832.083,337,"DistancefromCenterofFairway",2016
75,72,"Scott Stallings",17,NA,6844.583,294,"DistancefromCenterofFairway",2016
79,82,"Robert Allenby",16,NA,4362.417,187,"DistancefromCenterofFairway",2016
79,72,"Billy Horschel",12,NA,6712.167,288,"DistancefromCenterofFairway",2016
79,82,"Si Woo Kim",19,NA,10696.5,458,"DistancefromCenterofFairway",2016
79,72,"Kelly Kraft",12,NA,3614.333,155,"DistancefromCenterofFairway",2016
79,82,"Robert Streb",16,NA,5853.75,251,"DistancefromCenterofFairway",2016
84,75,"Marc Leishman",12,NA,5038.333,215,"DistancefromCenterofFairway",2016
84,99,"Henrik Norlander",13,NA,5155.25,220,"DistancefromCenterofFairway",2016
84,108,"Rob Oppenheim",11,NA,4870.75,208,"DistancefromCenterofFairway",2016
84,99,"Steve Wheatcroft",16,NA,8022.583,343,"DistancefromCenterofFairway",2016
88,76,"Luke Guthrie",11,NA,3473.667,148,"DistancefromCenterofFairway",2016
88,76,"John Huh",16,NA,9699.667,413,"DistancefromCenterofFairway",2016
88,76,"Billy Hurley III",8,NA,3730,159,"DistancefromCenterofFairway",2016
88,82,"Ben Martin",14,NA,7790.833,332,"DistancefromCenterofFairway",2016
88,108,"Carlos Ortiz",17,NA,5498.667,234,"DistancefromCenterofFairway",2016
88,115,"Henrik Stenson",8,NA,3989.833,170,"DistancefromCenterofFairway",2016
88,76,"Andy Sullivan",7,NA,3360.333,143,"DistancefromCenterofFairway",2016
88,68,"Jhonattan Vegas",14,NA,7003.167,298,"DistancefromCenterofFairway",2016
96,92,"Chad Campbell",18,NA,9565.917,406,"DistancefromCenterofFairway",2016
96,99,"Jeff Overton",17,NA,8055.583,342,"DistancefromCenterofFairway",2016
96,88,"Brendan Steele",14,NA,7417.917,314,"DistancefromCenterofFairway",2016
96,82,"Will Wilcox",16,NA,7180.667,304,"DistancefromCenterofFairway",2016
100,104,"Roberto Castro",16,NA,10067.833,425,"DistancefromCenterofFairway",2016
100,112,"Kevin Chappell",14,NA,7454.917,315,"DistancefromCenterofFairway",2016
100,92,"Sung Kang",16,NA,7762.917,328,"DistancefromCenterofFairway",2016
100,88,"Kevin Na",14,NA,6523.417,276,"DistancefromCenterofFairway",2016
100,76,"Cameron Smith",14,NA,4906.75,207,"DistancefromCenterofFairway",2016
100,139,"Chris Stroud",17,NA,7743.25,327,"DistancefromCenterofFairway",2016
106,92,"Aaron Baddeley",15,NA,6346.917,267,"DistancefromCenterofFairway",2016
106,104,"Robert Garrigus",11,NA,3776.917,159,"DistancefromCenterofFairway",2016
106,99,"Matt Jones",15,NA,5431.25,229,"DistancefromCenterofFairway",2016
106,92,"Jerry Kelly",12,NA,6438.333,271,"DistancefromCenterofFairway",2016
110,98,"Darron Stiles",10,NA,3785.333,159,"DistancefromCenterofFairway",2016
111,115,"David Hearn",18,NA,9379,392,"DistancefromCenterofFairway",2016
111,104,"Hiroshi Iwata",18,NA,6342.25,265,"DistancefromCenterofFairway",2016
111,108,"Rory McIlroy",9,NA,4024.75,168,"DistancefromCenterofFairway",2016
114,128,"Luke Donald",13,NA,5954.333,248,"DistancefromCenterofFairway",2016
114,124,"DH Lee",13,NA,4419.167,184,"DistancefromCenterofFairway",2016
116,124,"Harris English",15,NA,5993.75,249,"DistancefromCenterofFairway",2016
116,104,"Matt Kuchar",12,NA,6344.083,263,"DistancefromCenterofFairway",2016
116,115,"Kyle Reifers",19,NA,10421,432,"DistancefromCenterofFairway",2016
119,148,"David Lingmerth",15,NA,8209.167,340,"DistancefromCenterofFairway",2016
119,124,"Andrew Loupe",16,NA,6035.167,250,"DistancefromCenterofFairway",2016
119,108,"Bryce Molder",16,NA,8110.917,336,"DistancefromCenterofFairway",2016
119,118,"Geoff Ogilvy",14,NA,5753.833,238,"DistancefromCenterofFairway",2016
123,112,"Brendon de Jonge",19,NA,7676.5,317,"DistancefromCenterofFairway",2016
123,124,"Anirban Lahiri",13,NA,4465.333,184,"DistancefromCenterofFairway",2016
123,142,"Gary Woodland",12,NA,5966.833,246,"DistancefromCenterofFairway",2016
126,139,"Andres Gonzales",17,NA,5983.667,246,"DistancefromCenterofFairway",2016
126,133,"Jamie Lovemark",17,NA,9253.25,380,"DistancefromCenterofFairway",2016
126,133,"William McGirt",15,NA,10357.917,426,"DistancefromCenterofFairway",2016
126,121,"Patrick Rodgers",16,NA,7078.083,291,"DistancefromCenterofFairway",2016
126,118,"Sam Saunders",15,NA,4869.25,200,"DistancefromCenterofFairway",2016
126,128,"Vijay Singh",13,NA,7088.083,291,"DistancefromCenterofFairway",2016
126,142,"David Toms",11,NA,7162.5,294,"DistancefromCenterofFairway",2016
126,112,"Mark Wilson",13,NA,7700.25,316,"DistancefromCenterofFairway",2016
134,118,"Brice Garnett",9,NA,3494.25,143,"DistancefromCenterofFairway",2016
134,128,"Johnson Wagner",14,NA,6735.25,276,"DistancefromCenterofFairway",2016
136,121,"Jon Curran",18,NA,8879.5,363,"DistancefromCenterofFairway",2016
136,121,"Lucas Lee",9,NA,3504.167,143,"DistancefromCenterofFairway",2016
138,142,"Chad Collins",16,NA,6922.833,282,"DistancefromCenterofFairway",2016
138,166,"Tony Finau",15,NA,6047.083,246,"DistancefromCenterofFairway",2016
140,142,"Ryan Moore",11,NA,5911.833,240,"DistancefromCenterofFairway",2016
140,128,"Ryan Palmer",12,NA,8068.25,327,"DistancefromCenterofFairway",2016
140,128,"DJ Trahan",7,NA,1999.333,81,"DistancefromCenterofFairway",2016
143,133,"Branden Grace",9,NA,3271.333,132,"DistancefromCenterofFairway",2016
143,133,"Seung Yul Noh",17,NA,7391.167,299,"DistancefromCenterofFairway",2016
145,156,"Ricky Barnes",18,NA,7637.667,308,"DistancefromCenterofFairway",2016
145,133,"Daniel Berger",15,NA,6800,274,"DistancefromCenterofFairway",2016
145,139,"Stewart Cink",14,NA,6113.5,246,"DistancefromCenterofFairway",2016
145,160,"Luke List",17,NA,6362.083,256,"DistancefromCenterofFairway",2016
149,133,"Michael Thompson",14,NA,6034.583,242,"DistancefromCenterofFairway",2016
150,146,"Zac Blair",18,NA,10234.667,410,"DistancefromCenterofFairway",2016
150,161,"Danny Lee",16,NA,8770.417,351,"DistancefromCenterofFairway",2016
150,146,"Brandt Snedeker",14,NA,7164.417,287,"DistancefromCenterofFairway",2016
150,156,"Shawn Stefani",16,NA,6289.833,252,"DistancefromCenterofFairway",2016
154,170,"Byeong Hun An",7,NA,2782.833,111,"DistancefromCenterofFairway",2016
154,154,"Bronson Burgoon",17,NA,7092.167,283,"DistancefromCenterofFairway",2016
154,154,"Jason Kokrak",17,NA,7847.083,313,"DistancefromCenterofFairway",2016
157,166,"Ernie Els",10,NA,5040.167,200,"DistancefromCenterofFairway",2016
157,149,"Brian Gay",8,NA,3877.667,154,"DistancefromCenterofFairway",2016
157,149,"Rhein Gibson",13,NA,4506.167,179,"DistancefromCenterofFairway",2016
157,161,"Phil Mickelson",11,NA,4938.75,196,"DistancefromCenterofFairway",2016
157,149,"Dicky Pride",13,NA,5240.5,208,"DistancefromCenterofFairway",2016
162,153,"Charlie Beljan",13,NA,3057.167,121,"DistancefromCenterofFairway",2016
163,170,"Paul Casey",11,NA,4805.917,190,"DistancefromCenterofFairway",2016
163,161,"Scott Langley",13,NA,6693.25,264,"DistancefromCenterofFairway",2016
165,161,"Charles Howell III",17,NA,8804.25,346,"DistancefromCenterofFairway",2016
165,156,"Cameron Percy",7,NA,3226.917,127,"DistancefromCenterofFairway",2016
165,156,"Jimmy Walker",12,NA,5768.333,227,"DistancefromCenterofFairway",2016
168,170,"Tim Wilkinson",11,NA,5524.667,217,"DistancefromCenterofFairway",2016
169,161,"Chris Kirk",15,NA,8434.583,330,"DistancefromCenterofFairway",2016
170,166,"Derek Fathauer",18,NA,7732.5,301,"DistancefromCenterofFairway",2016
170,149,"Brendon Todd",18,NA,6913.583,269,"DistancefromCenterofFairway",2016
172,176,"Rickie Fowler",12,NA,7162.833,277,"DistancefromCenterofFairway",2016
172,170,"Charl Schwartzel",8,NA,3693,143,"DistancefromCenterofFairway",2016
174,174,"Abraham Ancer",11,NA,3818.167,147,"DistancefromCenterofFairway",2016
175,179,"Emiliano Grillo",13,NA,8695.833,332,"DistancefromCenterofFairway",2016
175,180,"Patrick Reed",14,NA,6512.667,249,"DistancefromCenterofFairway",2016
177,175,"Matthew Fitzpatrick",7,NA,3031.5,115,"DistancefromCenterofFairway",2016
178,177,"Zach Johnson",12,NA,8102.5,305,"DistancefromCenterofFairway",2016
179,178,"Andrew Landry",9,NA,3172.417,119,"DistancefromCenterofFairway",2016
180,180,"Kevin Kisner",14,NA,8307,310,"DistancefromCenterofFairway",2016
180,184,"DA Points",11,NA,4747.583,177,"DistancefromCenterofFairway",2016
180,186,"Brian Stuard",8,NA,4478.917,167,"DistancefromCenterofFairway",2016
183,182,"Russell Knox",14,NA,7435.333,274,"DistancefromCenterofFairway",2016
183,182,"Troy Merritt",14,NA,6434.167,237,"DistancefromCenterofFairway",2016
185,189,"Bill Haas",12,NA,6812.417,249,"DistancefromCenterofFairway",2016
185,185,"Brooks Koepka",11,NA,5761.5,211,"DistancefromCenterofFairway",2016
187,191,"Padraig Harrington",11,NA,7406.917,269,"DistancefromCenterofFairway",2016
187,197,"Justin Rose",10,NA,5606.75,204,"DistancefromCenterofFairway",2016
189,187,"Andres Romero",8,NA,2838.167,103,"DistancefromCenterofFairway",2016
190,188,"Steve Stricker",8,NA,4814.5,174,"DistancefromCenterofFairway",2016
191,189,"Jordan Spieth",9,NA,4934.083,178,"DistancefromCenterofFairway",2016
192,195,"JB Holmes",10,NA,5791.667,208,"DistancefromCenterofFairway",2016
193,193,"Davis Love III",11,NA,8502.583,305,"DistancefromCenterofFairway",2016
194,192,"Jason Day",9,NA,4791.667,171,"DistancefromCenterofFairway",2016
194,198,"James Hahn",15,NA,8449.333,302,"DistancefromCenterofFairway",2016
196,201,"Fabian Gomez",15,NA,10132.167,360,"DistancefromCenterofFairway",2016
196,193,"Smylie Kaufman",16,NA,8759.083,311,"DistancefromCenterofFairway",2016
198,195,"JJ Henry",14,NA,9533.833,334,"DistancefromCenterofFairway",2016
199,202,"Alex Cejka",15,NA,7804.417,272,"DistancefromCenterofFairway",2016
200,205,"Justin Thomas",15,NA,7744.75,268,"DistancefromCenterofFairway",2016
201,205,"Matt Every",14,NA,6598,227,"DistancefromCenterofFairway",2016
201,198,"Graeme McDowell",11,NA,6491.083,223,"DistancefromCenterofFairway",2016
201,198,"Bubba Watson",8,NA,3581.833,123,"DistancefromCenterofFairway",2016
204,203,"Scott Piercy",12,NA,6927.25,235,"DistancefromCenterofFairway",2016
205,204,"Peter Malnati",19,NA,10320.917,349,"DistancefromCenterofFairway",2016
206,207,"Steven Bowditch",14,NA,5562.25,181,"DistancefromCenterofFairway",2016
207,208,"Dustin Johnson",9,NA,4850.5,145,"DistancefromCenterofFairway",2016
