"BirdieorBetterPercentage200yards_RANKTHISWEEK_2015","BirdieorBetterPercentage200yards_RANKLASTWEEK_2015","BirdieorBetterPercentage200yards_PLAYERNAME_2015","BirdieorBetterPercentage200yards_ROUNDS_2015","BirdieorBetterPercentage200yards_Pct_2015","BirdieorBetterPercentage200yards_TOTALBIRDIES_2015","BirdieorBetterPercentage200yards_TOTALHOLES_2015","stat_name","year"
53,53,"Ryan Palmer",80,32.04,58,181,"BirdieorBetterPercentage200yards",2015
54,54,"Phil Mickelson",70,32.02,81,253,"BirdieorBetterPercentage200yards",2015
55,55,"Adam Hadwin",95,31.91,90,282,"BirdieorBetterPercentage200yards",2015
56,56,"Bo Van Pelt",81,31.9,67,210,"BirdieorBetterPercentage200yards",2015
57,57,"Harris English",105,31.87,116,364,"BirdieorBetterPercentage200yards",2015
58,58,"Billy Horschel",99,31.85,100,314,"BirdieorBetterPercentage200yards",2015
58,58,"Lee Westwood",56,31.85,43,135,"BirdieorBetterPercentage200yards",2015
60,60,"Alex Prugh",84,31.78,82,258,"BirdieorBetterPercentage200yards",2015
61,61,"Max Homa",78,31.69,77,243,"BirdieorBetterPercentage200yards",2015
62,62,"Kevin Chappell",86,31.67,89,281,"BirdieorBetterPercentage200yards",2015
63,63,"Chris Kirk",76,31.63,68,215,"BirdieorBetterPercentage200yards",2015
64,64,"Chesson Hadley",101,31.58,108,342,"BirdieorBetterPercentage200yards",2015
65,65,"Cameron Percy",72,31.55,65,206,"BirdieorBetterPercentage200yards",2015
66,66,"Charley Hoffman",97,31.51,98,311,"BirdieorBetterPercentage200yards",2015
67,67,"Nick Watney",91,31.49,91,289,"BirdieorBetterPercentage200yards",2015
68,68,"Kevin Streelman",95,31.31,98,313,"BirdieorBetterPercentage200yards",2015
69,69,"Pat Perez",96,31.17,96,308,"BirdieorBetterPercentage200yards",2015
70,70,"Scott Pinckney",88,31.06,82,264,"BirdieorBetterPercentage200yards",2015
71,71,"Jason Gore",76,31,62,200,"BirdieorBetterPercentage200yards",2015
72,72,"Mark Hubbard",79,30.9,72,233,"BirdieorBetterPercentage200yards",2015
73,73,"Jonathan Byrd",69,30.89,59,191,"BirdieorBetterPercentage200yards",2015
74,74,"Steven Bowditch",103,30.81,114,370,"BirdieorBetterPercentage200yards",2015
75,75,"Luke Guthrie",84,30.8,77,250,"BirdieorBetterPercentage200yards",2015
75,75,"Jim Herman",88,30.8,85,276,"BirdieorBetterPercentage200yards",2015
77,77,"Patrick Reed",103,30.79,97,315,"BirdieorBetterPercentage200yards",2015
78,78,"Byron Smith",59,30.72,47,153,"BirdieorBetterPercentage200yards",2015
79,79,"Andrew Svoboda",80,30.47,71,233,"BirdieorBetterPercentage200yards",2015
80,80,"Erik Compton",86,30.25,85,281,"BirdieorBetterPercentage200yards",2015
81,81,"Brice Garnett",81,30.23,65,215,"BirdieorBetterPercentage200yards",2015
82,82,"Gary Woodland",81,30.2,74,245,"BirdieorBetterPercentage200yards",2015
83,83,"Stewart Cink",77,30.15,60,199,"BirdieorBetterPercentage200yards",2015
84,84,"Scott Brown",97,30.13,91,302,"BirdieorBetterPercentage200yards",2015
85,85,"Paul Casey",87,30.04,73,243,"BirdieorBetterPercentage200yards",2015
85,85,"Jonathan Randolph",72,30.04,67,223,"BirdieorBetterPercentage200yards",2015
87,87,"Brendon de Jonge",106,30.03,106,353,"BirdieorBetterPercentage200yards",2015
88,88,"Russell Henley",87,30,78,260,"BirdieorBetterPercentage200yards",2015
89,89,"James Hahn",94,29.89,78,261,"BirdieorBetterPercentage200yards",2015
89,89,"Camilo Villegas",83,29.89,84,281,"BirdieorBetterPercentage200yards",2015
91,91,"Zach Johnson",90,29.75,83,279,"BirdieorBetterPercentage200yards",2015
92,92,"Angel Cabrera",53,29.73,55,185,"BirdieorBetterPercentage200yards",2015
92,92,"Oscar Fraustro",58,29.73,44,148,"BirdieorBetterPercentage200yards",2015
94,94,"Sangmoon Bae",98,29.72,107,360,"BirdieorBetterPercentage200yards",2015
95,95,"Roberto Castro",54,29.69,38,128,"BirdieorBetterPercentage200yards",2015
96,96,"Ricky Barnes",82,29.66,70,236,"BirdieorBetterPercentage200yards",2015
97,97,"Danny Lee",120,29.59,124,419,"BirdieorBetterPercentage200yards",2015
98,98,"Jeff Overton",94,29.5,77,261,"BirdieorBetterPercentage200yards",2015
99,99,"Davis Love III",51,29.45,43,146,"BirdieorBetterPercentage200yards",2015
100,100,"Blayne Barber",76,29.44,68,231,"BirdieorBetterPercentage200yards",2015
101,101,"Russell Knox",96,29.24,88,301,"BirdieorBetterPercentage200yards",2015
102,102,"Carl Pettersson",106,29.19,108,370,"BirdieorBetterPercentage200yards",2015
103,103,"David Lingmerth",90,29.04,79,272,"BirdieorBetterPercentage200yards",2015
104,104,"Martin Flores",95,29.02,83,286,"BirdieorBetterPercentage200yards",2015
104,104,"Kyle Reifers",96,29.02,83,286,"BirdieorBetterPercentage200yards",2015
106,106,"Brendon Todd",96,28.96,86,297,"BirdieorBetterPercentage200yards",2015
107,107,"Andres Gonzales",90,28.87,84,291,"BirdieorBetterPercentage200yards",2015
108,108,"Padraig Harrington",60,28.78,59,205,"BirdieorBetterPercentage200yards",2015
109,109,"SJ Park",79,28.77,63,219,"BirdieorBetterPercentage200yards",2015
110,110,"Johnson Wagner",68,28.72,54,188,"BirdieorBetterPercentage200yards",2015
111,111,"Hunter Mahan",88,28.62,83,290,"BirdieorBetterPercentage200yards",2015
112,112,"Andres Romero",69,28.44,60,211,"BirdieorBetterPercentage200yards",2015
113,113,"Cameron Tringale",96,28.4,92,324,"BirdieorBetterPercentage200yards",2015
114,114,"Heath Slocum",57,28.36,38,134,"BirdieorBetterPercentage200yards",2015
115,115,"Jonas Blixt",78,28.31,47,166,"BirdieorBetterPercentage200yards",2015
116,116,"Tom Hoge",83,28.27,67,237,"BirdieorBetterPercentage200yards",2015
117,117,"George McNeill",93,28.25,102,361,"BirdieorBetterPercentage200yards",2015
118,118,"Ryo Ishikawa",90,28.21,79,280,"BirdieorBetterPercentage200yards",2015
119,119,"Sean OHair",86,28.05,92,328,"BirdieorBetterPercentage200yards",2015
120,120,"Kevin Kisner",104,28.03,104,371,"BirdieorBetterPercentage200yards",2015
121,121,"Chad Campbell",97,28,91,325,"BirdieorBetterPercentage200yards",2015
122,122,"Bill Haas",89,27.93,81,290,"BirdieorBetterPercentage200yards",2015
123,123,"Retief Goosen",81,27.92,67,240,"BirdieorBetterPercentage200yards",2015
124,124,"John Merrick",78,27.78,60,216,"BirdieorBetterPercentage200yards",2015
125,125,"Adam Scott",51,27.69,36,130,"BirdieorBetterPercentage200yards",2015
126,126,"Kevin Na",98,27.6,85,308,"BirdieorBetterPercentage200yards",2015
127,127,"Steve Wheatcroft",87,27.54,76,276,"BirdieorBetterPercentage200yards",2015
128,128,"Chez Reavie",56,27.53,49,178,"BirdieorBetterPercentage200yards",2015
129,129,"Sergio Garcia",59,27.43,48,175,"BirdieorBetterPercentage200yards",2015
130,130,"Henrik Stenson",63,27.39,66,241,"BirdieorBetterPercentage200yards",2015
131,131,"John Peterson",84,27.33,85,311,"BirdieorBetterPercentage200yards",2015
132,132,"Andrew Putnam",68,26.92,56,208,"BirdieorBetterPercentage200yards",2015
132,132,"Jim Renner",68,26.92,56,208,"BirdieorBetterPercentage200yards",2015
134,134,"Gonzalo Fdez Castano",81,26.88,68,253,"BirdieorBetterPercentage200yards",2015
135,135,"Jim Furyk",71,26.84,51,190,"BirdieorBetterPercentage200yards",2015
136,136,"Chris Stroud",84,26.83,66,246,"BirdieorBetterPercentage200yards",2015
137,137,"DA Points",72,26.67,60,225,"BirdieorBetterPercentage200yards",2015
137,137,"Daniel Summerhays",101,26.67,92,345,"BirdieorBetterPercentage200yards",2015
139,139,"John Huh",102,26.47,99,374,"BirdieorBetterPercentage200yards",2015
140,140,"Scott Langley",94,26.44,69,261,"BirdieorBetterPercentage200yards",2015
141,141,"Jason Bohn",95,26.33,84,319,"BirdieorBetterPercentage200yards",2015
142,142,"William McGirt",103,26.24,90,343,"BirdieorBetterPercentage200yards",2015
143,143,"Chad Collins",79,26.2,60,229,"BirdieorBetterPercentage200yards",2015
144,144,"Bill Lunde",50,25.98,33,127,"BirdieorBetterPercentage200yards",2015
145,145,"Whee Kim",71,25.89,51,197,"BirdieorBetterPercentage200yards",2015
146,146,"Brandt Snedeker",98,25.76,76,295,"BirdieorBetterPercentage200yards",2015
147,147,"Ryan Moore",81,25.67,67,261,"BirdieorBetterPercentage200yards",2015
148,148,"Scott Piercy",90,25.63,81,316,"BirdieorBetterPercentage200yards",2015
149,149,"Fabian Gomez",83,25.61,63,246,"BirdieorBetterPercentage200yards",2015
150,150,"Tim Wilkinson",73,25.37,51,201,"BirdieorBetterPercentage200yards",2015
151,151,"Michael Putnam",87,25.36,70,276,"BirdieorBetterPercentage200yards",2015
152,152,"Rory Sabbatini",81,25.28,68,269,"BirdieorBetterPercentage200yards",2015
153,153,"Spencer Levin",99,25.23,81,321,"BirdieorBetterPercentage200yards",2015
154,154,"Bryce Molder",91,25.19,67,266,"BirdieorBetterPercentage200yards",2015
155,155,"Jason Dufner",76,25.14,46,183,"BirdieorBetterPercentage200yards",2015
156,156,"Steven Alker",62,25,44,176,"BirdieorBetterPercentage200yards",2015
156,156,"Eric Axley",57,25,36,144,"BirdieorBetterPercentage200yards",2015
156,156,"Matt Every",73,25,56,224,"BirdieorBetterPercentage200yards",2015
156,156,"Brian Stuard",97,25,68,272,"BirdieorBetterPercentage200yards",2015
160,160,"Jerry Kelly",79,24.6,62,252,"BirdieorBetterPercentage200yards",2015
161,161,"Alex Cejka",94,24.5,74,302,"BirdieorBetterPercentage200yards",2015
162,162,"Brian Davis",86,24.24,64,264,"BirdieorBetterPercentage200yards",2015
163,163,"Luke Donald",71,23.83,51,214,"BirdieorBetterPercentage200yards",2015
164,164,"Greg Owen",58,23.62,30,127,"BirdieorBetterPercentage200yards",2015
165,165,"Robert Allenby",63,23.6,42,178,"BirdieorBetterPercentage200yards",2015
166,166,"David Hearn",97,23.59,71,301,"BirdieorBetterPercentage200yards",2015
167,167,"Nicholas Thompson",90,23.56,53,225,"BirdieorBetterPercentage200yards",2015
168,168,"Ian Poulter",68,23.16,44,190,"BirdieorBetterPercentage200yards",2015
169,169,"JJ Henry",94,23.14,59,255,"BirdieorBetterPercentage200yards",2015
170,170,"Zac Blair",108,22.53,73,324,"BirdieorBetterPercentage200yards",2015
171,171,"Colt Knost",90,22.34,63,282,"BirdieorBetterPercentage200yards",2015
172,172,"Mark Wilson",89,22.3,66,296,"BirdieorBetterPercentage200yards",2015
173,173,"Ken Duke",93,22.22,62,279,"BirdieorBetterPercentage200yards",2015
174,174,"Jamie Donaldson",50,21.88,28,128,"BirdieorBetterPercentage200yards",2015
175,175,"Tyrone Van Aswegen",58,21.68,31,143,"BirdieorBetterPercentage200yards",2015
176,176,"Greg Chalmers",58,21.64,29,134,"BirdieorBetterPercentage200yards",2015
177,177,"Justin Leonard",61,21.47,38,177,"BirdieorBetterPercentage200yards",2015
178,178,"Troy Merritt",91,21.38,65,304,"BirdieorBetterPercentage200yards",2015
179,179,"Jon Curran",83,19.72,43,218,"BirdieorBetterPercentage200yards",2015
180,180,"KJ Choi",66,19.21,44,229,"BirdieorBetterPercentage200yards",2015
181,181,"Francesco Molinari",56,19.08,33,173,"BirdieorBetterPercentage200yards",2015
182,182,"Ben Crane",62,17.84,33,185,"BirdieorBetterPercentage200yards",2015
183,183,"David Toms",62,17.65,39,221,"BirdieorBetterPercentage200yards",2015
184,184,"Billy Hurley III",83,15.68,37,236,"BirdieorBetterPercentage200yards",2015
