"DrivingPctMeasured_RANKTHISWEEK_2010","DrivingPctMeasured_RANKLASTWEEK_2010","DrivingPctMeasured_PLAYERNAME_2010","DrivingPctMeasured_ROUNDS_2010","DrivingPctMeasured_Pct_2010","DrivingPctMeasured_TOTALDRIVESFOR_2010","DrivingPctMeasured_TOTALDRVSOVERALL_2010","DrivingPctMeasured_RELATIVETOPAR_2010","stat_name","year"
51,51,"Greg Owen",69,2.17,3,138,0,"DrivingPctMeasured",2010
53,53,"Joe Ogilvie",99,2.15,4,186,0,"DrivingPctMeasured",2010
54,54,"Stuart Appleby",101,2.11,4,190,0.75,"DrivingPctMeasured",2010
54,54,"Martin Flores",75,2.11,3,142,1.67,"DrivingPctMeasured",2010
56,56,"John Mallinger",78,2.08,3,144,0,"DrivingPctMeasured",2010
56,56,"Andrew McLardy",52,2.08,2,96,1,"DrivingPctMeasured",2010
56,56,"Dean Wilson",54,2.08,2,96,1,"DrivingPctMeasured",2010
59,59,"Brian Davis",101,2.02,4,198,0.25,"DrivingPctMeasured",2010
59,59,"Charles Howell III",103,2.02,4,198,0,"DrivingPctMeasured",2010
61,61,"Skip Kendall",58,2,2,100,-0.5,"DrivingPctMeasured",2010
61,61,"Bubba Watson",77,2,3,150,0.33,"DrivingPctMeasured",2010
63,63,"Jeff Gove",57,1.96,2,102,0.5,"DrivingPctMeasured",2010
64,64,"Marc Leishman",87,1.9,3,158,-0.67,"DrivingPctMeasured",2010
65,65,"Bryce Molder",84,1.88,3,160,-0.33,"DrivingPctMeasured",2010
65,65,"Boo Weekley",88,1.88,3,160,0.33,"DrivingPctMeasured",2010
67,67,"Johnson Wagner",85,1.85,3,162,1,"DrivingPctMeasured",2010
68,68,"Kris Blanks",91,1.81,3,166,1,"DrivingPctMeasured",2010
69,69,"Troy Matteson",84,1.79,3,168,0.33,"DrivingPctMeasured",2010
69,69,"Troy Merritt",86,1.79,3,168,-0.67,"DrivingPctMeasured",2010
71,71,"James Nitties",92,1.74,3,172,0.67,"DrivingPctMeasured",2010
72,72,"Woody Austin",93,1.69,3,178,0,"DrivingPctMeasured",2010
73,73,"Joe Durant",67,1.64,2,122,0,"DrivingPctMeasured",2010
74,74,"Robert Allenby",76,1.61,2,124,0,"DrivingPctMeasured",2010
74,74,"Lucas Glover",75,1.61,2,124,0,"DrivingPctMeasured",2010
74,74,"Tom Pernice Jr",74,1.61,2,124,1.5,"DrivingPctMeasured",2010
74,74,"Steve Wheatcroft",74,1.61,2,124,0,"DrivingPctMeasured",2010
78,78,"David Lutterus",69,1.59,2,126,1.5,"DrivingPctMeasured",2010
79,79,"Cameron Beckman",68,1.56,2,128,0,"DrivingPctMeasured",2010
79,79,"Phil Mickelson",76,1.56,2,128,0.5,"DrivingPctMeasured",2010
81,81,"Tom Gillis",97,1.55,3,194,-0.33,"DrivingPctMeasured",2010
82,82,"KJ Choi",82,1.47,2,136,-0.5,"DrivingPctMeasured",2010
82,82,"Spencer Levin",110,1.47,3,204,0,"DrivingPctMeasured",2010
84,84,"Tim Petrovic",105,1.46,3,206,0.67,"DrivingPctMeasured",2010
85,85,"Steve Marino",81,1.45,2,138,-0.5,"DrivingPctMeasured",2010
86,86,"Stephen Ames",75,1.39,2,144,1,"DrivingPctMeasured",2010
87,87,"Davis Love III",79,1.37,2,146,1,"DrivingPctMeasured",2010
88,88,"Daniel Chopra",74,1.35,2,148,1,"DrivingPctMeasured",2010
88,88,"Ben Crane",85,1.35,2,148,0.5,"DrivingPctMeasured",2010
88,88,"Hunter Mahan",85,1.35,2,148,0.5,"DrivingPctMeasured",2010
91,91,"Brian Stuard",81,1.33,2,150,0,"DrivingPctMeasured",2010
92,92,"Nick Watney",91,1.32,2,152,0,"DrivingPctMeasured",2010
93,93,"David Toms",86,1.3,2,154,0,"DrivingPctMeasured",2010
94,94,"Jason Day",82,1.28,2,156,1.5,"DrivingPctMeasured",2010
94,94,"Kevin Stadler",86,1.28,2,156,0.5,"DrivingPctMeasured",2010
94,94,"Chris Stroud",90,1.28,2,156,1,"DrivingPctMeasured",2010
97,97,"Zach Johnson",93,1.27,2,158,0,"DrivingPctMeasured",2010
98,98,"Jeff Overton",89,1.23,2,162,1,"DrivingPctMeasured",2010
99,99,"JJ Henry",92,1.22,2,164,0.5,"DrivingPctMeasured",2010
100,100,"Briny Baird",87,1.2,2,166,0.5,"DrivingPctMeasured",2010
100,100,"Freddie Jacobson",83,1.2,2,166,0,"DrivingPctMeasured",2010
100,100,"Matt Kuchar",97,1.2,2,166,0.5,"DrivingPctMeasured",2010
103,103,"Michael Letzig",84,1.19,2,168,0.5,"DrivingPctMeasured",2010
104,104,"Brandt Snedeker",89,1.18,2,170,0.5,"DrivingPctMeasured",2010
105,105,"Alex Prugh",88,1.16,2,172,0.5,"DrivingPctMeasured",2010
106,106,"Scott Piercy",88,1.14,2,176,1.5,"DrivingPctMeasured",2010
107,107,"Ricky Barnes",103,1.1,2,182,1,"DrivingPctMeasured",2010
108,108,"DJ Trahan",92,1.09,2,184,-1,"DrivingPctMeasured",2010
109,109,"Rickie Fowler",98,1.06,2,188,-0.5,"DrivingPctMeasured",2010
110,110,"Brett Quigley",96,1.05,2,190,0.5,"DrivingPctMeasured",2010
110,110,"John Senden",103,1.05,2,190,0.5,"DrivingPctMeasured",2010
112,112,"Padraig Harrington",57,1.04,1,96,1,"DrivingPctMeasured",2010
113,113,"Garth Mulroy",53,1.02,1,98,0,"DrivingPctMeasured",2010
113,113,"Webb Simpson",98,1.02,2,196,0.5,"DrivingPctMeasured",2010
115,115,"John Merrick",109,1.01,2,198,0.5,"DrivingPctMeasured",2010
115,115,"Josh Teater",101,1.01,2,198,0.5,"DrivingPctMeasured",2010
117,117,"Brendon de Jonge",114,0.98,2,204,0.5,"DrivingPctMeasured",2010
118,118,"Jeev Milkha Singh",59,0.96,1,104,0,"DrivingPctMeasured",2010
119,119,"Matt Every",60,0.86,1,116,1,"DrivingPctMeasured",2010
119,119,"Shaun Micheel",70,0.86,1,116,-1,"DrivingPctMeasured",2010
119,119,"Kenny Perry",69,0.86,1,116,-1,"DrivingPctMeasured",2010
122,122,"Michael Sim",64,0.85,1,118,1,"DrivingPctMeasured",2010
123,123,"Ernie Els",72,0.83,1,120,0,"DrivingPctMeasured",2010
123,123,"Steve Stricker",73,0.83,1,120,1,"DrivingPctMeasured",2010
125,125,"Chris Couch",66,0.76,1,132,0,"DrivingPctMeasured",2010
125,125,"Cameron Percy",73,0.76,1,132,0,"DrivingPctMeasured",2010
127,127,"Steve Elkington",74,0.74,1,136,0,"DrivingPctMeasured",2010
127,127,"Jay Williamson",76,0.74,1,136,0,"DrivingPctMeasured",2010
129,129,"Ryan Moore",80,0.72,1,138,0,"DrivingPctMeasured",2010
130,130,"Ben Curtis",78,0.71,1,140,1,"DrivingPctMeasured",2010
130,130,"Dustin Johnson",83,0.71,1,140,0,"DrivingPctMeasured",2010
130,130,"Billy Mayfair",78,0.71,1,140,0,"DrivingPctMeasured",2010
133,133,"Rory Sabbatini",79,0.69,1,144,0,"DrivingPctMeasured",2010
133,133,"Roland Thatcher",72,0.69,1,144,0,"DrivingPctMeasured",2010
135,135,"Chris Tidland",77,0.68,1,146,0,"DrivingPctMeasured",2010
136,136,"Bill Lunde",79,0.67,1,150,0,"DrivingPctMeasured",2010
137,137,"Justin Rose",78,0.66,1,152,0,"DrivingPctMeasured",2010
138,138,"Lee Janzen",77,0.65,1,154,1,"DrivingPctMeasured",2010
138,138,"George McNeill",79,0.65,1,154,1,"DrivingPctMeasured",2010
138,138,"John Rollins",81,0.65,1,154,0,"DrivingPctMeasured",2010
141,141,"Jimmy Walker",82,0.64,1,156,-1,"DrivingPctMeasured",2010
142,142,"Matt Bettencourt",91,0.63,1,158,0,"DrivingPctMeasured",2010
143,143,"Michael Connell",89,0.62,1,162,0,"DrivingPctMeasured",2010
144,144,"Blake Adams",84,0.61,1,164,0,"DrivingPctMeasured",2010
144,144,"Graham DeLaet",88,0.61,1,164,0,"DrivingPctMeasured",2010
144,144,"Ted Purdy",86,0.61,1,164,1,"DrivingPctMeasured",2010
147,147,"Chris DiMarco",88,0.6,1,168,2,"DrivingPctMeasured",2010
147,147,"Charley Hoffman",85,0.6,1,166,1,"DrivingPctMeasured",2010
147,147,"Mark Wilson",87,0.6,1,166,0,"DrivingPctMeasured",2010
150,150,"Jonathan Byrd",85,0.59,1,170,0,"DrivingPctMeasured",2010
151,151,"DA Points",90,0.57,1,176,1,"DrivingPctMeasured",2010
152,152,"Ryuji Imada",90,0.56,1,180,-1,"DrivingPctMeasured",2010
152,152,"Matt Jones",89,0.56,1,178,-1,"DrivingPctMeasured",2010
152,152,"Pat Perez",90,0.56,1,180,1,"DrivingPctMeasured",2010
155,155,"Carl Pettersson",99,0.55,1,182,2,"DrivingPctMeasured",2010
156,156,"Aaron Baddeley",94,0.54,1,184,1,"DrivingPctMeasured",2010
157,157,"JB Holmes",100,0.52,1,192,2,"DrivingPctMeasured",2010
158,158,"Angel Cabrera",64,0,NA,106,0,"DrivingPctMeasured",2010
158,158,"Stewart Cink",84,0,NA,140,0,"DrivingPctMeasured",2010
158,158,"John Daly",63,0,NA,102,0,"DrivingPctMeasured",2010
158,158,"James Driscoll",78,0,NA,156,0,"DrivingPctMeasured",2010
158,158,"Robert Garrigus",71,0,NA,130,0,"DrivingPctMeasured",2010
158,158,"Mathew Goggin",85,0,NA,166,0,"DrivingPctMeasured",2010
158,158,"Retief Goosen",75,0,NA,118,0,"DrivingPctMeasured",2010
158,158,"Mathias Gronberg",61,0,NA,106,0,"DrivingPctMeasured",2010
158,158,"Bill Haas",87,0,NA,162,0,"DrivingPctMeasured",2010
158,158,"Tim Herron",79,0,NA,146,0,"DrivingPctMeasured",2010
158,158,"Martin Laird",91,0,NA,178,0,"DrivingPctMeasured",2010
158,158,"Derek Lamely",81,0,NA,146,0,"DrivingPctMeasured",2010
158,158,"Steve Lowery",67,0,NA,126,0,"DrivingPctMeasured",2010
158,158,"Jarrod Lyle",54,0,NA,92,0,"DrivingPctMeasured",2010
158,158,"Will Ma Kenzie",72,0,NA,144,0,"DrivingPctMeasured",2010
158,158,"Rory McIlroy",54,0,NA,88,0,"DrivingPctMeasured",2010
158,158,"Sean OHair",84,0,NA,140,0,"DrivingPctMeasured",2010
158,158,"Geoff Ogilvy",62,0,NA,104,0,"DrivingPctMeasured",2010
158,158,"Ryan Palmer",84,0,NA,164,0,"DrivingPctMeasured",2010
158,158,"Rod Pampling",77,0,NA,154,0,"DrivingPctMeasured",2010
158,158,"Ian Poulter",55,0,NA,74,0,"DrivingPctMeasured",2010
158,158,"Aron Price",70,0,NA,128,0,"DrivingPctMeasured",2010
158,158,"Andres Romero",73,0,NA,146,0,"DrivingPctMeasured",2010
158,158,"Adam Scott",70,0,NA,116,0,"DrivingPctMeasured",2010
158,158,"Vijay Singh",75,0,NA,128,0,"DrivingPctMeasured",2010
158,158,"Paul Stankowski",62,0,NA,108,0,"DrivingPctMeasured",2010
158,158,"Kevin Streelman",90,0,NA,172,0,"DrivingPctMeasured",2010
158,158,"Kevin Sutherland",86,0,NA,172,0,"DrivingPctMeasured",2010
158,158,"Roger Tambellini",77,0,NA,138,0,"DrivingPctMeasured",2010
158,158,"Cameron Tringale",55,0,NA,98,0,"DrivingPctMeasured",2010
158,158,"Bo Van Pelt",104,0,NA,192,0,"DrivingPctMeasured",2010
158,158,"Charles Warren",64,0,NA,112,0,"DrivingPctMeasured",2010
158,158,"Brett Wetterich",54,0,NA,108,0,"DrivingPctMeasured",2010
158,158,"Chris Wilson",65,0,NA,118,0,"DrivingPctMeasured",2010
158,158,"YE Yang",72,0,NA,120,0,"DrivingPctMeasured",2010
