"LateLowestRound_RANKTHISWEEK_2015","LateLowestRound_RANKLASTWEEK_2015","LateLowestRound_PLAYERNAME_2015","LateLowestRound__2015","LateLowestRound_LOWRND_2015","stat_name","year"
1,1,"Rory McIlroy",NA,61,"LateLowestRound",2015
1,1,"Troy Merritt",NA,61,"LateLowestRound",2015
1,1,"Ryan Palmer",NA,61,"LateLowestRound",2015
1,1,"Jordan Spieth",NA,61,"LateLowestRound",2015
1,1,"Justin Thomas",NA,61,"LateLowestRound",2015
6,6,"Jason Day",NA,62,"LateLowestRound",2015
6,6,"Jason Gore",NA,62,"LateLowestRound",2015
6,6,"Jim Herman",NA,62,"LateLowestRound",2015
6,6,"Tom Hoge",NA,62,"LateLowestRound",2015
6,6,"Dustin Johnson",NA,62,"LateLowestRound",2015
6,6,"Hyung Sung Kim",NA,62,"LateLowestRound",2015
6,6,"Danny Lee",NA,62,"LateLowestRound",2015
6,6,"Marc Leishman",NA,62,"LateLowestRound",2015
6,6,"Ben Martin",NA,62,"LateLowestRound",2015
6,6,"Jimmy Walker",NA,62,"LateLowestRound",2015
6,6,"Bubba Watson",NA,62,"LateLowestRound",2015
17,17,"Joe Affrunti",NA,63,"LateLowestRound",2015
17,17,"Sangmoon Bae",NA,63,"LateLowestRound",2015
17,17,"Gonzalo Fdez Castano",NA,63,"LateLowestRound",2015
17,17,"Jim Furyk",NA,63,"LateLowestRound",2015
17,17,"Bill Haas",NA,63,"LateLowestRound",2015
17,17,"Morgan Hoffmann",NA,63,"LateLowestRound",2015
17,17,"Matt Kuchar",NA,63,"LateLowestRound",2015
17,17,"Justin Rose",NA,63,"LateLowestRound",2015
17,17,"Rory Sabbatini",NA,63,"LateLowestRound",2015
17,17,"Shawn Stefani",NA,63,"LateLowestRound",2015
17,17,"Henrik Stenson",NA,63,"LateLowestRound",2015
17,17,"Robert Streb",NA,63,"LateLowestRound",2015
17,17,"Chris Stroud",NA,63,"LateLowestRound",2015
17,17,"Nicholas Thompson",NA,63,"LateLowestRound",2015
17,17,"Brendon Todd",NA,63,"LateLowestRound",2015
17,17,"Johnson Wagner",NA,63,"LateLowestRound",2015
33,33,"Charlie Beljan",NA,64,"LateLowestRound",2015
33,33,"Daniel Berger",NA,64,"LateLowestRound",2015
33,33,"Jason Bohn",NA,64,"LateLowestRound",2015
33,33,"Steven Bowditch",NA,64,"LateLowestRound",2015
33,33,"Chad Campbell",NA,64,"LateLowestRound",2015
33,33,"Paul Casey",NA,64,"LateLowestRound",2015
33,33,"Alex Cejka",NA,64,"LateLowestRound",2015
33,33,"Austin Cook",NA,64,"LateLowestRound",2015
33,33,"Jon Curran",NA,64,"LateLowestRound",2015
33,33,"Brendon de Jonge",NA,64,"LateLowestRound",2015
33,33,"Graham DeLaet",NA,64,"LateLowestRound",2015
33,33,"Ernie Els",NA,64,"LateLowestRound",2015
33,33,"Harris English",NA,64,"LateLowestRound",2015
33,33,"Tony Finau",NA,64,"LateLowestRound",2015
33,33,"Tom Gillis",NA,64,"LateLowestRound",2015
33,33,"Branden Grace",NA,64,"LateLowestRound",2015
33,33,"Luke Guthrie",NA,64,"LateLowestRound",2015
33,33,"Brian Harman",NA,64,"LateLowestRound",2015
33,33,"David Hearn",NA,64,"LateLowestRound",2015
33,33,"Mark Hensby",NA,64,"LateLowestRound",2015
33,33,"Justin Hicks",NA,64,"LateLowestRound",2015
33,33,"JB Holmes",NA,64,"LateLowestRound",2015
33,33,"Ryo Ishikawa",NA,64,"LateLowestRound",2015
33,33,"Zach Johnson",NA,64,"LateLowestRound",2015
33,33,"Jerry Kelly",NA,64,"LateLowestRound",2015
33,33,"Whee Kim",NA,64,"LateLowestRound",2015
33,33,"Chris Kirk",NA,64,"LateLowestRound",2015
33,33,"Kevin Kisner",NA,64,"LateLowestRound",2015
33,33,"Russell Knox",NA,64,"LateLowestRound",2015
33,33,"Davis Love III",NA,64,"LateLowestRound",2015
33,33,"Hunter Mahan",NA,64,"LateLowestRound",2015
33,33,"Hideki Matsuyama",NA,64,"LateLowestRound",2015
