"AverageApproachDistanceBogeyorWorse_RANKTHISWEEK_2011","AverageApproachDistanceBogeyorWorse_RANKLASTWEEK_2011","AverageApproachDistanceBogeyorWorse_PLAYERNAME_2011","AverageApproachDistanceBogeyorWorse_ROUNDS_2011","AverageApproachDistanceBogeyorWorse_AVGYARDS_2011","AverageApproachDistanceBogeyorWorse_TOTALDISTANCEINCHES_2011","AverageApproachDistanceBogeyorWorse_NUMBEROFAPPROACHSHOTS_2011","stat_name","year"
52,52,"Blake Adams",116,158.3,1703438,299,"AverageApproachDistanceBogeyorWorse",2011
52,52,"Matt Bettencourt",84,158.3,1476119,259,"AverageApproachDistanceBogeyorWorse",2011
52,52,"DJ Brigman",67,158.3,1168558,205,"AverageApproachDistanceBogeyorWorse",2011
52,52,"Tim Herron",85,158.3,1293959,227,"AverageApproachDistanceBogeyorWorse",2011
56,56,"Padraig Harrington",60,158.5,713255,125,"AverageApproachDistanceBogeyorWorse",2011
56,56,"David Mathis",83,158.5,1198021,210,"AverageApproachDistanceBogeyorWorse",2011
56,56,"George McNeill",69,158.5,1015710,178,"AverageApproachDistanceBogeyorWorse",2011
56,56,"DJ Trahan",91,158.5,1346192,236,"AverageApproachDistanceBogeyorWorse",2011
60,60,"Rickie Fowler",84,158.6,1164621,204,"AverageApproachDistanceBogeyorWorse",2011
61,61,"Colt Knost",80,158.7,1262441,221,"AverageApproachDistanceBogeyorWorse",2011
61,61,"Pat Perez",76,158.7,1182743,207,"AverageApproachDistanceBogeyorWorse",2011
63,63,"Steve Stricker",70,158.9,617634,108,"AverageApproachDistanceBogeyorWorse",2011
63,63,"Jhonattan Vegas",84,158.9,1349853,236,"AverageApproachDistanceBogeyorWorse",2011
65,65,"Geoff Ogilvy",69,159,921379,161,"AverageApproachDistanceBogeyorWorse",2011
66,66,"Angel Cabrera",50,159.3,670974,117,"AverageApproachDistanceBogeyorWorse",2011
66,66,"Paul Goydos",81,159.3,1416488,247,"AverageApproachDistanceBogeyorWorse",2011
66,66,"Ben Martin",74,159.3,1250025,218,"AverageApproachDistanceBogeyorWorse",2011
69,69,"Charles Howell III",108,159.4,1216442,212,"AverageApproachDistanceBogeyorWorse",2011
69,69,"Scott McCarron",65,159.4,1004226,175,"AverageApproachDistanceBogeyorWorse",2011
71,71,"Kris Blanks",92,159.5,1377950,240,"AverageApproachDistanceBogeyorWorse",2011
71,71,"Bryce Molder",82,159.5,1010358,176,"AverageApproachDistanceBogeyorWorse",2011
73,73,"Adam Scott",60,159.6,723804,126,"AverageApproachDistanceBogeyorWorse",2011
74,74,"Jim Herman",69,159.7,988622,172,"AverageApproachDistanceBogeyorWorse",2011
74,74,"Dustin Johnson",72,159.7,960159,167,"AverageApproachDistanceBogeyorWorse",2011
74,74,"Ian Poulter",52,159.7,609475,106,"AverageApproachDistanceBogeyorWorse",2011
77,77,"Michael Thompson",79,159.9,1116932,194,"AverageApproachDistanceBogeyorWorse",2011
78,78,"Jason Bohn",74,160,1083180,188,"AverageApproachDistanceBogeyorWorse",2011
78,78,"Michael Putnam",67,160,881208,153,"AverageApproachDistanceBogeyorWorse",2011
78,78,"Paul Stankowski",78,160,1122936,195,"AverageApproachDistanceBogeyorWorse",2011
81,81,"Harrison Frazar",58,160.1,847059,147,"AverageApproachDistanceBogeyorWorse",2011
82,82,"James Driscoll",71,160.2,1141769,198,"AverageApproachDistanceBogeyorWorse",2011
83,83,"Chris Stroud",88,160.3,1350600,234,"AverageApproachDistanceBogeyorWorse",2011
84,84,"John Merrick",71,160.4,975955,169,"AverageApproachDistanceBogeyorWorse",2011
84,84,"Joe Ogilvie",75,160.4,1172158,203,"AverageApproachDistanceBogeyorWorse",2011
86,86,"Vaughn Taylor",89,160.5,1363847,236,"AverageApproachDistanceBogeyorWorse",2011
87,87,"Woody Austin",59,160.6,745700,129,"AverageApproachDistanceBogeyorWorse",2011
87,87,"Aaron Baddeley",77,160.6,959792,166,"AverageApproachDistanceBogeyorWorse",2011
87,87,"Kevin Na",84,160.6,1040912,180,"AverageApproachDistanceBogeyorWorse",2011
87,87,"Sean OHair",71,160.6,1190743,206,"AverageApproachDistanceBogeyorWorse",2011
87,87,"Aron Price",58,160.6,878846,152,"AverageApproachDistanceBogeyorWorse",2011
87,87,"Marc Turnesa",54,160.6,907652,157,"AverageApproachDistanceBogeyorWorse",2011
93,93,"Luke Donald",73,160.7,572672,99,"AverageApproachDistanceBogeyorWorse",2011
93,93,"Jarrod Lyle",83,160.7,1532684,265,"AverageApproachDistanceBogeyorWorse",2011
95,95,"Matt Jones",71,160.8,1221805,211,"AverageApproachDistanceBogeyorWorse",2011
96,96,"Vijay Singh",79,160.9,1216294,210,"AverageApproachDistanceBogeyorWorse",2011
97,97,"Martin Piller",63,161.1,1136572,196,"AverageApproachDistanceBogeyorWorse",2011
97,97,"Rory Sabbatini",85,161.1,980137,169,"AverageApproachDistanceBogeyorWorse",2011
97,97,"John Senden",94,161.1,1252434,216,"AverageApproachDistanceBogeyorWorse",2011
100,100,"Briny Baird",60,161.2,708090,122,"AverageApproachDistanceBogeyorWorse",2011
100,100,"Steve Flesch",88,161.2,1526308,263,"AverageApproachDistanceBogeyorWorse",2011
100,100,"Charlie Wi",83,161.2,1288241,222,"AverageApproachDistanceBogeyorWorse",2011
103,103,"Alex Cejka",59,161.4,795872,137,"AverageApproachDistanceBogeyorWorse",2011
103,103,"Ben Curtis",66,161.4,987912,170,"AverageApproachDistanceBogeyorWorse",2011
103,103,"Sergio Garcia",61,161.4,674035,116,"AverageApproachDistanceBogeyorWorse",2011
103,103,"Carl Pettersson",95,161.4,1470067,253,"AverageApproachDistanceBogeyorWorse",2011
107,107,"Sung Kang",63,161.5,953536,164,"AverageApproachDistanceBogeyorWorse",2011
107,107,"Rocco Mediate",53,161.5,1046231,180,"AverageApproachDistanceBogeyorWorse",2011
109,109,"Chris Couch",73,161.6,1081947,186,"AverageApproachDistanceBogeyorWorse",2011
109,109,"Chris DiMarco",93,161.6,1425355,245,"AverageApproachDistanceBogeyorWorse",2011
109,109,"Richard Johnson",64,161.6,1041240,179,"AverageApproachDistanceBogeyorWorse",2011
112,112,"Jim Furyk",87,161.7,1030397,177,"AverageApproachDistanceBogeyorWorse",2011
112,112,"Heath Slocum",89,161.7,1152647,198,"AverageApproachDistanceBogeyorWorse",2011
114,114,"Charl Schwartzel",58,161.8,693129,119,"AverageApproachDistanceBogeyorWorse",2011
115,115,"Tim Petrovic",88,161.9,1311006,225,"AverageApproachDistanceBogeyorWorse",2011
116,116,"Kevin Streelman",90,162,1067176,183,"AverageApproachDistanceBogeyorWorse",2011
116,116,"Camilo Villegas",69,162,1096447,188,"AverageApproachDistanceBogeyorWorse",2011
118,118,"Jason Dufner",78,162.1,1056397,181,"AverageApproachDistanceBogeyorWorse",2011
118,118,"Marc Leishman",87,162.1,1383194,237,"AverageApproachDistanceBogeyorWorse",2011
120,120,"Chris Riley",76,162.2,1168101,200,"AverageApproachDistanceBogeyorWorse",2011
121,121,"Stewart Cink",72,162.3,841275,144,"AverageApproachDistanceBogeyorWorse",2011
121,121,"Roland Thatcher",67,162.3,1168262,200,"AverageApproachDistanceBogeyorWorse",2011
123,123,"Scott Piercy",78,162.5,1064958,182,"AverageApproachDistanceBogeyorWorse",2011
124,124,"Joseph Bramlett",73,162.6,1193876,204,"AverageApproachDistanceBogeyorWorse",2011
124,124,"Chad Campbell",99,162.6,1410987,241,"AverageApproachDistanceBogeyorWorse",2011
124,124,"Brendan Steele",89,162.6,1398810,239,"AverageApproachDistanceBogeyorWorse",2011
124,124,"YE Yang",63,162.6,679088,116,"AverageApproachDistanceBogeyorWorse",2011
128,128,"Robert Garrigus",83,162.8,1295609,221,"AverageApproachDistanceBogeyorWorse",2011
129,129,"Brendon de Jonge",105,162.9,1413157,241,"AverageApproachDistanceBogeyorWorse",2011
129,129,"Kent Jones",76,162.9,1278052,218,"AverageApproachDistanceBogeyorWorse",2011
129,129,"Jimmy Walker",79,162.9,1372515,234,"AverageApproachDistanceBogeyorWorse",2011
132,132,"Ricky Barnes",78,163,1155758,197,"AverageApproachDistanceBogeyorWorse",2011
132,132,"Scott Gutschewski",67,163,1120652,191,"AverageApproachDistanceBogeyorWorse",2011
132,132,"Anthony Kim",72,163,1109150,189,"AverageApproachDistanceBogeyorWorse",2011
132,132,"Tag Ridings",87,163,1413854,241,"AverageApproachDistanceBogeyorWorse",2011
136,136,"Robert Allenby",84,163.1,1103887,188,"AverageApproachDistanceBogeyorWorse",2011
136,136,"Bubba Watson",85,163.1,1044952,178,"AverageApproachDistanceBogeyorWorse",2011
138,138,"Fabian Gomez",84,163.2,1380816,235,"AverageApproachDistanceBogeyorWorse",2011
139,139,"KJ Choi",77,163.5,906524,154,"AverageApproachDistanceBogeyorWorse",2011
139,139,"Gary Woodland",93,163.5,1077370,183,"AverageApproachDistanceBogeyorWorse",2011
141,141,"Stephen Ames",69,163.6,1001285,170,"AverageApproachDistanceBogeyorWorse",2011
142,142,"Arjun Atwal",91,163.7,1643976,279,"AverageApproachDistanceBogeyorWorse",2011
142,142,"Retief Goosen",50,163.7,636397,108,"AverageApproachDistanceBogeyorWorse",2011
144,144,"Alexandre Rocha",65,163.8,884475,150,"AverageApproachDistanceBogeyorWorse",2011
145,145,"Justin Hicks",60,163.9,991418,168,"AverageApproachDistanceBogeyorWorse",2011
145,145,"Nick OHern",89,163.9,1239345,210,"AverageApproachDistanceBogeyorWorse",2011
147,147,"Matt Kuchar",94,164,950317,161,"AverageApproachDistanceBogeyorWorse",2011
147,147,"Chez Reavie",92,164,1428800,242,"AverageApproachDistanceBogeyorWorse",2011
149,149,"Hunter Mahan",92,164.1,1240717,210,"AverageApproachDistanceBogeyorWorse",2011
149,149,"Brandt Snedeker",85,164.1,1128024,191,"AverageApproachDistanceBogeyorWorse",2011
149,149,"Nick Watney",80,164.1,832857,141,"AverageApproachDistanceBogeyorWorse",2011
152,152,"Ryan Moore",79,164.2,981134,166,"AverageApproachDistanceBogeyorWorse",2011
153,153,"Spencer Levin",113,164.3,1366002,231,"AverageApproachDistanceBogeyorWorse",2011
154,154,"Martin Laird",77,164.4,935013,158,"AverageApproachDistanceBogeyorWorse",2011
155,155,"Steve Marino",76,164.6,1119978,189,"AverageApproachDistanceBogeyorWorse",2011
156,156,"Lucas Glover",74,164.7,1067458,180,"AverageApproachDistanceBogeyorWorse",2011
156,156,"JP Hayes",56,164.7,954339,161,"AverageApproachDistanceBogeyorWorse",2011
158,158,"Hunter Haas",96,164.9,1394747,235,"AverageApproachDistanceBogeyorWorse",2011
159,159,"Phil Mickelson",79,165,926654,156,"AverageApproachDistanceBogeyorWorse",2011
160,160,"Kevin Kisner",70,165.3,1225736,206,"AverageApproachDistanceBogeyorWorse",2011
160,160,"Daniel Summerhays",75,165.3,1380956,232,"AverageApproachDistanceBogeyorWorse",2011
162,162,"Robert Karlsson",61,165.5,714915,120,"AverageApproachDistanceBogeyorWorse",2011
163,163,"Charley Hoffman",93,165.6,1263670,212,"AverageApproachDistanceBogeyorWorse",2011
163,163,"William McGirt",103,165.6,1442970,242,"AverageApproachDistanceBogeyorWorse",2011
163,163,"Dean Wilson",62,165.6,989846,166,"AverageApproachDistanceBogeyorWorse",2011
166,166,"Davis Love III",70,165.9,770269,129,"AverageApproachDistanceBogeyorWorse",2011
167,167,"DA Points",89,166.3,1371096,229,"AverageApproachDistanceBogeyorWorse",2011
168,168,"Rich Beem",53,166.4,982488,164,"AverageApproachDistanceBogeyorWorse",2011
168,168,"Bill Haas",93,166.4,1066522,178,"AverageApproachDistanceBogeyorWorse",2011
168,168,"Chris Kirk",87,166.4,1359643,227,"AverageApproachDistanceBogeyorWorse",2011
171,171,"Ryuji Imada",83,166.7,1398351,233,"AverageApproachDistanceBogeyorWorse",2011
171,171,"David Toms",78,166.7,804282,134,"AverageApproachDistanceBogeyorWorse",2011
173,173,"Brian Davis",105,166.8,1530778,255,"AverageApproachDistanceBogeyorWorse",2011
174,174,"Greg Chalmers",88,166.9,1250054,208,"AverageApproachDistanceBogeyorWorse",2011
174,174,"Brian Gay",90,166.9,1147700,191,"AverageApproachDistanceBogeyorWorse",2011
174,174,"Nathan Green",81,166.9,1322201,220,"AverageApproachDistanceBogeyorWorse",2011
177,177,"Joe Durant",71,167,1112105,185,"AverageApproachDistanceBogeyorWorse",2011
177,177,"Justin Rose",79,167,986061,164,"AverageApproachDistanceBogeyorWorse",2011
179,179,"Rod Pampling",72,167.2,950940,158,"AverageApproachDistanceBogeyorWorse",2011
180,180,"Kyle Stanley",98,167.3,1499564,249,"AverageApproachDistanceBogeyorWorse",2011
181,181,"Ernie Els",71,167.4,1054916,175,"AverageApproachDistanceBogeyorWorse",2011
182,182,"Michael Connell",76,167.7,1298248,215,"AverageApproachDistanceBogeyorWorse",2011
183,183,"Jerry Kelly",85,168.2,987156,163,"AverageApproachDistanceBogeyorWorse",2011
184,184,"Ben Crane",76,168.5,933973,154,"AverageApproachDistanceBogeyorWorse",2011
185,185,"Johnson Wagner",81,169.1,1186929,195,"AverageApproachDistanceBogeyorWorse",2011
186,186,"Zach Johnson",79,171,898537,146,"AverageApproachDistanceBogeyorWorse",2011
