"PercentageofAvailablePurseWon_RANKTHISWEEK_2011","PercentageofAvailablePurseWon_RANKLASTWEEK_2011","PercentageofAvailablePurseWon_PLAYERNAME_2011","PercentageofAvailablePurseWon_EVENTS_2011","PercentageofAvailablePurseWon_Pct_2011","PercentageofAvailablePurseWon_OFFICIALMONEYWON_2011","PercentageofAvailablePurseWon_TOTALPURSEAVAILABLE_2011","stat_name","year"
40,40,"Vijay Singh",25,1.43,2371049,166100000,"PercentageofAvailablePurseWon",2011
41,41,"Kevin Na",26,1.41,2336963,165400000,"PercentageofAvailablePurseWon",2011
41,41,"Chez Reavie",27,1.41,2285066,162300000,"PercentageofAvailablePurseWon",2011
43,43,"Mathias Gronberg",1,1.4,42000,3e+06,"PercentageofAvailablePurseWon",2011
44,44,"Raphael Jacquelin",2,1.37,209744,15300000,"PercentageofAvailablePurseWon",2011
44,44,"John Senden",26,1.37,2294808,166900000,"PercentageofAvailablePurseWon",2011
46,46,"Charles Howell III",30,1.35,2509219,186200000,"PercentageofAvailablePurseWon",2011
46,46,"Robert Karlsson",18,1.35,1779815,131900000,"PercentageofAvailablePurseWon",2011
48,48,"Sergio Garcia",16,1.33,1524087,114600000,"PercentageofAvailablePurseWon",2011
49,49,"Steve Marino",23,1.32,1975075,149100000,"PercentageofAvailablePurseWon",2011
50,50,"JB Holmes",16,1.31,1398581,1.07e+08,"PercentageofAvailablePurseWon",2011
51,51,"Ryan Moore",22,1.27,1942903,152900000,"PercentageofAvailablePurseWon",2011
51,51,"Geoff Ogilvy",21,1.27,1916993,150900000,"PercentageofAvailablePurseWon",2011
51,51,"Bo Van Pelt",27,1.27,2344545,184900000,"PercentageofAvailablePurseWon",2011
54,54,"Rickie Fowler",24,1.26,2084679,165800000,"PercentageofAvailablePurseWon",2011
54,54,"Scott Verplank",15,1.26,1194177,94600000,"PercentageofAvailablePurseWon",2011
56,56,"Bryce Molder",27,1.24,1957941,157700000,"PercentageofAvailablePurseWon",2011
57,57,"Spencer Levin",31,1.23,2320033,188600000,"PercentageofAvailablePurseWon",2011
57,57,"George McNeill",21,1.23,1458107,1.19e+08,"PercentageofAvailablePurseWon",2011
59,59,"Peter Lonard",2,1.21,106305,8800000,"PercentageofAvailablePurseWon",2011
60,60,"Zach Johnson",23,1.2,1880403,156900000,"PercentageofAvailablePurseWon",2011
61,61,"Lucas Glover",23,1.19,1823324,153300000,"PercentageofAvailablePurseWon",2011
62,62,"Tom Pernice Jr",12,1.18,694980,59100000,"PercentageofAvailablePurseWon",2011
62,62,"DA Points",26,1.18,2034155,171800000,"PercentageofAvailablePurseWon",2011
64,64,"Brendan Steele",27,1.17,1976306,168800000,"PercentageofAvailablePurseWon",2011
65,65,"Scott Stallings",28,1.16,1957160,1.68e+08,"PercentageofAvailablePurseWon",2011
66,66,"Fred Couples",5,1.15,371080,32200000,"PercentageofAvailablePurseWon",2011
66,66,"Jhonattan Vegas",25,1.15,1854413,161800000,"PercentageofAvailablePurseWon",2011
68,68,"Ben Crane",23,1.14,1679594,147900000,"PercentageofAvailablePurseWon",2011
69,69,"Ryan Palmer",24,1.13,1850527,163100000,"PercentageofAvailablePurseWon",2011
70,70,"Chris Kirk",28,1.09,1877625,172600000,"PercentageofAvailablePurseWon",2011
71,71,"Harrison Frazar",19,1.08,1322266,122200000,"PercentageofAvailablePurseWon",2011
71,71,"Tommy Gainey",34,1.08,2174190,2.02e+08,"PercentageofAvailablePurseWon",2011
73,73,"Simon Dyson",3,1.05,250332,23800000,"PercentageofAvailablePurseWon",2011
74,74,"Tiger Woods",9,0.98,660238,67300000,"PercentageofAvailablePurseWon",2011
75,75,"Paul Goydos",25,0.97,1385327,143400000,"PercentageofAvailablePurseWon",2011
76,76,"Scott Piercy",23,0.96,1250956,130500000,"PercentageofAvailablePurseWon",2011
77,77,"Briny Baird",19,0.95,942284,9.9e+07,"PercentageofAvailablePurseWon",2011
77,77,"Robert Garrigus",26,0.95,1503920,158800000,"PercentageofAvailablePurseWon",2011
77,77,"Graeme McDowell",16,0.95,1088897,114700000,"PercentageofAvailablePurseWon",2011
80,80,"Brandt Jobe",28,0.94,1629760,174100000,"PercentageofAvailablePurseWon",2011
81,81,"Francesco Molinari",11,0.93,763887,82500000,"PercentageofAvailablePurseWon",2011
81,81,"Carl Pettersson",27,0.93,1540720,165300000,"PercentageofAvailablePurseWon",2011
81,81,"Andres Romero",22,0.93,1313133,140500000,"PercentageofAvailablePurseWon",2011
81,81,"Kyle Stanley",28,0.93,1523654,164200000,"PercentageofAvailablePurseWon",2011
85,85,"Jerry Kelly",26,0.92,1451793,157500000,"PercentageofAvailablePurseWon",2011
85,85,"Sean OHair",24,0.92,1483946,161800000,"PercentageofAvailablePurseWon",2011
87,87,"Bob Estes",12,0.91,594103,65500000,"PercentageofAvailablePurseWon",2011
88,88,"Pat Perez",24,0.9,1295252,144400000,"PercentageofAvailablePurseWon",2011
89,89,"KT Kim",9,0.89,601809,67500000,"PercentageofAvailablePurseWon",2011
90,90,"Johan Edfors",2,0.88,136155,15500000,"PercentageofAvailablePurseWon",2011
90,90,"Jimmy Walker",24,0.88,1336553,151100000,"PercentageofAvailablePurseWon",2011
92,92,"Jim Furyk",26,0.87,1529687,175900000,"PercentageofAvailablePurseWon",2011
92,92,"Miguel Angel Jimenez",7,0.87,486223,55800000,"PercentageofAvailablePurseWon",2011
94,94,"Kevin Chappell",26,0.86,1339637,155100000,"PercentageofAvailablePurseWon",2011
95,95,"John Rollins",27,0.85,1370564,161800000,"PercentageofAvailablePurseWon",2011
96,96,"Robert Allenby",25,0.84,1452564,172200000,"PercentageofAvailablePurseWon",2011
97,97,"Hennie Otto",1,0.81,68500,8500000,"PercentageofAvailablePurseWon",2011
97,97,"Johnson Wagner",25,0.81,1224553,151200000,"PercentageofAvailablePurseWon",2011
99,99,"Kris Blanks",29,0.8,1350009,168900000,"PercentageofAvailablePurseWon",2011
100,100,"Charley Hoffman",27,0.79,1462589,184400000,"PercentageofAvailablePurseWon",2011
100,100,"Ryo Ishikawa",10,0.79,580136,73800000,"PercentageofAvailablePurseWon",2011
102,102,"Kevin Streelman",26,0.78,1300001,166900000,"PercentageofAvailablePurseWon",2011
103,103,"Marco Dawson",3,0.77,104406,13600000,"PercentageofAvailablePurseWon",2011
103,103,"Charlie Wi",25,0.77,1188490,153800000,"PercentageofAvailablePurseWon",2011
105,105,"Alvaro Quiros",8,0.76,495317,65300000,"PercentageofAvailablePurseWon",2011
105,105,"Robert Rock",2,0.76,112756,14800000,"PercentageofAvailablePurseWon",2011
107,107,"Chris Couch",21,0.75,922494,123700000,"PercentageofAvailablePurseWon",2011
107,107,"Davis Love III",22,0.75,1056298,140100000,"PercentageofAvailablePurseWon",2011
107,107,"Jeff Overton",26,0.75,1290959,173200000,"PercentageofAvailablePurseWon",2011
110,110,"Brian Gay",26,0.74,1157522,156400000,"PercentageofAvailablePurseWon",2011
110,110,"Trevor Immelman",25,0.74,1165599,1.58e+08,"PercentageofAvailablePurseWon",2011
112,112,"Camilo Villegas",25,0.73,1231915,168500000,"PercentageofAvailablePurseWon",2011
112,112,"Brett Wetterich",8,0.73,307502,42200000,"PercentageofAvailablePurseWon",2011
114,114,"Tom Gillis",19,0.72,814147,113200000,"PercentageofAvailablePurseWon",2011
115,115,"Brian Davis",30,0.71,1308006,184600000,"PercentageofAvailablePurseWon",2011
115,115,"Retief Goosen",16,0.71,796359,112700000,"PercentageofAvailablePurseWon",2011
115,115,"Cameron Tringale",32,0.71,1327805,188300000,"PercentageofAvailablePurseWon",2011
118,118,"Louis Oosthuizen",15,0.7,717965,102100000,"PercentageofAvailablePurseWon",2011
118,118,"Michael Thompson",25,0.7,935264,133400000,"PercentageofAvailablePurseWon",2011
120,120,"Brendon de Jonge",30,0.69,1241324,180200000,"PercentageofAvailablePurseWon",2011
120,120,"Peter Hanson",12,0.69,610780,88900000,"PercentageofAvailablePurseWon",2011
120,120,"Edoardo Molinari",12,0.69,619223,89700000,"PercentageofAvailablePurseWon",2011
123,123,"Do Hoon Kim",1,0.67,50436,7500000,"PercentageofAvailablePurseWon",2011
124,124,"Michael Bradley",24,0.66,935931,141100000,"PercentageofAvailablePurseWon",2011
124,124,"Chris Stroud",28,0.66,1096496,165500000,"PercentageofAvailablePurseWon",2011
126,126,"Ricky Barnes",23,0.65,951584,146400000,"PercentageofAvailablePurseWon",2011
126,126,"Ernie Els",21,0.65,948871,145300000,"PercentageofAvailablePurseWon",2011
126,126,"Marcus Fraser",1,0.65,55500,8500000,"PercentageofAvailablePurseWon",2011
129,129,"Jose Manuel Lara",1,0.64,23525,3700000,"PercentageofAvailablePurseWon",2011
129,129,"Tom Lehman",5,0.64,178061,2.8e+07,"PercentageofAvailablePurseWon",2011
129,129,"Ian Poulter",16,0.64,739925,115500000,"PercentageofAvailablePurseWon",2011
132,132,"Chad Campbell",29,0.63,1104019,1.75e+08,"PercentageofAvailablePurseWon",2011
132,132,"Stewart Cink",22,0.63,909158,144400000,"PercentageofAvailablePurseWon",2011
132,132,"Anthony Kim",26,0.63,1085844,173500000,"PercentageofAvailablePurseWon",2011
132,132,"Justin Leonard",26,0.63,952961,151800000,"PercentageofAvailablePurseWon",2011
136,136,"Padraig Harrington",18,0.62,802838,128800000,"PercentageofAvailablePurseWon",2011
136,136,"David Hearn",26,0.62,869069,139600000,"PercentageofAvailablePurseWon",2011
136,136,"Sung Kang",21,0.62,702382,112900000,"PercentageofAvailablePurseWon",2011
139,139,"Hunter Haas",30,0.61,1039984,169700000,"PercentageofAvailablePurseWon",2011
139,139,"John Merrick",21,0.61,704787,116100000,"PercentageofAvailablePurseWon",2011
139,139,"Rod Pampling",21,0.61,668766,108900000,"PercentageofAvailablePurseWon",2011
142,142,"Richard Green",4,0.6,193851,32300000,"PercentageofAvailablePurseWon",2011
143,143,"Angel Cabrera",17,0.59,628078,106100000,"PercentageofAvailablePurseWon",2011
143,143,"SSP Chawrasia",1,0.59,50500,8500000,"PercentageofAvailablePurseWon",2011
145,145,"James Driscoll",24,0.58,741009,127200000,"PercentageofAvailablePurseWon",2011
145,145,"Tim Herron",28,0.58,909132,157500000,"PercentageofAvailablePurseWon",2011
145,145,"Troy Matteson",28,0.58,946987,162700000,"PercentageofAvailablePurseWon",2011
148,148,"Paul Casey",15,0.57,590384,103200000,"PercentageofAvailablePurseWon",2011
148,148,"Ryuji Imada",29,0.57,990317,172400000,"PercentageofAvailablePurseWon",2011
150,150,"Blake Adams",34,0.56,1100553,196400000,"PercentageofAvailablePurseWon",2011
150,150,"Nick OHern",29,0.56,940222,167500000,"PercentageofAvailablePurseWon",2011
150,150,"Joe Ogilvie",24,0.56,726865,129700000,"PercentageofAvailablePurseWon",2011
150,150,"Roland Thatcher",22,0.56,666369,118900000,"PercentageofAvailablePurseWon",2011
154,154,"Marc Leishman",27,0.55,916327,165500000,"PercentageofAvailablePurseWon",2011
154,154,"Matteo Manassero",8,0.55,331783,60800000,"PercentageofAvailablePurseWon",2011
154,154,"Matt McQuillan",21,0.55,582932,106100000,"PercentageofAvailablePurseWon",2011
157,157,"David Mathis",25,0.54,715403,1.33e+08,"PercentageofAvailablePurseWon",2011
158,158,"Greg Chalmers",28,0.51,832188,164100000,"PercentageofAvailablePurseWon",2011
158,158,"JJ Henry",28,0.51,873375,172100000,"PercentageofAvailablePurseWon",2011
160,160,"Gary Boyd",1,0.5,36301,7300000,"PercentageofAvailablePurseWon",2011
160,160,"Simon Khan",1,0.5,36301,7300000,"PercentageofAvailablePurseWon",2011
160,160,"Kevin Stadler",27,0.5,768170,152800000,"PercentageofAvailablePurseWon",2011
163,163,"Ross Fisher",8,0.49,299884,60900000,"PercentageofAvailablePurseWon",2011
163,163,"Billy Mayfair",29,0.49,780576,159600000,"PercentageofAvailablePurseWon",2011
165,165,"Shane Bertsch",20,0.48,488583,100800000,"PercentageofAvailablePurseWon",2011
165,165,"Cameron Percy",12,0.48,290318,60100000,"PercentageofAvailablePurseWon",2011
167,167,"Peter Senior",1,0.47,40250,8500000,"PercentageofAvailablePurseWon",2011
168,168,"Stephen Ames",22,0.46,547585,119600000,"PercentageofAvailablePurseWon",2011
169,169,"Chris DiMarco",31,0.45,761929,1.71e+08,"PercentageofAvailablePurseWon",2011
169,169,"Seung Yul Noh",6,0.45,207070,4.6e+07,"PercentageofAvailablePurseWon",2011
169,169,"Steve Pate",1,0.45,15750,3500000,"PercentageofAvailablePurseWon",2011
172,172,"Pablo Larrazabal",3,0.44,105634,23800000,"PercentageofAvailablePurseWon",2011
172,172,"Jaebum Park",1,0.44,37500,8500000,"PercentageofAvailablePurseWon",2011
172,172,"Josh Teater",31,0.44,769322,173800000,"PercentageofAvailablePurseWon",2011
175,175,"Stuart Appleby",24,0.43,657148,151200000,"PercentageofAvailablePurseWon",2011
175,175,"Bobby Gates",29,0.43,666734,1.54e+08,"PercentageofAvailablePurseWon",2011
175,175,"Heath Slocum",29,0.43,767215,177100000,"PercentageofAvailablePurseWon",2011
178,178,"Hiroyuki Fujita",7,0.42,223300,5.3e+07,"PercentageofAvailablePurseWon",2011
178,178,"Matt Jones",25,0.42,602391,141800000,"PercentageofAvailablePurseWon",2011
178,178,"Kevin Sutherland",11,0.42,289692,69500000,"PercentageofAvailablePurseWon",2011
181,181,"Billy Horschel",25,0.41,533020,130400000,"PercentageofAvailablePurseWon",2011
182,182,"Matt Bettencourt",30,0.4,692542,173500000,"PercentageofAvailablePurseWon",2011
182,182,"Steven Bowditch",28,0.4,621377,153800000,"PercentageofAvailablePurseWon",2011
182,182,"Garrett Willis",24,0.4,526390,131900000,"PercentageofAvailablePurseWon",2011
185,185,"Arjun Atwal",29,0.39,690235,176900000,"PercentageofAvailablePurseWon",2011
185,185,"Woody Austin",18,0.39,354040,91300000,"PercentageofAvailablePurseWon",2011
185,185,"Steve Flesch",27,0.39,594621,150800000,"PercentageofAvailablePurseWon",2011
185,185,"Bill Lunde",28,0.39,639546,163800000,"PercentageofAvailablePurseWon",2011
189,189,"Scott McCarron",22,0.38,436269,115900000,"PercentageofAvailablePurseWon",2011
189,189,"DJ Trahan",30,0.38,668163,173700000,"PercentageofAvailablePurseWon",2011
191,191,"Matt Every",5,0.37,105121,28400000,"PercentageofAvailablePurseWon",2011
192,192,"Alexander Noren",4,0.36,111208,31300000,"PercentageofAvailablePurseWon",2011
192,192,"Aron Price",18,0.36,333287,91500000,"PercentageofAvailablePurseWon",2011
194,194,"Jim Renner",22,0.35,392945,113500000,"PercentageofAvailablePurseWon",2011
194,194,"Henrik Stenson",15,0.35,327796,9.4e+07,"PercentageofAvailablePurseWon",2011
194,194,"Tom Watson",3,0.35,72066,20800000,"PercentageofAvailablePurseWon",2011
197,197,"Jason Bohn",22,0.34,411940,122400000,"PercentageofAvailablePurseWon",2011
198,198,"Cameron Beckman",25,0.33,455084,137900000,"PercentageofAvailablePurseWon",2011
198,198,"Morgan Hoffmann",4,0.33,69131,20900000,"PercentageofAvailablePurseWon",2011
200,200,"Ben Curtis",23,0.32,423462,1.33e+08,"PercentageofAvailablePurseWon",2011
200,200,"Floris De Vries",1,0.32,23555,7300000,"PercentageofAvailablePurseWon",2011
200,200,"Julian Etulain",1,0.32,11261,3500000,"PercentageofAvailablePurseWon",2011
200,200,"Gregory Havret",3,0.32,71007,22300000,"PercentageofAvailablePurseWon",2011
200,200,"Erick Justesen",1,0.32,16087,5e+06,"PercentageofAvailablePurseWon",2011
200,200,"Steve Lowery",2,0.32,23525,7300000,"PercentageofAvailablePurseWon",2011
200,200,"Richard McEvoy",1,0.32,23555,7300000,"PercentageofAvailablePurseWon",2011
200,200,"Michael Putnam",21,0.32,398398,122600000,"PercentageofAvailablePurseWon",2011
200,200,"Sal Spallone",1,0.32,11261,3500000,"PercentageofAvailablePurseWon",2011
209,209,"Kirk Triplett",8,0.31,111079,36400000,"PercentageofAvailablePurseWon",2011
209,209,"Dean Wilson",22,0.31,401313,129700000,"PercentageofAvailablePurseWon",2011
211,211,"Josh Broadaway",1,0.3,17356,5700000,"PercentageofAvailablePurseWon",2011
211,211,"Yuta Ikeda",9,0.3,198646,66500000,"PercentageofAvailablePurseWon",2011
211,211,"William McGirt",32,0.3,532928,178900000,"PercentageofAvailablePurseWon",2011
214,214,"Tom Byrum",1,0.29,10404,3600000,"PercentageofAvailablePurseWon",2011
214,214,"David Duval",24,0.29,400654,136600000,"PercentageofAvailablePurseWon",2011
214,214,"Chris Riley",25,0.29,397202,138400000,"PercentageofAvailablePurseWon",2011
217,217,"Erik Compton",6,0.28,95541,34100000,"PercentageofAvailablePurseWon",2011
217,217,"Fabian Gomez",26,0.28,381728,135400000,"PercentageofAvailablePurseWon",2011
217,217,"Michael Letzig",13,0.28,169972,61700000,"PercentageofAvailablePurseWon",2011
217,217,"Will Ma Kenzie",14,0.28,188393,67800000,"PercentageofAvailablePurseWon",2011
221,221,"Kent Jones",25,0.27,360622,132800000,"PercentageofAvailablePurseWon",2011
221,221,"Brendan Jones",2,0.27,45000,16500000,"PercentageofAvailablePurseWon",2011
221,221,"Paul Lawrie",1,0.27,19441,7300000,"PercentageofAvailablePurseWon",2011
221,221,"Matthew Millar",1,0.27,19845,7300000,"PercentageofAvailablePurseWon",2011
221,221,"Sam Saunders",8,0.27,132525,4.9e+07,"PercentageofAvailablePurseWon",2011
221,221,"Vaughn Taylor",27,0.27,423904,156700000,"PercentageofAvailablePurseWon",2011
221,221,"Marc Turnesa",20,0.27,299404,112600000,"PercentageofAvailablePurseWon",2011
228,228,"Craig Barlow",5,0.26,49687,19400000,"PercentageofAvailablePurseWon",2011
228,228,"Alex Cejka",21,0.26,344900,130300000,"PercentageofAvailablePurseWon",2011
228,228,"Rhys Davies",2,0.26,41500,15800000,"PercentageofAvailablePurseWon",2011
228,228,"Joe Durant",25,0.26,358789,137100000,"PercentageofAvailablePurseWon",2011
228,228,"Kenneth Ferrie",1,0.26,18877,7300000,"PercentageofAvailablePurseWon",2011
228,228,"Junggon Hwang",1,0.26,18715,7300000,"PercentageofAvailablePurseWon",2011
228,228,"Bio Kim",25,0.26,345587,130800000,"PercentageofAvailablePurseWon",2011
228,228,"Ben Martin",25,0.26,340079,132800000,"PercentageofAvailablePurseWon",2011
228,228,"Zack Miller",30,0.26,427339,1.63e+08,"PercentageofAvailablePurseWon",2011
228,228,"Tim Petrovic",29,0.26,428009,163300000,"PercentageofAvailablePurseWon",2011
228,228,"Tag Ridings",28,0.26,382667,147800000,"PercentageofAvailablePurseWon",2011
228,228,"Marcel Siem",1,0.26,19763,7500000,"PercentageofAvailablePurseWon",2011
240,240,"Sangmoon Bae",2,0.25,37351,14800000,"PercentageofAvailablePurseWon",2011
240,240,"Mathew Goggin",1,0.25,16157,6500000,"PercentageofAvailablePurseWon",2011
240,240,"Frank Lickliter II",12,0.25,144159,57600000,"PercentageofAvailablePurseWon",2011
243,243,"Justin Hicks",23,0.24,284990,1.21e+08,"PercentageofAvailablePurseWon",2011
243,243,"John Mallinger",15,0.24,179497,76200000,"PercentageofAvailablePurseWon",2011
245,245,"Guy Boros",1,0.23,8172,3600000,"PercentageofAvailablePurseWon",2011
245,245,"Christo Greyling",1,0.23,17178,7500000,"PercentageofAvailablePurseWon",2011
245,245,"Kenichi Kuboya",1,0.23,17178,7500000,"PercentageofAvailablePurseWon",2011
245,245,"Nick Price",1,0.23,12996,5700000,"PercentageofAvailablePurseWon",2011
245,245,"Paul Stankowski",24,0.23,290210,124200000,"PercentageofAvailablePurseWon",2011
250,250,"Thomas Aiken",4,0.22,65500,3e+07,"PercentageofAvailablePurseWon",2011
250,250,"Steve Allan",1,0.22,13380,6e+06,"PercentageofAvailablePurseWon",2011
250,250,"Nathan Green",26,0.22,312107,142500000,"PercentageofAvailablePurseWon",2011
250,250,"Wes Heffernan",1,0.22,16539,7500000,"PercentageofAvailablePurseWon",2011
250,250,"Lee Janzen",19,0.22,216991,97400000,"PercentageofAvailablePurseWon",2011
250,250,"Troy Kelly",1,0.22,13542,6100000,"PercentageofAvailablePurseWon",2011
250,250,"Kevin Kisner",24,0.22,270170,124200000,"PercentageofAvailablePurseWon",2011
250,250,"Andre Stolz",2,0.22,21594,9600000,"PercentageofAvailablePurseWon",2011
250,250,"Boo Weekley",23,0.22,279529,125600000,"PercentageofAvailablePurseWon",2011
259,259,"Will Claxton",1,0.21,11275,5500000,"PercentageofAvailablePurseWon",2011
259,259,"Michael Connell",26,0.21,309361,146800000,"PercentageofAvailablePurseWon",2011
259,259,"John Daly",18,0.21,207963,99400000,"PercentageofAvailablePurseWon",2011
259,259,"Robert Damron",3,0.21,31770,15200000,"PercentageofAvailablePurseWon",2011
259,259,"Colt Knost",27,0.21,296815,142600000,"PercentageofAvailablePurseWon",2011
259,259,"Greg Kraft",1,0.21,7350,3500000,"PercentageofAvailablePurseWon",2011
259,259,"Derek Lamely",26,0.21,301145,141400000,"PercentageofAvailablePurseWon",2011
259,259,"Jeff Quinney",14,0.21,139580,66300000,"PercentageofAvailablePurseWon",2011
259,259,"Richard Scott",1,0.21,8400,4e+06,"PercentageofAvailablePurseWon",2011
268,268,"Brad Fritsch",1,0.2,10348,5200000,"PercentageofAvailablePurseWon",2011
268,268,"JL Lewis",1,0.2,7056,3600000,"PercentageofAvailablePurseWon",2011
268,268,"Jarrod Lyle",29,0.2,317457,156700000,"PercentageofAvailablePurseWon",2011
268,268,"Dustin Risdon",1,0.2,10192,5200000,"PercentageofAvailablePurseWon",2011
268,268,"Alexandre Rocha",22,0.2,225025,114500000,"PercentageofAvailablePurseWon",2011
268,268,"Dave Schultz",1,0.2,7035,3500000,"PercentageofAvailablePurseWon",2011
268,268,"Chris Tidland",12,0.2,122984,61400000,"PercentageofAvailablePurseWon",2011
275,275,"Brian Bateman",1,0.19,6984,3600000,"PercentageofAvailablePurseWon",2011
275,275,"Chad Collins",16,0.19,183509,96200000,"PercentageofAvailablePurseWon",2011
275,275,"Scott Gutschewski",23,0.19,229757,119200000,"PercentageofAvailablePurseWon",2011
275,275,"Todd Hamilton",11,0.19,112081,5.8e+07,"PercentageofAvailablePurseWon",2011
275,275,"Michio Matsumura",1,0.19,10395,5500000,"PercentageofAvailablePurseWon",2011
275,275,"Daniel Summerhays",29,0.19,301899,157500000,"PercentageofAvailablePurseWon",2011
281,281,"Steve Elkington",17,0.18,176224,95300000,"PercentageofAvailablePurseWon",2011
281,281,"JP Hayes",19,0.18,186767,104800000,"PercentageofAvailablePurseWon",2011
281,281,"Richard Johnson",23,0.18,212105,1.2e+08,"PercentageofAvailablePurseWon",2011
281,281,"Dicky Pride",8,0.18,64213,35100000,"PercentageofAvailablePurseWon",2011
281,281,"Alex Prugh",29,0.18,292069,161100000,"PercentageofAvailablePurseWon",2011
281,281,"Peter Tomasulo",12,0.18,115815,64300000,"PercentageofAvailablePurseWon",2011
281,281,"Charles Warren",10,0.18,96422,53300000,"PercentageofAvailablePurseWon",2011
288,288,"Andres Gonzales",21,0.17,186846,1.09e+08,"PercentageofAvailablePurseWon",2011
288,288,"Jason Gore",6,0.17,51290,30100000,"PercentageofAvailablePurseWon",2011
288,288,"Jim Herman",22,0.17,196842,113500000,"PercentageofAvailablePurseWon",2011
291,291,"Michael Allen",5,0.16,42343,27100000,"PercentageofAvailablePurseWon",2011
291,291,"DJ Brigman",23,0.16,191491,119200000,"PercentageofAvailablePurseWon",2011
291,291,"Alejandro Canizares",2,0.16,17469,1.1e+07,"PercentageofAvailablePurseWon",2011
291,291,"Daniel Chopra",2,0.16,15411,9500000,"PercentageofAvailablePurseWon",2011
295,295,"Gregory Bourdy",2,0.15,23555,15300000,"PercentageofAvailablePurseWon",2011
295,295,"Jonathan Kaye",2,0.15,10833,7200000,"PercentageofAvailablePurseWon",2011
