"PuttsPerRound_RANKTHISWEEK_2016","PuttsPerRound_RANKLASTWEEK_2016","PuttsPerRound_PLAYERNAME_2016","PuttsPerRound_ROUNDS_2016","PuttsPerRound_AVG_2016","PuttsPerRound_TOTALPUTTS_2016","PuttsPerRound_TOTALROUNDS_2016","PuttsPerRound_LOWTOTALPUTTS_2016","stat_name","year"
72,65,"David Toms",38,28.82,1095,38,25,"PuttsPerRound",2016
74,70,"Graeme McDowell",33,28.83,865,30,24,"PuttsPerRound",2016
75,87,"Rickie Fowler",42,28.85,1125,39,24,"PuttsPerRound",2016
76,109,"Martin Piller",37,28.86,1068,37,24,"PuttsPerRound",2016
77,65,"Cameron Smith",45,28.87,1299,45,23,"PuttsPerRound",2016
78,79,"Webb Simpson",34,28.88,982,34,23,"PuttsPerRound",2016
79,73,"Zach Johnson",42,28.89,1098,38,24,"PuttsPerRound",2016
79,89,"Martin Laird",46,28.89,1329,46,25,"PuttsPerRound",2016
79,103,"DH Lee",35,28.89,1011,35,25,"PuttsPerRound",2016
79,73,"Seung Yul Noh",54,28.89,1560,54,22,"PuttsPerRound",2016
83,77,"Russell Henley",42,28.9,1214,42,22,"PuttsPerRound",2016
84,79,"Andres Romero",22,28.91,636,22,25,"PuttsPerRound",2016
84,89,"Cameron Tringale",47,28.91,1359,47,23,"PuttsPerRound",2016
86,83,"Abraham Ancer",26,28.92,752,26,23,"PuttsPerRound",2016
86,73,"Charles Howell III",63,28.92,1822,63,23,"PuttsPerRound",2016
88,83,"Steven Bowditch",40,28.93,1157,40,23,"PuttsPerRound",2016
88,70,"Morgan Hoffmann",43,28.93,1244,43,23,"PuttsPerRound",2016
88,85,"Matt Kuchar",46,28.93,1215,42,25,"PuttsPerRound",2016
88,89,"Vijay Singh",42,28.93,1215,42,22,"PuttsPerRound",2016
92,97,"David Lingmerth",54,28.94,1418,49,23,"PuttsPerRound",2016
92,73,"Jeff Overton",51,28.94,1476,51,22,"PuttsPerRound",2016
94,94,"Harris English",51,28.96,1477,51,24,"PuttsPerRound",2016
94,92,"Chris Kirk",51,28.96,1332,46,23,"PuttsPerRound",2016
94,104,"Danny Lee",53,28.96,1448,50,24,"PuttsPerRound",2016
97,109,"Tony Finau",49,28.98,1420,49,24,"PuttsPerRound",2016
98,114,"Kevin Chappell",49,29,1421,49,21,"PuttsPerRound",2016
98,94,"Spencer Levin",62,29,1798,62,25,"PuttsPerRound",2016
98,101,"Rory McIlroy",37,29,870,30,22,"PuttsPerRound",2016
101,97,"Luke Donald",49,29.02,1422,49,24,"PuttsPerRound",2016
101,97,"Smylie Kaufman",57,29.02,1567,54,25,"PuttsPerRound",2016
103,100,"Shane Bertsch",30,29.03,871,30,24,"PuttsPerRound",2016
104,101,"DJ Trahan",23,29.04,668,23,25,"PuttsPerRound",2016
105,114,"David Hearn",55,29.05,1598,55,24,"PuttsPerRound",2016
105,118,"Scott Langley",41,29.05,1191,41,24,"PuttsPerRound",2016
107,93,"Jason Gore",51,29.06,1482,51,23,"PuttsPerRound",2016
107,79,"Adam Scott",39,29.06,1046,36,24,"PuttsPerRound",2016
109,104,"Billy Horschel",45,29.07,1221,42,23,"PuttsPerRound",2016
109,108,"Hunter Mahan",43,29.07,1250,43,21,"PuttsPerRound",2016
109,104,"Ryan Palmer",46,29.07,1337,46,25,"PuttsPerRound",2016
109,123,"Scott Stallings",46,29.07,1337,46,24,"PuttsPerRound",2016
113,104,"Daniel Berger",52,29.1,1426,49,25,"PuttsPerRound",2016
114,117,"Miguel Angel Carballo",24,29.13,699,24,21,"PuttsPerRound",2016
114,112,"DA Points",32,29.13,932,32,22,"PuttsPerRound",2016
116,119,"Ben Martin",48,29.15,1399,48,23,"PuttsPerRound",2016
116,147,"John Senden",48,29.15,1399,48,24,"PuttsPerRound",2016
118,120,"Jason Dufner",53,29.16,1458,50,22,"PuttsPerRound",2016
118,112,"Luke List",51,29.16,1487,51,24,"PuttsPerRound",2016
120,124,"Branden Grace",31,29.18,817,28,24,"PuttsPerRound",2016
121,136,"Ian Poulter",37,29.19,1080,37,24,"PuttsPerRound",2016
122,120,"Sam Saunders",40,29.2,1168,40,24,"PuttsPerRound",2016
123,126,"Brice Garnett",29,29.21,847,29,24,"PuttsPerRound",2016
124,126,"Scott Brown",59,29.22,1724,59,25,"PuttsPerRound",2016
124,154,"Roberto Castro",55,29.22,1607,55,22,"PuttsPerRound",2016
124,87,"Rob Oppenheim",37,29.22,1081,37,25,"PuttsPerRound",2016
124,133,"Tyrone Van Aswegen",67,29.22,1958,67,24,"PuttsPerRound",2016
128,147,"Blayne Barber",44,29.23,1286,44,26,"PuttsPerRound",2016
128,129,"Lucas Lee",22,29.23,643,22,23,"PuttsPerRound",2016
130,114,"Angel Cabrera",42,29.24,1228,42,25,"PuttsPerRound",2016
130,130,"Brooks Koepka",39,29.24,994,34,25,"PuttsPerRound",2016
130,109,"Michael Thompson",46,29.24,1345,46,21,"PuttsPerRound",2016
133,125,"Jason Kokrak",52,29.25,1521,52,24,"PuttsPerRound",2016
133,133,"Andrew Landry",24,29.25,702,24,24,"PuttsPerRound",2016
133,130,"Kyle Stanley",57,29.25,1667,57,23,"PuttsPerRound",2016
136,136,"Dawie van der Walt",48,29.27,1405,48,24,"PuttsPerRound",2016
137,130,"Tyler Aldridge",53,29.28,1552,53,25,"PuttsPerRound",2016
137,133,"Bronson Burgoon",53,29.28,1552,53,22,"PuttsPerRound",2016
139,147,"Chesson Hadley",51,29.29,1494,51,23,"PuttsPerRound",2016
139,161,"James Hahn",45,29.29,1318,45,25,"PuttsPerRound",2016
141,120,"Carlos Ortiz",47,29.3,1377,47,26,"PuttsPerRound",2016
141,140,"Wes Roach",33,29.3,967,33,25,"PuttsPerRound",2016
143,150,"Kyle Reifers",63,29.32,1847,63,24,"PuttsPerRound",2016
143,138,"Johnson Wagner",44,29.32,1290,44,26,"PuttsPerRound",2016
145,140,"Matt Jones",45,29.33,1232,42,25,"PuttsPerRound",2016
145,144,"Scott Piercy",45,29.33,1232,42,24,"PuttsPerRound",2016
147,138,"Matt Every",34,29.35,998,34,24,"PuttsPerRound",2016
147,152,"Fabian Gomez",49,29.35,1350,46,24,"PuttsPerRound",2016
147,126,"Chris Stroud",52,29.35,1526,52,25,"PuttsPerRound",2016
150,140,"Harold Varner III",58,29.36,1703,58,22,"PuttsPerRound",2016
151,161,"Bill Haas",42,29.37,1116,38,24,"PuttsPerRound",2016
152,143,"Justin Rose",35,29.38,940,32,22,"PuttsPerRound",2016
153,144,"Kelly Kraft",35,29.4,1029,35,26,"PuttsPerRound",2016
154,154,"Andy Sullivan",25,29.41,647,22,24,"PuttsPerRound",2016
155,156,"Charl Schwartzel",29,29.42,765,26,25,"PuttsPerRound",2016
155,156,"Hudson Swafford",52,29.42,1530,52,24,"PuttsPerRound",2016
157,168,"Geoff Ogilvy",37,29.46,1090,37,24,"PuttsPerRound",2016
157,156,"Brett Stegmaier",57,29.46,1679,57,25,"PuttsPerRound",2016
157,152,"Justin Thomas",53,29.46,1473,50,25,"PuttsPerRound",2016
160,163,"Boo Weekley",53,29.47,1562,53,25,"PuttsPerRound",2016
161,156,"Chad Campbell",54,29.5,1593,54,25,"PuttsPerRound",2016
161,168,"Andres Gonzales",46,29.5,1357,46,24,"PuttsPerRound",2016
161,165,"Whee Kim",54,29.5,1593,54,23,"PuttsPerRound",2016
164,163,"Jim Herman",55,29.51,1623,55,25,"PuttsPerRound",2016
165,180,"Ollie Schniederjans",23,29.52,679,23,27,"PuttsPerRound",2016
165,168,"Kevin Streelman",46,29.52,1358,46,25,"PuttsPerRound",2016
165,175,"Mark Wilson",42,29.52,1240,42,26,"PuttsPerRound",2016
168,151,"Paul Casey",39,29.53,1063,36,25,"PuttsPerRound",2016
169,166,"Pat Perez",28,29.54,827,28,25,"PuttsPerRound",2016
169,168,"Brendan Steele",48,29.54,1418,48,24,"PuttsPerRound",2016
171,168,"Darron Stiles",28,29.57,828,28,24,"PuttsPerRound",2016
172,179,"Brendon de Jonge",55,29.6,1628,55,23,"PuttsPerRound",2016
172,160,"Henrik Stenson",30,29.6,888,30,23,"PuttsPerRound",2016
172,166,"Gary Woodland",45,29.6,1332,45,25,"PuttsPerRound",2016
175,174,"Ken Duke",26,29.62,770,26,24,"PuttsPerRound",2016
176,175,"Rory Sabbatini",40,29.63,1185,40,23,"PuttsPerRound",2016
177,177,"Matthew Fitzpatrick",23,29.65,593,20,24,"PuttsPerRound",2016
178,190,"Jhonattan Vegas",49,29.67,1454,49,24,"PuttsPerRound",2016
179,173,"Davis Love III",40,29.68,1187,40,24,"PuttsPerRound",2016
179,184,"Henrik Norlander",41,29.68,1217,41,25,"PuttsPerRound",2016
181,181,"Russell Knox",48,29.69,1336,45,24,"PuttsPerRound",2016
181,182,"Shane Lowry",35,29.69,950,32,25,"PuttsPerRound",2016
183,177,"Emiliano Grillo",47,29.7,1307,44,24,"PuttsPerRound",2016
184,183,"Derek Ernst",36,29.72,1070,36,24,"PuttsPerRound",2016
184,191,"Lucas Glover",53,29.72,1575,53,22,"PuttsPerRound",2016
186,188,"Shawn Stefani",45,29.73,1338,45,25,"PuttsPerRound",2016
187,184,"Steve Marino",40,29.75,1190,40,25,"PuttsPerRound",2016
188,187,"Robert Streb",51,29.79,1430,48,25,"PuttsPerRound",2016
189,184,"Graham DeLaet",50,29.8,1490,50,24,"PuttsPerRound",2016
190,188,"Will Ma Kenzie",54,29.83,1611,54,26,"PuttsPerRound",2016
191,192,"Louis Oosthuizen",25,29.89,538,18,27,"PuttsPerRound",2016
192,193,"Stewart Cink",45,29.96,1348,45,24,"PuttsPerRound",2016
192,198,"Patrick Rodgers",49,29.96,1468,49,26,"PuttsPerRound",2016
192,193,"Bubba Watson",30,29.96,809,27,25,"PuttsPerRound",2016
195,197,"Robert Garrigus",34,30,1020,34,26,"PuttsPerRound",2016
195,196,"Rhein Gibson",36,30,1080,36,24,"PuttsPerRound",2016
197,199,"Thomas Aiken",42,30.07,1263,42,25,"PuttsPerRound",2016
198,200,"Sergio Garcia",28,30.12,753,25,27,"PuttsPerRound",2016
198,193,"Justin Hicks",26,30.12,783,26,23,"PuttsPerRound",2016
200,201,"JJ Henry",44,30.18,1328,44,25,"PuttsPerRound",2016
201,205,"Scott Pinckney",53,30.19,1600,53,22,"PuttsPerRound",2016
202,202,"Cameron Percy",22,30.27,666,22,27,"PuttsPerRound",2016
203,203,"Robert Allenby",35,30.29,1060,35,26,"PuttsPerRound",2016
204,203,"Bernd Wiesberger",23,30.3,606,20,24,"PuttsPerRound",2016
205,205,"Keegan Bradley",40,30.33,1213,40,24,"PuttsPerRound",2016
206,207,"Greg Owen",56,30.43,1704,56,24,"PuttsPerRound",2016
207,208,"Charlie Beljan",26,30.77,800,26,26,"PuttsPerRound",2016
