"PuttsPerRound_RANKTHISWEEK_2016","PuttsPerRound_RANKLASTWEEK_2016","PuttsPerRound_PLAYERNAME_2016","PuttsPerRound_ROUNDS_2016","PuttsPerRound_AVG_2016","PuttsPerRound_TOTALPUTTS_2016","PuttsPerRound_TOTALROUNDS_2016","PuttsPerRound_LOWTOTALPUTTS_2016","stat_name","year"
1,1,"Brian Gay",22,27.27,600,22,23,"PuttsPerRound",2016
2,2,"Jordan Spieth",34,27.4,822,30,23,"PuttsPerRound",2016
3,3,"Aaron Baddeley",51,27.55,1405,51,21,"PuttsPerRound",2016
4,4,"Steve Stricker",25,27.56,689,25,24,"PuttsPerRound",2016
5,5,"Jonas Blixt",46,27.76,1277,46,22,"PuttsPerRound",2016
6,7,"Phil Mickelson",37,27.85,947,34,21,"PuttsPerRound",2016
7,14,"Brendon Todd",43,28.05,1206,43,21,"PuttsPerRound",2016
8,8,"Carl Pettersson",31,28.13,872,31,22,"PuttsPerRound",2016
8,6,"Brian Stuard",24,28.13,675,24,21,"PuttsPerRound",2016
10,32,"Tim Wilkinson",40,28.15,1126,40,21,"PuttsPerRound",2016
11,9,"Peter Malnati",53,28.23,1496,53,22,"PuttsPerRound",2016
12,11,"Freddie Jacobson",54,28.24,1525,54,22,"PuttsPerRound",2016
13,17,"Daniel Summerhays",55,28.25,1554,55,22,"PuttsPerRound",2016
14,12,"Marc Leishman",41,28.26,1074,38,24,"PuttsPerRound",2016
14,18,"Steve Wheatcroft",53,28.26,1498,53,23,"PuttsPerRound",2016
16,13,"Brandt Snedeker",47,28.28,1216,43,22,"PuttsPerRound",2016
17,14,"Jon Curran",55,28.29,1556,55,23,"PuttsPerRound",2016
18,16,"Andrew Loupe",50,28.3,1415,50,22,"PuttsPerRound",2016
19,10,"Stuart Appleby",39,28.33,1105,39,25,"PuttsPerRound",2016
20,19,"Erik Compton",45,28.36,1276,45,24,"PuttsPerRound",2016
21,22,"Jason Day",36,28.38,823,29,22,"PuttsPerRound",2016
21,29,"Patton Kizzire",57,28.38,1504,53,25,"PuttsPerRound",2016
23,24,"Justin Leonard",28,28.39,795,28,25,"PuttsPerRound",2016
24,25,"Bryce Molder",50,28.4,1420,50,24,"PuttsPerRound",2016
25,21,"Zac Blair",56,28.41,1591,56,23,"PuttsPerRound",2016
25,26,"Troy Merritt",41,28.41,1165,41,23,"PuttsPerRound",2016
27,19,"Derek Fathauer",58,28.43,1649,58,22,"PuttsPerRound",2016
27,56,"Retief Goosen",37,28.43,1052,37,23,"PuttsPerRound",2016
29,32,"Ricky Barnes",57,28.44,1621,57,23,"PuttsPerRound",2016
29,31,"Dustin Johnson",37,28.44,910,32,21,"PuttsPerRound",2016
31,26,"Hiroshi Iwata",51,28.47,1452,51,22,"PuttsPerRound",2016
31,22,"Michael Kim",62,28.47,1765,62,23,"PuttsPerRound",2016
33,34,"Jamie Donaldson",28,28.48,712,25,24,"PuttsPerRound",2016
34,37,"Alex Cejka",47,28.49,1339,47,24,"PuttsPerRound",2016
34,29,"Anirban Lahiri",44,28.49,1168,41,23,"PuttsPerRound",2016
36,36,"Brian Harman",60,28.5,1710,60,23,"PuttsPerRound",2016
37,28,"Will Wilcox",47,28.51,1340,47,23,"PuttsPerRound",2016
38,35,"Chad Collins",45,28.56,1285,45,24,"PuttsPerRound",2016
39,56,"Patrick Reed",53,28.57,1343,47,23,"PuttsPerRound",2016
40,38,"Luke Guthrie",31,28.58,886,31,23,"PuttsPerRound",2016
40,38,"Dicky Pride",33,28.58,943,33,25,"PuttsPerRound",2016
42,40,"Charley Hoffman",49,28.59,1315,46,23,"PuttsPerRound",2016
43,47,"Ben Crane",48,28.6,1373,48,24,"PuttsPerRound",2016
43,47,"Tom Hoge",47,28.6,1344,47,21,"PuttsPerRound",2016
45,43,"Sean OHair",45,28.62,1288,45,24,"PuttsPerRound",2016
45,50,"Camilo Villegas",50,28.62,1431,50,23,"PuttsPerRound",2016
47,49,"JB Holmes",39,28.64,1031,36,23,"PuttsPerRound",2016
47,46,"Billy Hurley III",22,28.64,630,22,23,"PuttsPerRound",2016
49,40,"Si Woo Kim",63,28.65,1805,63,25,"PuttsPerRound",2016
50,50,"Ryan Moore",40,28.66,1003,35,24,"PuttsPerRound",2016
51,52,"Chez Reavie",56,28.68,1606,56,25,"PuttsPerRound",2016
51,52,"Jimmy Walker",43,28.68,1147,40,23,"PuttsPerRound",2016
53,44,"Jamie Lovemark",57,28.7,1636,57,24,"PuttsPerRound",2016
54,54,"Padraig Harrington",38,28.71,1091,38,24,"PuttsPerRound",2016
54,58,"John Huh",51,28.71,1464,51,22,"PuttsPerRound",2016
54,45,"Colt Knost",56,28.71,1608,56,23,"PuttsPerRound",2016
57,64,"Francesco Molinari",36,28.72,1034,36,23,"PuttsPerRound",2016
58,63,"Jason Bohn",37,28.73,1063,37,23,"PuttsPerRound",2016
59,40,"Byeong Hun An",23,28.74,546,19,25,"PuttsPerRound",2016
59,59,"KJ Choi",47,28.74,1351,47,22,"PuttsPerRound",2016
59,60,"Kevin Kisner",49,28.74,1322,46,24,"PuttsPerRound",2016
62,60,"Jerry Kelly",44,28.75,1265,44,23,"PuttsPerRound",2016
63,85,"Ernie Els",34,28.76,978,34,23,"PuttsPerRound",2016
63,77,"George McNeill",33,28.76,949,33,23,"PuttsPerRound",2016
65,94,"Vaughn Taylor",30,28.77,863,30,25,"PuttsPerRound",2016
66,67,"Mark Hubbard",73,28.78,2101,73,22,"PuttsPerRound",2016
66,79,"Hideki Matsuyama",40,28.78,1065,37,24,"PuttsPerRound",2016
68,54,"Adam Hadwin",53,28.79,1526,53,25,"PuttsPerRound",2016
68,62,"Nick Taylor",57,28.79,1641,57,25,"PuttsPerRound",2016
70,68,"Sung Kang",51,28.8,1469,51,24,"PuttsPerRound",2016
71,72,"William McGirt",54,28.81,1556,54,24,"PuttsPerRound",2016
72,68,"Kevin Na",52,28.82,1412,49,23,"PuttsPerRound",2016
