"PresidentsCupInternational_RANKTHISWEEK_2015","PresidentsCupInternational_RANKLASTWEEK_2015","PresidentsCupInternational_PLAYERNAME_2015","PresidentsCupInternational_EVENTS_2015","PresidentsCupInternational_AVGPOINTS_2015","PresidentsCupInternational_TOTALPOINTS_2015","PresidentsCupInternational_POINTSLOST_2015","PresidentsCupInternational_POINTSGAINED_2015","stat_name","year"
62,62,"Hennie Otto",47,0.9,42.27,-44.13,10.15,"PresidentsCupInternational",2015
63,63,"Yoshinori Fujimoto",48,0.9,43.1,-33.94,16.5,"PresidentsCupInternational",2015
64,64,"SSP Chawrasia",45,0.89,40.22,-22.17,20.74,"PresidentsCupInternational",2015
65,65,"Seunghyuk Kim",46,0.89,40.71,-27.17,2.56,"PresidentsCupInternational",2015
66,66,"Dawie van der Walt",52,0.88,45.93,-26.14,40.52,"PresidentsCupInternational",2015
67,67,"Wang Jeunghun",43,0.87,37.49,-12.81,23.17,"PresidentsCupInternational",2015
68,68,"Jaco Ahlers",44,0.86,37.69,-18.88,20.14,"PresidentsCupInternational",2015
69,69,"WC Liang",48,0.84,40.33,-32.21,21.04,"PresidentsCupInternational",2015
70,70,"Wade Ormsby",52,0.84,43.66,-27.15,18.1,"PresidentsCupInternational",2015
71,71,"Jacques Blaauw",43,0.84,35.96,-21.23,27.04,"PresidentsCupInternational",2015
72,72,"Vijay Singh",52,0.84,43.44,-26.42,34.69,"PresidentsCupInternational",2015
73,73,"Danie van Tonder",49,0.84,40.92,-25.69,18.81,"PresidentsCupInternational",2015
74,74,"Satoshi Kodaira",44,0.82,36.06,-25.31,12.24,"PresidentsCupInternational",2015
75,75,"Stuart Appleby",40,0.81,32.55,-36.42,3.08,"PresidentsCupInternational",2015
76,76,"Katsumasa Miyamoto",48,0.81,38.9,-22.23,8.22,"PresidentsCupInternational",2015
77,77,"Taichi Teshima",46,0.8,37.02,-14.58,22.09,"PresidentsCupInternational",2015
78,78,"Yusaku Miyazato",52,0.8,41.69,-29.29,18.79,"PresidentsCupInternational",2015
79,79,"Chapchai Nirat",40,0.8,31.85,-19.7,15.49,"PresidentsCupInternational",2015
80,80,"Angelo Que",47,0.8,37.38,-19.17,20.74,"PresidentsCupInternational",2015
81,81,"Trevor Fisher Jr",46,0.79,36.35,-19.62,27.33,"PresidentsCupInternational",2015
82,82,"Keith Horne",47,0.79,37.05,-14.61,27.58,"PresidentsCupInternational",2015
83,83,"I J Jang",48,0.78,37.5,-20.66,25.61,"PresidentsCupInternational",2015
84,84,"Park Sangeon",44,0.76,33.52,-19.11,12.91,"PresidentsCupInternational",2015
85,85,"Greg Chalmers",52,0.75,39.24,-24.78,8.44,"PresidentsCupInternational",2015
86,86,"Daisuke Kataoka",51,0.75,38.14,-15.84,26.8,"PresidentsCupInternational",2015
87,87,"Andres Romero",50,0.74,37.12,-21.34,24.1,"PresidentsCupInternational",2015
88,88,"Jang Dong Kyu",52,0.73,38.08,-19.18,16.78,"PresidentsCupInternational",2015
89,89,"Felipe Aguilar",49,0.72,35.35,-31.61,13.23,"PresidentsCupInternational",2015
90,90,"Adam Bland",46,0.71,32.48,-14.06,19.74,"PresidentsCupInternational",2015
91,91,"Darren Fichardt",52,0.7,36.16,-35.3,16.61,"PresidentsCupInternational",2015
92,92,"Thaworn Wiratchant",47,0.69,32.55,-27.1,6.07,"PresidentsCupInternational",2015
93,93,"Mardan Mamat",46,0.68,31.45,-8.11,20.8,"PresidentsCupInternational",2015
94,94,"Haydn Porteous",48,0.68,32.74,-11.57,22.45,"PresidentsCupInternational",2015
95,95,"Kazuhiro Yamashita",49,0.67,33.07,-22.19,18.77,"PresidentsCupInternational",2015
96,96,"Yoshitaka Takeya",40,0.67,26.65,-14.79,6,"PresidentsCupInternational",2015
97,97,"Younghan Song",49,0.66,32.18,-13.08,22.49,"PresidentsCupInternational",2015
98,98,"Mike Hendry",49,0.66,32.11,-15.48,22.23,"PresidentsCupInternational",2015
99,99,"Jean Hugo",48,0.65,31.28,-17.3,21.96,"PresidentsCupInternational",2015
100,100,"Thanyakorn Khrongpha",52,0.65,33.77,-11.97,15.49,"PresidentsCupInternational",2015
101,101,"Si Woo Kim",42,0.64,26.96,-2.72,24.73,"PresidentsCupInternational",2015
102,102,"Richard Sterne",49,0.64,31.42,-49.66,5.23,"PresidentsCupInternational",2015
103,103,"Lucas Lee",40,0.61,24.31,-4.31,19.94,"PresidentsCupInternational",2015
104,104,"Nick Taylor",52,0.6,31.08,-15,11.94,"PresidentsCupInternational",2015
105,105,"Antonio Lascuna",40,0.6,23.8,-21.92,2.45,"PresidentsCupInternational",2015
106,106,"Cameron Percy",48,0.59,28.48,-15.27,16.52,"PresidentsCupInternational",2015
107,107,"Terry Pilkadaris",52,0.58,30.26,-14.18,15.5,"PresidentsCupInternational",2015
108,108,"Cho Minjun",52,0.58,30.05,-8.76,19.46,"PresidentsCupInternational",2015
109,109,"Kyoung Hoon Lee",52,0.58,29.94,-27.05,14.27,"PresidentsCupInternational",2015
110,110,"SJ Park",52,0.57,29.75,-37.11,26.66,"PresidentsCupInternational",2015
111,111,"YE Yang",52,0.57,29.68,-9.87,28.01,"PresidentsCupInternational",2015
112,112,"Richard Lee",40,0.57,22.8,-14.13,18.28,"PresidentsCupInternational",2015
113,113,"Chan Shihchang",46,0.57,26.07,-18.65,12,"PresidentsCupInternational",2015
114,114,"David Bransdon",40,0.56,22.59,-5.76,19.14,"PresidentsCupInternational",2015
115,115,"Scott Arnold",44,0.56,24.76,-5.21,21.18,"PresidentsCupInternational",2015
116,116,"Sung Kang",52,0.55,28.77,-18.66,20.59,"PresidentsCupInternational",2015
117,117,"Sanghee Lee",49,0.55,26.88,-16.45,11.79,"PresidentsCupInternational",2015
118,118,"Hyunwoo Ryu",51,0.54,27.62,-16.49,15.08,"PresidentsCupInternational",2015
119,119,"Vaughn Groenewald",48,0.54,25.99,-4.81,25.15,"PresidentsCupInternational",2015
120,120,"Jaebum Park",51,0.54,27.43,-2.7,24.2,"PresidentsCupInternational",2015
121,121,"Rhein Gibson",42,0.54,22.49,-10.3,16.64,"PresidentsCupInternational",2015
122,122,"Adilson da Silva",51,0.53,27.26,-19.95,17.8,"PresidentsCupInternational",2015
123,123,"Yosuke Tsukada",42,0.52,22,-9.48,12.36,"PresidentsCupInternational",2015
124,124,"Whee Kim",52,0.52,27.14,-8.48,23.5,"PresidentsCupInternational",2015
125,125,"Nick Cullen",40,0.52,20.7,-14.88,4.2,"PresidentsCupInternational",2015
126,126,"Nathan Holman",41,0.52,21.19,-12.79,9.83,"PresidentsCupInternational",2015
127,127,"Tadahiro Takayama",46,0.51,23.65,-11.92,10.99,"PresidentsCupInternational",2015
128,128,"Aaron Baddeley",50,0.51,25.69,-24.91,11.19,"PresidentsCupInternational",2015
129,129,"Rashid Khan",40,0.51,20.55,-16.2,1.39,"PresidentsCupInternational",2015
130,130,"Lee Soo Min",40,0.51,20.38,-1.74,20.69,"PresidentsCupInternational",2015
131,131,"Brett Rumford",41,0.5,20.45,-32.94,2.91,"PresidentsCupInternational",2015
132,132,"Justin Harding",45,0.49,22.05,-8.74,14.95,"PresidentsCupInternational",2015
133,133,"Mark Tullo",52,0.49,25.34,-19.2,4.54,"PresidentsCupInternational",2015
134,134,"Jhonattan Vegas",52,0.49,25.22,-14.84,13.33,"PresidentsCupInternational",2015
135,135,"Josh Geary",40,0.48,19.35,-6.27,16,"PresidentsCupInternational",2015
136,136,"Daniel Gaunt",51,0.48,24.59,-10.92,16.42,"PresidentsCupInternational",2015
137,137,"Shugo Imahira",40,0.48,19.21,-0.51,18.5,"PresidentsCupInternational",2015
138,138,"DH Lee",47,0.48,22.47,-10.04,22.49,"PresidentsCupInternational",2015
139,139,"Scott Strange",50,0.48,23.85,-13.22,16.66,"PresidentsCupInternational",2015
140,140,"Merrick Bremner",50,0.48,23.83,-18.34,10.26,"PresidentsCupInternational",2015
141,141,"P Tangkamolpraser",44,0.47,20.9,-15.64,3.6,"PresidentsCupInternational",2015
142,142,"Brad Fritsch",51,0.47,24.03,-15.15,14.27,"PresidentsCupInternational",2015
143,143,"Juvic Pagunsan",43,0.47,20.17,-13.11,12.5,"PresidentsCupInternational",2015
144,144,"Jake Roos",52,0.46,24.12,-17.75,10.91,"PresidentsCupInternational",2015
145,145,"Abraham Ancer",40,0.46,18.55,-0.84,19.39,"PresidentsCupInternational",2015
146,146,"Atiwit Janewattanano",41,0.46,18.87,-8.03,13.06,"PresidentsCupInternational",2015
147,147,"Tjaart van der Walt",40,0.46,18.26,-14.78,13.64,"PresidentsCupInternational",2015
148,148,"Ryuichi Oda",42,0.45,19.06,-8.69,3.73,"PresidentsCupInternational",2015
149,149,"Siddikur Rahman",40,0.45,18.12,-21.7,8.01,"PresidentsCupInternational",2015
150,150,"Brandon Stone",52,0.45,23.51,-7.34,19.52,"PresidentsCupInternational",2015
151,151,"Ryutaro Nagano",44,0.45,19.74,-7.2,14.03,"PresidentsCupInternational",2015
152,152,"Steven Alker",47,0.45,20.97,-15.87,8.88,"PresidentsCupInternational",2015
153,153,"Lee Taehee",40,0.44,17.65,-6.49,12.54,"PresidentsCupInternational",2015
154,154,"Matthew Griffin",46,0.44,20.26,-15.19,6.94,"PresidentsCupInternational",2015
155,155,"Rattanon Wannasrichan",41,0.43,17.64,-5.38,10.19,"PresidentsCupInternational",2015
156,156,"Jake Higginbottom",42,0.43,17.97,-11.99,2.35,"PresidentsCupInternational",2015
157,157,"Fredrick van Rooyen",40,0.43,17.1,-4.96,14.58,"PresidentsCupInternational",2015
158,158,"Jyoti Randhawa",40,0.42,16.88,-13.08,4.88,"PresidentsCupInternational",2015
159,159,"Arie Ahmad Irawan",49,0.42,20.55,-7.99,14.44,"PresidentsCupInternational",2015
160,160,"Danny Chia",40,0.42,16.7,-7.66,9.17,"PresidentsCupInternational",2015
161,161,"Steve Allan",48,0.42,20.03,-5.75,15.26,"PresidentsCupInternational",2015
162,162,"Tommy Cocha",40,0.41,16.53,-4.92,13,"PresidentsCupInternational",2015
163,163,"Toru Taniguchi",40,0.41,16.47,-9.43,10.39,"PresidentsCupInternational",2015
164,164,"Masahiro Kawamura",52,0.41,21.36,-22.34,13.37,"PresidentsCupInternational",2015
165,165,"Tano Goya",52,0.41,21.23,-7.98,15.68,"PresidentsCupInternational",2015
166,166,"Jbe Kruger",52,0.4,20.8,-27.31,8.45,"PresidentsCupInternational",2015
167,167,"Mithun Perera",40,0.4,15.81,-7.65,8.78,"PresidentsCupInternational",2015
168,168,"PH McIntyre",47,0.39,18.56,-7.48,14,"PresidentsCupInternational",2015
169,169,"Junggon Hwang",51,0.39,19.84,-19.66,3,"PresidentsCupInternational",2015
170,170,"Rhys West",40,0.39,15.46,-3.41,14.42,"PresidentsCupInternational",2015
171,171,"Julian Etulain",52,0.38,19.87,-10.56,11.68,"PresidentsCupInternational",2015
172,172,"Brendan Jones",40,0.38,15.25,-12.99,3.47,"PresidentsCupInternational",2015
173,173,"Shiv Kapur",52,0.38,19.67,-27.5,7.67,"PresidentsCupInternational",2015
174,174,"Miguel Angel Carballo",52,0.38,19.65,-8.46,17.78,"PresidentsCupInternational",2015
175,175,"Jorge Fernandez Valdes",52,0.38,19.52,-8.35,11.47,"PresidentsCupInternational",2015
176,176,"Robert Allenby",52,0.37,19.48,-17.02,2.6,"PresidentsCupInternational",2015
177,177,"Rodolfo Cazaubon",40,0.37,14.96,-2.41,13.2,"PresidentsCupInternational",2015
178,178,"Ulrich Van den Berg",48,0.37,17.89,-19.79,3.99,"PresidentsCupInternational",2015
179,179,"Rahil Gangjee",40,0.37,14.91,-10.9,3.6,"PresidentsCupInternational",2015
180,180,"Satoshi Tomiyama",43,0.37,15.86,-11.8,5.46,"PresidentsCupInternational",2015
181,181,"Ki Tack Kwon",40,0.37,14.74,-6.82,7.27,"PresidentsCupInternational",2015
182,182,"SK Ho",48,0.37,17.61,-14.95,8.32,"PresidentsCupInternational",2015
183,183,"Ippei Koike",40,0.36,14.46,-1.01,12.98,"PresidentsCupInternational",2015
184,184,"Josh Younger",40,0.36,14.36,-5.34,4.4,"PresidentsCupInternational",2015
185,185,"Atomu Shigenaga",40,0.36,14.31,-3.63,10.81,"PresidentsCupInternational",2015
186,186,"Arjun Atwal",40,0.36,14.22,-5.24,3.61,"PresidentsCupInternational",2015
187,187,"Kyongjun Moon",40,0.35,14.14,-4.42,9.6,"PresidentsCupInternational",2015
188,188,"Miguel Tabuena",40,0.35,13.81,-8.4,5.42,"PresidentsCupInternational",2015
189,189,"Jordan Zunic",40,0.34,13.74,-2.26,16,"PresidentsCupInternational",2015
190,190,"Jason Scrivener",41,0.34,13.82,-6.11,9.77,"PresidentsCupInternational",2015
191,191,"Geoff Drakeford",40,0.33,13.18,-1.65,11.2,"PresidentsCupInternational",2015
192,192,"Shunsuke Sonoda",49,0.33,15.94,-16.78,7.46,"PresidentsCupInternational",2015
193,193,"Wallie Coetsee",45,0.32,14.52,-9.19,8.14,"PresidentsCupInternational",2015
194,194,"Garth Mulroy",51,0.32,16.33,-16.65,11.08,"PresidentsCupInternational",2015
195,195,"Oliver Bekker",52,0.32,16.41,-7.41,13.85,"PresidentsCupInternational",2015
196,196,"Sutijet Kooratanapis",40,0.31,12.44,-3.42,9.96,"PresidentsCupInternational",2015
197,197,"Todd Baek",40,0.31,12.36,-6.02,5.81,"PresidentsCupInternational",2015
198,198,"Xinjun Zhang",40,0.3,12.19,-7.79,4.82,"PresidentsCupInternational",2015
199,199,"Jared Harvey",44,0.3,13.4,-11.47,7.25,"PresidentsCupInternational",2015
200,200,"Akio Sadakata",47,0.3,14.29,-6.46,10.26,"PresidentsCupInternational",2015
201,201,"Mike Weir",43,0.3,12.91,-15.08,NA,"PresidentsCupInternational",2015
202,202,"Steve Dartnall",40,0.3,11.84,-7.55,1.2,"PresidentsCupInternational",2015
203,203,"David McKenzie",42,0.29,12.37,-9.74,3.88,"PresidentsCupInternational",2015
204,204,"Matthew Giles",40,0.29,11.73,-2.93,7.61,"PresidentsCupInternational",2015
205,205,"Cheng Tsung Pan",40,0.29,11.63,-0.69,11.63,"PresidentsCupInternational",2015
206,206,"Peter Karmis",41,0.29,11.82,-4.28,8.75,"PresidentsCupInternational",2015
207,207,"Nicholas Fung",44,0.29,12.67,-13.17,8.68,"PresidentsCupInternational",2015
208,208,"James Nitties",52,0.28,14.77,-10.56,2.1,"PresidentsCupInternational",2015
209,209,"Seukhyun Baek",52,0.28,14.76,-18.29,5.93,"PresidentsCupInternational",2015
210,210,"Hyowon Park",40,0.28,11.34,-2.25,9.59,"PresidentsCupInternational",2015
211,211,"Adam Svensson",40,0.28,11.09,-0.08,11.17,"PresidentsCupInternational",2015
212,212,"Chih Bing Lam",44,0.28,12.2,-3.8,11.87,"PresidentsCupInternational",2015
213,213,"Kristopher Mueck",40,0.28,11.09,-3.71,11.1,"PresidentsCupInternational",2015
214,214,"Kalem Richarson",40,0.27,10.97,-3.74,5.6,"PresidentsCupInternational",2015
215,215,"Sattaya Supupramai",45,0.27,12.22,-9.84,NA,"PresidentsCupInternational",2015
216,216,"Sam Brazel",40,0.27,10.72,-6.12,4.42,"PresidentsCupInternational",2015
217,217,"Michio Matsumura",51,0.27,13.61,-16.31,NA,"PresidentsCupInternational",2015
218,218,"Nirun Sae Ueng",40,0.27,10.66,-0.38,11.04,"PresidentsCupInternational",2015
219,219,"IlHwan Park",40,0.26,10.59,-8.13,4.14,"PresidentsCupInternational",2015
220,220,"Panuphol Pittayarat",42,0.26,11.09,-9.38,3.65,"PresidentsCupInternational",2015
221,221,"Mathew Goggin",52,0.26,13.68,-10.79,14,"PresidentsCupInternational",2015
222,222,"Ryan Yip",40,0.26,10.5,-4.72,4.66,"PresidentsCupInternational",2015
223,223,"Tyrone Van Aswegen",52,0.26,13.55,-11.66,5.13,"PresidentsCupInternational",2015
224,224,"Chris Swanepoel",44,0.25,11.14,-3.14,11.04,"PresidentsCupInternational",2015
225,225,"Jinho Choi",40,0.25,10,-0.7,9.26,"PresidentsCupInternational",2015
226,226,"Wen Tang Lin",40,0.25,9.92,-7.17,4.88,"PresidentsCupInternational",2015
227,227,"Sean Riordan",40,0.25,9.87,-0.93,10.8,"PresidentsCupInternational",2015
228,228,"Hidemasa Hoshino",44,0.24,10.77,-10.89,2.62,"PresidentsCupInternational",2015
229,229,"Masaru Takahashi",40,0.24,9.79,-3.88,8.06,"PresidentsCupInternational",2015
230,230,"Aaron Townsend",44,0.24,10.75,-6.97,7.73,"PresidentsCupInternational",2015
231,231,"Yuki Inamori",40,0.24,9.6,-3.85,3.93,"PresidentsCupInternational",2015
232,232,"Neil Schietekat",48,0.24,11.51,-8.6,6.42,"PresidentsCupInternational",2015
233,233,"Marcelo Rozo",44,0.24,10.51,-10.1,1.2,"PresidentsCupInternational",2015
234,234,"Justin Walters",52,0.24,12.4,-20.4,7.36,"PresidentsCupInternational",2015
235,235,"Won Joon Lee",40,0.24,9.42,-0.42,9.84,"PresidentsCupInternational",2015
236,236,"Charlie Wi",52,0.23,12.09,-13,3.59,"PresidentsCupInternational",2015
237,237,"Matthew Millar",40,0.23,9.29,-2.88,10.77,"PresidentsCupInternational",2015
238,238,"Brett Drewitt",40,0.23,9.29,-5.69,3.08,"PresidentsCupInternational",2015
239,239,"Titch Moore",49,0.23,11.37,-14.3,1.47,"PresidentsCupInternational",2015
240,240,"Roger Sloan",45,0.23,10.43,-7.67,3.6,"PresidentsCupInternational",2015
241,241,"Daehyun Kim",40,0.23,9.25,-1.88,7.9,"PresidentsCupInternational",2015
242,242,"Tim Wilkinson",52,0.23,11.98,-17.92,3.28,"PresidentsCupInternational",2015
243,243,"Aron Price",52,0.23,11.95,-11.8,1.23,"PresidentsCupInternational",2015
244,244,"Khalin Joshi",40,0.23,9.19,-0.42,9.44,"PresidentsCupInternational",2015
245,245,"Nobuhiro Masuda",40,0.23,9.06,-5.16,2.4,"PresidentsCupInternational",2015
246,246,"Andrew Curlewis",46,0.23,10.36,-8.61,6.86,"PresidentsCupInternational",2015
247,247,"Ricardo Gonzalez",51,0.22,11.36,-15.45,4.64,"PresidentsCupInternational",2015
248,248,"Unho Park",44,0.22,9.79,-7.58,NA,"PresidentsCupInternational",2015
249,249,"Colin Nel",47,0.22,10.45,-4.95,6.95,"PresidentsCupInternational",2015
250,250,"Jake Stirling",40,0.22,8.79,-1.41,8.6,"PresidentsCupInternational",2015
251,251,"Rohan Blizard",40,0.22,8.74,-2.3,6.6,"PresidentsCupInternational",2015
252,252,"Namchoak Tantipokakul",45,0.22,9.72,-6.29,8.27,"PresidentsCupInternational",2015
253,253,"Eugene Wong",40,0.22,8.61,-2.54,7.52,"PresidentsCupInternational",2015
254,254,"Louis de Jager",45,0.21,9.64,-6.98,NA,"PresidentsCupInternational",2015
255,255,"Dimi Papadatos",40,0.21,8.55,-9.83,3.38,"PresidentsCupInternational",2015
256,256,"Jihoon Lee",40,0.21,8.52,-0.01,8.53,"PresidentsCupInternational",2015
257,257,"Sebastian Vazquez",42,0.21,8.8,-1.99,7.39,"PresidentsCupInternational",2015
258,258,"Oscar Fraustro",49,0.21,10.16,-7.61,3.32,"PresidentsCupInternational",2015
259,259,"Oliver Goss",40,0.21,8.25,-2.18,7.33,"PresidentsCupInternational",2015
260,260,"Gareth Paddison",40,0.21,8.21,-6.86,6.07,"PresidentsCupInternational",2015
261,261,"Chi Hsien Hsieh",40,0.2,8.19,-0.81,9,"PresidentsCupInternational",2015
262,262,"Itthipat Buranatanya",40,0.2,8.12,-0.88,9,"PresidentsCupInternational",2015
263,263,"Gi Whan Kim",52,0.2,10.47,-7.79,4.98,"PresidentsCupInternational",2015
264,264,"Morne Buys",40,0.2,7.94,-0.46,8.4,"PresidentsCupInternational",2015
265,265,"Marcus Both",40,0.2,7.9,-7.64,NA,"PresidentsCupInternational",2015
266,266,"Kim Taehoon",40,0.2,7.88,-11.05,2.53,"PresidentsCupInternational",2015
267,267,"Albin Choi",40,0.2,7.87,-0.07,7.94,"PresidentsCupInternational",2015
268,268,"Peter Cooke",40,0.2,7.84,-2.41,5,"PresidentsCupInternational",2015
269,269,"David Smail",47,0.2,9.18,-4.89,5.52,"PresidentsCupInternational",2015
270,270,"Gavin Kyle Green",40,0.19,7.69,-3.64,5.44,"PresidentsCupInternational",2015
271,271,"R Nachimuthu",40,0.19,7.67,-3.64,5.95,"PresidentsCupInternational",2015
272,272,"Mark Brown",40,0.19,7.53,-10.5,2.8,"PresidentsCupInternational",2015
273,273,"Jin Park",40,0.19,7.53,-2.82,6.13,"PresidentsCupInternational",2015
274,274,"Kodai Ichihara",40,0.19,7.47,-4.09,1.78,"PresidentsCupInternational",2015
275,275,"Akinori Tani",40,0.19,7.43,-2.63,3.67,"PresidentsCupInternational",2015
276,276,"Junwon Park",40,0.18,7.38,-6.8,1.22,"PresidentsCupInternational",2015
277,277,"Hung Chienyao",40,0.18,7.32,-8.28,NA,"PresidentsCupInternational",2015
278,278,"Brad Clapp",40,0.18,7.24,-1.17,6,"PresidentsCupInternational",2015
279,279,"Taylor Pendrith",40,0.18,7.21,-0.05,7.26,"PresidentsCupInternational",2015
280,280,"Phachara Khongwatmai",40,0.18,7.2,-0.9,8.1,"PresidentsCupInternational",2015
281,281,"Kurt Barnes",45,0.18,8.1,-6.22,4.78,"PresidentsCupInternational",2015
282,282,"Mu Hu",40,0.18,7.16,-5.62,NA,"PresidentsCupInternational",2015
283,283,"Lyle Rowe",47,0.18,8.25,-7.44,2.51,"PresidentsCupInternational",2015
