"BogeyAvoidance_RANKTHISWEEK_2010","BogeyAvoidance_RANKLASTWEEK_2010","BogeyAvoidance_PLAYERNAME_2010","BogeyAvoidance_ROUNDS_2010","BogeyAvoidance_PctMAKESBOGEY_2010","BogeyAvoidance_BOGEYS_2010","BogeyAvoidance_HOLESPLAYED_2010","stat_name","year"
57,57,"Ryan Moore",80,15.33,218,1422,"BogeyAvoidance",2010
58,58,"Bryce Molder",84,15.34,232,1512,"BogeyAvoidance",2010
59,59,"Matt Jones",89,15.36,246,1602,"BogeyAvoidance",2010
60,60,"Shaun Micheel",70,15.4,194,1260,"BogeyAvoidance",2010
61,61,"Bob Estes",79,15.47,220,1422,"BogeyAvoidance",2010
62,62,"Jason Bohn",84,15.48,234,1512,"BogeyAvoidance",2010
63,63,"Tim Petrovic",105,15.5,293,1890,"BogeyAvoidance",2010
64,64,"Will Ma Kenzie",72,15.51,201,1296,"BogeyAvoidance",2010
65,65,"Vaughn Taylor",87,15.58,244,1566,"BogeyAvoidance",2010
66,66,"Ricky Barnes",103,15.59,289,1854,"BogeyAvoidance",2010
67,67,"JB Holmes",100,15.61,281,1800,"BogeyAvoidance",2010
68,68,"Zach Johnson",93,15.63,256,1638,"BogeyAvoidance",2010
69,69,"Phil Mickelson",76,15.64,214,1368,"BogeyAvoidance",2010
70,70,"Webb Simpson",98,15.65,276,1764,"BogeyAvoidance",2010
71,71,"Kenny Perry",69,15.69,192,1224,"BogeyAvoidance",2010
72,72,"John Merrick",109,15.7,308,1962,"BogeyAvoidance",2010
73,73,"Jay Williamson",76,15.72,215,1368,"BogeyAvoidance",2010
74,74,"Brett Wetterich",54,15.74,153,972,"BogeyAvoidance",2010
75,75,"Padraig Harrington",57,15.87,160,1008,"BogeyAvoidance",2010
75,75,"Jeff Quinney",91,15.87,260,1638,"BogeyAvoidance",2010
77,77,"Michael Connell",89,15.92,255,1602,"BogeyAvoidance",2010
77,77,"Ben Crane",85,15.92,235,1476,"BogeyAvoidance",2010
77,77,"Jason Day",82,15.92,235,1476,"BogeyAvoidance",2010
80,80,"Woody Austin",93,15.95,267,1674,"BogeyAvoidance",2010
81,81,"Jeff Overton",89,15.98,256,1602,"BogeyAvoidance",2010
82,82,"James Driscoll",78,16.03,225,1404,"BogeyAvoidance",2010
83,83,"Stewart Cink",84,16.04,231,1440,"BogeyAvoidance",2010
84,84,"Hunter Mahan",85,16.07,243,1512,"BogeyAvoidance",2010
85,85,"Brandt Snedeker",89,16.1,258,1602,"BogeyAvoidance",2010
85,85,"Nick Watney",91,16.1,255,1584,"BogeyAvoidance",2010
87,87,"Cliff Kresge",50,16.11,145,900,"BogeyAvoidance",2010
88,88,"DJ Trahan",92,16.12,267,1656,"BogeyAvoidance",2010
89,89,"Rod Pampling",77,16.16,224,1386,"BogeyAvoidance",2010
89,89,"Bubba Watson",77,16.16,224,1386,"BogeyAvoidance",2010
91,91,"John Mallinger",78,16.17,227,1404,"BogeyAvoidance",2010
92,92,"Jerry Kelly",99,16.22,289,1782,"BogeyAvoidance",2010
93,93,"Chris Stroud",90,16.23,263,1620,"BogeyAvoidance",2010
94,94,"JP Hayes",79,16.24,231,1422,"BogeyAvoidance",2010
95,95,"Kevin Stadler",86,16.28,252,1548,"BogeyAvoidance",2010
96,96,"Tim Herron",79,16.32,232,1422,"BogeyAvoidance",2010
97,97,"Kevin Streelman",90,16.36,265,1620,"BogeyAvoidance",2010
97,97,"Cameron Tringale",55,16.36,162,990,"BogeyAvoidance",2010
99,99,"Tom Gillis",97,16.38,286,1746,"BogeyAvoidance",2010
100,100,"John Rollins",81,16.39,239,1458,"BogeyAvoidance",2010
100,100,"Josh Teater",101,16.39,298,1818,"BogeyAvoidance",2010
102,102,"Cameron Beckman",68,16.42,201,1224,"BogeyAvoidance",2010
103,103,"Andres Romero",73,16.44,216,1314,"BogeyAvoidance",2010
104,104,"Rory McIlroy",54,16.45,154,936,"BogeyAvoidance",2010
105,105,"Jimmy Walker",82,16.46,243,1476,"BogeyAvoidance",2010
105,105,"Garrett Willis",82,16.46,243,1476,"BogeyAvoidance",2010
107,107,"Blake Adams",84,16.47,249,1512,"BogeyAvoidance",2010
107,107,"Mathew Goggin",85,16.47,252,1530,"BogeyAvoidance",2010
107,107,"Johnson Wagner",85,16.47,252,1530,"BogeyAvoidance",2010
110,110,"Kris Blanks",91,16.48,270,1638,"BogeyAvoidance",2010
110,110,"Alex Prugh",88,16.48,261,1584,"BogeyAvoidance",2010
112,112,"James Nitties",92,16.49,273,1656,"BogeyAvoidance",2010
113,113,"DA Points",90,16.6,269,1620,"BogeyAvoidance",2010
114,114,"Robert Allenby",76,16.67,222,1332,"BogeyAvoidance",2010
114,114,"Martin Laird",91,16.67,273,1638,"BogeyAvoidance",2010
114,114,"Jarrod Lyle",54,16.67,162,972,"BogeyAvoidance",2010
117,117,"Aaron Baddeley",94,16.73,283,1692,"BogeyAvoidance",2010
118,118,"Chris Couch",66,16.75,199,1188,"BogeyAvoidance",2010
119,119,"Geoff Ogilvy",62,16.76,181,1080,"BogeyAvoidance",2010
120,120,"Billy Mayfair",78,16.81,236,1404,"BogeyAvoidance",2010
121,121,"Charles Warren",64,16.84,194,1152,"BogeyAvoidance",2010
122,122,"Trevor Immelman",55,16.87,167,990,"BogeyAvoidance",2010
122,122,"Steve Marino",81,16.87,246,1458,"BogeyAvoidance",2010
124,124,"Lee Janzen",77,16.88,234,1386,"BogeyAvoidance",2010
125,125,"Brian Davis",101,16.89,307,1818,"BogeyAvoidance",2010
125,125,"Cameron Percy",73,16.89,222,1314,"BogeyAvoidance",2010
127,127,"Scott Verplank",74,16.97,223,1314,"BogeyAvoidance",2010
128,128,"YE Yang",72,16.98,214,1260,"BogeyAvoidance",2010
129,129,"Dustin Johnson",83,17.01,251,1476,"BogeyAvoidance",2010
130,130,"Jeff Maggert",76,17.03,233,1368,"BogeyAvoidance",2010
130,130,"Chris Tidland",77,17.03,236,1386,"BogeyAvoidance",2010
132,132,"Rocco Mediate",71,17.06,218,1278,"BogeyAvoidance",2010
133,133,"Davis Love III",79,17.09,243,1422,"BogeyAvoidance",2010
133,133,"Bill Lunde",79,17.09,243,1422,"BogeyAvoidance",2010
135,135,"Skip Kendall",58,17.15,179,1044,"BogeyAvoidance",2010
136,136,"Joe Ogilvie",99,17.17,306,1782,"BogeyAvoidance",2010
136,136,"Scott Piercy",88,17.17,272,1584,"BogeyAvoidance",2010
138,138,"Nathan Green",86,17.18,266,1548,"BogeyAvoidance",2010
139,139,"Ian Poulter",55,17.23,152,882,"BogeyAvoidance",2010
140,140,"Marc Leishman",87,17.24,270,1566,"BogeyAvoidance",2010
141,141,"Ryan Palmer",84,17.26,261,1512,"BogeyAvoidance",2010
141,141,"Brenden Pappas",66,17.26,205,1188,"BogeyAvoidance",2010
143,143,"Jason Dufner",87,17.37,272,1566,"BogeyAvoidance",2010
144,144,"Michael Letzig",84,17.39,263,1512,"BogeyAvoidance",2010
145,145,"Camilo Villegas",78,17.44,226,1296,"BogeyAvoidance",2010
146,146,"Brent Delahoussaye",57,17.45,179,1026,"BogeyAvoidance",2010
147,147,"Vijay Singh",75,17.49,233,1332,"BogeyAvoidance",2010
148,148,"Roger Tambellini",77,17.53,243,1386,"BogeyAvoidance",2010
149,149,"Justin Leonard",89,17.55,278,1584,"BogeyAvoidance",2010
150,150,"Greg Owen",69,17.71,220,1242,"BogeyAvoidance",2010
151,151,"Adam Scott",70,17.73,217,1224,"BogeyAvoidance",2010
152,152,"Roland Thatcher",72,17.75,230,1296,"BogeyAvoidance",2010
153,153,"Alex Cejka",81,17.76,259,1458,"BogeyAvoidance",2010
154,154,"Matt Every",60,17.78,192,1080,"BogeyAvoidance",2010
155,155,"Stuart Appleby",101,17.82,324,1818,"BogeyAvoidance",2010
156,156,"Brian Stuard",81,17.83,260,1458,"BogeyAvoidance",2010
157,157,"Rory Sabbatini",79,17.88,251,1404,"BogeyAvoidance",2010
158,158,"David Duval",71,17.92,229,1278,"BogeyAvoidance",2010
159,159,"Lucas Glover",75,18.02,240,1332,"BogeyAvoidance",2010
160,160,"Jeff Gove",57,18.03,185,1026,"BogeyAvoidance",2010
161,161,"George McNeill",79,18.07,257,1422,"BogeyAvoidance",2010
162,162,"Henrik Bjornstad",72,18.13,235,1296,"BogeyAvoidance",2010
163,163,"Mathias Gronberg",61,18.21,200,1098,"BogeyAvoidance",2010
164,164,"Paul Goydos",78,18.23,256,1404,"BogeyAvoidance",2010
165,165,"Garth Mulroy",53,18.24,174,954,"BogeyAvoidance",2010
166,166,"Andrew McLardy",52,18.27,171,936,"BogeyAvoidance",2010
167,167,"Troy Merritt",86,18.28,283,1548,"BogeyAvoidance",2010
168,168,"Sergio Garcia",58,18.38,172,936,"BogeyAvoidance",2010
169,169,"Robert Garrigus",71,18.39,235,1278,"BogeyAvoidance",2010
170,170,"Angel Cabrera",64,18.43,209,1134,"BogeyAvoidance",2010
171,171,"Rich Barcelo",70,18.49,233,1260,"BogeyAvoidance",2010
172,172,"Derek Lamely",81,18.52,270,1458,"BogeyAvoidance",2010
173,173,"Craig Bowden",56,18.55,187,1008,"BogeyAvoidance",2010
174,174,"Martin Flores",75,18.67,252,1350,"BogeyAvoidance",2010
175,175,"Daniel Chopra",74,18.69,249,1332,"BogeyAvoidance",2010
176,176,"David Lutterus",69,18.76,233,1242,"BogeyAvoidance",2010
177,177,"Matt Bettencourt",91,18.8,308,1638,"BogeyAvoidance",2010
178,178,"Nicholas Thompson",88,18.94,300,1584,"BogeyAvoidance",2010
179,179,"Steve Flesch",78,19.09,268,1404,"BogeyAvoidance",2010
180,180,"Justin Bolli",55,19.19,190,990,"BogeyAvoidance",2010
181,181,"Steve Wheatcroft",74,19.29,257,1332,"BogeyAvoidance",2010
182,182,"Mike Weir",59,19.3,198,1026,"BogeyAvoidance",2010
183,183,"John Daly",63,19.31,219,1134,"BogeyAvoidance",2010
184,184,"Ted Purdy",86,19.51,302,1548,"BogeyAvoidance",2010
185,185,"Steve Lowery",67,19.57,236,1206,"BogeyAvoidance",2010
186,186,"Chris Wilson",65,19.91,233,1170,"BogeyAvoidance",2010
187,187,"Kevin Johnson",62,20.43,228,1116,"BogeyAvoidance",2010
188,188,"Mark Calcavecchia",50,20.67,186,900,"BogeyAvoidance",2010
189,189,"Greg Kraft",52,20.83,195,936,"BogeyAvoidance",2010
190,190,"Vance Veazey",58,21.17,221,1044,"BogeyAvoidance",2010
191,191,"Jerod Turner",54,21.6,210,972,"BogeyAvoidance",2010
192,192,"Brad Faxon",58,22.99,240,1044,"BogeyAvoidance",2010
