"3PuttAvoidanceRound1_RANKTHISWEEK_2010","3PuttAvoidanceRound1_RANKLASTWEEK_2010","3PuttAvoidanceRound1_PLAYERNAME_2010","3PuttAvoidanceRound1__2010","3PuttAvoidanceRound1_Pct_2010","3PuttAvoidanceRound1_TOTAL3PUTTS_2010","3PuttAvoidanceRound1_TOTALHOLES_2010","stat_name","year"
1,1,"Retief Goosen",NA,0.93,3,324,"3PuttAvoidanceRound1",2010
2,2,"Ricky Barnes",NA,0.99,5,504,"3PuttAvoidanceRound1",2010
3,3,"Padraig Harrington",NA,1.31,4,306,"3PuttAvoidanceRound1",2010
3,3,"Cliff Kresge",NA,1.31,4,306,"3PuttAvoidanceRound1",2010
5,5,"Paul Casey",NA,1.39,4,288,"3PuttAvoidanceRound1",2010
6,6,"Steve Elkington",NA,1.52,6,396,"3PuttAvoidanceRound1",2010
7,7,"Carl Pettersson",NA,1.53,8,522,"3PuttAvoidanceRound1",2010
8,8,"Skip Kendall",NA,1.54,5,324,"3PuttAvoidanceRound1",2010
9,9,"Charles Howell III",NA,1.59,8,504,"3PuttAvoidanceRound1",2010
9,9,"Andrew McLardy",NA,1.59,6,378,"3PuttAvoidanceRound1",2010
11,11,"Chris Riley",NA,1.62,7,432,"3PuttAvoidanceRound1",2010
12,12,"Chad Collins",NA,1.71,8,468,"3PuttAvoidanceRound1",2010
13,13,"Brent Delahoussaye",NA,1.85,7,378,"3PuttAvoidanceRound1",2010
13,13,"Jimmy Walker",NA,1.85,9,486,"3PuttAvoidanceRound1",2010
15,15,"Brian Gay",NA,1.92,10,522,"3PuttAvoidanceRound1",2010
15,15,"Brandt Snedeker",NA,1.92,9,468,"3PuttAvoidanceRound1",2010
15,15,"Vaughn Taylor",NA,1.92,9,468,"3PuttAvoidanceRound1",2010
18,18,"Ryan Moore",NA,1.93,8,414,"3PuttAvoidanceRound1",2010
19,19,"YE Yang",NA,1.94,7,360,"3PuttAvoidanceRound1",2010
20,20,"Ryuji Imada",NA,1.98,10,504,"3PuttAvoidanceRound1",2010
21,21,"Steve Flesch",NA,2,9,450,"3PuttAvoidanceRound1",2010
22,22,"Ernie Els",NA,2.05,7,342,"3PuttAvoidanceRound1",2010
22,22,"Trevor Immelman",NA,2.05,7,342,"3PuttAvoidanceRound1",2010
22,22,"Camilo Villegas",NA,2.05,7,342,"3PuttAvoidanceRound1",2010
25,25,"Greg Chalmers",NA,2.06,10,486,"3PuttAvoidanceRound1",2010
25,25,"Matt Jones",NA,2.06,10,486,"3PuttAvoidanceRound1",2010
27,27,"David Duval",NA,2.08,9,432,"3PuttAvoidanceRound1",2010
27,27,"Charley Hoffman",NA,2.08,9,432,"3PuttAvoidanceRound1",2010
29,29,"Jeff Overton",NA,2.14,10,468,"3PuttAvoidanceRound1",2010
