"Back9ScoringAverage_RANKTHISWEEK_2011","Back9ScoringAverage_RANKLASTWEEK_2011","Back9ScoringAverage_PLAYERNAME_2011","Back9ScoringAverage_ROUNDS_2011","Back9ScoringAverage_AVG_2011","Back9ScoringAverage_TOTALSTROKES_2011","Back9ScoringAverage_TOTALHOLES_2011","stat_name","year"
165,165,"Retief Goosen",50,35.92,1760,49,"Back9ScoringAverage",2011
166,166,"Stuart Appleby",65,35.94,2336,65,"Back9ScoringAverage",2011
166,166,"Shaun Micheel",77,35.94,2767,77,"Back9ScoringAverage",2011
168,168,"Colt Knost",80,35.96,2877,80,"Back9ScoringAverage",2011
168,168,"Alex Prugh",82,35.96,2949,82,"Back9ScoringAverage",2011
168,168,"Camilo Villegas",69,35.96,2445,68,"Back9ScoringAverage",2011
171,171,"James Driscoll",71,36.01,2557,71,"Back9ScoringAverage",2011
172,172,"Matt Bettencourt",84,36.04,3027,84,"Back9ScoringAverage",2011
173,173,"Tom Gillis",55,36.05,1983,55,"Back9ScoringAverage",2011
173,173,"Richard Johnson",64,36.05,2307,64,"Back9ScoringAverage",2011
175,175,"Marc Turnesa",54,36.07,1948,54,"Back9ScoringAverage",2011
176,176,"Derek Lamely",65,36.09,2346,65,"Back9ScoringAverage",2011
176,176,"Nate Smith",66,36.09,2382,66,"Back9ScoringAverage",2011
178,178,"Martin Piller",63,36.11,2275,63,"Back9ScoringAverage",2011
179,179,"Daniel Summerhays",75,36.2,2715,75,"Back9ScoringAverage",2011
180,180,"JP Hayes",56,36.25,2030,56,"Back9ScoringAverage",2011
180,180,"Justin Hicks",60,36.25,2175,60,"Back9ScoringAverage",2011
180,180,"Bio Kim",71,36.25,2574,71,"Back9ScoringAverage",2011
183,183,"David Duval",67,36.33,2434,67,"Back9ScoringAverage",2011
183,183,"Troy Merritt",63,36.33,2289,63,"Back9ScoringAverage",2011
185,185,"Rocco Mediate",53,36.55,1937,53,"Back9ScoringAverage",2011
186,186,"Rich Beem",53,36.68,1944,53,"Back9ScoringAverage",2011
