"Back9ScoringAverage_RANKTHISWEEK_2011","Back9ScoringAverage_RANKLASTWEEK_2011","Back9ScoringAverage_PLAYERNAME_2011","Back9ScoringAverage_ROUNDS_2011","Back9ScoringAverage_AVG_2011","Back9ScoringAverage_TOTALSTROKES_2011","Back9ScoringAverage_TOTALHOLES_2011","stat_name","year"
1,1,"Webb Simpson",98,34.57,3388,98,"Back9ScoringAverage",2011
2,2,"David Toms",78,34.6,2699,78,"Back9ScoringAverage",2011
3,3,"Steve Stricker",70,34.8,2401,69,"Back9ScoringAverage",2011
4,4,"Luke Donald",73,34.84,2334,67,"Back9ScoringAverage",2011
5,5,"Spencer Levin",113,34.85,3938,113,"Back9ScoringAverage",2011
6,6,"Zach Johnson",79,34.9,2722,78,"Back9ScoringAverage",2011
7,7,"Nick Watney",80,34.94,2690,77,"Back9ScoringAverage",2011
8,8,"Sergio Garcia",61,34.98,2134,61,"Back9ScoringAverage",2011
9,9,"Kevin Stadler",88,35.03,3083,88,"Back9ScoringAverage",2011
10,10,"Chris Couch",73,35.04,2558,73,"Back9ScoringAverage",2011
10,10,"Charles Howell III",108,35.04,3784,108,"Back9ScoringAverage",2011
12,12,"Brandt Snedeker",85,35.06,2980,85,"Back9ScoringAverage",2011
13,13,"Bo Van Pelt",92,35.09,3158,90,"Back9ScoringAverage",2011
14,14,"Jonathan Byrd",83,35.1,2878,82,"Back9ScoringAverage",2011
15,15,"Jason Day",76,35.11,2563,73,"Back9ScoringAverage",2011
15,15,"Bill Haas",93,35.11,3230,92,"Back9ScoringAverage",2011
15,15,"Boo Weekley",66,35.11,2317,66,"Back9ScoringAverage",2011
18,18,"Freddie Jacobson",92,35.12,3231,92,"Back9ScoringAverage",2011
18,18,"Gary Woodland",93,35.12,3266,93,"Back9ScoringAverage",2011
20,20,"Kevin Na",84,35.14,2952,84,"Back9ScoringAverage",2011
20,20,"Justin Rose",79,35.14,2706,77,"Back9ScoringAverage",2011
20,20,"Kevin Streelman",90,35.14,3163,90,"Back9ScoringAverage",2011
23,23,"Phil Mickelson",79,35.16,2707,77,"Back9ScoringAverage",2011
23,23,"Charl Schwartzel",58,35.16,1969,56,"Back9ScoringAverage",2011
25,25,"Jason Dufner",78,35.17,2743,78,"Back9ScoringAverage",2011
25,25,"Matt Kuchar",94,35.17,3095,88,"Back9ScoringAverage",2011
25,25,"John Merrick",71,35.17,2497,71,"Back9ScoringAverage",2011
25,25,"Adam Scott",60,35.17,2075,59,"Back9ScoringAverage",2011
29,29,"Geoff Ogilvy",69,35.18,2322,66,"Back9ScoringAverage",2011
29,29,"Carl Pettersson",95,35.18,3342,95,"Back9ScoringAverage",2011
31,31,"Kyle Stanley",98,35.19,3449,98,"Back9ScoringAverage",2011
32,32,"Brandt Jobe",100,35.2,3520,100,"Back9ScoringAverage",2011
32,32,"Hunter Mahan",92,35.2,3133,89,"Back9ScoringAverage",2011
34,34,"Chez Reavie",92,35.21,3239,92,"Back9ScoringAverage",2011
35,35,"David Hearn",88,35.22,3099,88,"Back9ScoringAverage",2011
36,36,"Brian Davis",105,35.23,3699,105,"Back9ScoringAverage",2011
37,37,"Cameron Beckman",71,35.24,2502,71,"Back9ScoringAverage",2011
37,37,"Brendon de Jonge",105,35.24,3700,105,"Back9ScoringAverage",2011
37,37,"Martin Laird",77,35.24,2678,76,"Back9ScoringAverage",2011
37,37,"Bryce Molder",82,35.24,2890,82,"Back9ScoringAverage",2011
41,41,"Ryan Moore",79,35.25,2644,75,"Back9ScoringAverage",2011
42,42,"Chris Kirk",87,35.26,3068,87,"Back9ScoringAverage",2011
43,43,"Blake Adams",116,35.27,4091,116,"Back9ScoringAverage",2011
43,43,"John Rollins",85,35.27,2998,85,"Back9ScoringAverage",2011
45,45,"Jerry Kelly",85,35.28,2999,85,"Back9ScoringAverage",2011
46,46,"Chris Riley",76,35.29,2682,76,"Back9ScoringAverage",2011
47,47,"Brian Gay",90,35.3,3177,90,"Back9ScoringAverage",2011
48,48,"Billy Mayfair",94,35.31,3319,94,"Back9ScoringAverage",2011
48,48,"Nick OHern",89,35.31,3143,89,"Back9ScoringAverage",2011
48,48,"Will Strickler",51,35.31,1801,51,"Back9ScoringAverage",2011
51,51,"William McGirt",103,35.32,3638,103,"Back9ScoringAverage",2011
51,51,"Rory Sabbatini",85,35.32,3002,85,"Back9ScoringAverage",2011
51,51,"John Senden",94,35.32,3320,94,"Back9ScoringAverage",2011
51,51,"Bubba Watson",85,35.32,2790,79,"Back9ScoringAverage",2011
55,55,"Briny Baird",60,35.33,2120,60,"Back9ScoringAverage",2011
55,55,"Chad Campbell",99,35.33,3498,99,"Back9ScoringAverage",2011
55,55,"Trevor Immelman",84,35.33,2968,84,"Back9ScoringAverage",2011
55,55,"Scott Stallings",84,35.33,2968,84,"Back9ScoringAverage",2011
59,59,"Brendan Steele",89,35.35,3146,89,"Back9ScoringAverage",2011
59,59,"Charlie Wi",83,35.35,2934,83,"Back9ScoringAverage",2011
61,61,"JJ Henry",96,35.36,3395,96,"Back9ScoringAverage",2011
62,62,"Aaron Baddeley",77,35.4,2726,77,"Back9ScoringAverage",2011
62,62,"Shane Bertsch",62,35.4,2195,62,"Back9ScoringAverage",2011
62,62,"JB Holmes",57,35.4,1876,53,"Back9ScoringAverage",2011
62,62,"Bill Lunde",92,35.4,3257,92,"Back9ScoringAverage",2011
66,66,"Ben Crane",76,35.41,2585,73,"Back9ScoringAverage",2011
66,66,"Robert Garrigus",83,35.41,2939,83,"Back9ScoringAverage",2011
68,68,"Robert Allenby",84,35.42,2940,83,"Back9ScoringAverage",2011
68,68,"Woody Austin",59,35.42,2090,59,"Back9ScoringAverage",2011
70,70,"George McNeill",69,35.43,2445,69,"Back9ScoringAverage",2011
70,70,"Vijay Singh",79,35.43,2799,79,"Back9ScoringAverage",2011
72,72,"Vaughn Taylor",89,35.44,3154,89,"Back9ScoringAverage",2011
73,73,"Ryuji Imada",83,35.45,2942,83,"Back9ScoringAverage",2011
73,73,"Scott McCarron",65,35.45,2304,65,"Back9ScoringAverage",2011
75,75,"Steve Marino",76,35.47,2696,76,"Back9ScoringAverage",2011
75,75,"Ian Poulter",52,35.47,1809,51,"Back9ScoringAverage",2011
75,75,"Andres Romero",77,35.47,2731,77,"Back9ScoringAverage",2011
75,75,"Chris Stroud",88,35.47,3121,88,"Back9ScoringAverage",2011
75,75,"Jimmy Walker",79,35.47,2802,79,"Back9ScoringAverage",2011
80,80,"Tommy Gainey",104,35.48,3690,104,"Back9ScoringAverage",2011
80,80,"Heath Slocum",89,35.48,3122,88,"Back9ScoringAverage",2011
82,82,"KJ Choi",77,35.49,2662,75,"Back9ScoringAverage",2011
82,82,"Jim Herman",69,35.49,2449,69,"Back9ScoringAverage",2011
84,84,"Dean Wilson",62,35.5,2201,62,"Back9ScoringAverage",2011
85,85,"Kris Blanks",92,35.51,3267,92,"Back9ScoringAverage",2011
85,85,"Davis Love III",70,35.51,2486,70,"Back9ScoringAverage",2011
85,85,"Tim Petrovic",88,35.51,3125,88,"Back9ScoringAverage",2011
85,85,"Jim Renner",65,35.51,2308,65,"Back9ScoringAverage",2011
89,89,"Sung Kang",63,35.52,2238,63,"Back9ScoringAverage",2011
89,89,"Johnson Wagner",81,35.52,2877,81,"Back9ScoringAverage",2011
91,91,"Stewart Cink",72,35.53,2487,70,"Back9ScoringAverage",2011
91,91,"Graeme McDowell",50,35.53,1670,47,"Back9ScoringAverage",2011
91,91,"Mark Wilson",89,35.53,3091,87,"Back9ScoringAverage",2011
94,94,"Michael Bradley",74,35.54,2630,74,"Back9ScoringAverage",2011
94,94,"Lucas Glover",74,35.54,2630,74,"Back9ScoringAverage",2011
94,94,"Hunter Haas",96,35.54,3412,96,"Back9ScoringAverage",2011
94,94,"Rod Pampling",72,35.54,2559,72,"Back9ScoringAverage",2011
94,94,"Cameron Tringale",110,35.54,3909,110,"Back9ScoringAverage",2011
99,99,"Greg Chalmers",88,35.55,3128,88,"Back9ScoringAverage",2011
100,100,"Ben Curtis",66,35.56,2347,66,"Back9ScoringAverage",2011
100,100,"Matt McQuillan",59,35.56,2098,59,"Back9ScoringAverage",2011
100,100,"Paul Stankowski",78,35.56,2774,78,"Back9ScoringAverage",2011
103,103,"David Mathis",83,35.58,2953,83,"Back9ScoringAverage",2011
104,104,"Chris DiMarco",93,35.59,3310,93,"Back9ScoringAverage",2011
104,104,"Harrison Frazar",58,35.59,2064,58,"Back9ScoringAverage",2011
104,104,"Billy Horschel",75,35.59,2669,75,"Back9ScoringAverage",2011
107,107,"Keegan Bradley",91,35.6,3240,91,"Back9ScoringAverage",2011
107,107,"Michael Putnam",67,35.6,2385,67,"Back9ScoringAverage",2011
109,109,"Tim Herron",85,35.61,3027,85,"Back9ScoringAverage",2011
109,109,"Dustin Johnson",72,35.61,2528,71,"Back9ScoringAverage",2011
109,109,"Ryan Palmer",82,35.61,2849,80,"Back9ScoringAverage",2011
112,112,"Michael Thompson",79,35.62,2814,79,"Back9ScoringAverage",2011
113,113,"Jim Furyk",87,35.63,3064,86,"Back9ScoringAverage",2011
113,113,"Padraig Harrington",60,35.63,2102,59,"Back9ScoringAverage",2011
113,113,"Charley Hoffman",93,35.63,3278,92,"Back9ScoringAverage",2011
113,113,"Pat Perez",76,35.63,2708,76,"Back9ScoringAverage",2011
113,113,"Scott Piercy",78,35.63,2779,78,"Back9ScoringAverage",2011
113,113,"Tag Ridings",87,35.63,3100,87,"Back9ScoringAverage",2011
119,119,"Stephen Ames",69,35.64,2459,69,"Back9ScoringAverage",2011
119,119,"Troy Matteson",91,35.64,3243,91,"Back9ScoringAverage",2011
121,121,"Ricky Barnes",78,35.65,2781,78,"Back9ScoringAverage",2011
121,121,"Jason Bohn",74,35.65,2638,74,"Back9ScoringAverage",2011
121,121,"Kevin Chappell",78,35.65,2781,78,"Back9ScoringAverage",2011
121,121,"DA Points",89,35.65,3173,89,"Back9ScoringAverage",2011
121,121,"Alexandre Rocha",65,35.65,2317,65,"Back9ScoringAverage",2011
126,126,"Justin Leonard",82,35.66,2924,82,"Back9ScoringAverage",2011
127,127,"Ernie Els",71,35.67,2461,69,"Back9ScoringAverage",2011
127,127,"Kent Jones",76,35.67,2711,76,"Back9ScoringAverage",2011
127,127,"DJ Trahan",91,35.67,3246,91,"Back9ScoringAverage",2011
130,130,"Joe Durant",71,35.68,2533,71,"Back9ScoringAverage",2011
130,130,"Lee Janzen",62,35.68,2212,62,"Back9ScoringAverage",2011
130,130,"YE Yang",63,35.68,2105,59,"Back9ScoringAverage",2011
133,133,"Rickie Fowler",84,35.69,2891,81,"Back9ScoringAverage",2011
133,133,"Robert Karlsson",61,35.69,2106,59,"Back9ScoringAverage",2011
133,133,"Aron Price",58,35.69,2070,58,"Back9ScoringAverage",2011
136,136,"Angel Cabrera",50,35.7,1785,50,"Back9ScoringAverage",2011
136,136,"Josh Teater",104,35.7,3713,104,"Back9ScoringAverage",2011
138,138,"Steven Bowditch",86,35.72,3072,86,"Back9ScoringAverage",2011
138,138,"Nathan Green",81,35.72,2893,81,"Back9ScoringAverage",2011
140,140,"Joe Ogilvie",75,35.73,2680,75,"Back9ScoringAverage",2011
140,140,"Jhonattan Vegas",84,35.73,3001,84,"Back9ScoringAverage",2011
142,142,"Jeff Overton",92,35.74,3252,91,"Back9ScoringAverage",2011
143,143,"Joseph Bramlett",73,35.75,2610,73,"Back9ScoringAverage",2011
143,143,"DJ Brigman",67,35.75,2395,67,"Back9ScoringAverage",2011
143,143,"Matt Jones",71,35.75,2538,71,"Back9ScoringAverage",2011
143,143,"Garrett Willis",71,35.75,2538,71,"Back9ScoringAverage",2011
147,147,"Alex Cejka",59,35.76,2110,59,"Back9ScoringAverage",2011
147,147,"Steve Flesch",88,35.76,3147,88,"Back9ScoringAverage",2011
147,147,"Scott Gutschewski",67,35.76,2396,67,"Back9ScoringAverage",2011
150,150,"Arjun Atwal",91,35.78,3256,91,"Back9ScoringAverage",2011
150,150,"Zack Miller",86,35.78,3077,86,"Back9ScoringAverage",2011
152,152,"Bobby Gates",82,35.83,2938,82,"Back9ScoringAverage",2011
152,152,"Kevin Kisner",70,35.83,2508,70,"Back9ScoringAverage",2011
152,152,"Jarrod Lyle",83,35.83,2974,83,"Back9ScoringAverage",2011
155,155,"Steve Elkington",50,35.86,1793,50,"Back9ScoringAverage",2011
155,155,"Fabian Gomez",84,35.86,3012,84,"Back9ScoringAverage",2011
155,155,"Paul Goydos",81,35.86,2905,81,"Back9ScoringAverage",2011
158,158,"Michael Connell",76,35.87,2726,76,"Back9ScoringAverage",2011
158,158,"Anthony Kim",72,35.87,2547,71,"Back9ScoringAverage",2011
160,160,"Roland Thatcher",67,35.88,2404,67,"Back9ScoringAverage",2011
161,161,"Ben Martin",74,35.89,2656,74,"Back9ScoringAverage",2011
162,162,"Andres Gonzales",60,35.9,2154,60,"Back9ScoringAverage",2011
162,162,"Marc Leishman",87,35.9,3123,87,"Back9ScoringAverage",2011
162,162,"Sean OHair",71,35.9,2513,70,"Back9ScoringAverage",2011
