"FirstTeeLateRound5ScoringAverage_RANKTHISWEEK_2005","FirstTeeLateRound5ScoringAverage_RANKLASTWEEK_2005","FirstTeeLateRound5ScoringAverage_PLAYERNAME_2005","FirstTeeLateRound5ScoringAverage__2005","FirstTeeLateRound5ScoringAverage_AVG_2005","FirstTeeLateRound5ScoringAverage_TOTALSTROKES_2005","FirstTeeLateRound5ScoringAverage_TOTALROUNDS_2005","stat_name","year"
1,1,"Justin Leonard",NA,67,67,1,"FirstTeeLateRound5ScoringAverage",2005
2,2,"Tim Clark",NA,69,69,1,"FirstTeeLateRound5ScoringAverage",2005
2,2,"Loren Roberts",NA,69,69,1,"FirstTeeLateRound5ScoringAverage",2005
2,2,"John Senden",NA,69,69,1,"FirstTeeLateRound5ScoringAverage",2005
5,5,"Jerry Kelly",NA,70,70,1,"FirstTeeLateRound5ScoringAverage",2005
6,6,"Jim Furyk",NA,71,71,1,"FirstTeeLateRound5ScoringAverage",2005
6,6,"Ryuji Imada",NA,71,71,1,"FirstTeeLateRound5ScoringAverage",2005
6,6,"Davis Love III",NA,71,71,1,"FirstTeeLateRound5ScoringAverage",2005
6,6,"Phil Mickelson",NA,71,71,1,"FirstTeeLateRound5ScoringAverage",2005
6,6,"Ian Poulter",NA,71,71,1,"FirstTeeLateRound5ScoringAverage",2005
11,11,"Peter Lonard",NA,72,72,1,"FirstTeeLateRound5ScoringAverage",2005
12,12,"Freddie Jacobson",NA,73,73,1,"FirstTeeLateRound5ScoringAverage",2005
12,12,"Joe Ogilvie",NA,73,73,1,"FirstTeeLateRound5ScoringAverage",2005
12,12,"Ted Purdy",NA,73,73,1,"FirstTeeLateRound5ScoringAverage",2005
12,12,"Chris Riley",NA,73,73,1,"FirstTeeLateRound5ScoringAverage",2005
12,12,"Scott Verplank",NA,73,73,1,"FirstTeeLateRound5ScoringAverage",2005
17,17,"Robert Damron",NA,77,77,1,"FirstTeeLateRound5ScoringAverage",2005
18,18,"Chris Smith",NA,78,78,1,"FirstTeeLateRound5ScoringAverage",2005
