"PuttingInside10_RANKTHISWEEK_2006","PuttingInside10_RANKLASTWEEK_2006","PuttingInside10_PLAYERNAME_2006","PuttingInside10_ROUNDS_2006","PuttingInside10_PctMADE_2006","PuttingInside10_ATTEMPTS_2006","PuttingInside10_PUTTSMADE_2006","stat_name","year"
78,78,"Stephen Leaney",84,87.24,1418,1237,"PuttingInside10",2006
80,80,"Tommy Armour III",65,87.23,987,861,"PuttingInside10",2006
80,80,"Phil Mickelson",74,87.23,877,765,"PuttingInside10",2006
82,82,"Luke Donald",66,87.22,790,689,"PuttingInside10",2006
82,82,"Fred Funk",106,87.22,1581,1379,"PuttingInside10",2006
82,82,"Daisuke Maruyama",83,87.22,1307,1140,"PuttingInside10",2006
82,82,"Paul Stankowski",70,87.22,1174,1024,"PuttingInside10",2006
86,86,"Jeff Brehaut",100,87.18,1599,1394,"PuttingInside10",2006
87,87,"Mark Brooks",90,87.17,1395,1216,"PuttingInside10",2006
88,88,"Henrik Bjornstad",97,87.16,1651,1439,"PuttingInside10",2006
89,89,"Lucas Glover",105,87.15,1595,1390,"PuttingInside10",2006
90,90,"Jon Mills",68,87.13,1018,887,"PuttingInside10",2006
91,91,"Greg Kraft",79,87.11,1241,1081,"PuttingInside10",2006
92,92,"John Engler Jr",69,87.08,1169,1018,"PuttingInside10",2006
93,93,"Steve Jones",83,87.04,1273,1108,"PuttingInside10",2006
94,94,"Ernie Els",69,87.03,879,765,"PuttingInside10",2006
94,94,"Retief Goosen",68,87.03,856,745,"PuttingInside10",2006
96,96,"Charley Hoffman",100,87.02,1649,1435,"PuttingInside10",2006
97,97,"John Senden",96,86.99,1468,1277,"PuttingInside10",2006
98,98,"Bill Haas",99,86.96,1664,1447,"PuttingInside10",2006
98,98,"Corey Pavin",74,86.96,1051,914,"PuttingInside10",2006
100,100,"Chad Campbell",91,86.95,1241,1079,"PuttingInside10",2006
101,101,"Arron Oberholser",82,86.93,1155,1004,"PuttingInside10",2006
102,102,"Greg Owen",79,86.92,1170,1017,"PuttingInside10",2006
102,102,"Hidemichi Tanaka",74,86.92,1208,1050,"PuttingInside10",2006
104,104,"Kirk Triplett",58,86.9,916,796,"PuttingInside10",2006
104,104,"Ron Whittaker",81,86.9,1328,1154,"PuttingInside10",2006
106,106,"Jerry Kelly",100,86.89,1549,1346,"PuttingInside10",2006
107,107,"Jonathan Byrd",66,86.88,991,861,"PuttingInside10",2006
107,107,"Tim Clark",80,86.88,1082,940,"PuttingInside10",2006
107,107,"Jason Schultz",77,86.88,1204,1046,"PuttingInside10",2006
110,110,"Peter Lonard",77,86.79,1257,1091,"PuttingInside10",2006
111,111,"Tjaart van der Walt",60,86.77,975,846,"PuttingInside10",2006
112,112,"Scott Gutschewski",53,86.75,845,733,"PuttingInside10",2006
113,113,"Kris Cox",83,86.74,1357,1177,"PuttingInside10",2006
113,113,"Brent Geiberger",99,86.74,1652,1433,"PuttingInside10",2006
115,115,"Nick Watney",97,86.73,1598,1386,"PuttingInside10",2006
116,116,"Brandt Jobe",91,86.71,1302,1129,"PuttingInside10",2006
117,117,"Shane Bertsch",104,86.67,1658,1437,"PuttingInside10",2006
117,117,"Steve Flesch",119,86.67,1906,1652,"PuttingInside10",2006
119,119,"Len Mattiace",59,86.66,952,825,"PuttingInside10",2006
120,120,"Tom Lehman",70,86.64,883,765,"PuttingInside10",2006
121,121,"Ian Poulter",53,86.63,778,674,"PuttingInside10",2006
121,121,"Jerry Smith",94,86.63,1556,1348,"PuttingInside10",2006
123,123,"Jason Gore",86,86.59,1342,1162,"PuttingInside10",2006
123,123,"Mark OMeara",52,86.59,671,581,"PuttingInside10",2006
125,125,"Justin Rose",98,86.57,1608,1392,"PuttingInside10",2006
126,126,"Doug Barron",74,86.55,1264,1094,"PuttingInside10",2006
127,127,"Jeff Overton",95,86.53,1618,1400,"PuttingInside10",2006
127,127,"Mark Wilson",79,86.53,1336,1156,"PuttingInside10",2006
129,129,"Shigeki Maruyama",94,86.52,1476,1277,"PuttingInside10",2006
130,130,"David Toms",76,86.51,1142,988,"PuttingInside10",2006
131,131,"Alex Aragon",63,86.47,1020,882,"PuttingInside10",2006
132,132,"Steve Lowery",99,86.41,1567,1354,"PuttingInside10",2006
132,132,"Adam Scott",70,86.41,949,820,"PuttingInside10",2006
134,134,"Joey Sindelar",90,86.4,1448,1251,"PuttingInside10",2006
135,135,"Robert Damron",91,86.39,1536,1327,"PuttingInside10",2006
136,136,"Kent Jones",103,86.35,1634,1411,"PuttingInside10",2006
137,137,"Hunter Mahan",98,86.33,1653,1427,"PuttingInside10",2006
138,138,"Vaughn Taylor",88,86.32,1411,1218,"PuttingInside10",2006
139,139,"James Driscoll",80,86.31,1417,1223,"PuttingInside10",2006
140,140,"Ted Purdy",103,86.29,1481,1278,"PuttingInside10",2006
141,141,"David McKenzie",82,86.26,1274,1099,"PuttingInside10",2006
142,142,"Jason Bohn",104,86.23,1663,1434,"PuttingInside10",2006
143,143,"Jeff Maggert",81,86.21,1262,1088,"PuttingInside10",2006
144,144,"Joe Durant",101,86.19,1825,1573,"PuttingInside10",2006
144,144,"Troy Matteson",101,86.19,1651,1423,"PuttingInside10",2006
146,146,"Arjun Atwal",97,86.16,1510,1301,"PuttingInside10",2006
146,146,"Roger Tambellini",64,86.16,1004,865,"PuttingInside10",2006
148,148,"Briny Baird",81,86.15,1300,1120,"PuttingInside10",2006
149,149,"Chris Couch",75,86.14,1270,1094,"PuttingInside10",2006
150,150,"Brett Wetterich",82,86.13,1370,1180,"PuttingInside10",2006
151,151,"Mathias Gronberg",92,86.11,1483,1277,"PuttingInside10",2006
152,152,"Bubba Dickerson",98,86.07,1622,1396,"PuttingInside10",2006
153,153,"Bob Tway",81,86.05,1262,1086,"PuttingInside10",2006
154,154,"Mike Weir",88,86.03,1195,1028,"PuttingInside10",2006
155,155,"Kenny Perry",73,86.01,1129,971,"PuttingInside10",2006
156,156,"Heath Slocum",96,85.98,1576,1355,"PuttingInside10",2006
157,157,"Woody Austin",107,85.96,1724,1482,"PuttingInside10",2006
158,158,"Robert Gamez",94,85.85,1548,1329,"PuttingInside10",2006
159,159,"Jonathan Kaye",95,85.79,1640,1407,"PuttingInside10",2006
160,160,"Will Ma Kenzie",91,85.76,1426,1223,"PuttingInside10",2006
161,161,"Paul Goydos",72,85.73,1212,1039,"PuttingInside10",2006
162,162,"Todd Hamilton",72,85.69,1062,910,"PuttingInside10",2006
163,163,"Sergio Garcia",59,85.68,733,628,"PuttingInside10",2006
163,163,"Sean OHair",100,85.68,1446,1239,"PuttingInside10",2006
165,165,"Lee Janzen",79,85.65,1275,1092,"PuttingInside10",2006
166,166,"David Duval",71,85.63,981,840,"PuttingInside10",2006
167,167,"Rory Sabbatini",84,85.61,1209,1035,"PuttingInside10",2006
168,168,"Matt Hansen",68,85.56,1115,954,"PuttingInside10",2006
169,169,"DJ Trahan",92,85.53,1424,1218,"PuttingInside10",2006
170,170,"Tim Petrovic",95,85.51,1560,1334,"PuttingInside10",2006
171,171,"Davis Love III",85,85.5,1055,902,"PuttingInside10",2006
172,172,"Michael Connell",51,85.48,792,677,"PuttingInside10",2006
173,173,"Fred Couples",52,85.46,612,523,"PuttingInside10",2006
174,174,"Camilo Villegas",95,85.39,1540,1315,"PuttingInside10",2006
175,175,"Billy Andrade",78,85.37,1135,969,"PuttingInside10",2006
176,176,"Mathew Goggin",72,85.36,1100,939,"PuttingInside10",2006
177,177,"Tim Herron",82,85.35,1188,1014,"PuttingInside10",2006
178,178,"John Huston",74,85.28,1209,1031,"PuttingInside10",2006
179,179,"Steve Elkington",52,85.25,861,734,"PuttingInside10",2006
180,180,"Rich Beem",85,85.2,1223,1042,"PuttingInside10",2006
180,180,"Bob May",65,85.2,1020,869,"PuttingInside10",2006
182,182,"JP Hayes",55,85.15,936,797,"PuttingInside10",2006
183,183,"Robert Garrigus",85,85.12,1391,1184,"PuttingInside10",2006
184,184,"Chris Riley",86,84.95,1282,1089,"PuttingInside10",2006
185,185,"Omar Uresti",61,84.74,996,844,"PuttingInside10",2006
186,186,"JB Holmes",81,84.56,1198,1013,"PuttingInside10",2006
187,187,"Carlos Franco",86,84.52,1479,1250,"PuttingInside10",2006
188,188,"Thomas Levet",53,84.46,933,788,"PuttingInside10",2006
189,189,"Craig Barlow",77,84.34,1092,921,"PuttingInside10",2006
190,190,"Mark Calcavecchia",94,84.29,1515,1277,"PuttingInside10",2006
191,191,"Alex Cejka",93,84.22,1553,1308,"PuttingInside10",2006
192,192,"Brian Davis",92,84.14,1557,1310,"PuttingInside10",2006
193,193,"Nicholas Thompson",96,84.13,1525,1283,"PuttingInside10",2006
194,194,"John Daly",51,84.11,793,667,"PuttingInside10",2006
195,195,"Pat Perez",50,83.9,820,688,"PuttingInside10",2006
196,196,"Wes Short Jr",96,83.62,1630,1363,"PuttingInside10",2006
