"LateRound4ScoringAverage_RANKTHISWEEK_2008","LateRound4ScoringAverage_RANKLASTWEEK_2008","LateRound4ScoringAverage_PLAYERNAME_2008","LateRound4ScoringAverage__2008","LateRound4ScoringAverage_AVG_2008","LateRound4ScoringAverage_TOTALSTROKES_2008","LateRound4ScoringAverage_TOTALROUNDS_2008","stat_name","year"
1,1,"Ron Whittaker",NA,65,65,1,"LateRound4ScoringAverage",2008
2,2,"John Senden",NA,68.17,409,6,"LateRound4ScoringAverage",2008
3,3,"Padraig Harrington",NA,68.43,479,7,"LateRound4ScoringAverage",2008
4,4,"Tom Scherrer",NA,68.5,137,2,"LateRound4ScoringAverage",2008
5,5,"Bob Tway",NA,68.75,550,8,"LateRound4ScoringAverage",2008
6,6,"Hunter Mahan",NA,68.78,619,9,"LateRound4ScoringAverage",2008
7,7,"Jason Allred",NA,69,69,1,"LateRound4ScoringAverage",2008
8,8,"Fred Couples",NA,69.17,415,6,"LateRound4ScoringAverage",2008
9,9,"Justin Bolli",NA,69.33,416,6,"LateRound4ScoringAverage",2008
9,9,"Richard Johnson",NA,69.33,208,3,"LateRound4ScoringAverage",2008
9,9,"Steve Lowery",NA,69.33,208,3,"LateRound4ScoringAverage",2008
13,13,"James Driscoll",NA,69.4,347,5,"LateRound4ScoringAverage",2008
14,14,"Tommy Armour III",NA,69.44,625,9,"LateRound4ScoringAverage",2008
14,14,"Michael Letzig",NA,69.44,625,9,"LateRound4ScoringAverage",2008
14,14,"DJ Trahan",NA,69.44,625,9,"LateRound4ScoringAverage",2008
17,17,"Tim Herron",NA,69.57,487,7,"LateRound4ScoringAverage",2008
18,18,"Scott Verplank",NA,69.6,696,10,"LateRound4ScoringAverage",2008
19,19,"Matt Kuchar",NA,69.63,557,8,"LateRound4ScoringAverage",2008
20,20,"Vijay Singh",NA,69.64,766,11,"LateRound4ScoringAverage",2008
21,21,"Chad Campbell",NA,69.69,906,13,"LateRound4ScoringAverage",2008
22,22,"Jason Gore",NA,69.71,488,7,"LateRound4ScoringAverage",2008
23,23,"Steve Allan",NA,69.75,279,4,"LateRound4ScoringAverage",2008
23,23,"Stephen Ames",NA,69.75,837,12,"LateRound4ScoringAverage",2008
23,23,"Alex Cejka",NA,69.75,279,4,"LateRound4ScoringAverage",2008
23,23,"Scott McCarron",NA,69.75,279,4,"LateRound4ScoringAverage",2008
27,27,"Glen Day",NA,69.8,349,5,"LateRound4ScoringAverage",2008
27,27,"Kent Jones",NA,69.8,349,5,"LateRound4ScoringAverage",2008
29,29,"Martin Laird",NA,69.89,629,9,"LateRound4ScoringAverage",2008
29,29,"Steve Stricker",NA,69.89,629,9,"LateRound4ScoringAverage",2008
31,31,"Ryuji Imada",NA,69.9,699,10,"LateRound4ScoringAverage",2008
32,32,"Billy Mayfair",NA,69.91,769,11,"LateRound4ScoringAverage",2008
33,33,"Shane Bertsch",NA,69.92,839,12,"LateRound4ScoringAverage",2008
34,34,"Matt Jones",NA,70,210,3,"LateRound4ScoringAverage",2008
34,34,"Justin Leonard",NA,70,910,13,"LateRound4ScoringAverage",2008
34,34,"Peter Lonard",NA,70,420,6,"LateRound4ScoringAverage",2008
34,34,"George McNeill",NA,70,630,9,"LateRound4ScoringAverage",2008
34,34,"Rod Pampling",NA,70,490,7,"LateRound4ScoringAverage",2008
34,34,"Jimmy Walker",NA,70,280,4,"LateRound4ScoringAverage",2008
40,40,"Camilo Villegas",NA,70.11,631,9,"LateRound4ScoringAverage",2008
41,41,"Freddie Jacobson",NA,70.14,491,7,"LateRound4ScoringAverage",2008
42,42,"Brian Gay",NA,70.18,772,11,"LateRound4ScoringAverage",2008
43,43,"KJ Choi",NA,70.2,702,10,"LateRound4ScoringAverage",2008
43,43,"Rory Sabbatini",NA,70.2,351,5,"LateRound4ScoringAverage",2008
45,45,"Brett Rumford",NA,70.25,281,4,"LateRound4ScoringAverage",2008
45,45,"Nicholas Thompson",NA,70.25,562,8,"LateRound4ScoringAverage",2008
47,47,"Woody Austin",NA,70.27,773,11,"LateRound4ScoringAverage",2008
48,48,"Chris DiMarco",NA,70.33,422,6,"LateRound4ScoringAverage",2008
48,48,"Troy Matteson",NA,70.33,633,9,"LateRound4ScoringAverage",2008
50,50,"Anthony Kim",NA,70.36,774,11,"LateRound4ScoringAverage",2008
51,51,"Paul Casey",NA,70.4,352,5,"LateRound4ScoringAverage",2008
51,51,"Mathew Goggin",NA,70.4,704,10,"LateRound4ScoringAverage",2008
