"EaglesHolesper_RANKTHISWEEK_2006","EaglesHolesper_RANKLASTWEEK_2006","EaglesHolesper_PLAYERNAME_2006","EaglesHolesper_ROUNDS_2006","EaglesHolesper_FREQUENCY_2006","EaglesHolesper_OFHOLES_2006","EaglesHolesper_OFEAGLES_2006","stat_name","year"
1,1,"JB Holmes",81,72.9,1386,19,"EaglesHolesper",2006
2,2,"Tiger Woods",55,78,936,12,"EaglesHolesper",2006
3,3,"Robert Allenby",79,99,1386,14,"EaglesHolesper",2006
4,4,"Charles Warren",93,101.3,1620,16,"EaglesHolesper",2006
5,5,"Adam Scott",70,102,1224,12,"EaglesHolesper",2006
6,6,"John Rollins",93,102.4,1638,16,"EaglesHolesper",2006
7,7,"Craig Barlow",77,109.5,1314,12,"EaglesHolesper",2006
8,8,"Kris Cox",83,112.2,1458,13,"EaglesHolesper",2006
9,9,"Scott Gutschewski",53,114.8,918,8,"EaglesHolesper",2006
10,10,"Jason Gore",86,116.3,1512,13,"EaglesHolesper",2006
11,11,"Stephen Ames",63,124,1116,9,"EaglesHolesper",2006
12,12,"Phil Mickelson",74,124.2,1242,10,"EaglesHolesper",2006
13,13,"Fred Couples",52,128.6,900,7,"EaglesHolesper",2006
14,14,"Bubba Watson",83,129.3,1422,11,"EaglesHolesper",2006
15,15,"John Huston",74,129.6,1296,10,"EaglesHolesper",2006
16,16,"Ted Purdy",103,129.9,1818,14,"EaglesHolesper",2006
17,17,"Jose Maria Olazabal",62,130.5,1044,8,"EaglesHolesper",2006
18,18,"Arjun Atwal",97,131.5,1710,13,"EaglesHolesper",2006
19,19,"Will Ma Kenzie",91,132,1584,12,"EaglesHolesper",2006
20,20,"Kevin Sutherland",100,132.9,1728,13,"EaglesHolesper",2006
21,21,"Charley Hoffman",100,135.7,1764,13,"EaglesHolesper",2006
22,22,"Jesper Parnevik",84,137.5,1512,11,"EaglesHolesper",2006
23,23,"Vijay Singh",103,138.5,1800,13,"EaglesHolesper",2006
24,24,"John Senden",96,139.5,1674,12,"EaglesHolesper",2006
25,25,"Daisuke Maruyama",83,142.2,1422,10,"EaglesHolesper",2006
26,26,"Tim Herron",82,145.8,1458,10,"EaglesHolesper",2006
27,27,"David Branshaw",98,147,1764,12,"EaglesHolesper",2006
28,28,"DJ Trahan",92,147.3,1620,11,"EaglesHolesper",2006
29,29,"Daniel Chopra",110,148.2,1926,13,"EaglesHolesper",2006
30,30,"Harrison Frazar",95,148.9,1638,11,"EaglesHolesper",2006
31,31,"Lucas Glover",105,151.5,1818,12,"EaglesHolesper",2006
31,31,"Kent Jones",103,151.5,1818,12,"EaglesHolesper",2006
31,31,"Troy Matteson",101,151.5,1818,12,"EaglesHolesper",2006
34,34,"Vance Veazey",59,151.7,1062,7,"EaglesHolesper",2006
35,35,"Davis Love III",85,152,1368,9,"EaglesHolesper",2006
36,36,"Camilo Villegas",95,152.2,1674,11,"EaglesHolesper",2006
37,37,"Billy Mayfair",94,153.8,1692,11,"EaglesHolesper",2006
38,38,"Retief Goosen",68,154.3,1080,7,"EaglesHolesper",2006
39,39,"David Duval",71,155.3,1242,8,"EaglesHolesper",2006
40,40,"Bob Tway",81,156,1404,9,"EaglesHolesper",2006
41,41,"Roger Tambellini",64,156.9,1098,7,"EaglesHolesper",2006
42,42,"Geoff Ogilvy",76,157.5,1260,8,"EaglesHolesper",2006
43,43,"Justin Leonard",83,158,1422,9,"EaglesHolesper",2006
44,44,"Brandt Jobe",91,158.4,1584,10,"EaglesHolesper",2006
45,45,"Steve Flesch",119,159.2,2070,13,"EaglesHolesper",2006
46,46,"Eric Axley",91,160.2,1602,10,"EaglesHolesper",2006
47,47,"Sean OHair",100,160.4,1764,11,"EaglesHolesper",2006
48,48,"Brett Wetterich",82,164,1476,9,"EaglesHolesper",2006
49,49,"Ernie Els",69,164.6,1152,7,"EaglesHolesper",2006
50,50,"Sergio Garcia",59,165,990,6,"EaglesHolesper",2006
51,51,"Robert Garrigus",85,166,1494,9,"EaglesHolesper",2006
52,52,"Carl Pettersson",95,167.4,1674,10,"EaglesHolesper",2006
53,53,"Jon Mills",68,169.7,1188,7,"EaglesHolesper",2006
54,54,"Tom Pernice Jr",108,170.2,1872,11,"EaglesHolesper",2006
55,55,"Aaron Baddeley",78,171,1368,8,"EaglesHolesper",2006
56,56,"Carlos Franco",86,172,1548,9,"EaglesHolesper",2006
57,57,"Chris Smith",67,172.3,1206,7,"EaglesHolesper",2006
58,58,"Bill Haas",99,172.8,1728,10,"EaglesHolesper",2006
59,59,"Chad Campbell",91,174,1566,9,"EaglesHolesper",2006
60,60,"Steve Lowery",99,174.6,1746,10,"EaglesHolesper",2006
61,61,"Stuart Appleby",83,175.5,1404,8,"EaglesHolesper",2006
