"EaglesHolesper_RANKTHISWEEK_2006","EaglesHolesper_RANKLASTWEEK_2006","EaglesHolesper_PLAYERNAME_2006","EaglesHolesper_ROUNDS_2006","EaglesHolesper_FREQUENCY_2006","EaglesHolesper_OFHOLES_2006","EaglesHolesper_OFEAGLES_2006","stat_name","year"
62,62,"Zach Johnson",98,176,1584,9,"EaglesHolesper",2006
62,62,"Vaughn Taylor",88,176,1584,9,"EaglesHolesper",2006
64,64,"Arron Oberholser",82,177.8,1422,8,"EaglesHolesper",2006
65,65,"Jerry Kelly",100,180,1800,10,"EaglesHolesper",2006
65,65,"Pat Perez",50,180,900,5,"EaglesHolesper",2006
65,65,"Patrick Sheehan",104,180,1800,10,"EaglesHolesper",2006
65,65,"Paul Stankowski",70,180,1260,7,"EaglesHolesper",2006
69,69,"Alex Aragon",63,183,1098,6,"EaglesHolesper",2006
70,70,"Steve Elkington",52,183.6,918,5,"EaglesHolesper",2006
70,70,"Ryuji Imada",105,183.6,1836,10,"EaglesHolesper",2006
70,70,"Bo Van Pelt",102,183.6,1836,10,"EaglesHolesper",2006
73,73,"Todd Hamilton",72,185.1,1296,7,"EaglesHolesper",2006
73,73,"Bernhard Langer",77,185.1,1296,7,"EaglesHolesper",2006
75,75,"JJ Henry",96,186,1674,9,"EaglesHolesper",2006
76,76,"Rory Sabbatini",84,186.8,1494,8,"EaglesHolesper",2006
77,77,"Jason Bohn",104,187.2,1872,10,"EaglesHolesper",2006
78,78,"Luke Donald",66,189,1134,6,"EaglesHolesper",2006
79,79,"Henrik Bjornstad",97,190,1710,9,"EaglesHolesper",2006
80,80,"Trevor Immelman",86,193.5,1548,8,"EaglesHolesper",2006
81,81,"Paul Azinger",87,195.8,1566,8,"EaglesHolesper",2006
82,82,"Briny Baird",81,198,1386,7,"EaglesHolesper",2006
82,82,"Jonathan Byrd",66,198,1188,6,"EaglesHolesper",2006
84,84,"Joe Durant",101,202,1818,9,"EaglesHolesper",2006
85,85,"Ben Crane",85,205.7,1440,7,"EaglesHolesper",2006
85,85,"James Driscoll",80,205.7,1440,7,"EaglesHolesper",2006
85,85,"David McKenzie",82,205.7,1440,7,"EaglesHolesper",2006
88,88,"David Toms",76,207,1242,6,"EaglesHolesper",2006
89,89,"Charles Howell III",96,209.3,1674,8,"EaglesHolesper",2006
89,89,"Shaun Micheel",96,209.3,1674,8,"EaglesHolesper",2006
91,91,"Mathew Goggin",72,210,1260,6,"EaglesHolesper",2006
92,92,"Wes Short Jr",96,211.5,1692,8,"EaglesHolesper",2006
93,93,"Dudley Hart",83,213.4,1494,7,"EaglesHolesper",2006
94,94,"Nick Watney",97,213.8,1710,8,"EaglesHolesper",2006
95,95,"Michael Allen",84,216,1512,7,"EaglesHolesper",2006
95,95,"Bubba Dickerson",98,216,1728,8,"EaglesHolesper",2006
95,95,"Tom Lehman",70,216,1080,5,"EaglesHolesper",2006
98,98,"Bob Estes",85,218.6,1530,7,"EaglesHolesper",2006
98,98,"Mike Weir",88,218.6,1530,7,"EaglesHolesper",2006
100,100,"John Daly",51,220.5,882,4,"EaglesHolesper",2006
101,101,"Bart Bryant",87,221.1,1548,7,"EaglesHolesper",2006
102,102,"Billy Andrade",78,222,1332,6,"EaglesHolesper",2006
103,103,"Steve Stricker",64,223.2,1116,5,"EaglesHolesper",2006
104,104,"Stewart Cink",93,226.3,1584,7,"EaglesHolesper",2006
105,105,"Mathias Gronberg",92,228.9,1602,7,"EaglesHolesper",2006
106,106,"Brian Davis",92,231.4,1620,7,"EaglesHolesper",2006
107,107,"Brian Bateman",69,234,1170,5,"EaglesHolesper",2006
107,107,"Joe Ogilvie",95,234,1638,7,"EaglesHolesper",2006
109,109,"Matt Hansen",68,237.6,1188,5,"EaglesHolesper",2006
110,110,"Nicholas Thompson",96,239.1,1674,7,"EaglesHolesper",2006
111,111,"DA Points",82,240,1440,6,"EaglesHolesper",2006
112,112,"John Cook",67,241.2,1206,5,"EaglesHolesper",2006
113,113,"Jeff Maggert",81,243,1458,6,"EaglesHolesper",2006
114,114,"Rich Beem",85,249,1494,6,"EaglesHolesper",2006
115,115,"Frank Lickliter II",99,249.4,1746,7,"EaglesHolesper",2006
116,116,"Dean Wilson",115,249.8,1998,8,"EaglesHolesper",2006
117,117,"Freddie Jacobson",56,252,1008,4,"EaglesHolesper",2006
117,117,"Rod Pampling",89,252,1512,6,"EaglesHolesper",2006
117,117,"Kirk Triplett",58,252,1008,4,"EaglesHolesper",2006
120,120,"Ryan Palmer",101,254.6,1782,7,"EaglesHolesper",2006
121,121,"Tag Ridings",103,257.1,1800,7,"EaglesHolesper",2006
122,122,"Kenny Perry",73,259.2,1296,5,"EaglesHolesper",2006
123,123,"Shane Bertsch",104,262.3,1836,7,"EaglesHolesper",2006
124,124,"Olin Browne",108,267.4,1872,7,"EaglesHolesper",2006
125,125,"Brett Quigley",109,270,1890,7,"EaglesHolesper",2006
125,125,"Jason Schultz",77,270,1350,5,"EaglesHolesper",2006
125,125,"Joey Sindelar",90,270,1620,6,"EaglesHolesper",2006
128,128,"Robert Damron",91,273,1638,6,"EaglesHolesper",2006
129,129,"Ian Leggatt",80,273.6,1368,5,"EaglesHolesper",2006
129,129,"Mark Wilson",79,273.6,1368,5,"EaglesHolesper",2006
131,131,"Woody Austin",107,275.1,1926,7,"EaglesHolesper",2006
132,132,"KJ Choi",93,276,1656,6,"EaglesHolesper",2006
133,133,"Greg Owen",79,277.2,1386,5,"EaglesHolesper",2006
134,134,"Heath Slocum",96,279,1674,6,"EaglesHolesper",2006
135,135,"Jeff Brehaut",100,288,1728,6,"EaglesHolesper",2006
135,135,"Michael Connell",51,288,864,3,"EaglesHolesper",2006
137,137,"Ryan Moore",68,292.5,1170,4,"EaglesHolesper",2006
138,138,"Hunter Mahan",98,294,1764,6,"EaglesHolesper",2006
139,139,"Chris Riley",86,295.2,1476,5,"EaglesHolesper",2006
140,140,"Thomas Levet",53,306,918,3,"EaglesHolesper",2006
140,140,"Larry Mize",53,306,918,3,"EaglesHolesper",2006
142,142,"Scott Verplank",88,309.6,1548,5,"EaglesHolesper",2006
143,143,"Nathan Green",108,312,1872,6,"EaglesHolesper",2006
144,144,"Marco Dawson",87,313.2,1566,5,"EaglesHolesper",2006
145,145,"Fred Funk",106,315,1890,6,"EaglesHolesper",2006
145,145,"Corey Pavin",74,315,1260,4,"EaglesHolesper",2006
147,147,"Alex Cejka",93,327.6,1638,5,"EaglesHolesper",2006
147,147,"Tim Petrovic",95,327.6,1638,5,"EaglesHolesper",2006
149,149,"Jonathan Kaye",95,331.2,1656,5,"EaglesHolesper",2006
149,149,"Shigeki Maruyama",94,331.2,1656,5,"EaglesHolesper",2006
151,151,"Jeff Overton",95,334.8,1674,5,"EaglesHolesper",2006
152,152,"Chris Couch",75,337.5,1350,4,"EaglesHolesper",2006
153,153,"JL Lewis",57,342,1026,3,"EaglesHolesper",2006
153,153,"Tjaart van der Walt",60,342,1026,3,"EaglesHolesper",2006
155,155,"Jimmy Walker",60,348,1044,3,"EaglesHolesper",2006
156,156,"Brent Geiberger",99,349.2,1746,5,"EaglesHolesper",2006
157,157,"Chris DiMarco",83,351,1404,4,"EaglesHolesper",2006
158,158,"Ryan Hietala",61,354,1062,3,"EaglesHolesper",2006
158,158,"Len Mattiace",59,354,1062,3,"EaglesHolesper",2006
158,158,"Omar Uresti",61,354,1062,3,"EaglesHolesper",2006
161,161,"Tim Clark",80,355.5,1422,4,"EaglesHolesper",2006
161,161,"Lee Janzen",79,355.5,1422,4,"EaglesHolesper",2006
163,163,"Bob May",65,372,1116,3,"EaglesHolesper",2006
164,164,"Brian Gay",107,385.2,1926,5,"EaglesHolesper",2006
165,165,"Tommy Armour III",65,390,1170,3,"EaglesHolesper",2006
165,165,"Mike Sposa",68,390,1170,3,"EaglesHolesper",2006
167,167,"Jim Furyk",89,396,1584,4,"EaglesHolesper",2006
168,168,"Greg Chalmers",71,402,1206,3,"EaglesHolesper",2006
168,168,"John Engler Jr",69,402,1206,3,"EaglesHolesper",2006
170,170,"Jerry Smith",94,414,1656,4,"EaglesHolesper",2006
170,170,"Duffy Waldorf",96,414,1656,4,"EaglesHolesper",2006
172,172,"Robert Gamez",94,423,1692,4,"EaglesHolesper",2006
172,172,"Richard Johnson",94,423,1692,4,"EaglesHolesper",2006
174,174,"Skip Kendall",72,432,1296,3,"EaglesHolesper",2006
175,175,"Todd Fischer",101,445.5,1782,4,"EaglesHolesper",2006
176,176,"Padraig Harrington",54,450,900,2,"EaglesHolesper",2006
176,176,"Greg Kraft",79,450,1350,3,"EaglesHolesper",2006
178,178,"Brad Faxon",78,468,1404,3,"EaglesHolesper",2006
179,179,"JP Hayes",55,495,990,2,"EaglesHolesper",2006
180,180,"Mark Brooks",90,534,1602,3,"EaglesHolesper",2006
181,181,"Mark Calcavecchia",94,558,1674,3,"EaglesHolesper",2006
182,182,"Justin Rose",98,570,1710,3,"EaglesHolesper",2006
183,183,"Danny Ellis",68,576,1152,2,"EaglesHolesper",2006
184,184,"Jeff Sluman",101,606,1818,3,"EaglesHolesper",2006
185,185,"Paul Goydos",72,648,1296,2,"EaglesHolesper",2006
186,186,"Hidemichi Tanaka",74,657,1314,2,"EaglesHolesper",2006
187,187,"Ron Whittaker",81,711,1422,2,"EaglesHolesper",2006
188,188,"Steve Jones",83,738,1476,2,"EaglesHolesper",2006
189,189,"Stephen Leaney",84,756,1512,2,"EaglesHolesper",2006
190,190,"Ben Curtis",86,774,1548,2,"EaglesHolesper",2006
191,191,"Jeff Gove",91,783,1566,2,"EaglesHolesper",2006
192,192,"David Howell",52,810,810,1,"EaglesHolesper",2006
193,193,"Ian Poulter",53,936,936,1,"EaglesHolesper",2006
194,194,"Doug Barron",74,1314,1314,1,"EaglesHolesper",2006
195,195,"Peter Lonard",77,1368,1368,1,"EaglesHolesper",2006
