"GIRPutting25_RANKTHISWEEK_2008","GIRPutting25_RANKLASTWEEK_2008","GIRPutting25_PLAYERNAME_2008","GIRPutting25_ROUNDS_2008","GIRPutting25_Pct_2008","GIRPutting25_ATTEMPTS_2008","GIRPutting25_PUTTSMADE_2008","stat_name","year"
1,1,"Corey Pavin",69,10.8,213,23,"GIRPutting25",2008
2,2,"Jeff Quinney",87,8.66,277,24,"GIRPutting25",2008
3,3,"Bob Tway",70,8.65,208,18,"GIRPutting25",2008
4,4,"Rory Sabbatini",77,8.33,252,21,"GIRPutting25",2008
5,5,"Steve Stricker",75,8.26,230,19,"GIRPutting25",2008
6,6,"Matt Kuchar",88,8.24,279,23,"GIRPutting25",2008
7,7,"Scott McCarron",63,8.18,220,18,"GIRPutting25",2008
8,8,"Jesper Parnevik",88,7.95,327,26,"GIRPutting25",2008
9,9,"Ryuji Imada",80,7.87,267,21,"GIRPutting25",2008
10,10,"Stewart Cink",87,7.78,270,21,"GIRPutting25",2008
11,11,"JP Hayes",67,7.69,247,19,"GIRPutting25",2008
12,12,"Tim Petrovic",97,7.67,326,25,"GIRPutting25",2008
13,13,"Marco Dawson",64,7.65,183,14,"GIRPutting25",2008
14,14,"John Mallinger",95,7.64,288,22,"GIRPutting25",2008
15,15,"Mark Hensby",71,7.6,250,19,"GIRPutting25",2008
16,16,"Craig Kanada",65,7.45,188,14,"GIRPutting25",2008
17,17,"Steve Lowery",74,7.38,271,20,"GIRPutting25",2008
18,18,"Steve Elkington",84,7.37,285,21,"GIRPutting25",2008
19,19,"Chad Campbell",94,7.25,345,25,"GIRPutting25",2008
19,19,"Camilo Villegas",79,7.25,262,19,"GIRPutting25",2008
21,21,"Vijay Singh",82,7.17,237,17,"GIRPutting25",2008
22,22,"Steve Marino",119,7.13,463,33,"GIRPutting25",2008
23,23,"Todd Hamilton",92,7.12,295,21,"GIRPutting25",2008
24,24,"Retief Goosen",59,7.01,157,11,"GIRPutting25",2008
24,24,"Doug LaBelle II",65,7.01,214,15,"GIRPutting25",2008
26,26,"Woody Austin",109,6.99,329,23,"GIRPutting25",2008
26,26,"Parker McLachlin",88,6.99,329,23,"GIRPutting25",2008
28,28,"Paul Goydos",78,6.96,230,16,"GIRPutting25",2008
