"FinalRoundScoringAverage_RANKTHISWEEK_2007","FinalRoundScoringAverage_RANKLASTWEEK_2007","FinalRoundScoringAverage_PLAYERNAME_2007","FinalRoundScoringAverage__2007","FinalRoundScoringAverage_AVG_2007","FinalRoundScoringAverage_TOTALSTROKES_2007","FinalRoundScoringAverage_TOTALROUNDS_2007","stat_name","year"
51,51,"Tim Herron",NA,71,1562,22,"FinalRoundScoringAverage",2007
51,51,"Peter Lonard",NA,71,1065,15,"FinalRoundScoringAverage",2007
51,51,"Jarrod Lyle",NA,71,994,14,"FinalRoundScoringAverage",2007
51,51,"Justin Rose",NA,71,994,14,"FinalRoundScoringAverage",2007
59,59,"Rod Pampling",NA,71.05,1492,21,"FinalRoundScoringAverage",2007
60,60,"Jesper Parnevik",NA,71.06,1137,16,"FinalRoundScoringAverage",2007
60,60,"Adam Scott",NA,71.06,1137,16,"FinalRoundScoringAverage",2007
60,60,"Mike Weir",NA,71.06,1279,18,"FinalRoundScoringAverage",2007
63,63,"Richard Johnson",NA,71.07,1066,15,"FinalRoundScoringAverage",2007
64,64,"Ryan Armour",NA,71.1,1493,21,"FinalRoundScoringAverage",2007
64,64,"Daniel Chopra",NA,71.1,1422,20,"FinalRoundScoringAverage",2007
66,66,"Michael Sim",NA,71.11,640,9,"FinalRoundScoringAverage",2007
66,66,"Mark Wilson",NA,71.11,1280,18,"FinalRoundScoringAverage",2007
68,68,"Steve Elkington",NA,71.12,1209,17,"FinalRoundScoringAverage",2007
69,69,"Arron Oberholser",NA,71.13,1138,16,"FinalRoundScoringAverage",2007
70,70,"Jerry Kelly",NA,71.14,1494,21,"FinalRoundScoringAverage",2007
71,71,"Parker McLachlin",NA,71.15,925,13,"FinalRoundScoringAverage",2007
72,72,"Glen Day",NA,71.19,1139,16,"FinalRoundScoringAverage",2007
72,72,"Mathias Gronberg",NA,71.19,1139,16,"FinalRoundScoringAverage",2007
72,72,"John Merrick",NA,71.19,1139,16,"FinalRoundScoringAverage",2007
72,72,"Sean OHair",NA,71.19,1495,21,"FinalRoundScoringAverage",2007
76,76,"Chris Couch",NA,71.2,712,10,"FinalRoundScoringAverage",2007
77,77,"Ryan Palmer",NA,71.21,997,14,"FinalRoundScoringAverage",2007
78,78,"Nathan Green",NA,71.23,1567,22,"FinalRoundScoringAverage",2007
79,79,"John Daly",NA,71.25,570,8,"FinalRoundScoringAverage",2007
80,80,"Greg Owen",NA,71.27,784,11,"FinalRoundScoringAverage",2007
81,81,"Dean Wilson",NA,71.28,1283,18,"FinalRoundScoringAverage",2007
82,82,"Tommy Armour III",NA,71.31,1141,16,"FinalRoundScoringAverage",2007
82,82,"Gavin Coles",NA,71.31,1141,16,"FinalRoundScoringAverage",2007
82,82,"Bubba Watson",NA,71.31,927,13,"FinalRoundScoringAverage",2007
85,85,"Andrew Buckle",NA,71.33,856,12,"FinalRoundScoringAverage",2007
85,85,"Ken Duke",NA,71.33,1712,24,"FinalRoundScoringAverage",2007
87,87,"Ryuji Imada",NA,71.35,1427,20,"FinalRoundScoringAverage",2007
87,87,"Will Ma Kenzie",NA,71.35,1427,20,"FinalRoundScoringAverage",2007
89,89,"Scott Gutschewski",NA,71.36,785,11,"FinalRoundScoringAverage",2007
89,89,"John Rollins",NA,71.36,1570,22,"FinalRoundScoringAverage",2007
91,91,"Bill Haas",NA,71.38,1142,16,"FinalRoundScoringAverage",2007
91,91,"Shigeki Maruyama",NA,71.38,928,13,"FinalRoundScoringAverage",2007
91,91,"Chris Tidland",NA,71.38,571,8,"FinalRoundScoringAverage",2007
94,94,"George McNeill",NA,71.39,1285,18,"FinalRoundScoringAverage",2007
95,95,"Carl Pettersson",NA,71.42,1714,24,"FinalRoundScoringAverage",2007
96,96,"Lucas Glover",NA,71.43,1500,21,"FinalRoundScoringAverage",2007
97,97,"Scott Verplank",NA,71.44,1286,18,"FinalRoundScoringAverage",2007
98,98,"Woody Austin",NA,71.45,1429,20,"FinalRoundScoringAverage",2007
99,99,"JP Hayes",NA,71.47,1072,15,"FinalRoundScoringAverage",2007
99,99,"Charles Howell III",NA,71.47,1215,17,"FinalRoundScoringAverage",2007
99,99,"Kent Jones",NA,71.47,1215,17,"FinalRoundScoringAverage",2007
99,99,"Kenny Perry",NA,71.47,1215,17,"FinalRoundScoringAverage",2007
103,103,"Lee Janzen",NA,71.5,572,8,"FinalRoundScoringAverage",2007
103,103,"Tom Lehman",NA,71.5,858,12,"FinalRoundScoringAverage",2007
105,105,"Harrison Frazar",NA,71.55,787,11,"FinalRoundScoringAverage",2007
105,105,"Jay Williamson",NA,71.55,787,11,"FinalRoundScoringAverage",2007
107,107,"Michael Boyd",NA,71.56,644,9,"FinalRoundScoringAverage",2007
108,108,"Mark Brooks",NA,71.57,501,7,"FinalRoundScoringAverage",2007
108,108,"Brian Davis",NA,71.57,1503,21,"FinalRoundScoringAverage",2007
108,108,"Paul Stankowski",NA,71.57,501,7,"FinalRoundScoringAverage",2007
111,111,"Nick Watney",NA,71.59,1217,17,"FinalRoundScoringAverage",2007
112,112,"DJ Trahan",NA,71.61,1289,18,"FinalRoundScoringAverage",2007
113,113,"Robert Gamez",NA,71.62,931,13,"FinalRoundScoringAverage",2007
114,114,"Charlie Wi",NA,71.72,1291,18,"FinalRoundScoringAverage",2007
115,115,"Brendon de Jonge",NA,71.75,861,12,"FinalRoundScoringAverage",2007
116,116,"Steve Marino",NA,71.76,1507,21,"FinalRoundScoringAverage",2007
117,117,"Craig Lile",NA,71.79,1005,14,"FinalRoundScoringAverage",2007
118,118,"Briny Baird",NA,71.81,1867,26,"FinalRoundScoringAverage",2007
119,119,"Robert Garrigus",NA,71.83,1293,18,"FinalRoundScoringAverage",2007
119,119,"Geoff Ogilvy",NA,71.83,1293,18,"FinalRoundScoringAverage",2007
121,121,"Ted Purdy",NA,71.84,1365,19,"FinalRoundScoringAverage",2007
122,122,"Brian Gay",NA,71.86,1509,21,"FinalRoundScoringAverage",2007
122,122,"Matt Hendrix",NA,71.86,503,7,"FinalRoundScoringAverage",2007
124,124,"Billy Andrade",NA,71.88,1150,16,"FinalRoundScoringAverage",2007
124,124,"Shaun Micheel",NA,71.88,1150,16,"FinalRoundScoringAverage",2007
124,124,"Kevin Sutherland",NA,71.88,1222,17,"FinalRoundScoringAverage",2007
127,127,"Paul Gow",NA,71.89,647,9,"FinalRoundScoringAverage",2007
127,127,"Jeff Quinney",NA,71.89,1294,18,"FinalRoundScoringAverage",2007
129,129,"Fred Funk",NA,71.92,863,12,"FinalRoundScoringAverage",2007
129,129,"Chris Riley",NA,71.92,863,12,"FinalRoundScoringAverage",2007
131,131,"Michael Allen",NA,71.93,1079,15,"FinalRoundScoringAverage",2007
132,132,"Bob Estes",NA,72,1152,16,"FinalRoundScoringAverage",2007
132,132,"Kevin Na",NA,72,1152,16,"FinalRoundScoringAverage",2007
132,132,"Jim Rutledge",NA,72,360,5,"FinalRoundScoringAverage",2007
132,132,"Henrik Stenson",NA,72,648,9,"FinalRoundScoringAverage",2007
132,132,"Kirk Triplett",NA,72,864,12,"FinalRoundScoringAverage",2007
137,137,"Retief Goosen",NA,72.09,793,11,"FinalRoundScoringAverage",2007
137,137,"Paul Goydos",NA,72.09,793,11,"FinalRoundScoringAverage",2007
139,139,"Charles Warren",NA,72.1,1514,21,"FinalRoundScoringAverage",2007
140,140,"Vaughn Taylor",NA,72.11,1298,18,"FinalRoundScoringAverage",2007
141,141,"Corey Pavin",NA,72.13,1082,15,"FinalRoundScoringAverage",2007
142,142,"Steve Allan",NA,72.15,938,13,"FinalRoundScoringAverage",2007
142,142,"Craig Bowden",NA,72.15,938,13,"FinalRoundScoringAverage",2007
144,144,"Cameron Beckman",NA,72.16,1371,19,"FinalRoundScoringAverage",2007
145,145,"Charley Hoffman",NA,72.17,1299,18,"FinalRoundScoringAverage",2007
146,146,"Steve Wheatcroft",NA,72.2,722,10,"FinalRoundScoringAverage",2007
147,147,"Tom Pernice Jr",NA,72.25,1445,20,"FinalRoundScoringAverage",2007
148,148,"Cliff Kresge",NA,72.26,1662,23,"FinalRoundScoringAverage",2007
148,148,"Bob Tway",NA,72.26,1373,19,"FinalRoundScoringAverage",2007
150,150,"Johnson Wagner",NA,72.27,1084,15,"FinalRoundScoringAverage",2007
151,151,"Anders Hansen",NA,72.3,723,10,"FinalRoundScoringAverage",2007
152,152,"Aaron Baddeley",NA,72.33,1302,18,"FinalRoundScoringAverage",2007
152,152,"John Mallinger",NA,72.33,1302,18,"FinalRoundScoringAverage",2007
152,152,"Jason Schultz",NA,72.33,651,9,"FinalRoundScoringAverage",2007
155,155,"Stuart Appleby",NA,72.36,1013,14,"FinalRoundScoringAverage",2007
156,156,"Eric Axley",NA,72.38,1158,16,"FinalRoundScoringAverage",2007
156,156,"Mark Hensby",NA,72.38,1158,16,"FinalRoundScoringAverage",2007
158,158,"Troy Matteson",NA,72.41,1231,17,"FinalRoundScoringAverage",2007
159,159,"Craig Kanada",NA,72.45,1449,20,"FinalRoundScoringAverage",2007
160,160,"Stephen Ames",NA,72.47,1232,17,"FinalRoundScoringAverage",2007
161,161,"Craig Barlow",NA,72.5,725,10,"FinalRoundScoringAverage",2007
162,162,"Ben Curtis",NA,72.53,1088,15,"FinalRoundScoringAverage",2007
162,162,"Brett Quigley",NA,72.53,1088,15,"FinalRoundScoringAverage",2007
164,164,"Jose Coceres",NA,72.56,653,9,"FinalRoundScoringAverage",2007
164,164,"Joe Durant",NA,72.56,1161,16,"FinalRoundScoringAverage",2007
166,166,"Michael Putnam",NA,72.58,1379,19,"FinalRoundScoringAverage",2007
167,167,"Rich Beem",NA,72.59,1234,17,"FinalRoundScoringAverage",2007
168,168,"Rich Barcelo",NA,72.62,944,13,"FinalRoundScoringAverage",2007
168,168,"Nick OHern",NA,72.62,944,13,"FinalRoundScoringAverage",2007
170,170,"JB Holmes",NA,72.67,872,12,"FinalRoundScoringAverage",2007
171,171,"Jason Bohn",NA,72.73,800,11,"FinalRoundScoringAverage",2007
171,171,"Daisuke Maruyama",NA,72.73,1091,15,"FinalRoundScoringAverage",2007
173,173,"Tag Ridings",NA,72.75,582,8,"FinalRoundScoringAverage",2007
174,174,"Trevor Immelman",NA,72.79,1019,14,"FinalRoundScoringAverage",2007
174,174,"Tripp Isenhour",NA,72.79,1019,14,"FinalRoundScoringAverage",2007
176,176,"Tom Johnson",NA,72.82,801,11,"FinalRoundScoringAverage",2007
176,176,"Duffy Waldorf",NA,72.82,801,11,"FinalRoundScoringAverage",2007
178,178,"Steve Lowery",NA,72.86,1020,14,"FinalRoundScoringAverage",2007
179,179,"Chris DiMarco",NA,72.87,1093,15,"FinalRoundScoringAverage",2007
180,180,"Jeff Brehaut",NA,72.88,583,8,"FinalRoundScoringAverage",2007
181,181,"David Branshaw",NA,72.9,729,10,"FinalRoundScoringAverage",2007
181,181,"Jeff Gove",NA,72.9,1458,20,"FinalRoundScoringAverage",2007
183,183,"Joey Sindelar",NA,72.92,875,12,"FinalRoundScoringAverage",2007
184,184,"Jeff Maggert",NA,72.93,1094,15,"FinalRoundScoringAverage",2007
185,185,"Steve Flesch",NA,72.95,1386,19,"FinalRoundScoringAverage",2007
186,186,"Jose Maria Olazabal",NA,73,730,10,"FinalRoundScoringAverage",2007
187,187,"Kevin Stadler",NA,73.06,1169,16,"FinalRoundScoringAverage",2007
188,188,"Todd Hamilton",NA,73.11,658,9,"FinalRoundScoringAverage",2007
189,189,"Chad Campbell",NA,73.12,1243,17,"FinalRoundScoringAverage",2007
190,190,"Bryce Molder",NA,73.29,513,7,"FinalRoundScoringAverage",2007
191,191,"Brian Bateman",NA,73.33,660,9,"FinalRoundScoringAverage",2007
192,192,"Jaco Van Zyl",NA,73.5,294,4,"FinalRoundScoringAverage",2007
193,193,"Jason Dufner",NA,73.65,1252,17,"FinalRoundScoringAverage",2007
194,194,"Kyle Reifers",NA,73.67,663,9,"FinalRoundScoringAverage",2007
195,195,"DJ Brigman",NA,74.09,815,11,"FinalRoundScoringAverage",2007
196,196,"Bubba Dickerson",NA,74.83,449,6,"FinalRoundScoringAverage",2007
