"PuttsMadePerEventOver10_RANKTHISWEEK_2006","PuttsMadePerEventOver10_RANKLASTWEEK_2006","PuttsMadePerEventOver10_PLAYERNAME_2006","PuttsMadePerEventOver10_ROUNDS_2006","PuttsMadePerEventOver10_PUTTSMADE_2006","stat_name","year"
1,1,"Stewart Cink",93,7.4,"PuttsMadePerEventOver10",2006
1,1,"Tiger Woods",55,7.4,"PuttsMadePerEventOver10",2006
3,3,"Rod Pampling",89,7.1,"PuttsMadePerEventOver10",2006
4,4,"Ben Crane",85,6.6,"PuttsMadePerEventOver10",2006
4,4,"Jim Furyk",89,6.6,"PuttsMadePerEventOver10",2006
4,4,"David Howell",52,6.6,"PuttsMadePerEventOver10",2006
4,4,"David Toms",76,6.6,"PuttsMadePerEventOver10",2006
8,8,"Davis Love III",85,6.5,"PuttsMadePerEventOver10",2006
9,9,"Vaughn Taylor",88,6.4,"PuttsMadePerEventOver10",2006
10,10,"Ian Poulter",53,6.3,"PuttsMadePerEventOver10",2006
10,10,"Steve Stricker",64,6.3,"PuttsMadePerEventOver10",2006
12,12,"Nathan Green",108,6.2,"PuttsMadePerEventOver10",2006
12,12,"Jose Maria Olazabal",62,6.2,"PuttsMadePerEventOver10",2006
12,12,"Brett Quigley",109,6.2,"PuttsMadePerEventOver10",2006
15,15,"Robert Allenby",79,6.1,"PuttsMadePerEventOver10",2006
15,15,"Stuart Appleby",83,6.1,"PuttsMadePerEventOver10",2006
15,15,"Brian Gay",107,6.1,"PuttsMadePerEventOver10",2006
15,15,"Zach Johnson",98,6.1,"PuttsMadePerEventOver10",2006
15,15,"Arron Oberholser",82,6.1,"PuttsMadePerEventOver10",2006
15,15,"Dean Wilson",115,6.1,"PuttsMadePerEventOver10",2006
21,21,"Carl Pettersson",95,6,"PuttsMadePerEventOver10",2006
21,21,"Vijay Singh",103,6,"PuttsMadePerEventOver10",2006
21,21,"Chris Smith",67,6,"PuttsMadePerEventOver10",2006
24,24,"KJ Choi",93,5.9,"PuttsMadePerEventOver10",2006
24,24,"Scott Verplank",88,5.9,"PuttsMadePerEventOver10",2006
