"TenthTeeEarlyPar5ScoringAverage_RANKTHISWEEK_2007","TenthTeeEarlyPar5ScoringAverage_RANKLASTWEEK_2007","TenthTeeEarlyPar5ScoringAverage_PLAYERNAME_2007","TenthTeeEarlyPar5ScoringAverage_ROUNDS_2007","TenthTeeEarlyPar5ScoringAverage_AVG_2007","TenthTeeEarlyPar5ScoringAverage_TOTALSTROKES_2007","TenthTeeEarlyPar5ScoringAverage_TOTALHOLES_2007","stat_name","year"
1,1,"Jim Furyk",84,4.32,203,47,"TenthTeeEarlyPar5ScoringAverage",2007
2,2,"Bubba Watson",80,4.36,196,45,"TenthTeeEarlyPar5ScoringAverage",2007
3,3,"Tiger Woods",63,4.37,131,30,"TenthTeeEarlyPar5ScoringAverage",2007
4,4,"Vijay Singh",102,4.42,252,57,"TenthTeeEarlyPar5ScoringAverage",2007
5,5,"Aaron Baddeley",83,4.43,93,21,"TenthTeeEarlyPar5ScoringAverage",2007
6,6,"Phil Mickelson",73,4.48,251,56,"TenthTeeEarlyPar5ScoringAverage",2007
7,7,"Mathew Goggin",97,4.51,316,70,"TenthTeeEarlyPar5ScoringAverage",2007
7,7,"Carl Pettersson",111,4.51,275,61,"TenthTeeEarlyPar5ScoringAverage",2007
9,9,"Jason Bohn",57,4.52,199,44,"TenthTeeEarlyPar5ScoringAverage",2007
9,9,"Mark Calcavecchia",93,4.52,199,44,"TenthTeeEarlyPar5ScoringAverage",2007
9,9,"Jeff Overton",60,4.52,95,21,"TenthTeeEarlyPar5ScoringAverage",2007
9,9,"Rod Pampling",92,4.52,190,42,"TenthTeeEarlyPar5ScoringAverage",2007
9,9,"Kevin Sutherland",85,4.52,321,71,"TenthTeeEarlyPar5ScoringAverage",2007
14,14,"Chris Riley",59,4.53,240,53,"TenthTeeEarlyPar5ScoringAverage",2007
15,15,"Tim Clark",66,4.54,109,24,"TenthTeeEarlyPar5ScoringAverage",2007
15,15,"Ryan Palmer",91,4.54,422,93,"TenthTeeEarlyPar5ScoringAverage",2007
15,15,"Johnson Wagner",97,4.54,227,50,"TenthTeeEarlyPar5ScoringAverage",2007
18,18,"Billy Mayfair",98,4.55,200,44,"TenthTeeEarlyPar5ScoringAverage",2007
18,18,"Brett Quigley",79,4.55,132,29,"TenthTeeEarlyPar5ScoringAverage",2007
20,20,"Jeff Gove",103,4.56,283,62,"TenthTeeEarlyPar5ScoringAverage",2007
20,20,"Bill Haas",93,4.56,260,57,"TenthTeeEarlyPar5ScoringAverage",2007
20,20,"Peter Lonard",85,4.56,196,43,"TenthTeeEarlyPar5ScoringAverage",2007
23,23,"Jonathan Byrd",73,4.57,201,44,"TenthTeeEarlyPar5ScoringAverage",2007
23,23,"Mark Hensby",81,4.57,210,46,"TenthTeeEarlyPar5ScoringAverage",2007
23,23,"George McNeill",95,4.57,343,75,"TenthTeeEarlyPar5ScoringAverage",2007
23,23,"Tom Pernice Jr",104,4.57,279,61,"TenthTeeEarlyPar5ScoringAverage",2007
23,23,"Brandt Snedeker",105,4.57,256,56,"TenthTeeEarlyPar5ScoringAverage",2007
23,23,"DJ Trahan",99,4.57,329,72,"TenthTeeEarlyPar5ScoringAverage",2007
29,29,"Steve Lowery",74,4.58,165,36,"TenthTeeEarlyPar5ScoringAverage",2007
29,29,"Ted Purdy",102,4.58,357,78,"TenthTeeEarlyPar5ScoringAverage",2007
31,31,"Cameron Beckman",96,4.59,271,59,"TenthTeeEarlyPar5ScoringAverage",2007
31,31,"Tom Johnson",74,4.59,257,56,"TenthTeeEarlyPar5ScoringAverage",2007
33,33,"Brian Davis",101,4.6,285,62,"TenthTeeEarlyPar5ScoringAverage",2007
33,33,"Robert Gamez",88,4.6,276,60,"TenthTeeEarlyPar5ScoringAverage",2007
33,33,"Craig Kanada",109,4.6,276,60,"TenthTeeEarlyPar5ScoringAverage",2007
33,33,"Geoff Ogilvy",84,4.6,161,35,"TenthTeeEarlyPar5ScoringAverage",2007
33,33,"Chris Stroud",66,4.6,184,40,"TenthTeeEarlyPar5ScoringAverage",2007
38,38,"Rich Barcelo",80,4.61,286,62,"TenthTeeEarlyPar5ScoringAverage",2007
38,38,"Steve Elkington",87,4.61,226,49,"TenthTeeEarlyPar5ScoringAverage",2007
38,38,"JJ Henry",86,4.61,189,41,"TenthTeeEarlyPar5ScoringAverage",2007
38,38,"Charley Hoffman",97,4.61,203,44,"TenthTeeEarlyPar5ScoringAverage",2007
38,38,"Anthony Kim",93,4.61,286,62,"TenthTeeEarlyPar5ScoringAverage",2007
38,38,"Cliff Kresge",107,4.61,272,59,"TenthTeeEarlyPar5ScoringAverage",2007
38,38,"Ryan Moore",92,4.61,281,61,"TenthTeeEarlyPar5ScoringAverage",2007
38,38,"Duffy Waldorf",69,4.61,249,54,"TenthTeeEarlyPar5ScoringAverage",2007
46,46,"Jerry Kelly",101,4.62,245,53,"TenthTeeEarlyPar5ScoringAverage",2007
46,46,"Craig Lile",77,4.62,314,68,"TenthTeeEarlyPar5ScoringAverage",2007
46,46,"Steve Stricker",81,4.62,134,29,"TenthTeeEarlyPar5ScoringAverage",2007
46,46,"Mike Weir",82,4.62,194,42,"TenthTeeEarlyPar5ScoringAverage",2007
50,50,"DJ Brigman",67,4.63,190,41,"TenthTeeEarlyPar5ScoringAverage",2007
50,50,"Harrison Frazar",88,4.63,278,60,"TenthTeeEarlyPar5ScoringAverage",2007
