"SmashFactor_RANKTHISWEEK_2007","SmashFactor_RANKLASTWEEK_2007","SmashFactor_PLAYERNAME_2007","SmashFactor_ROUNDS_2007","SmashFactor_AVG_2007","SmashFactor_TOTALSMASHFACTOR_2007","SmashFactor_TOTALATTEMPTS_2007","SmashFactor_HIGHESTVALUE_2007","SmashFactor_LOWESTVALUE_2007","stat_name","year"
1,1,"Mark Brooks",53,1.48,42.927,29,1.491,1.469,"SmashFactor",2007
1,1,"Bubba Dickerson",51,1.48,39.966,27,1.505,1.455,"SmashFactor",2007
3,3,"Chris DiMarco",79,1.479,69.529,47,1.522,1.451,"SmashFactor",2007
3,3,"Cliff Kresge",107,1.479,106.479,72,1.51,1.383,"SmashFactor",2007
3,3,"Billy Mayfair",98,1.479,96.13,65,1.506,1.433,"SmashFactor",2007
3,3,"Rory Sabbatini",81,1.479,65.096,44,1.499,1.465,"SmashFactor",2007
7,7,"Craig Bowden",78,1.478,76.866,52,1.509,1.453,"SmashFactor",2007
7,7,"Andrew Buckle",77,1.478,78.341,53,1.53,1.451,"SmashFactor",2007
7,7,"Bob Heintz",85,1.478,69.48,47,1.491,1.467,"SmashFactor",2007
7,7,"Tom Johnson",74,1.478,68.002,46,1.522,1.413,"SmashFactor",2007
7,7,"Davis Love III",66,1.478,63.534,43,1.522,1.453,"SmashFactor",2007
7,7,"Steve Marino",106,1.478,82.741,56,1.508,1.427,"SmashFactor",2007
7,7,"Ian Poulter",63,1.478,51.718,35,1.504,1.456,"SmashFactor",2007
7,7,"Steve Stricker",81,1.478,85.723,58,1.516,1.447,"SmashFactor",2007
7,7,"Vaughn Taylor",91,1.478,85.699,58,1.5,1.449,"SmashFactor",2007
7,7,"David Toms",80,1.478,78.312,53,1.532,1.439,"SmashFactor",2007
7,7,"Jay Williamson",50,1.478,44.343,30,1.51,1.457,"SmashFactor",2007
18,18,"Tommy Armour III",81,1.477,82.734,56,1.518,1.433,"SmashFactor",2007
18,18,"Rich Beem",89,1.477,87.119,59,1.512,1.368,"SmashFactor",2007
