"SmashFactor_RANKTHISWEEK_2007","SmashFactor_RANKLASTWEEK_2007","SmashFactor_PLAYERNAME_2007","SmashFactor_ROUNDS_2007","SmashFactor_AVG_2007","SmashFactor_TOTALSMASHFACTOR_2007","SmashFactor_TOTALATTEMPTS_2007","SmashFactor_HIGHESTVALUE_2007","SmashFactor_LOWESTVALUE_2007","stat_name","year"
18,18,"Alex Cejka",80,1.477,70.897,48,1.51,1.435,"SmashFactor",2007
18,18,"Tim Clark",66,1.477,75.315,51,1.512,1.455,"SmashFactor",2007
18,18,"Jason Dufner",100,1.477,79.759,54,1.512,1.463,"SmashFactor",2007
18,18,"Todd Hamilton",76,1.477,60.548,41,1.5,1.437,"SmashFactor",2007
18,18,"JP Hayes",89,1.477,84.162,57,1.502,1.435,"SmashFactor",2007
18,18,"Anthony Kim",93,1.477,81.222,55,1.502,1.425,"SmashFactor",2007
18,18,"Stephen Leaney",82,1.477,73.835,50,1.508,1.453,"SmashFactor",2007
18,18,"Craig Lile",77,1.477,69.401,47,1.52,1.435,"SmashFactor",2007
18,18,"Nick OHern",72,1.477,66.445,45,1.493,1.411,"SmashFactor",2007
18,18,"Arron Oberholser",69,1.477,72.387,49,1.489,1.459,"SmashFactor",2007
18,18,"Geoff Ogilvy",84,1.477,76.802,52,1.493,1.459,"SmashFactor",2007
18,18,"Jeff Overton",60,1.477,56.116,38,1.516,1.415,"SmashFactor",2007
18,18,"Paul Stankowski",52,1.477,36.934,25,1.502,1.428,"SmashFactor",2007
18,18,"Kevin Sutherland",85,1.477,81.22,55,1.5,1.455,"SmashFactor",2007
18,18,"Kirk Triplett",77,1.477,88.6,60,1.522,1.447,"SmashFactor",2007
18,18,"Bo Van Pelt",104,1.477,97.46,66,1.538,1.427,"SmashFactor",2007
36,36,"Steve Allan",63,1.476,56.094,38,1.51,1.447,"SmashFactor",2007
36,36,"Woody Austin",95,1.476,97.419,66,1.518,1.419,"SmashFactor",2007
36,36,"Craig Barlow",52,1.476,38.388,26,1.491,1.439,"SmashFactor",2007
36,36,"John Daly",59,1.476,36.907,25,1.495,1.407,"SmashFactor",2007
36,36,"Steve Flesch",100,1.476,84.112,57,1.516,1.447,"SmashFactor",2007
36,36,"Paul Gow",70,1.476,63.452,43,1.493,1.445,"SmashFactor",2007
36,36,"Peter Lonard",85,1.476,78.203,53,1.495,1.409,"SmashFactor",2007
36,36,"Jeff Maggert",79,1.476,84.104,57,1.51,1.449,"SmashFactor",2007
36,36,"Rocco Mediate",72,1.476,84.109,57,1.504,1.368,"SmashFactor",2007
36,36,"Bryce Molder",56,1.476,42.809,29,1.52,1.453,"SmashFactor",2007
36,36,"Tag Ridings",52,1.476,38.363,26,1.5,1.453,"SmashFactor",2007
36,36,"Vijay Singh",102,1.476,100.399,68,1.524,1.435,"SmashFactor",2007
36,36,"Brandt Snedeker",105,1.476,92.985,63,1.504,1.431,"SmashFactor",2007
36,36,"Mike Weir",82,1.476,69.362,47,1.506,1.453,"SmashFactor",2007
50,50,"Robert Allenby",90,1.475,78.159,53,1.491,1.435,"SmashFactor",2007
50,50,"Stuart Appleby",74,1.475,87.042,59,1.51,1.437,"SmashFactor",2007
50,50,"Briny Baird",115,1.475,110.61,75,1.514,1.391,"SmashFactor",2007
50,50,"Jason Bohn",57,1.475,51.608,35,1.5,1.423,"SmashFactor",2007
50,50,"DJ Brigman",67,1.475,57.534,39,1.514,1.453,"SmashFactor",2007
50,50,"KJ Choi",87,1.475,79.648,54,1.512,1.411,"SmashFactor",2007
50,50,"Steve Elkington",87,1.475,72.278,49,1.493,1.429,"SmashFactor",2007
50,50,"Robert Gamez",88,1.475,81.124,55,1.512,1.423,"SmashFactor",2007
50,50,"Padraig Harrington",64,1.475,50.146,34,1.491,1.431,"SmashFactor",2007
50,50,"Mark Hensby",81,1.475,84.08,57,1.502,1.401,"SmashFactor",2007
50,50,"Craig Kanada",109,1.475,104.719,71,1.502,1.457,"SmashFactor",2007
50,50,"Tom Lehman",62,1.475,56.058,38,1.514,1.395,"SmashFactor",2007
50,50,"Jarrod Lyle",77,1.475,70.79,48,1.51,1.435,"SmashFactor",2007
50,50,"Carl Pettersson",111,1.475,112.085,76,1.508,1.437,"SmashFactor",2007
50,50,"Chris Riley",59,1.475,48.66,33,1.502,1.425,"SmashFactor",2007
50,50,"Jim Rutledge",59,1.475,39.827,27,1.487,1.449,"SmashFactor",2007
50,50,"Chris Tidland",59,1.475,63.417,43,1.495,1.417,"SmashFactor",2007
50,50,"DJ Trahan",99,1.475,84.089,57,1.518,1.425,"SmashFactor",2007
50,50,"Mark Wilson",87,1.475,94.407,64,1.512,1.433,"SmashFactor",2007
69,69,"Ryan Armour",107,1.474,104.629,71,1.5,1.411,"SmashFactor",2007
69,69,"Michael Boyd",61,1.474,51.573,35,1.485,1.407,"SmashFactor",2007
69,69,"Brian Davis",101,1.474,91.373,62,1.5,1.403,"SmashFactor",2007
69,69,"Glen Day",85,1.474,78.132,53,1.514,1.415,"SmashFactor",2007
69,69,"Luke Donald",69,1.474,61.928,42,1.489,1.435,"SmashFactor",2007
69,69,"Ernie Els",59,1.474,48.637,33,1.495,1.425,"SmashFactor",2007
69,69,"Mathew Goggin",97,1.474,91.418,62,1.491,1.381,"SmashFactor",2007
69,69,"JJ Henry",86,1.474,70.758,48,1.514,1.407,"SmashFactor",2007
69,69,"Tim Herron",98,1.474,92.892,63,1.5,1.409,"SmashFactor",2007
69,69,"JB Holmes",71,1.474,53.069,36,1.495,1.398,"SmashFactor",2007
69,69,"Charles Howell III",89,1.474,78.144,53,1.506,1.425,"SmashFactor",2007
69,69,"Trevor Immelman",74,1.474,55.995,38,1.518,1.397,"SmashFactor",2007
69,69,"Zach Johnson",76,1.474,82.571,56,1.489,1.427,"SmashFactor",2007
69,69,"Jerry Kelly",101,1.474,94.33,64,1.493,1.427,"SmashFactor",2007
69,69,"Hunter Mahan",91,1.474,75.174,51,1.497,1.431,"SmashFactor",2007
69,69,"John Mallinger",96,1.474,97.286,66,1.497,1.401,"SmashFactor",2007
69,69,"Joe Ogilvie",102,1.474,101.7,69,1.514,1.409,"SmashFactor",2007
69,69,"Ryan Palmer",91,1.474,78.119,53,1.5,1.431,"SmashFactor",2007
69,69,"Jesper Parnevik",88,1.474,84.013,57,1.514,1.421,"SmashFactor",2007
69,69,"Brett Quigley",79,1.474,57.47,39,1.5,1.395,"SmashFactor",2007
69,69,"John Rollins",102,1.474,94.35,64,1.514,1.405,"SmashFactor",2007
69,69,"Jeff Sluman",60,1.474,44.206,30,1.51,1.443,"SmashFactor",2007
69,69,"Nick Watney",87,1.474,78.105,53,1.51,1.431,"SmashFactor",2007
92,92,"Rich Barcelo",80,1.473,69.208,47,1.508,1.417,"SmashFactor",2007
92,92,"Cameron Beckman",96,1.473,82.504,56,1.493,1.423,"SmashFactor",2007
92,92,"Stewart Cink",91,1.473,95.763,65,1.493,1.405,"SmashFactor",2007
92,92,"Harrison Frazar",88,1.473,63.318,43,1.52,1.387,"SmashFactor",2007
92,92,"Robert Garrigus",95,1.473,85.445,58,1.493,1.423,"SmashFactor",2007
92,92,"Jeff Gove",103,1.473,104.582,71,1.504,1.421,"SmashFactor",2007
92,92,"Charley Hoffman",97,1.473,95.769,65,1.522,1.421,"SmashFactor",2007
92,92,"Freddie Jacobson",70,1.473,64.809,44,1.522,1.435,"SmashFactor",2007
92,92,"Justin Leonard",95,1.473,97.215,66,1.494,1.391,"SmashFactor",2007
92,92,"Parker McLachlin",83,1.473,63.344,43,1.512,1.437,"SmashFactor",2007
92,92,"John Merrick",92,1.473,85.424,58,1.5,1.413,"SmashFactor",2007
92,92,"Ryan Moore",92,1.473,92.778,63,1.506,1.377,"SmashFactor",2007
92,92,"Sean OHair",98,1.473,94.292,64,1.493,1.431,"SmashFactor",2007
92,92,"Corey Pavin",81,1.473,73.644,50,1.497,1.421,"SmashFactor",2007
92,92,"Kyle Reifers",71,1.473,44.181,30,1.495,1.435,"SmashFactor",2007
92,92,"Heath Slocum",101,1.473,107.554,73,1.508,1.413,"SmashFactor",2007
92,92,"Scott Verplank",82,1.473,75.138,51,1.5,1.443,"SmashFactor",2007
92,92,"Bubba Watson",80,1.473,51.542,35,1.518,1.348,"SmashFactor",2007
110,110,"Billy Andrade",88,1.472,86.859,59,1.5,1.413,"SmashFactor",2007
110,110,"Eric Axley",107,1.472,98.633,67,1.524,1.364,"SmashFactor",2007
110,110,"Jonathan Byrd",73,1.472,72.133,49,1.495,1.415,"SmashFactor",2007
110,110,"Ben Curtis",80,1.472,78.01,53,1.508,1.399,"SmashFactor",2007
110,110,"Brendon de Jonge",76,1.472,61.808,42,1.512,1.413,"SmashFactor",2007
110,110,"Paul Goydos",60,1.472,58.876,40,1.493,1.439,"SmashFactor",2007
110,110,"Matt Hendrix",63,1.472,54.479,37,1.491,1.417,"SmashFactor",2007
110,110,"Shigeki Maruyama",84,1.472,80.985,55,1.508,1.427,"SmashFactor",2007
110,110,"Kevin Na",84,1.472,79.463,54,1.508,1.377,"SmashFactor",2007
110,110,"Tom Pernice Jr",104,1.472,91.26,62,1.516,1.383,"SmashFactor",2007
110,110,"Adam Scott",69,1.472,66.237,45,1.51,1.364,"SmashFactor",2007
110,110,"Darron Stiles",65,1.472,51.53,35,1.493,1.37,"SmashFactor",2007
110,110,"Chris Stroud",66,1.472,55.947,38,1.498,1.449,"SmashFactor",2007
110,110,"Jaco Van Zyl",51,1.472,48.589,33,1.491,1.379,"SmashFactor",2007
110,110,"Charles Warren",101,1.472,97.167,66,1.518,1.411,"SmashFactor",2007
125,125,"Lucas Glover",98,1.471,79.456,54,1.512,1.366,"SmashFactor",2007
125,125,"Bill Haas",93,1.471,77.941,53,1.5,1.435,"SmashFactor",2007
125,125,"Richard Johnson",93,1.471,69.142,47,1.493,1.425,"SmashFactor",2007
125,125,"Matt Kuchar",85,1.471,72.102,49,1.493,1.425,"SmashFactor",2007
125,125,"Daisuke Maruyama",86,1.471,79.44,54,1.5,1.431,"SmashFactor",2007
125,125,"Duffy Waldorf",69,1.471,58.825,40,1.522,1.397,"SmashFactor",2007
125,125,"Brett Wetterich",88,1.471,72.069,49,1.497,1.403,"SmashFactor",2007
132,132,"Jim Furyk",84,1.47,83.774,57,1.514,1.415,"SmashFactor",2007
132,132,"Mathias Gronberg",95,1.47,91.13,62,1.518,1.417,"SmashFactor",2007
132,132,"Ryuji Imada",104,1.47,113.176,77,1.5,1.391,"SmashFactor",2007
132,132,"Steve Lowery",74,1.47,73.51,50,1.495,1.419,"SmashFactor",2007
132,132,"Jason Schultz",63,1.47,42.626,29,1.52,1.314,"SmashFactor",2007
132,132,"Camilo Villegas",82,1.47,63.192,43,1.502,1.395,"SmashFactor",2007
138,138,"Fred Funk",65,1.469,60.229,41,1.489,1.405,"SmashFactor",2007
138,138,"Anders Hansen",55,1.469,44.062,30,1.493,1.421,"SmashFactor",2007
138,138,"Kent Jones",97,1.469,96.938,66,1.518,1.399,"SmashFactor",2007
138,138,"George McNeill",95,1.469,82.246,56,1.504,1.381,"SmashFactor",2007
138,138,"Ted Purdy",102,1.469,80.779,55,1.493,1.397,"SmashFactor",2007
138,138,"Tiger Woods",63,1.469,48.475,33,1.495,1.425,"SmashFactor",2007
144,144,"David Branshaw",83,1.468,79.286,54,1.508,1.354,"SmashFactor",2007
144,144,"Chad Campbell",96,1.468,83.701,57,1.493,1.397,"SmashFactor",2007
144,144,"Gavin Coles",87,1.468,74.892,51,1.491,1.403,"SmashFactor",2007
144,144,"Chris Couch",76,1.468,79.291,54,1.499,1.429,"SmashFactor",2007
144,144,"Nathan Green",103,1.468,93.974,64,1.52,1.37,"SmashFactor",2007
144,144,"Scott Gutschewski",67,1.468,39.633,27,1.487,1.431,"SmashFactor",2007
144,144,"Jeff Quinney",95,1.468,86.637,59,1.493,1.399,"SmashFactor",2007
144,144,"Dean Wilson",92,1.468,77.83,53,1.502,1.389,"SmashFactor",2007
152,152,"Marco Dawson",73,1.467,61.632,42,1.504,1.425,"SmashFactor",2007
152,152,"Retief Goosen",50,1.467,39.613,27,1.493,1.401,"SmashFactor",2007
152,152,"Kenny Perry",83,1.467,80.698,55,1.504,1.401,"SmashFactor",2007
152,152,"Tim Petrovic",106,1.467,85.093,58,1.499,1.389,"SmashFactor",2007
152,152,"Joey Sindelar",75,1.467,76.304,52,1.499,1.374,"SmashFactor",2007
157,157,"Tom Byrum",50,1.466,43.989,30,1.497,1.372,"SmashFactor",2007
157,157,"Doug LaBelle II",104,1.466,96.759,66,1.504,1.415,"SmashFactor",2007
157,157,"Troy Matteson",87,1.466,80.648,55,1.516,1.393,"SmashFactor",2007
157,157,"Bob Tway",103,1.466,90.872,62,1.495,1.431,"SmashFactor",2007
157,157,"Johnson Wagner",97,1.466,85.038,58,1.491,1.389,"SmashFactor",2007
162,162,"Tripp Isenhour",86,1.465,74.725,51,1.518,1.409,"SmashFactor",2007
162,162,"Lee Janzen",66,1.465,55.658,38,1.5,1.302,"SmashFactor",2007
162,162,"Shaun Micheel",91,1.465,65.916,45,1.504,1.417,"SmashFactor",2007
162,162,"Rod Pampling",92,1.465,84.992,58,1.506,1.348,"SmashFactor",2007
166,166,"Daniel Chopra",106,1.464,99.533,68,1.52,1.383,"SmashFactor",2007
166,166,"Sergio Garcia",68,1.464,62.944,43,1.5,1.395,"SmashFactor",2007
166,166,"Jose Maria Olazabal",52,1.464,38.056,26,1.495,1.397,"SmashFactor",2007
166,166,"Dicky Pride",71,1.464,65.869,45,1.495,1.405,"SmashFactor",2007
166,166,"Michael Putnam",96,1.464,67.348,46,1.5,1.36,"SmashFactor",2007
166,166,"John Senden",97,1.464,90.784,62,1.491,1.417,"SmashFactor",2007
172,172,"Brian Bateman",55,1.463,48.265,33,1.489,1.425,"SmashFactor",2007
172,172,"Joe Durant",88,1.463,83.388,57,1.487,1.362,"SmashFactor",2007
174,174,"Frank Lickliter II",95,1.462,95.019,65,1.504,1.372,"SmashFactor",2007
174,174,"Justin Rose",63,1.462,51.177,35,1.495,1.407,"SmashFactor",2007
176,176,"Aaron Baddeley",83,1.461,56.967,39,1.499,1.385,"SmashFactor",2007
176,176,"Jason Gore",86,1.461,81.807,56,1.51,1.318,"SmashFactor",2007
178,178,"Greg Owen",81,1.46,61.321,42,1.495,1.417,"SmashFactor",2007
178,178,"Michael Sim",52,1.46,46.719,32,1.495,1.298,"SmashFactor",2007
178,178,"Kevin Stadler",95,1.46,74.471,51,1.502,1.356,"SmashFactor",2007
181,181,"Jose Coceres",50,1.459,56.917,39,1.489,1.391,"SmashFactor",2007
181,181,"Ken Duke",112,1.459,81.731,56,1.497,1.409,"SmashFactor",2007
181,181,"Brian Gay",107,1.459,110.867,76,1.5,1.411,"SmashFactor",2007
184,184,"Stephen Ames",81,1.458,64.142,44,1.5,1.374,"SmashFactor",2007
184,184,"Mark Calcavecchia",93,1.458,83.103,57,1.495,1.381,"SmashFactor",2007
184,184,"Bob Estes",88,1.458,87.485,60,1.504,1.387,"SmashFactor",2007
184,184,"Charlie Wi",90,1.458,86.001,59,1.497,1.389,"SmashFactor",2007
188,188,"Pat Perez",84,1.457,52.454,36,1.487,1.419,"SmashFactor",2007
188,188,"Henrik Stenson",52,1.457,40.794,28,1.485,1.401,"SmashFactor",2007
190,190,"Michael Allen",74,1.456,62.59,43,1.491,1.344,"SmashFactor",2007
190,190,"Will Ma Kenzie",100,1.456,100.472,69,1.52,1.387,"SmashFactor",2007
190,190,"Phil Mickelson",73,1.456,46.601,32,1.497,1.366,"SmashFactor",2007
193,193,"Bart Bryant",87,1.453,81.384,56,1.499,1.304,"SmashFactor",2007
193,193,"Boo Weekley",101,1.453,69.756,48,1.493,1.375,"SmashFactor",2007
195,195,"Jeff Brehaut",59,1.452,53.734,37,1.493,1.324,"SmashFactor",2007
196,196,"Steve Wheatcroft",73,1.45,56.533,39,1.487,1.372,"SmashFactor",2007
