"ProximitytoHolefromFringe_RANKTHISWEEK_2010","ProximitytoHolefromFringe_RANKLASTWEEK_2010","ProximitytoHolefromFringe_PLAYERNAME_2010","ProximitytoHolefromFringe_ROUNDS_2010","ProximitytoHolefromFringe_AVGDTP_2010","ProximitytoHolefromFringe_TOTALDISTANCEFEET_2010","ProximitytoHolefromFringe_OFSHOTS_2010","ProximitytoHolefromFringe_SCRAMBLINGRANK_2010","stat_name","year"
1,1,"Retief Goosen",75,NA,110.25,54,12,"ProximitytoHolefromFringe",2010
1,1,"Michael Letzig",84,NA,131.5,62,137,"ProximitytoHolefromFringe",2010
1,1,"Chris Tidland",77,NA,145,69,110,"ProximitytoHolefromFringe",2010
4,4,"Mike Weir",59,NA,91.917,41,82,"ProximitytoHolefromFringe",2010
5,5,"Rickie Fowler",98,NA,252.917,104,66,"ProximitytoHolefromFringe",2010
5,5,"Camilo Villegas",78,NA,149,61,107,"ProximitytoHolefromFringe",2010
7,7,"Paul Casey",64,NA,80.833,32,45,"ProximitytoHolefromFringe",2010
7,7,"Jim Furyk",76,NA,162.25,64,16,"ProximitytoHolefromFringe",2010
7,7,"Phil Mickelson",76,NA,134.417,54,31,"ProximitytoHolefromFringe",2010
7,7,"Webb Simpson",98,NA,275.417,110,69,"ProximitytoHolefromFringe",2010
11,11,"Aaron Baddeley",94,NA,228.75,88,117,"ProximitytoHolefromFringe",2010
11,11,"Cameron Beckman",68,NA,162.083,63,93,"ProximitytoHolefromFringe",2010
11,11,"Ryan Moore",80,NA,149.833,58,47,"ProximitytoHolefromFringe",2010
11,11,"Kevin Sutherland",86,NA,183.083,70,23,"ProximitytoHolefromFringe",2010
11,11,"Josh Teater",101,NA,223.667,86,124,"ProximitytoHolefromFringe",2010
16,16,"Matt Every",60,NA,173.333,65,105,"ProximitytoHolefromFringe",2010
16,16,"Jerry Kelly",99,NA,218.167,82,100,"ProximitytoHolefromFringe",2010
16,16,"Steve Marino",81,NA,134.417,51,132,"ProximitytoHolefromFringe",2010
16,16,"Rocco Mediate",71,NA,139.333,53,120,"ProximitytoHolefromFringe",2010
16,16,"Tim Petrovic",105,NA,237.583,90,51,"ProximitytoHolefromFringe",2010
21,21,"Chad Collins",87,NA,205.5,74,9,"ProximitytoHolefromFringe",2010
21,21,"Chris Couch",66,NA,155.083,57,133,"ProximitytoHolefromFringe",2010
21,21,"Mathias Gronberg",61,NA,162.417,59,90,"ProximitytoHolefromFringe",2010
21,21,"Derek Lamely",81,NA,188.417,68,119,"ProximitytoHolefromFringe",2010
21,21,"Brenden Pappas",66,NA,170.167,62,143,"ProximitytoHolefromFringe",2010
21,21,"Pat Perez",90,NA,183.917,66,26,"ProximitytoHolefromFringe",2010
21,21,"DA Points",90,NA,179.667,66,85,"ProximitytoHolefromFringe",2010
21,21,"Michael Sim",64,NA,151.083,55,35,"ProximitytoHolefromFringe",2010
21,21,"Bo Van Pelt",104,NA,244.167,88,25,"ProximitytoHolefromFringe",2010
21,21,"Garrett Willis",82,NA,215.167,78,152,"ProximitytoHolefromFringe",2010
21,21,"Dean Wilson",54,NA,128.333,47,1,"ProximitytoHolefromFringe",2010
