"ProximitytoHolefromFringe_RANKTHISWEEK_2010","ProximitytoHolefromFringe_RANKLASTWEEK_2010","ProximitytoHolefromFringe_PLAYERNAME_2010","ProximitytoHolefromFringe_ROUNDS_2010","ProximitytoHolefromFringe_AVGDTP_2010","ProximitytoHolefromFringe_TOTALDISTANCEFEET_2010","ProximitytoHolefromFringe_OFSHOTS_2010","ProximitytoHolefromFringe_SCRAMBLINGRANK_2010","stat_name","year"
32,32,"Blake Adams",84,NA,210.667,74,112,"ProximitytoHolefromFringe",2010
32,32,"Stuart Appleby",101,NA,283.083,101,81,"ProximitytoHolefromFringe",2010
32,32,"Mark Calcavecchia",50,NA,103.083,36,185,"ProximitytoHolefromFringe",2010
32,32,"Graham DeLaet",88,NA,210.167,74,36,"ProximitytoHolefromFringe",2010
32,32,"Luke Donald",71,NA,131.75,46,4,"ProximitytoHolefromFringe",2010
32,32,"Zach Johnson",93,NA,233.417,83,103,"ProximitytoHolefromFringe",2010
32,32,"Hunter Mahan",85,NA,212.25,76,85,"ProximitytoHolefromFringe",2010
32,32,"John Merrick",109,NA,205.583,72,121,"ProximitytoHolefromFringe",2010
32,32,"Bryce Molder",84,NA,216.5,77,24,"ProximitytoHolefromFringe",2010
32,32,"Carl Pettersson",99,NA,257.167,92,28,"ProximitytoHolefromFringe",2010
32,32,"Ian Poulter",55,NA,102.75,36,57,"ProximitytoHolefromFringe",2010
32,32,"Ted Purdy",86,NA,246.833,86,180,"ProximitytoHolefromFringe",2010
44,44,"Jonathan Byrd",85,NA,228.917,79,34,"ProximitytoHolefromFringe",2010
44,44,"Brian Gay",101,NA,291.917,99,2,"ProximitytoHolefromFringe",2010
44,44,"Justin Leonard",89,NA,230,78,114,"ProximitytoHolefromFringe",2010
44,44,"John Mallinger",78,NA,180.583,62,84,"ProximitytoHolefromFringe",2010
44,44,"Kevin Na",94,NA,236.833,81,8,"ProximitytoHolefromFringe",2010
44,44,"Sean OHair",84,NA,176.333,60,32,"ProximitytoHolefromFringe",2010
44,44,"Alex Prugh",88,NA,223.75,76,151,"ProximitytoHolefromFringe",2010
44,44,"John Rollins",81,NA,182.5,62,74,"ProximitytoHolefromFringe",2010
44,44,"Roger Tambellini",77,NA,161.25,56,166,"ProximitytoHolefromFringe",2010
44,44,"David Toms",86,NA,236.5,81,39,"ProximitytoHolefromFringe",2010
54,54,"Robert Allenby",76,NA,189.333,63,131,"ProximitytoHolefromFringe",2010
54,54,"Brian Davis",101,NA,306.167,103,30,"ProximitytoHolefromFringe",2010
54,54,"Brendon de Jonge",114,NA,245.25,82,145,"ProximitytoHolefromFringe",2010
54,54,"James Driscoll",78,NA,233.5,78,95,"ProximitytoHolefromFringe",2010
54,54,"Steve Flesch",78,NA,185.917,62,154,"ProximitytoHolefromFringe",2010
54,54,"JJ Henry",92,NA,239.417,80,62,"ProximitytoHolefromFringe",2010
54,54,"Charley Hoffman",85,NA,267.083,89,49,"ProximitytoHolefromFringe",2010
54,54,"Freddie Jacobson",83,NA,220.583,74,17,"ProximitytoHolefromFringe",2010
54,54,"Matt Jones",89,NA,230.417,76,48,"ProximitytoHolefromFringe",2010
54,54,"Rod Pampling",77,NA,190.083,64,67,"ProximitytoHolefromFringe",2010
54,54,"Tom Pernice Jr",74,NA,173.417,58,63,"ProximitytoHolefromFringe",2010
54,54,"Heath Slocum",97,NA,201.75,68,19,"ProximitytoHolefromFringe",2010
54,54,"Kevin Streelman",90,NA,199.667,67,127,"ProximitytoHolefromFringe",2010
54,54,"Scott Verplank",74,NA,227.583,76,70,"ProximitytoHolefromFringe",2010
54,54,"Nick Watney",91,NA,196.917,65,146,"ProximitytoHolefromFringe",2010
54,54,"Mark Wilson",87,NA,221.333,73,27,"ProximitytoHolefromFringe",2010
54,54,"Chris Wilson",65,NA,188.583,63,173,"ProximitytoHolefromFringe",2010
71,71,"Rich Barcelo",70,NA,191.417,62,168,"ProximitytoHolefromFringe",2010
71,71,"Ricky Barnes",103,NA,256.417,83,64,"ProximitytoHolefromFringe",2010
71,71,"Angel Cabrera",64,NA,170.333,55,153,"ProximitytoHolefromFringe",2010
71,71,"Alex Cejka",81,NA,206.083,67,130,"ProximitytoHolefromFringe",2010
71,71,"Steve Elkington",74,NA,224.917,72,11,"ProximitytoHolefromFringe",2010
71,71,"Paul Goydos",78,NA,271,88,155,"ProximitytoHolefromFringe",2010
71,71,"Charles Howell III",103,NA,308.667,99,7,"ProximitytoHolefromFringe",2010
71,71,"Marc Leishman",87,NA,268.5,87,123,"ProximitytoHolefromFringe",2010
71,71,"Steve Lowery",67,NA,167.667,55,188,"ProximitytoHolefromFringe",2010
71,71,"Rory McIlroy",54,NA,123.583,40,56,"ProximitytoHolefromFringe",2010
71,71,"Cameron Percy",73,NA,202.25,66,122,"ProximitytoHolefromFringe",2010
71,71,"Kevin Stadler",86,NA,246.083,79,138,"ProximitytoHolefromFringe",2010
71,71,"Steve Stricker",73,NA,138.083,45,14,"ProximitytoHolefromFringe",2010
84,84,"Craig Bowden",56,NA,146.5,46,91,"ProximitytoHolefromFringe",2010
84,84,"Greg Chalmers",93,NA,250.667,80,10,"ProximitytoHolefromFringe",2010
84,84,"KJ Choi",82,NA,158.25,50,20,"ProximitytoHolefromFringe",2010
84,84,"Daniel Chopra",74,NA,237,74,135,"ProximitytoHolefromFringe",2010
84,84,"Sergio Garcia",58,NA,135.917,43,161,"ProximitytoHolefromFringe",2010
84,84,"Greg Kraft",52,NA,140,44,177,"ProximitytoHolefromFringe",2010
84,84,"Matt Kuchar",97,NA,222,71,5,"ProximitytoHolefromFringe",2010
84,84,"Spencer Levin",110,NA,258.667,82,79,"ProximitytoHolefromFringe",2010
84,84,"Jeff Maggert",76,NA,223.75,71,141,"ProximitytoHolefromFringe",2010
84,84,"Andrew McLardy",52,NA,152.25,48,176,"ProximitytoHolefromFringe",2010
84,84,"George McNeill",79,NA,187.833,59,149,"ProximitytoHolefromFringe",2010
84,84,"Joe Ogilvie",99,NA,240.667,76,126,"ProximitytoHolefromFringe",2010
84,84,"Kenny Perry",69,NA,153.167,48,33,"ProximitytoHolefromFringe",2010
84,84,"Jeff Quinney",91,NA,228.583,73,59,"ProximitytoHolefromFringe",2010
84,84,"Justin Rose",78,NA,204.75,65,13,"ProximitytoHolefromFringe",2010
84,84,"Brandt Snedeker",89,NA,274.833,87,43,"ProximitytoHolefromFringe",2010
84,84,"Paul Stankowski",62,NA,149.417,47,150,"ProximitytoHolefromFringe",2010
84,84,"Chris Stroud",90,NA,209.833,66,113,"ProximitytoHolefromFringe",2010
84,84,"Omar Uresti",74,NA,169.75,53,38,"ProximitytoHolefromFringe",2010
84,84,"Bubba Watson",77,NA,183.083,58,147,"ProximitytoHolefromFringe",2010
104,104,"Henrik Bjornstad",72,NA,199.167,61,190,"ProximitytoHolefromFringe",2010
104,104,"Tim Clark",88,NA,238.5,73,20,"ProximitytoHolefromFringe",2010
104,104,"Michael Connell",89,NA,221.167,68,75,"ProximitytoHolefromFringe",2010
104,104,"Jason Day",82,NA,220.667,68,51,"ProximitytoHolefromFringe",2010
104,104,"Chris DiMarco",88,NA,226.417,70,29,"ProximitytoHolefromFringe",2010
104,104,"David Duval",71,NA,184,56,181,"ProximitytoHolefromFringe",2010
104,104,"Ernie Els",72,NA,189,58,41,"ProximitytoHolefromFringe",2010
104,104,"JB Holmes",100,NA,344.417,106,22,"ProximitytoHolefromFringe",2010
104,104,"Lee Janzen",77,NA,244.25,76,102,"ProximitytoHolefromFringe",2010
104,104,"Martin Laird",91,NA,229,70,115,"ProximitytoHolefromFringe",2010
104,104,"Ryan Palmer",84,NA,341.333,105,144,"ProximitytoHolefromFringe",2010
104,104,"John Senden",103,NA,283.25,87,104,"ProximitytoHolefromFringe",2010
104,104,"Roland Thatcher",72,NA,286.917,88,116,"ProximitytoHolefromFringe",2010
117,117,"Woody Austin",93,NA,252.75,76,87,"ProximitytoHolefromFringe",2010
117,117,"Justin Bolli",55,NA,120.583,36,162,"ProximitytoHolefromFringe",2010
117,117,"Chad Campbell",95,NA,268.25,81,72,"ProximitytoHolefromFringe",2010
117,117,"Jeff Gove",57,NA,106.333,32,189,"ProximitytoHolefromFringe",2010
117,117,"Tim Herron",79,NA,217.917,65,80,"ProximitytoHolefromFringe",2010
117,117,"Richard Johnson",90,NA,245.5,73,71,"ProximitytoHolefromFringe",2010
117,117,"Troy Matteson",84,NA,260,78,140,"ProximitytoHolefromFringe",2010
117,117,"Brett Quigley",96,NA,277.583,84,99,"ProximitytoHolefromFringe",2010
125,125,"Stephen Ames",75,NA,232.583,68,61,"ProximitytoHolefromFringe",2010
125,125,"Bob Estes",79,NA,192.5,56,50,"ProximitytoHolefromFringe",2010
125,125,"Nathan Green",86,NA,261.083,77,55,"ProximitytoHolefromFringe",2010
125,125,"Ryuji Imada",90,NA,302.333,88,18,"ProximitytoHolefromFringe",2010
125,125,"Dustin Johnson",83,NA,214,63,139,"ProximitytoHolefromFringe",2010
125,125,"Bill Lunde",79,NA,216,64,109,"ProximitytoHolefromFringe",2010
125,125,"Scott McCarron",90,NA,304.667,90,43,"ProximitytoHolefromFringe",2010
125,125,"Troy Merritt",86,NA,314.833,92,156,"ProximitytoHolefromFringe",2010
125,125,"Aron Price",70,NA,171.5,50,88,"ProximitytoHolefromFringe",2010
125,125,"Chris Riley",73,NA,249.667,73,6,"ProximitytoHolefromFringe",2010
125,125,"DJ Trahan",92,NA,311.417,92,157,"ProximitytoHolefromFringe",2010
125,125,"Johnson Wagner",85,NA,199.167,59,96,"ProximitytoHolefromFringe",2010
125,125,"Brett Wetterich",54,NA,194.75,57,83,"ProximitytoHolefromFringe",2010
125,125,"Charlie Wi",95,NA,351.75,102,3,"ProximitytoHolefromFringe",2010
125,125,"Jay Williamson",76,NA,209.75,62,58,"ProximitytoHolefromFringe",2010
125,125,"YE Yang",72,NA,176,51,134,"ProximitytoHolefromFringe",2010
141,141,"Briny Baird",87,NA,284.167,82,37,"ProximitytoHolefromFringe",2010
141,141,"Jason Bohn",84,NA,312.417,89,108,"ProximitytoHolefromFringe",2010
141,141,"Tom Gillis",97,NA,329.75,95,54,"ProximitytoHolefromFringe",2010
141,141,"Greg Owen",69,NA,230.333,66,179,"ProximitytoHolefromFringe",2010
141,141,"Rory Sabbatini",79,NA,197.417,57,128,"ProximitytoHolefromFringe",2010
141,141,"Vaughn Taylor",87,NA,257.75,74,111,"ProximitytoHolefromFringe",2010
141,141,"Cameron Tringale",55,NA,162.083,46,178,"ProximitytoHolefromFringe",2010
148,148,"Stewart Cink",84,NA,246,68,118,"ProximitytoHolefromFringe",2010
148,148,"Bill Haas",87,NA,287.75,81,98,"ProximitytoHolefromFringe",2010
148,148,"JP Hayes",79,NA,230.833,65,141,"ProximitytoHolefromFringe",2010
148,148,"Trevor Immelman",55,NA,178.75,50,65,"ProximitytoHolefromFringe",2010
148,148,"Davis Love III",79,NA,234.167,66,165,"ProximitytoHolefromFringe",2010
148,148,"Billy Mayfair",78,NA,210.833,59,147,"ProximitytoHolefromFringe",2010
148,148,"Charles Warren",64,NA,194.833,54,160,"ProximitytoHolefromFringe",2010
155,155,"Michael Bradley",77,NA,211.5,58,67,"ProximitytoHolefromFringe",2010
155,155,"Jason Dufner",87,NA,247,68,92,"ProximitytoHolefromFringe",2010
155,155,"Shaun Micheel",70,NA,211.333,58,40,"ProximitytoHolefromFringe",2010
155,155,"Jeff Overton",89,NA,259.833,71,125,"ProximitytoHolefromFringe",2010
155,155,"Jeev Milkha Singh",59,NA,199.917,54,15,"ProximitytoHolefromFringe",2010
155,155,"Nicholas Thompson",88,NA,288.417,79,191,"ProximitytoHolefromFringe",2010
161,161,"Brad Faxon",58,NA,162.667,43,192,"ProximitytoHolefromFringe",2010
161,161,"Lucas Glover",75,NA,187.833,50,169,"ProximitytoHolefromFringe",2010
161,161,"Skip Kendall",58,NA,189.167,50,106,"ProximitytoHolefromFringe",2010
161,161,"Geoff Ogilvy",62,NA,126.083,34,135,"ProximitytoHolefromFringe",2010
161,161,"Jerod Turner",54,NA,199.917,53,186,"ProximitytoHolefromFringe",2010
166,166,"Ben Crane",85,NA,283.583,74,77,"ProximitytoHolefromFringe",2010
166,166,"Padraig Harrington",57,NA,205.333,54,42,"ProximitytoHolefromFringe",2010
166,166,"Will Ma Kenzie",72,NA,328.417,85,73,"ProximitytoHolefromFringe",2010
169,169,"Joe Durant",67,NA,205.5,53,76,"ProximitytoHolefromFringe",2010
169,169,"Robert Garrigus",71,NA,291.583,74,182,"ProximitytoHolefromFringe",2010
169,169,"Kevin Johnson",62,NA,189.167,48,184,"ProximitytoHolefromFringe",2010
169,169,"Jarrod Lyle",54,NA,213.667,55,101,"ProximitytoHolefromFringe",2010
169,169,"Garth Mulroy",53,NA,193.75,50,175,"ProximitytoHolefromFringe",2010
169,169,"James Nitties",92,NA,341.583,88,94,"ProximitytoHolefromFringe",2010
169,169,"Scott Piercy",88,NA,288,73,159,"ProximitytoHolefromFringe",2010
169,169,"Brian Stuard",81,NA,280,71,163,"ProximitytoHolefromFringe",2010
169,169,"Jimmy Walker",82,NA,204.417,52,89,"ProximitytoHolefromFringe",2010
178,178,"Kris Blanks",91,NA,313.833,78,170,"ProximitytoHolefromFringe",2010
178,178,"Martin Flores",75,NA,318.167,80,172,"ProximitytoHolefromFringe",2010
178,178,"Cliff Kresge",50,NA,249.667,62,77,"ProximitytoHolefromFringe",2010
178,178,"David Lutterus",69,NA,283.583,71,158,"ProximitytoHolefromFringe",2010
182,182,"Mathew Goggin",85,NA,262.333,63,167,"ProximitytoHolefromFringe",2010
182,182,"Andres Romero",73,NA,331.583,80,46,"ProximitytoHolefromFringe",2010
182,182,"Adam Scott",70,NA,170.583,41,171,"ProximitytoHolefromFringe",2010
182,182,"Vijay Singh",75,NA,208.417,50,129,"ProximitytoHolefromFringe",2010
186,186,"Vance Veazey",58,NA,244.083,58,187,"ProximitytoHolefromFringe",2010
187,187,"Matt Bettencourt",91,NA,348.333,81,97,"ProximitytoHolefromFringe",2010
187,187,"Ben Curtis",78,NA,244.25,56,60,"ProximitytoHolefromFringe",2010
189,189,"John Daly",63,NA,252.917,56,174,"ProximitytoHolefromFringe",2010
190,190,"Steve Wheatcroft",74,NA,221.167,45,183,"ProximitytoHolefromFringe",2010
191,191,"Brent Delahoussaye",57,NA,305.583,60,164,"ProximitytoHolefromFringe",2010
192,192,"Boo Weekley",88,NA,360.25,68,53,"ProximitytoHolefromFringe",2010
