"PowerRating_RANKTHISWEEK_2014","PowerRating_RANKLASTWEEK_2014","PowerRating_PLAYERNAME_2014","PowerRating_EVENTS_2014","PowerRating_RATING_2014","stat_name","year"
247,247,"Kevin Na",17,4.2,"PowerRating",2014
249,249,"John Huh",11,4.1,"PowerRating",2014
249,249,"Miguel Angel Jimenez",2,4.1,"PowerRating",2014
251,251,"Graeme McDowell",12,4,"PowerRating",2014
251,251,"William McGirt",16,4,"PowerRating",2014
251,251,"Brian Stuard",13,4,"PowerRating",2014
251,251,"Mark Wilson",7,4,"PowerRating",2014
255,255,"David Hearn",17,3.9,"PowerRating",2014
255,255,"Ted Potter Jr",8,3.9,"PowerRating",2014
255,255,"Dicky Pride",3,3.9,"PowerRating",2014
258,258,"Stuart Appleby",17,3.8,"PowerRating",2014
258,258,"KJ Choi",14,3.8,"PowerRating",2014
258,258,"Jerry Kelly",15,3.8,"PowerRating",2014
258,258,"Jeff Maggert",5,3.8,"PowerRating",2014
262,262,"Kris Blanks",1,3.7,"PowerRating",2014
262,262,"Brendon Todd",22,3.7,"PowerRating",2014
262,262,"Chris Williams",1,3.7,"PowerRating",2014
265,265,"Ben Curtis",12,3.6,"PowerRating",2014
265,265,"Brian Davis",16,3.6,"PowerRating",2014
265,265,"Jim Furyk",17,3.6,"PowerRating",2014
265,265,"Spencer Levin",8,3.6,"PowerRating",2014
269,269,"Matt Bettencourt",3,3.5,"PowerRating",2014
269,269,"Tano Goya",1,3.5,"PowerRating",2014
269,269,"Bryce Molder",12,3.5,"PowerRating",2014
269,269,"Zachary Olsen",1,3.5,"PowerRating",2014
269,269,"Yoshitaka Takeya",1,3.5,"PowerRating",2014
274,274,"Cameron Beckman",2,3.4,"PowerRating",2014
274,274,"Thomas Bjorn",3,3.4,"PowerRating",2014
274,274,"Jason Bohn",14,3.4,"PowerRating",2014
274,274,"Ben Crane",16,3.4,"PowerRating",2014
274,274,"Joe Durant",5,3.4,"PowerRating",2014
274,274,"Matteo Manassero",3,3.4,"PowerRating",2014
274,274,"Heath Slocum",11,3.4,"PowerRating",2014
274,274,"David Toms",10,3.4,"PowerRating",2014
282,282,"Stephen Ames",5,3.3,"PowerRating",2014
282,282,"Todd Hamilton",1,3.3,"PowerRating",2014
282,282,"Billy Hurley III",13,3.3,"PowerRating",2014
282,282,"Lee Janzen",2,3.3,"PowerRating",2014
282,282,"Brett Rumford",1,3.3,"PowerRating",2014
287,287,"Luke Donald",10,3.2,"PowerRating",2014
287,287,"Jin Jeong",1,3.2,"PowerRating",2014
289,289,"Ken Duke",12,3,"PowerRating",2014
289,289,"David Lynn",4,3,"PowerRating",2014
291,291,"DH Lee",6,2.9,"PowerRating",2014
291,291,"Lee Williams",3,2.9,"PowerRating",2014
293,293,"Doug LaBelle II",4,2.8,"PowerRating",2014
294,294,"Tim Clark",9,2.6,"PowerRating",2014
294,294,"Chad Collins",8,2.6,"PowerRating",2014
294,294,"Brian Gay",11,2.6,"PowerRating",2014
294,294,"Paul Goydos",4,2.6,"PowerRating",2014
294,294,"Dudley Hart",2,2.6,"PowerRating",2014
294,294,"Mike Weir",6,2.6,"PowerRating",2014
300,300,"David Howell",1,2.5,"PowerRating",2014
301,301,"Alex Cejka",1,2.4,"PowerRating",2014
301,301,"Jon Curran",1,2.4,"PowerRating",2014
303,303,"Scott McCarron",1,2.2,"PowerRating",2014
304,304,"Mark Calcavecchia",3,2.1,"PowerRating",2014
305,305,"Ben Kohles",1,2,"PowerRating",2014
305,305,"Justin Leonard",13,2,"PowerRating",2014
307,307,"Fred Funk",2,1.9,"PowerRating",2014
307,307,"Nathan Green",1,1.9,"PowerRating",2014
309,309,"Tom Watson",1,1.8,"PowerRating",2014
310,310,"Daisuke Maruyama",1,1.4,"PowerRating",2014
311,311,"Glen Day",1,1.3,"PowerRating",2014
312,312,"Jose Coceres",1,1.2,"PowerRating",2014
313,313,"Colin Montgomerie",1,1.1,"PowerRating",2014
314,314,"Brett Quigley",1,1,"PowerRating",2014
