"ProximitytoHolefrom1020yards_RANKTHISWEEK_2006","ProximitytoHolefrom1020yards_RANKLASTWEEK_2006","ProximitytoHolefrom1020yards_PLAYERNAME_2006","ProximitytoHolefrom1020yards_ROUNDS_2006","ProximitytoHolefrom1020yards_AVGDTP_2006","ProximitytoHolefrom1020yards_TOTALDISTANCEFEET_2006","ProximitytoHolefrom1020yards_OFSHOTS_2006","ProximitytoHolefrom1020yards_SCRAMBLINGRANK_2006","stat_name","year"
1,1,"Luke Donald",66,NA,623.333,110,3,"ProximitytoHolefrom1020yards",2006
2,2,"Billy Andrade",78,NA,1037.5,177,72,"ProximitytoHolefrom1020yards",2006
2,2,"Steve Stricker",64,NA,814.833,140,2,"ProximitytoHolefrom1020yards",2006
2,2,"Kevin Sutherland",100,NA,1455.583,249,30,"ProximitytoHolefrom1020yards",2006
5,5,"Mark OMeara",52,NA,694.667,115,67,"ProximitytoHolefrom1020yards",2006
6,6,"Paul Azinger",87,NA,1508.5,247,8,"ProximitytoHolefrom1020yards",2006
7,7,"Steve Flesch",119,NA,1886.75,305,22,"ProximitytoHolefrom1020yards",2006
7,7,"Ryuji Imada",105,NA,1545,251,24,"ProximitytoHolefrom1020yards",2006
7,7,"Stephen Leaney",84,NA,1252.667,202,19,"ProximitytoHolefrom1020yards",2006
10,10,"Jerry Kelly",100,NA,1518.75,243,17,"ProximitytoHolefrom1020yards",2006
10,10,"Shigeki Maruyama",94,NA,1512.333,241,21,"ProximitytoHolefrom1020yards",2006
10,10,"Scott Verplank",88,NA,1204.833,192,12,"ProximitytoHolefrom1020yards",2006
13,13,"Aaron Baddeley",78,NA,1496.667,235,51,"ProximitytoHolefrom1020yards",2006
13,13,"Justin Leonard",83,NA,1059.167,168,77,"ProximitytoHolefrom1020yards",2006
13,13,"Jerry Smith",94,NA,1439.75,227,41,"ProximitytoHolefrom1020yards",2006
16,16,"Robert Damron",91,NA,1699.667,264,100,"ProximitytoHolefrom1020yards",2006
16,16,"Ernie Els",69,NA,1018.917,158,53,"ProximitytoHolefrom1020yards",2006
16,16,"Skip Kendall",72,NA,934.667,145,73,"ProximitytoHolefrom1020yards",2006
16,16,"Greg Owen",79,NA,1168.917,182,11,"ProximitytoHolefrom1020yards",2006
16,16,"Tom Pernice Jr",108,NA,1817.667,283,80,"ProximitytoHolefrom1020yards",2006
21,21,"Doug Barron",74,NA,1381.917,212,23,"ProximitytoHolefrom1020yards",2006
21,21,"Danny Ellis",68,NA,1300.25,200,90,"ProximitytoHolefrom1020yards",2006
21,21,"Steve Lowery",99,NA,1698.583,260,111,"ProximitytoHolefrom1020yards",2006
21,21,"Rod Pampling",89,NA,1338.583,205,85,"ProximitytoHolefrom1020yards",2006
21,21,"Chris Riley",86,NA,1475.083,228,26,"ProximitytoHolefrom1020yards",2006
26,26,"Michael Allen",84,NA,1463.833,222,70,"ProximitytoHolefrom1020yards",2006
26,26,"Chad Campbell",91,NA,1133.5,172,93,"ProximitytoHolefrom1020yards",2006
26,26,"Daniel Chopra",110,NA,1944,296,105,"ProximitytoHolefrom1020yards",2006
26,26,"Bill Haas",99,NA,1853.167,282,48,"ProximitytoHolefrom1020yards",2006
26,26,"Trevor Immelman",86,NA,1343.917,203,32,"ProximitytoHolefrom1020yards",2006
26,26,"Peter Lonard",77,NA,1301.333,197,87,"ProximitytoHolefrom1020yards",2006
26,26,"Arron Oberholser",82,NA,1112.917,170,98,"ProximitytoHolefrom1020yards",2006
33,33,"Marco Dawson",87,NA,1594.833,238,121,"ProximitytoHolefrom1020yards",2006
33,33,"Steve Elkington",52,NA,871.583,131,6,"ProximitytoHolefrom1020yards",2006
33,33,"Todd Fischer",101,NA,1772.417,265,117,"ProximitytoHolefrom1020yards",2006
33,33,"Brian Gay",107,NA,1882.583,283,5,"ProximitytoHolefrom1020yards",2006
33,33,"Paul Goydos",72,NA,1191.583,178,25,"ProximitytoHolefrom1020yards",2006
33,33,"Tom Lehman",70,NA,825.333,124,155,"ProximitytoHolefrom1020yards",2006
33,33,"Corey Pavin",74,NA,1072.583,161,1,"ProximitytoHolefrom1020yards",2006
33,33,"Mike Sposa",68,NA,1306,195,47,"ProximitytoHolefrom1020yards",2006
33,33,"Mark Wilson",79,NA,1413,213,82,"ProximitytoHolefrom1020yards",2006
42,42,"Mark Brooks",90,NA,1504.75,222,107,"ProximitytoHolefrom1020yards",2006
42,42,"Jeff Maggert",81,NA,1296.333,191,178,"ProximitytoHolefrom1020yards",2006
42,42,"Adam Scott",70,NA,908.583,134,91,"ProximitytoHolefrom1020yards",2006
42,42,"Vijay Singh",103,NA,1533.417,226,39,"ProximitytoHolefrom1020yards",2006
42,42,"Omar Uresti",61,NA,1014.75,150,7,"ProximitytoHolefrom1020yards",2006
42,42,"Bo Van Pelt",102,NA,1847.583,275,99,"ProximitytoHolefrom1020yards",2006
48,48,"James Driscoll",80,NA,1712,251,160,"ProximitytoHolefrom1020yards",2006
48,48,"Dudley Hart",83,NA,1401.917,205,64,"ProximitytoHolefrom1020yards",2006
48,48,"Richard Johnson",94,NA,1600.667,235,44,"ProximitytoHolefrom1020yards",2006
48,48,"Joe Ogilvie",95,NA,1633.333,240,45,"ProximitytoHolefrom1020yards",2006
48,48,"Jose Maria Olazabal",62,NA,679.167,100,95,"ProximitytoHolefrom1020yards",2006
48,48,"Brett Quigley",109,NA,1926.333,281,14,"ProximitytoHolefrom1020yards",2006
48,48,"Hidemichi Tanaka",74,NA,1370.333,200,169,"ProximitytoHolefrom1020yards",2006
48,48,"Kirk Triplett",58,NA,993.25,145,133,"ProximitytoHolefrom1020yards",2006
56,56,"Brian Bateman",69,NA,1209.167,174,94,"ProximitytoHolefrom1020yards",2006
56,56,"Alex Cejka",93,NA,1529.75,220,156,"ProximitytoHolefrom1020yards",2006
56,56,"Kris Cox",83,NA,1449.833,210,118,"ProximitytoHolefrom1020yards",2006
56,56,"John Engler Jr",69,NA,1388.25,201,176,"ProximitytoHolefrom1020yards",2006
56,56,"Harrison Frazar",95,NA,1627.083,236,96,"ProximitytoHolefrom1020yards",2006
56,56,"Brent Geiberger",99,NA,1784,258,34,"ProximitytoHolefrom1020yards",2006
56,56,"Jeff Gove",91,NA,1513.75,218,78,"ProximitytoHolefrom1020yards",2006
56,56,"Billy Mayfair",94,NA,1567.833,226,35,"ProximitytoHolefrom1020yards",2006
56,56,"Rory Sabbatini",84,NA,1460.167,210,50,"ProximitytoHolefrom1020yards",2006
56,56,"Jimmy Walker",60,NA,1195.75,173,175,"ProximitytoHolefrom1020yards",2006
56,56,"Nick Watney",97,NA,1790.167,259,15,"ProximitytoHolefrom1020yards",2006
67,67,"John Cook",67,NA,1007.5,144,28,"ProximitytoHolefrom1020yards",2006
67,67,"Ben Crane",85,NA,1183.25,170,120,"ProximitytoHolefrom1020yards",2006
67,67,"Jim Furyk",89,NA,1166.25,167,4,"ProximitytoHolefrom1020yards",2006
67,67,"Tim Herron",82,NA,1370.083,195,148,"ProximitytoHolefrom1020yards",2006
67,67,"Lee Janzen",79,NA,1376.333,197,184,"ProximitytoHolefrom1020yards",2006
67,67,"Zach Johnson",98,NA,1391.75,199,103,"ProximitytoHolefrom1020yards",2006
67,67,"Steve Jones",83,NA,1366.417,195,92,"ProximitytoHolefrom1020yards",2006
67,67,"Bernhard Langer",77,NA,1253.917,179,57,"ProximitytoHolefrom1020yards",2006
67,67,"Geoff Ogilvy",76,NA,1104.75,157,69,"ProximitytoHolefrom1020yards",2006
67,67,"Jesper Parnevik",84,NA,1631.833,233,28,"ProximitytoHolefrom1020yards",2006
67,67,"Carl Pettersson",95,NA,1759.833,251,66,"ProximitytoHolefrom1020yards",2006
67,67,"DA Points",82,NA,1524.167,217,131,"ProximitytoHolefrom1020yards",2006
67,67,"Justin Rose",98,NA,1796.25,257,84,"ProximitytoHolefrom1020yards",2006
67,67,"Jason Schultz",77,NA,1413,203,119,"ProximitytoHolefrom1020yards",2006
67,67,"John Senden",96,NA,1404.75,200,86,"ProximitytoHolefrom1020yards",2006
67,67,"Vaughn Taylor",88,NA,1453.333,208,144,"ProximitytoHolefrom1020yards",2006
67,67,"Bob Tway",81,NA,1251.667,178,147,"ProximitytoHolefrom1020yards",2006
67,67,"Charles Warren",93,NA,1546.583,220,64,"ProximitytoHolefrom1020yards",2006
85,85,"Craig Barlow",77,NA,1376.75,195,159,"ProximitytoHolefrom1020yards",2006
85,85,"Stewart Cink",93,NA,1390.917,197,27,"ProximitytoHolefrom1020yards",2006
85,85,"Brian Davis",92,NA,1815.667,256,49,"ProximitytoHolefrom1020yards",2006
85,85,"Bob Estes",85,NA,1531.5,216,40,"ProximitytoHolefrom1020yards",2006
85,85,"Nathan Green",108,NA,1930.25,272,17,"ProximitytoHolefrom1020yards",2006
85,85,"JP Hayes",55,NA,982,139,75,"ProximitytoHolefrom1020yards",2006
85,85,"Ryan Hietala",61,NA,1170.667,166,180,"ProximitytoHolefrom1020yards",2006
85,85,"Kent Jones",103,NA,1858.083,261,136,"ProximitytoHolefrom1020yards",2006
85,85,"Daisuke Maruyama",83,NA,1484.75,209,104,"ProximitytoHolefrom1020yards",2006
85,85,"Len Mattiace",59,NA,1092.5,154,143,"ProximitytoHolefrom1020yards",2006
85,85,"Bob May",65,NA,1044.583,147,144,"ProximitytoHolefrom1020yards",2006
85,85,"Larry Mize",53,NA,819.5,116,33,"ProximitytoHolefrom1020yards",2006
85,85,"Kenny Perry",73,NA,1059.083,149,162,"ProximitytoHolefrom1020yards",2006
85,85,"Bubba Watson",83,NA,1366.083,194,83,"ProximitytoHolefrom1020yards",2006
85,85,"Dean Wilson",115,NA,1762.917,250,51,"ProximitytoHolefrom1020yards",2006
100,100,"Stuart Appleby",83,NA,1365.333,191,56,"ProximitytoHolefrom1020yards",2006
100,100,"Jason Bohn",104,NA,2119.083,294,13,"ProximitytoHolefrom1020yards",2006
100,100,"Jonathan Byrd",66,NA,1180.667,164,20,"ProximitytoHolefrom1020yards",2006
100,100,"Charley Hoffman",100,NA,2003.667,279,137,"ProximitytoHolefrom1020yards",2006
100,100,"Freddie Jacobson",56,NA,1148.833,161,101,"ProximitytoHolefrom1020yards",2006
100,100,"Jonathan Kaye",95,NA,1736.333,241,102,"ProximitytoHolefrom1020yards",2006
100,100,"DJ Trahan",92,NA,1902.333,264,128,"ProximitytoHolefrom1020yards",2006
100,100,"Tjaart van der Walt",60,NA,1065.667,149,9,"ProximitytoHolefrom1020yards",2006
100,100,"Vance Veazey",59,NA,1155.5,161,189,"ProximitytoHolefrom1020yards",2006
