"FairwayProximity_RANKTHISWEEK_2016","FairwayProximity_RANKLASTWEEK_2016","FairwayProximity_PLAYERNAME_2016","FairwayProximity_ROUNDS_2016","FairwayProximity_AVG_2016","FairwayProximity_ATTEMPTS_2016","FairwayProximity_TOTALDISTANCEFEET_2016","FairwayProximity_RELATIVETOPAR_2016","stat_name","year"
59,70,"Brooks Koepka",39,NA,326,10468.167,-21,"FairwayProximity",2016
59,39,"Scott Stallings",46,NA,464,14870.667,-35,"FairwayProximity",2016
59,39,"Robert Streb",51,NA,406,13012,-14,"FairwayProximity",2016
62,74,"Russell Knox",48,NA,409,13161.917,-35,"FairwayProximity",2016
62,74,"Wes Roach",33,NA,265,8516.667,-9,"FairwayProximity",2016
62,45,"Kevin Streelman",46,NA,411,13219.917,-36,"FairwayProximity",2016
62,47,"Dawie van der Walt",48,NA,417,13417.167,-34,"FairwayProximity",2016
66,77,"Keegan Bradley",40,NA,363,11718,-8,"FairwayProximity",2016
67,81,"Russell Henley",42,NA,495,16022.417,-45,"FairwayProximity",2016
67,77,"Michael Kim",62,NA,654,21165.25,-27,"FairwayProximity",2016
67,47,"Webb Simpson",34,NA,365,11798.917,-31,"FairwayProximity",2016
70,83,"Jon Curran",55,NA,565,18317.25,-42,"FairwayProximity",2016
70,83,"Billy Hurley III",22,NA,240,7780.25,-7,"FairwayProximity",2016
72,86,"John Huh",51,NA,616,19995.667,-45,"FairwayProximity",2016
73,55,"Spencer Levin",62,NA,649,21148.5,-63,"FairwayProximity",2016
73,63,"Martin Piller",37,NA,342,11154.667,-21,"FairwayProximity",2016
75,45,"Tyler Aldridge",53,NA,506,16525.667,-29,"FairwayProximity",2016
75,52,"Jason Bohn",37,NA,397,12984.917,-28,"FairwayProximity",2016
75,83,"Patton Kizzire",57,NA,535,17457.583,-57,"FairwayProximity",2016
78,99,"Abraham Ancer",26,NA,212,6940.167,-3,"FairwayProximity",2016
78,108,"Luke Donald",49,NA,407,13334.833,-32,"FairwayProximity",2016
78,103,"David Lingmerth",54,NA,490,16047.083,-50,"FairwayProximity",2016
78,67,"Andrew Loupe",50,NA,449,14704.583,-53,"FairwayProximity",2016
78,55,"William McGirt",54,NA,636,20834.667,-80,"FairwayProximity",2016
78,86,"Will Wilcox",47,NA,497,16285.167,-28,"FairwayProximity",2016
84,70,"Chad Collins",45,NA,463,15197.333,-13,"FairwayProximity",2016
84,70,"Rickie Fowler",42,NA,409,13433.667,-75,"FairwayProximity",2016
84,103,"Charley Hoffman",49,NA,423,13897,-56,"FairwayProximity",2016
84,86,"Charles Howell III",63,NA,580,19026.833,-78,"FairwayProximity",2016
84,60,"Harold Varner III",58,NA,606,19873.167,-49,"FairwayProximity",2016
84,74,"Boo Weekley",53,NA,558,18315.833,-19,"FairwayProximity",2016
90,77,"Chesson Hadley",51,NA,484,15929.417,-44,"FairwayProximity",2016
90,81,"Mark Hubbard",73,NA,792,26070.5,-54,"FairwayProximity",2016
92,108,"Stuart Appleby",39,NA,462,15245,-31,"FairwayProximity",2016
92,108,"Marc Leishman",41,NA,327,10797,-42,"FairwayProximity",2016
92,108,"DA Points",32,NA,259,8546.583,0,"FairwayProximity",2016
95,99,"Thomas Aiken",42,NA,380,12560.833,-18,"FairwayProximity",2016
95,91,"Ricky Barnes",57,NA,519,17187.833,-58,"FairwayProximity",2016
95,91,"Phil Mickelson",37,NA,309,10231.917,-53,"FairwayProximity",2016
95,118,"Jimmy Walker",43,NA,366,12121.25,-54,"FairwayProximity",2016
99,121,"Aaron Baddeley",51,NA,434,14397.917,-40,"FairwayProximity",2016
99,86,"Bronson Burgoon",53,NA,476,15788.667,-18,"FairwayProximity",2016
99,77,"Erik Compton",45,NA,410,13590,-8,"FairwayProximity",2016
99,105,"Colt Knost",56,NA,600,19886.833,-25,"FairwayProximity",2016
99,121,"Carl Pettersson",31,NA,341,11301.5,-1,"FairwayProximity",2016
99,121,"Steve Stricker",25,NA,273,9055.5,-32,"FairwayProximity",2016
105,95,"Chad Campbell",54,NA,608,20216.25,-41,"FairwayProximity",2016
105,95,"Roberto Castro",55,NA,626,20837.417,-66,"FairwayProximity",2016
105,126,"Stewart Cink",45,NA,414,13768.083,-23,"FairwayProximity",2016
105,126,"Freddie Jacobson",54,NA,485,16139.25,-46,"FairwayProximity",2016
105,105,"Davis Love III",40,NA,440,14622.583,-7,"FairwayProximity",2016
105,99,"Jeff Overton",51,NA,531,17674.917,-36,"FairwayProximity",2016
105,126,"Dicky Pride",33,NA,306,10167.333,2,"FairwayProximity",2016
105,95,"Patrick Reed",53,NA,379,12612.25,-48,"FairwayProximity",2016
105,91,"Camilo Villegas",50,NA,496,16491.833,-44,"FairwayProximity",2016
114,130,"Branden Grace",31,NA,215,7163.417,-6,"FairwayProximity",2016
114,108,"Patrick Rodgers",49,NA,467,15576.083,-33,"FairwayProximity",2016
114,132,"Mark Wilson",42,NA,483,16111.75,7,"FairwayProximity",2016
117,70,"Alex Cejka",47,NA,409,13672.167,-44,"FairwayProximity",2016
117,91,"John Senden",48,NA,491,16415.5,-37,"FairwayProximity",2016
117,132,"Brandt Snedeker",47,NA,428,14284.667,-56,"FairwayProximity",2016
117,99,"Chris Stroud",52,NA,527,17600.833,-19,"FairwayProximity",2016
117,105,"Gary Woodland",45,NA,416,13901.75,-22,"FairwayProximity",2016
122,137,"Miguel Angel Carballo",24,NA,160,5355.833,3,"FairwayProximity",2016
123,132,"Matt Jones",45,NA,348,11686.083,-4,"FairwayProximity",2016
123,121,"Jason Kokrak",52,NA,494,16593.667,-32,"FairwayProximity",2016
123,141,"Scott Piercy",45,NA,355,11912.667,-31,"FairwayProximity",2016
123,95,"Jhonattan Vegas",49,NA,463,15553,-51,"FairwayProximity",2016
127,108,"Martin Laird",46,NA,480,16162.5,-30,"FairwayProximity",2016
127,108,"Geoff Ogilvy",37,NA,376,12657.833,3,"FairwayProximity",2016
127,145,"DJ Trahan",23,NA,139,4683.167,-8,"FairwayProximity",2016
127,137,"Steve Wheatcroft",53,NA,526,17719.333,-15,"FairwayProximity",2016
131,121,"Blayne Barber",44,NA,531,17907.75,-40,"FairwayProximity",2016
131,153,"Paul Casey",39,NA,303,10228.417,-23,"FairwayProximity",2016
131,118,"Brendon de Jonge",55,NA,493,16642.5,-24,"FairwayProximity",2016
131,148,"Ken Duke",26,NA,282,9505.833,20,"FairwayProximity",2016
131,118,"Derek Fathauer",58,NA,500,16877.667,-26,"FairwayProximity",2016
131,148,"Cameron Percy",22,NA,194,6540.583,-10,"FairwayProximity",2016
137,132,"Andres Gonzales",46,NA,412,13941.083,-8,"FairwayProximity",2016
137,108,"Kyle Reifers",63,NA,644,21815,-53,"FairwayProximity",2016
137,141,"Justin Rose",35,NA,313,10601.917,-45,"FairwayProximity",2016
140,153,"Rhein Gibson",36,NA,300,10172.667,-11,"FairwayProximity",2016
140,148,"Fabian Gomez",49,NA,539,18285.833,-62,"FairwayProximity",2016
140,153,"Jordan Spieth",34,NA,262,8875.667,-39,"FairwayProximity",2016
143,130,"James Hahn",45,NA,473,16067.75,-13,"FairwayProximity",2016
143,159,"Billy Horschel",45,NA,444,15082.333,-29,"FairwayProximity",2016
143,137,"George McNeill",33,NA,364,12369.083,3,"FairwayProximity",2016
143,159,"Louis Oosthuizen",25,NA,129,4386.75,-5,"FairwayProximity",2016
143,141,"Shawn Stefani",45,NA,415,14112.417,-4,"FairwayProximity",2016
143,132,"Cameron Tringale",47,NA,507,17232.25,-28,"FairwayProximity",2016
149,164,"Adam Hadwin",53,NA,616,21005.833,-70,"FairwayProximity",2016
149,164,"Troy Merritt",41,NA,360,12262.167,-40,"FairwayProximity",2016
149,145,"Johnson Wagner",44,NA,436,14861.583,-42,"FairwayProximity",2016
152,151,"Harris English",51,NA,407,13897.75,-25,"FairwayProximity",2016
152,141,"Vijay Singh",42,NA,470,16057.167,-7,"FairwayProximity",2016
152,168,"Bernd Wiesberger",23,NA,160,5471.25,-8,"FairwayProximity",2016
155,108,"Tony Finau",49,NA,409,14000.417,-6,"FairwayProximity",2016
155,153,"Brian Harman",60,NA,604,20672.75,-21,"FairwayProximity",2016
155,164,"DH Lee",35,NA,291,9960.25,-6,"FairwayProximity",2016
155,108,"Carlos Ortiz",47,NA,401,13724.083,8,"FairwayProximity",2016
155,137,"Ollie Schniederjans",23,NA,214,7331.917,-24,"FairwayProximity",2016
160,126,"Robert Allenby",35,NA,315,10806.75,23,"FairwayProximity",2016
160,145,"Sean OHair",45,NA,526,18050.667,-42,"FairwayProximity",2016
162,164,"Scott Brown",59,NA,531,18260.667,-18,"FairwayProximity",2016
163,153,"Steven Bowditch",40,NA,312,10776.083,-6,"FairwayProximity",2016
163,174,"Jason Day",36,NA,268,9255.083,-44,"FairwayProximity",2016
163,168,"Padraig Harrington",38,NA,414,14298.917,-25,"FairwayProximity",2016
163,171,"Danny Lee",53,NA,495,17070.25,-43,"FairwayProximity",2016
163,171,"Steve Marino",40,NA,336,11593.167,-3,"FairwayProximity",2016
168,171,"Zac Blair",56,NA,577,19961.5,-23,"FairwayProximity",2016
168,170,"Ben Crane",48,NA,503,17414.583,-16,"FairwayProximity",2016
170,188,"Angel Cabrera",42,NA,405,14056.083,-4,"FairwayProximity",2016
170,159,"Morgan Hoffmann",43,NA,445,15426.667,-6,"FairwayProximity",2016
170,159,"Ben Martin",48,NA,522,18110.917,-43,"FairwayProximity",2016
170,159,"Sam Saunders",40,NA,330,11441,-12,"FairwayProximity",2016
174,182,"JJ Henry",44,NA,529,18383.333,-25,"FairwayProximity",2016
174,179,"Andrew Landry",24,NA,167,5798.917,-9,"FairwayProximity",2016
176,182,"Sergio Garcia",28,NA,165,5750.667,-12,"FairwayProximity",2016
176,177,"Luke List",51,NA,432,15060.417,-23,"FairwayProximity",2016
176,182,"Andy Sullivan",25,NA,216,7528.667,-12,"FairwayProximity",2016
179,187,"Brice Garnett",29,NA,210,7332.417,-17,"FairwayProximity",2016
179,182,"Ian Poulter",37,NA,295,10308.167,-8,"FairwayProximity",2016
181,182,"Retief Goosen",37,NA,401,14041.333,-35,"FairwayProximity",2016
182,177,"Sung Kang",51,NA,521,18292.5,-29,"FairwayProximity",2016
182,175,"Jamie Lovemark",57,NA,619,21730,-59,"FairwayProximity",2016
184,190,"Lucas Lee",22,NA,214,7529.167,-3,"FairwayProximity",2016
184,153,"Shane Lowry",35,NA,265,9328.667,-14,"FairwayProximity",2016
184,175,"Daniel Summerhays",55,NA,531,18675.417,-30,"FairwayProximity",2016
187,189,"Peter Malnati",53,NA,533,18807.5,-32,"FairwayProximity",2016
187,194,"Charl Schwartzel",29,NA,244,8610.167,-32,"FairwayProximity",2016
187,179,"Brendon Todd",43,NA,446,15709.083,-7,"FairwayProximity",2016
190,190,"Jonas Blixt",46,NA,458,16182.5,-33,"FairwayProximity",2016
190,179,"Matt Every",34,NA,366,12945,11,"FairwayProximity",2016
192,190,"Byeong Hun An",23,NA,170,6015.75,-29,"FairwayProximity",2016
193,190,"Si Woo Kim",63,NA,685,24292.083,-59,"FairwayProximity",2016
194,151,"Henrik Stenson",30,NA,250,8903,-32,"FairwayProximity",2016
195,198,"Hiroshi Iwata",51,NA,409,14649.083,2,"FairwayProximity",2016
195,195,"Scott Pinckney",53,NA,497,17823.583,-8,"FairwayProximity",2016
197,199,"Rory Sabbatini",40,NA,326,11745.583,19,"FairwayProximity",2016
198,197,"Bill Haas",42,NA,372,13454.833,-40,"FairwayProximity",2016
199,201,"Jamie Donaldson",28,NA,238,8634.5,-17,"FairwayProximity",2016
200,200,"Whee Kim",54,NA,526,19228,-17,"FairwayProximity",2016
201,202,"Brian Gay",22,NA,242,8886.417,4,"FairwayProximity",2016
202,203,"Anirban Lahiri",44,NA,309,11460.833,-13,"FairwayProximity",2016
203,204,"Ernie Els",34,NA,322,11971.833,-23,"FairwayProximity",2016
204,205,"Hunter Mahan",43,NA,393,14869.333,-18,"FairwayProximity",2016
205,206,"Scott Langley",41,NA,400,15746,-15,"FairwayProximity",2016
206,207,"Andres Romero",22,NA,155,6141.333,-6,"FairwayProximity",2016
207,208,"Matthew Fitzpatrick",23,NA,171,7224.083,3,"FairwayProximity",2016
