"2PuttsperRound_RANKTHISWEEK_2014","2PuttsperRound_RANKLASTWEEK_2014","2PuttsperRound_PLAYERNAME_2014","2PuttsperRound_ROUNDS_2014","2PuttsperRound_AVG_2014","2PuttsperRound_TOTAL2PUTTS_2014","2PuttsperRound_TOTALROUNDS_2014","stat_name","year"
1,1,"JJ Henry",91,11.37,989,87,"2PuttsperRound",2014
2,2,"Boo Weekley",73,11.29,813,72,"2PuttsperRound",2014
3,3,"John Rollins",84,11.21,897,80,"2PuttsperRound",2014
4,4,"Chad Campbell",57,11.17,592,53,"2PuttsperRound",2014
5,5,"John Merrick",87,11.13,924,83,"2PuttsperRound",2014
6,6,"Hudson Swafford",75,11.08,787,71,"2PuttsperRound",2014
7,7,"Justin Hicks",103,11.06,1095,99,"2PuttsperRound",2014
8,8,"Martin Laird",66,10.97,680,62,"2PuttsperRound",2014
9,9,"Will Wilcox",51,10.94,536,49,"2PuttsperRound",2014
10,10,"Kevin Stadler",90,10.93,973,89,"2PuttsperRound",2014
11,11,"Kevin Tway",64,10.92,655,60,"2PuttsperRound",2014
12,12,"Henrik Stenson",56,10.91,589,54,"2PuttsperRound",2014
13,13,"Billy Horschel",92,10.89,980,90,"2PuttsperRound",2014
14,14,"Lucas Glover",68,10.88,718,66,"2PuttsperRound",2014
15,15,"John Peterson",62,10.8,648,60,"2PuttsperRound",2014
15,15,"Nicholas Thompson",85,10.8,875,81,"2PuttsperRound",2014
17,17,"Andrew Svoboda",77,10.79,831,77,"2PuttsperRound",2014
17,17,"Jhonattan Vegas",77,10.79,809,75,"2PuttsperRound",2014
19,19,"Josh Teater",90,10.76,947,88,"2PuttsperRound",2014
20,20,"Trevor Immelman",84,10.75,860,80,"2PuttsperRound",2014
21,21,"Jim Herman",62,10.72,622,58,"2PuttsperRound",2014
22,22,"Charlie Beljan",76,10.68,769,72,"2PuttsperRound",2014
22,22,"DA Points",75,10.68,780,73,"2PuttsperRound",2014
22,22,"Mark Wilson",69,10.68,694,65,"2PuttsperRound",2014
25,25,"Johnson Wagner",69,10.66,693,65,"2PuttsperRound",2014
26,26,"James Hahn",82,10.64,851,80,"2PuttsperRound",2014
26,26,"John Senden",99,10.64,1053,99,"2PuttsperRound",2014
26,26,"Bo Van Pelt",83,10.64,883,83,"2PuttsperRound",2014
29,29,"Kyle Stanley",87,10.63,882,83,"2PuttsperRound",2014
30,30,"Graham DeLaet",80,10.61,838,79,"2PuttsperRound",2014
30,30,"Derek Ernst",80,10.61,806,76,"2PuttsperRound",2014
32,32,"Jim Renner",61,10.59,625,59,"2PuttsperRound",2014
33,33,"Jason Dufner",57,10.57,571,54,"2PuttsperRound",2014
33,33,"Carl Pettersson",91,10.57,962,91,"2PuttsperRound",2014
35,35,"Jeff Maggert",54,10.56,570,54,"2PuttsperRound",2014
35,35,"Hunter Mahan",88,10.56,898,85,"2PuttsperRound",2014
35,35,"Daniel Summerhays",98,10.56,1035,98,"2PuttsperRound",2014
38,38,"Bud Cauley",56,10.55,591,56,"2PuttsperRound",2014
39,39,"Stewart Cink",91,10.52,957,91,"2PuttsperRound",2014
39,39,"Michael Putnam",106,10.52,1073,102,"2PuttsperRound",2014
41,41,"Billy Hurley III",86,10.51,904,86,"2PuttsperRound",2014
42,42,"Russell Knox",92,10.5,966,92,"2PuttsperRound",2014
42,42,"Cameron Tringale",111,10.5,1165,111,"2PuttsperRound",2014
44,44,"Brendon de Jonge",109,10.49,1143,109,"2PuttsperRound",2014
44,44,"Bill Haas",107,10.49,1101,105,"2PuttsperRound",2014
44,44,"Spencer Levin",59,10.49,619,59,"2PuttsperRound",2014
47,47,"John Huh",87,10.48,870,83,"2PuttsperRound",2014
47,47,"David Toms",64,10.48,650,62,"2PuttsperRound",2014
49,49,"Jason Bohn",81,10.47,848,81,"2PuttsperRound",2014
49,49,"Scott Stallings",77,10.47,796,76,"2PuttsperRound",2014
49,49,"Bubba Watson",76,10.47,764,73,"2PuttsperRound",2014
52,52,"Davis Love III",74,10.46,753,72,"2PuttsperRound",2014
53,53,"Heath Slocum",71,10.45,721,69,"2PuttsperRound",2014
54,54,"David Hearn",97,10.44,1013,97,"2PuttsperRound",2014
54,54,"Troy Merritt",62,10.44,647,62,"2PuttsperRound",2014
54,54,"Ted Potter Jr",68,10.44,710,68,"2PuttsperRound",2014
57,57,"Troy Matteson",62,10.43,605,58,"2PuttsperRound",2014
57,57,"Nick Watney",80,10.43,782,75,"2PuttsperRound",2014
59,59,"Jonathan Byrd",76,10.42,750,72,"2PuttsperRound",2014
59,59,"Harris English",95,10.42,959,92,"2PuttsperRound",2014
59,59,"Kevin Kisner",85,10.42,886,85,"2PuttsperRound",2014
62,62,"Robert Allenby",83,10.41,843,81,"2PuttsperRound",2014
62,62,"Roberto Castro",76,10.41,770,74,"2PuttsperRound",2014
62,62,"Ken Duke",80,10.41,812,78,"2PuttsperRound",2014
62,62,"Vijay Singh",83,10.41,864,83,"2PuttsperRound",2014
