"PowerRating_RANKTHISWEEK_2012","PowerRating_RANKLASTWEEK_2012","PowerRating_PLAYERNAME_2012","PowerRating_EVENTS_2012","PowerRating_RATING_2012","stat_name","year"
1,1,"Bubba Watson",12,9.9,"PowerRating",2012
2,2,"Nicolas Colsaerts",5,9.8,"PowerRating",2012
2,2,"Hank Kuehne",2,9.8,"PowerRating",2012
2,2,"Alvaro Quiros",3,9.8,"PowerRating",2012
5,5,"Charlie Beljan",6,9.7,"PowerRating",2012
5,5,"Jamie Lovemark",5,9.7,"PowerRating",2012
7,7,"Rory McIlroy",9,9.6,"PowerRating",2012
8,8,"Robert Garrigus",18,9.4,"PowerRating",2012
8,8,"JB Holmes",17,9.4,"PowerRating",2012
8,8,"Scott Stallings",11,9.4,"PowerRating",2012
11,11,"Dustin Johnson",14,9.2,"PowerRating",2012
12,12,"Derek Ernst",1,9.1,"PowerRating",2012
12,12,"Jason Gore",1,9.1,"PowerRating",2012
12,12,"Patrick Reed",7,9.1,"PowerRating",2012
12,12,"Gary Woodland",10,9.1,"PowerRating",2012
16,16,"Jason Kokrak",10,9,"PowerRating",2012
16,16,"Adam Scott",10,9,"PowerRating",2012
18,18,"Steven Bowditch",4,8.9,"PowerRating",2012
18,18,"Jason Day",11,8.9,"PowerRating",2012
18,18,"Dustin Morris",1,8.9,"PowerRating",2012
18,18,"Ryan Palmer",16,8.9,"PowerRating",2012
18,18,"Scott Piercy",18,8.9,"PowerRating",2012
18,18,"Kyle Stanley",14,8.9,"PowerRating",2012
24,24,"John Daly",7,8.8,"PowerRating",2012
24,24,"Mathias Gronberg",1,8.8,"PowerRating",2012
26,26,"Keegan Bradley",16,8.7,"PowerRating",2012
26,26,"Louis Oosthuizen",10,8.7,"PowerRating",2012
26,26,"Jhonattan Vegas",13,8.7,"PowerRating",2012
29,29,"Angel Cabrera",4,8.6,"PowerRating",2012
29,29,"Graham DeLaet",15,8.6,"PowerRating",2012
29,29,"Koumei Oda",1,8.6,"PowerRating",2012
29,29,"Josh Teater",17,8.6,"PowerRating",2012
33,33,"Harris English",21,8.4,"PowerRating",2012
33,33,"Harrison Frazar",7,8.4,"PowerRating",2012
33,33,"Peter Hanson",5,8.4,"PowerRating",2012
33,33,"Martin Laird",12,8.4,"PowerRating",2012
37,37,"Rafa Cabrera Bello",2,8.3,"PowerRating",2012
37,37,"Steve Marino",2,8.3,"PowerRating",2012
37,37,"Troy Matteson",15,8.3,"PowerRating",2012
37,37,"Ted Purdy",2,8.3,"PowerRating",2012
37,37,"Boo Weekley",9,8.3,"PowerRating",2012
37,37,"Danny Willett",1,8.3,"PowerRating",2012
43,43,"Edward Loar",3,8.2,"PowerRating",2012
43,43,"Seung Yul Noh",20,8.2,"PowerRating",2012
43,43,"Sean OHair",18,8.2,"PowerRating",2012
46,46,"Branden Grace",3,8.1,"PowerRating",2012
47,47,"Patrick Cantlay",5,8,"PowerRating",2012
47,47,"Martin Flores",16,8,"PowerRating",2012
47,47,"Bobby Gates",14,8,"PowerRating",2012
50,50,"Mark Anderson",10,7.9,"PowerRating",2012
50,50,"Charley Hoffman",14,7.9,"PowerRating",2012
50,50,"Troy Kelly",8,7.9,"PowerRating",2012
50,50,"John Rollins",13,7.9,"PowerRating",2012
