"3PuttAvoidance2025_RANKTHISWEEK_2006","3PuttAvoidance2025_RANKLASTWEEK_2006","3PuttAvoidance2025_PLAYERNAME_2006","3PuttAvoidance2025_ROUNDS_2006","3PuttAvoidance2025_Pct_2006","3PuttAvoidance2025_TOTAL3PUTTS_2006","3PuttAvoidance2025_ATTEMPTS_2006","3PuttAvoidance2025_2PUTTORBETTERPct_2006","stat_name","year"
1,1,"Michael Allen",84,0,NA,109,100,"3PuttAvoidance2025",2006
1,1,"Stephen Ames",63,0,NA,68,100,"3PuttAvoidance2025",2006
1,1,"Tommy Armour III",65,0,NA,85,100,"3PuttAvoidance2025",2006
1,1,"Paul Azinger",87,0,NA,126,100,"3PuttAvoidance2025",2006
1,1,"Mark Brooks",90,0,NA,123,100,"3PuttAvoidance2025",2006
1,1,"Michael Connell",51,0,NA,55,100,"3PuttAvoidance2025",2006
1,1,"Luke Donald",66,0,NA,60,100,"3PuttAvoidance2025",2006
1,1,"Fred Funk",106,0,NA,150,100,"3PuttAvoidance2025",2006
1,1,"Retief Goosen",68,0,NA,75,100,"3PuttAvoidance2025",2006
1,1,"Padraig Harrington",54,0,NA,52,100,"3PuttAvoidance2025",2006
1,1,"Brandt Jobe",91,0,NA,98,100,"3PuttAvoidance2025",2006
1,1,"Geoff Ogilvy",76,0,NA,69,100,"3PuttAvoidance2025",2006
1,1,"Chris Riley",86,0,NA,83,100,"3PuttAvoidance2025",2006
14,14,"Trevor Immelman",86,0.76,1,131,99.2,"3PuttAvoidance2025",2006
14,14,"Richard Johnson",94,0.76,1,131,99.2,"3PuttAvoidance2025",2006
16,16,"Jerry Kelly",100,0.79,1,127,99.2,"3PuttAvoidance2025",2006
17,17,"Lucas Glover",105,0.81,1,123,99.1,"3PuttAvoidance2025",2006
18,18,"KJ Choi",93,0.86,1,116,99.1,"3PuttAvoidance2025",2006
19,19,"JJ Henry",96,0.87,1,115,99.1,"3PuttAvoidance2025",2006
19,19,"Shigeki Maruyama",94,0.87,1,115,99.1,"3PuttAvoidance2025",2006
21,21,"Olin Browne",108,0.88,1,114,99.1,"3PuttAvoidance2025",2006
21,21,"Stewart Cink",93,0.88,1,113,99.1,"3PuttAvoidance2025",2006
23,23,"Jesper Parnevik",84,0.9,1,111,99.1,"3PuttAvoidance2025",2006
24,24,"DA Points",82,0.91,1,110,99,"3PuttAvoidance2025",2006
25,25,"Ian Leggatt",80,0.92,1,109,99,"3PuttAvoidance2025",2006
26,26,"Justin Leonard",83,0.94,1,106,99,"3PuttAvoidance2025",2006
27,27,"Zach Johnson",98,0.95,1,105,99,"3PuttAvoidance2025",2006
28,28,"Vaughn Taylor",88,0.96,1,104,99,"3PuttAvoidance2025",2006
29,29,"Steve Jones",83,0.98,1,102,99,"3PuttAvoidance2025",2006
29,29,"Kenny Perry",73,0.98,1,102,99,"3PuttAvoidance2025",2006
29,29,"Scott Verplank",88,0.98,1,102,99,"3PuttAvoidance2025",2006
