"PuttingfromGrtr10_RANKTHISWEEK_2008","PuttingfromGrtr10_RANKLASTWEEK_2008","PuttingfromGrtr10_PLAYERNAME_2008","PuttingfromGrtr10_ROUNDS_2008","PuttingfromGrtr10_PctMADE_2008","PuttingfromGrtr10_ATTEMPTS_2008","PuttingfromGrtr10_PUTTSMADE_2008","stat_name","year"
22,22,"KJ Choi",74,17.39,621,108,"PuttingfromGrtr10",2008
22,22,"Steve Flesch",95,17.39,851,148,"PuttingfromGrtr10",2008
24,24,"Nathan Green",95,17.33,906,157,"PuttingfromGrtr10",2008
25,25,"Chris Riley",51,17.3,393,68,"PuttingfromGrtr10",2008
26,26,"Camilo Villegas",79,17.19,634,109,"PuttingfromGrtr10",2008
27,27,"Johnson Wagner",83,17.17,722,124,"PuttingfromGrtr10",2008
28,28,"Chad Campbell",94,17.13,940,161,"PuttingfromGrtr10",2008
29,29,"Kevin Na",97,17.11,894,153,"PuttingfromGrtr10",2008
30,30,"Pat Perez",93,16.95,826,140,"PuttingfromGrtr10",2008
30,30,"Patrick Sheehan",124,16.95,1115,189,"PuttingfromGrtr10",2008
32,32,"Mathias Gronberg",87,16.91,834,141,"PuttingfromGrtr10",2008
33,33,"Dudley Hart",74,16.9,716,121,"PuttingfromGrtr10",2008
34,34,"Ryuji Imada",80,16.86,688,116,"PuttingfromGrtr10",2008
35,35,"Shane Bertsch",96,16.83,921,155,"PuttingfromGrtr10",2008
36,36,"Stewart Cink",87,16.81,714,120,"PuttingfromGrtr10",2008
37,37,"Todd Hamilton",92,16.75,782,131,"PuttingfromGrtr10",2008
39,39,"Tim Herron",97,16.65,919,153,"PuttingfromGrtr10",2008
40,40,"Andres Romero",69,16.6,482,80,"PuttingfromGrtr10",2008
41,41,"Geoff Ogilvy",65,16.57,519,86,"PuttingfromGrtr10",2008
42,42,"Steve Elkington",84,16.56,797,132,"PuttingfromGrtr10",2008
43,43,"Jesper Parnevik",88,16.51,769,127,"PuttingfromGrtr10",2008
44,44,"JB Holmes",86,16.5,703,116,"PuttingfromGrtr10",2008
45,45,"Jonathan Byrd",88,16.48,789,130,"PuttingfromGrtr10",2008
46,46,"Chris DiMarco",87,16.44,803,132,"PuttingfromGrtr10",2008
47,47,"Brenden Pappas",66,16.38,586,96,"PuttingfromGrtr10",2008
48,48,"Kent Jones",68,16.34,606,99,"PuttingfromGrtr10",2008
49,49,"Paul Goydos",78,16.28,694,113,"PuttingfromGrtr10",2008
50,50,"Scott McCarron",63,16.25,560,91,"PuttingfromGrtr10",2008
50,50,"Rory Sabbatini",77,16.25,677,110,"PuttingfromGrtr10",2008
50,50,"Mark Wilson",107,16.25,1108,180,"PuttingfromGrtr10",2008
53,53,"Cody Freeman",66,16.2,574,93,"PuttingfromGrtr10",2008
54,54,"Nick OHern",82,16.11,751,121,"PuttingfromGrtr10",2008
55,55,"Steve Marino",119,16.1,1155,186,"PuttingfromGrtr10",2008
56,56,"Brian Davis",108,16.05,1047,168,"PuttingfromGrtr10",2008
57,57,"Phil Mickelson",80,16.04,586,94,"PuttingfromGrtr10",2008
57,57,"Jeff Overton",103,16.04,960,154,"PuttingfromGrtr10",2008
57,57,"Kevin Sutherland",98,16.04,985,158,"PuttingfromGrtr10",2008
60,60,"Matt Jones",95,16.03,861,138,"PuttingfromGrtr10",2008
61,61,"Jason Gore",94,16.01,918,147,"PuttingfromGrtr10",2008
62,62,"Carl Pettersson",110,16,994,159,"PuttingfromGrtr10",2008
63,63,"Michael Letzig",88,15.99,738,118,"PuttingfromGrtr10",2008
64,64,"Carlos Franco",73,15.98,701,112,"PuttingfromGrtr10",2008
65,65,"Padraig Harrington",52,15.93,295,47,"PuttingfromGrtr10",2008
66,66,"Hunter Mahan",87,15.91,811,129,"PuttingfromGrtr10",2008
67,67,"Tim Clark",90,15.9,736,117,"PuttingfromGrtr10",2008
67,67,"Davis Love III",78,15.9,673,107,"PuttingfromGrtr10",2008
69,69,"Glen Day",64,15.89,579,92,"PuttingfromGrtr10",2008
70,70,"Freddie Jacobson",78,15.86,662,105,"PuttingfromGrtr10",2008
71,71,"Aaron Baddeley",76,15.82,588,93,"PuttingfromGrtr10",2008
72,72,"Ian Poulter",51,15.8,367,58,"PuttingfromGrtr10",2008
73,73,"Anthony Kim",81,15.79,665,105,"PuttingfromGrtr10",2008
74,74,"John Huston",56,15.72,528,83,"PuttingfromGrtr10",2008
75,75,"Jimmy Walker",73,15.7,669,105,"PuttingfromGrtr10",2008
76,76,"Joe Ogilvie",100,15.67,887,139,"PuttingfromGrtr10",2008
77,77,"Ryan Moore",72,15.65,639,100,"PuttingfromGrtr10",2008
77,77,"Tom Pernice Jr",104,15.65,1016,159,"PuttingfromGrtr10",2008
79,79,"Steve Lowery",74,15.6,686,107,"PuttingfromGrtr10",2008
79,79,"Nicholas Thompson",113,15.6,1000,156,"PuttingfromGrtr10",2008
81,81,"Mark Calcavecchia",67,15.56,559,87,"PuttingfromGrtr10",2008
82,82,"Steve Stricker",75,15.49,594,92,"PuttingfromGrtr10",2008
83,83,"Dean Wilson",109,15.48,1001,155,"PuttingfromGrtr10",2008
84,84,"Alex Cejka",75,15.41,597,92,"PuttingfromGrtr10",2008
84,84,"Frank Lickliter II",107,15.41,1032,159,"PuttingfromGrtr10",2008
86,86,"Stuart Appleby",87,15.4,669,103,"PuttingfromGrtr10",2008
87,87,"Nick Flanagan",89,15.37,859,132,"PuttingfromGrtr10",2008
88,88,"Stephen Ames",83,15.36,703,108,"PuttingfromGrtr10",2008
88,88,"Nick Watney",96,15.36,879,135,"PuttingfromGrtr10",2008
90,90,"Mike Weir",88,15.33,659,101,"PuttingfromGrtr10",2008
91,91,"Steve Allan",58,15.31,542,83,"PuttingfromGrtr10",2008
91,91,"JP Hayes",67,15.31,640,98,"PuttingfromGrtr10",2008
93,93,"Rich Beem",90,15.29,837,128,"PuttingfromGrtr10",2008
93,93,"Charlie Wi",97,15.29,929,142,"PuttingfromGrtr10",2008
95,95,"Matt Kuchar",88,15.24,715,109,"PuttingfromGrtr10",2008
96,96,"Vaughn Taylor",103,15.23,972,148,"PuttingfromGrtr10",2008
97,97,"Brett Rumford",72,15.22,611,93,"PuttingfromGrtr10",2008
98,98,"Kenny Perry",97,15.16,1009,153,"PuttingfromGrtr10",2008
99,99,"Ernie Els",51,15.11,364,55,"PuttingfromGrtr10",2008
99,99,"George McNeill",97,15.11,993,150,"PuttingfromGrtr10",2008
101,101,"Tommy Gainey",60,15.07,511,77,"PuttingfromGrtr10",2008
102,102,"Chez Reavie",102,15.06,976,147,"PuttingfromGrtr10",2008
103,103,"Brandt Snedeker",85,15.04,698,105,"PuttingfromGrtr10",2008
104,104,"Tim Wilkinson",95,15.03,825,124,"PuttingfromGrtr10",2008
105,105,"Jeff Maggert",86,15.02,872,131,"PuttingfromGrtr10",2008
106,106,"Lucas Glover",91,14.97,882,132,"PuttingfromGrtr10",2008
107,107,"Gavin Coles",54,14.95,475,71,"PuttingfromGrtr10",2008
108,108,"Jim Furyk",95,14.91,818,122,"PuttingfromGrtr10",2008
109,109,"Kyle Thompson",70,14.89,618,92,"PuttingfromGrtr10",2008
110,110,"Sergio Garcia",72,14.88,605,90,"PuttingfromGrtr10",2008
111,111,"Ryan Armour",87,14.84,829,123,"PuttingfromGrtr10",2008
112,112,"Martin Laird",98,14.83,917,136,"PuttingfromGrtr10",2008
113,113,"Paul Casey",55,14.81,405,60,"PuttingfromGrtr10",2008
114,114,"Kenneth Ferrie",72,14.8,662,98,"PuttingfromGrtr10",2008
114,114,"Doug LaBelle II",65,14.8,554,82,"PuttingfromGrtr10",2008
114,114,"John Riegger",73,14.8,696,103,"PuttingfromGrtr10",2008
117,117,"Robert Gamez",79,14.79,737,109,"PuttingfromGrtr10",2008
118,118,"Billy Andrade",71,14.78,697,103,"PuttingfromGrtr10",2008
118,118,"Brad Elder",67,14.78,582,86,"PuttingfromGrtr10",2008
120,120,"Cameron Beckman",87,14.73,774,114,"PuttingfromGrtr10",2008
120,120,"Alejandro Canizares",52,14.73,421,62,"PuttingfromGrtr10",2008
122,122,"Bill Haas",99,14.67,968,142,"PuttingfromGrtr10",2008
122,122,"Lee Janzen",89,14.67,784,115,"PuttingfromGrtr10",2008
124,124,"Bo Van Pelt",101,14.66,996,146,"PuttingfromGrtr10",2008
125,125,"Bob Sowards",61,14.62,554,81,"PuttingfromGrtr10",2008
125,125,"DJ Trahan",94,14.62,814,119,"PuttingfromGrtr10",2008
127,127,"Ron Whittaker",54,14.47,463,67,"PuttingfromGrtr10",2008
128,128,"Mathew Goggin",91,14.44,900,130,"PuttingfromGrtr10",2008
129,129,"Rod Pampling",83,14.41,694,100,"PuttingfromGrtr10",2008
129,129,"David Toms",70,14.41,569,82,"PuttingfromGrtr10",2008
131,131,"Rocco Mediate",87,14.4,722,104,"PuttingfromGrtr10",2008
132,132,"Marco Dawson",64,14.37,536,77,"PuttingfromGrtr10",2008
133,133,"Jason Day",81,14.32,817,117,"PuttingfromGrtr10",2008
133,133,"Tom Lehman",51,14.32,398,57,"PuttingfromGrtr10",2008
135,135,"Robert Allenby",108,14.31,978,140,"PuttingfromGrtr10",2008
136,136,"Zach Johnson",85,14.3,776,111,"PuttingfromGrtr10",2008
137,137,"Brett Quigley",80,14.25,779,111,"PuttingfromGrtr10",2008
138,138,"Bob Estes",90,14.22,935,133,"PuttingfromGrtr10",2008
139,139,"Robert Garrigus",90,14.2,951,135,"PuttingfromGrtr10",2008
140,140,"Peter Lonard",92,14.19,867,123,"PuttingfromGrtr10",2008
141,141,"Jin Park",85,14.17,741,105,"PuttingfromGrtr10",2008
142,142,"Tommy Armour III",77,14.11,723,102,"PuttingfromGrtr10",2008
142,142,"Stephen Leaney",53,14.11,489,69,"PuttingfromGrtr10",2008
144,144,"Tom Scherrer",56,14.1,454,64,"PuttingfromGrtr10",2008
145,145,"Michael Allen",91,14.08,831,117,"PuttingfromGrtr10",2008
146,146,"John Senden",93,14.05,911,128,"PuttingfromGrtr10",2008
147,147,"Cliff Kresge",84,13.93,797,111,"PuttingfromGrtr10",2008
147,147,"Kevin Streelman",114,13.93,1034,144,"PuttingfromGrtr10",2008
149,149,"Jon Mills",95,13.83,853,118,"PuttingfromGrtr10",2008
150,150,"Brandt Jobe",52,13.81,536,74,"PuttingfromGrtr10",2008
151,151,"Kevin Stadler",90,13.8,768,106,"PuttingfromGrtr10",2008
152,152,"Fred Couples",60,13.79,522,72,"PuttingfromGrtr10",2008
153,153,"Billy Mayfair",103,13.75,1047,144,"PuttingfromGrtr10",2008
153,153,"Tag Ridings",88,13.75,858,118,"PuttingfromGrtr10",2008
155,155,"Brad Adamonis",87,13.74,815,112,"PuttingfromGrtr10",2008
155,155,"Dustin Johnson",92,13.74,844,116,"PuttingfromGrtr10",2008
157,157,"Scott Verplank",82,13.72,634,87,"PuttingfromGrtr10",2008
158,158,"Jason Allred",63,13.7,511,70,"PuttingfromGrtr10",2008
159,159,"Jim McGovern",75,13.64,682,93,"PuttingfromGrtr10",2008
160,160,"Charley Hoffman",94,13.59,898,122,"PuttingfromGrtr10",2008
161,161,"Justin Bolli",87,13.58,810,110,"PuttingfromGrtr10",2008
162,162,"James Driscoll",85,13.54,805,109,"PuttingfromGrtr10",2008
163,163,"Bart Bryant",81,13.44,692,93,"PuttingfromGrtr10",2008
164,164,"Troy Matteson",94,13.43,990,133,"PuttingfromGrtr10",2008
165,165,"Charles Howell III",101,13.38,934,125,"PuttingfromGrtr10",2008
166,166,"Jerry Kelly",89,13.37,778,104,"PuttingfromGrtr10",2008
167,167,"Shigeki Maruyama",50,13.27,437,58,"PuttingfromGrtr10",2008
168,168,"Angel Cabrera",55,13.25,415,55,"PuttingfromGrtr10",2008
169,169,"YE Yang",89,13.17,858,113,"PuttingfromGrtr10",2008
170,170,"Sean OHair",81,13.1,710,93,"PuttingfromGrtr10",2008
171,171,"Chris Stroud",81,13.06,758,99,"PuttingfromGrtr10",2008
172,172,"Retief Goosen",59,13.04,414,54,"PuttingfromGrtr10",2008
173,173,"John Rollins",94,13.01,830,108,"PuttingfromGrtr10",2008
174,174,"David Lutterus",59,12.9,527,68,"PuttingfromGrtr10",2008
175,175,"David Duval",51,12.83,421,54,"PuttingfromGrtr10",2008
176,176,"Will Ma Kenzie",62,12.78,579,74,"PuttingfromGrtr10",2008
177,177,"Briny Baird",113,12.77,1034,132,"PuttingfromGrtr10",2008
178,178,"Vijay Singh",82,12.76,619,79,"PuttingfromGrtr10",2008
179,179,"JJ Henry",108,12.74,1162,148,"PuttingfromGrtr10",2008
180,180,"Omar Uresti",74,12.64,633,80,"PuttingfromGrtr10",2008
181,181,"Ben Curtis",80,12.62,642,81,"PuttingfromGrtr10",2008
182,182,"Joe Durant",92,12.61,888,112,"PuttingfromGrtr10",2008
183,183,"Olin Browne",77,12.6,762,96,"PuttingfromGrtr10",2008
184,184,"Todd Demsey",80,12.53,742,93,"PuttingfromGrtr10",2008
185,185,"Harrison Frazar",73,12.52,687,86,"PuttingfromGrtr10",2008
186,186,"Travis Perkins",53,12.5,416,52,"PuttingfromGrtr10",2008
187,187,"Paul Claxton",63,12.48,545,68,"PuttingfromGrtr10",2008
188,188,"Trevor Immelman",70,12.26,571,70,"PuttingfromGrtr10",2008
189,189,"Jeff Gove",50,12.24,482,59,"PuttingfromGrtr10",2008
190,190,"Heath Slocum",104,12.12,932,113,"PuttingfromGrtr10",2008
191,191,"Scott Sterling",89,12.11,826,100,"PuttingfromGrtr10",2008
192,192,"Bubba Watson",97,12.06,846,102,"PuttingfromGrtr10",2008
193,193,"Ted Purdy",68,11.94,645,77,"PuttingfromGrtr10",2008
194,194,"John Merrick",98,11.89,841,100,"PuttingfromGrtr10",2008
195,195,"Boo Weekley",86,11.83,710,84,"PuttingfromGrtr10",2008
195,195,"Jay Williamson",96,11.83,879,104,"PuttingfromGrtr10",2008
197,197,"Charles Warren",79,9.46,803,76,"PuttingfromGrtr10",2008
