"LateRound2ScoringAverage_RANKTHISWEEK_2016","LateRound2ScoringAverage_RANKLASTWEEK_2016","LateRound2ScoringAverage_PLAYERNAME_2016","LateRound2ScoringAverage__2016","LateRound2ScoringAverage_AVG_2016","LateRound2ScoringAverage_TOTALSTROKES_2016","LateRound2ScoringAverage_TOTALROUNDS_2016","stat_name","year"
1,1,"Graham DeLaet",NA,67.67,406,6,"LateRound2ScoringAverage",2016
1,1,"Steve Stricker",NA,67.67,203,3,"LateRound2ScoringAverage",2016
3,3,"Bill Haas",NA,68,272,4,"LateRound2ScoringAverage",2016
3,3,"Jason Kokrak",NA,68,340,5,"LateRound2ScoringAverage",2016
5,6,"Jason Bohn",NA,68.2,341,5,"LateRound2ScoringAverage",2016
6,7,"Rory McIlroy",NA,68.5,274,4,"LateRound2ScoringAverage",2016
7,9,"Russell Knox",NA,68.6,343,5,"LateRound2ScoringAverage",2016
8,10,"Dustin Johnson",NA,68.67,206,3,"LateRound2ScoringAverage",2016
9,12,"Zac Blair",NA,69,552,8,"LateRound2ScoringAverage",2016
9,12,"Colt Knost",NA,69,345,5,"LateRound2ScoringAverage",2016
11,17,"Fabian Gomez",NA,69.13,553,8,"LateRound2ScoringAverage",2016
12,18,"Matt Kuchar",NA,69.2,346,5,"LateRound2ScoringAverage",2016
13,19,"Charl Schwartzel",NA,69.25,277,4,"LateRound2ScoringAverage",2016
13,19,"Bubba Watson",NA,69.25,277,4,"LateRound2ScoringAverage",2016
13,19,"Gary Woodland",NA,69.25,277,4,"LateRound2ScoringAverage",2016
16,26,"Rickie Fowler",NA,69.29,485,7,"LateRound2ScoringAverage",2016
17,22,"Ryan Moore",NA,69.33,208,3,"LateRound2ScoringAverage",2016
18,11,"William McGirt",NA,69.38,555,8,"LateRound2ScoringAverage",2016
19,23,"Jerry Kelly",NA,69.4,347,5,"LateRound2ScoringAverage",2016
19,12,"David Lingmerth",NA,69.4,347,5,"LateRound2ScoringAverage",2016
21,24,"Daniel Berger",NA,69.43,486,7,"LateRound2ScoringAverage",2016
21,24,"Adam Scott",NA,69.43,486,7,"LateRound2ScoringAverage",2016
23,8,"Derek Fathauer",NA,69.5,695,10,"LateRound2ScoringAverage",2016
23,26,"Sergio Garcia",NA,69.5,139,2,"LateRound2ScoringAverage",2016
23,26,"Chez Reavie",NA,69.5,556,8,"LateRound2ScoringAverage",2016
26,48,"Roberto Castro",NA,69.57,487,7,"LateRound2ScoringAverage",2016
26,30,"Luke Donald",NA,69.57,487,7,"LateRound2ScoringAverage",2016
26,30,"Kevin Kisner",NA,69.57,487,7,"LateRound2ScoringAverage",2016
29,32,"Brooks Koepka",NA,69.6,348,5,"LateRound2ScoringAverage",2016
30,34,"John Huh",NA,69.63,557,8,"LateRound2ScoringAverage",2016
31,16,"Justin Thomas",NA,69.7,697,10,"LateRound2ScoringAverage",2016
32,36,"Kevin Na",NA,69.71,488,7,"LateRound2ScoringAverage",2016
33,37,"Ryan Palmer",NA,69.83,419,6,"LateRound2ScoringAverage",2016
34,40,"Mark Hubbard",NA,69.85,908,13,"LateRound2ScoringAverage",2016
35,38,"Danny Lee",NA,69.86,489,7,"LateRound2ScoringAverage",2016
36,38,"Brendan Steele",NA,69.88,559,8,"LateRound2ScoringAverage",2016
37,3,"Byeong Hun An",NA,70,210,3,"LateRound2ScoringAverage",2016
37,40,"Ernie Els",NA,70,350,5,"LateRound2ScoringAverage",2016
37,40,"Cameron Percy",NA,70,140,2,"LateRound2ScoringAverage",2016
37,40,"Jordan Spieth",NA,70,350,5,"LateRound2ScoringAverage",2016
41,45,"Sung Kang",NA,70.13,561,8,"LateRound2ScoringAverage",2016
42,46,"Chris Kirk",NA,70.14,491,7,"LateRound2ScoringAverage",2016
43,29,"Luke List",NA,70.2,702,10,"LateRound2ScoringAverage",2016
43,49,"Seung Yul Noh",NA,70.2,702,10,"LateRound2ScoringAverage",2016
45,50,"Michael Kim",NA,70.22,632,9,"LateRound2ScoringAverage",2016
46,53,"Jamie Lovemark",NA,70.33,633,9,"LateRound2ScoringAverage",2016
47,53,"Chad Campbell",NA,70.38,563,8,"LateRound2ScoringAverage",2016
47,53,"Jon Curran",NA,70.38,563,8,"LateRound2ScoringAverage",2016
49,56,"Webb Simpson",NA,70.4,352,5,"LateRound2ScoringAverage",2016
50,57,"Rob Oppenheim",NA,70.43,493,7,"LateRound2ScoringAverage",2016
51,59,"Kevin Chappell",NA,70.5,423,6,"LateRound2ScoringAverage",2016
51,59,"Jason Day",NA,70.5,282,4,"LateRound2ScoringAverage",2016
51,59,"Brice Garnett",NA,70.5,423,6,"LateRound2ScoringAverage",2016
51,59,"Robert Streb",NA,70.5,705,10,"LateRound2ScoringAverage",2016
55,79,"Harold Varner III",NA,70.55,776,11,"LateRound2ScoringAverage",2016
