"Last15EventsShortGame_RANKTHISWEEK_2008","Last15EventsShortGame_RANKLASTWEEK_2008","Last15EventsShortGame_PLAYERNAME_2008","Last15EventsShortGame_EVENTS_2008","Last15EventsShortGame_RATING_2008","stat_name","year"
1,1,"Paul McGinley",1,8.2,"Last15EventsShortGame",2008
2,2,"Robert Karlsson",2,8,"Last15EventsShortGame",2008
2,2,"Oliver Wilson",1,8,"Last15EventsShortGame",2008
4,4,"Bob Heintz",5,7.9,"Last15EventsShortGame",2008
4,4,"Mike Weir",10,7.9,"Last15EventsShortGame",2008
6,6,"Chip Deason",1,7.8,"Last15EventsShortGame",2008
6,6,"Rocco Mediate",5,7.8,"Last15EventsShortGame",2008
8,8,"Guy Boros",2,7.6,"Last15EventsShortGame",2008
8,8,"Mathias Gronberg",7,7.6,"Last15EventsShortGame",2008
10,10,"Padraig Harrington",4,7.5,"Last15EventsShortGame",2008
10,10,"Ted Schulz",1,7.5,"Last15EventsShortGame",2008
12,12,"Todd Demsey",7,7.4,"Last15EventsShortGame",2008
12,12,"Brian Gay",8,7.4,"Last15EventsShortGame",2008
12,12,"Jonathan Moore",1,7.4,"Last15EventsShortGame",2008
12,12,"Justin Rose",5,7.4,"Last15EventsShortGame",2008
12,12,"Tiger Woods",3,7.4,"Last15EventsShortGame",2008
17,17,"Yusaku Miyazato",2,7.3,"Last15EventsShortGame",2008
17,17,"Jose Maria Olazabal",3,7.3,"Last15EventsShortGame",2008
17,17,"Tom Scherrer",5,7.3,"Last15EventsShortGame",2008
17,17,"Adam Scott",6,7.3,"Last15EventsShortGame",2008
17,17,"Webb Simpson",3,7.3,"Last15EventsShortGame",2008
22,22,"Scott Hoch",1,7.2,"Last15EventsShortGame",2008
22,22,"Neal Lancaster",3,7.2,"Last15EventsShortGame",2008
22,22,"Kevin Na",10,7.2,"Last15EventsShortGame",2008
22,22,"Henrik Stenson",4,7.2,"Last15EventsShortGame",2008
26,26,"Jason Allred",5,7.1,"Last15EventsShortGame",2008
26,26,"Ben Curtis",10,7.1,"Last15EventsShortGame",2008
26,26,"Luke Donald",6,7.1,"Last15EventsShortGame",2008
26,26,"Brad Elder",6,7.1,"Last15EventsShortGame",2008
26,26,"Ryuji Imada",8,7.1,"Last15EventsShortGame",2008
26,26,"Jerry Kelly",7,7.1,"Last15EventsShortGame",2008
26,26,"Mark OMeara",2,7.1,"Last15EventsShortGame",2008
26,26,"Greg Owen",1,7.1,"Last15EventsShortGame",2008
26,26,"Pat Perez",9,7.1,"Last15EventsShortGame",2008
26,26,"Scott Verplank",7,7.1,"Last15EventsShortGame",2008
36,36,"Gavin Coles",9,7,"Last15EventsShortGame",2008
36,36,"Jeff Gove",6,7,"Last15EventsShortGame",2008
36,36,"Richard Johnson",2,7,"Last15EventsShortGame",2008
36,36,"Len Mattiace",3,7,"Last15EventsShortGame",2008
36,36,"Rod Pampling",5,7,"Last15EventsShortGame",2008
36,36,"Stephen Poole",1,7,"Last15EventsShortGame",2008
36,36,"Paul Stankowski",3,7,"Last15EventsShortGame",2008
36,36,"Jay Williamson",3,7,"Last15EventsShortGame",2008
36,36,"Garrett Willis",4,7,"Last15EventsShortGame",2008
36,36,"Casey Wittenberg",2,7,"Last15EventsShortGame",2008
46,46,"Aaron Baddeley",8,6.9,"Last15EventsShortGame",2008
46,46,"Briny Baird",12,6.9,"Last15EventsShortGame",2008
46,46,"Rich Beem",7,6.9,"Last15EventsShortGame",2008
46,46,"Michael Bradley",5,6.9,"Last15EventsShortGame",2008
46,46,"Mark Brooks",3,6.9,"Last15EventsShortGame",2008
46,46,"Niclas Fasth",4,6.9,"Last15EventsShortGame",2008
46,46,"Nathan Green",6,6.9,"Last15EventsShortGame",2008
46,46,"Arron Oberholser",7,6.9,"Last15EventsShortGame",2008
46,46,"Ryan Palmer",8,6.9,"Last15EventsShortGame",2008
46,46,"Jimmy Walker",4,6.9,"Last15EventsShortGame",2008
46,46,"Charlie Wi",10,6.9,"Last15EventsShortGame",2008
57,57,"Bart Bryant",8,6.8,"Last15EventsShortGame",2008
57,57,"Glen Day",9,6.8,"Last15EventsShortGame",2008
57,57,"Jay Delsing",2,6.8,"Last15EventsShortGame",2008
57,57,"David Duval",4,6.8,"Last15EventsShortGame",2008
57,57,"Steve Flesch",7,6.8,"Last15EventsShortGame",2008
57,57,"Retief Goosen",6,6.8,"Last15EventsShortGame",2008
57,57,"Paul Goydos",6,6.8,"Last15EventsShortGame",2008
57,57,"Brendan Jones",2,6.8,"Last15EventsShortGame",2008
57,57,"Anthony Kim",10,6.8,"Last15EventsShortGame",2008
57,57,"Tom Lehman",4,6.8,"Last15EventsShortGame",2008
57,57,"Phil Mickelson",9,6.8,"Last15EventsShortGame",2008
57,57,"Corey Pavin",9,6.8,"Last15EventsShortGame",2008
57,57,"Tag Ridings",7,6.8,"Last15EventsShortGame",2008
57,57,"Steve Stricker",6,6.8,"Last15EventsShortGame",2008
71,71,"Stuart Appleby",10,6.7,"Last15EventsShortGame",2008
71,71,"Eric Axley",10,6.7,"Last15EventsShortGame",2008
71,71,"Paul Azinger",1,6.7,"Last15EventsShortGame",2008
71,71,"Shane Bertsch",10,6.7,"Last15EventsShortGame",2008
71,71,"Angel Cabrera",6,6.7,"Last15EventsShortGame",2008
71,71,"Daniel Chopra",7,6.7,"Last15EventsShortGame",2008
