"BallStriking_RANKTHISWEEK_2005","BallStriking_RANKLASTWEEK_2005","BallStriking_PLAYERNAME_2005","BallStriking_ROUNDS_2005","BallStriking_VALUE_2005","BallStriking_TOTALDRVRANK_2005","BallStriking_GIRRANK_2005","stat_name","year"
127,127,"Bob Estes",92,249,135,114,"BallStriking",2005
127,127,"Pat Perez",89,249,110,139,"BallStriking",2005
129,129,"Scott Hend",75,252,106,146,"BallStriking",2005
130,130,"Skip Kendall",80,255,102,153,"BallStriking",2005
131,131,"Brett Quigley",96,259,147,112,"BallStriking",2005
132,132,"John Cook",72,261,128,133,"BallStriking",2005
133,133,"John Daly",78,262,110,152,"BallStriking",2005
133,133,"Jeff Hart",63,262,102,160,"BallStriking",2005
135,135,"Stewart Cink",98,264,187,77,"BallStriking",2005
136,136,"Jose Maria Olazabal",55,269,180,89,"BallStriking",2005
137,137,"Danny Briggs",70,271,138,133,"BallStriking",2005
137,137,"Daniel Chopra",108,271,138,133,"BallStriking",2005
137,137,"Bill Glasson",54,271,153,118,"BallStriking",2005
140,140,"Gavin Coles",70,275,110,165,"BallStriking",2005
141,141,"Woody Austin",100,276,156,120,"BallStriking",2005
142,142,"Jose Coceres",56,277,84,193,"BallStriking",2005
143,143,"Scott McCarron",78,278,131,147,"BallStriking",2005
144,144,"Bernhard Langer",67,283,182,101,"BallStriking",2005
145,145,"Todd Hamilton",94,285,145,140,"BallStriking",2005
145,145,"Larry Mize",54,285,120,165,"BallStriking",2005
147,147,"Patrick Sheehan",114,291,147,144,"BallStriking",2005
148,148,"Hank Kuehne",84,293,115,178,"BallStriking",2005
149,149,"Billy Andrade",83,294,162,132,"BallStriking",2005
150,150,"Hunter Haas",83,295,167,128,"BallStriking",2005
150,150,"Dennis Paulson",63,295,131,164,"BallStriking",2005
150,150,"Tim Petrovic",97,295,193,102,"BallStriking",2005
153,153,"Ryuji Imada",78,298,171,127,"BallStriking",2005
154,154,"Jim Carter",62,300,124,176,"BallStriking",2005
155,155,"James Driscoll",73,304,159,145,"BallStriking",2005
155,155,"Steve Flesch",90,304,156,148,"BallStriking",2005
157,157,"Brian Gay",101,314,152,162,"BallStriking",2005
158,158,"Chris DiMarco",83,316,191,125,"BallStriking",2005
158,158,"Brent Geiberger",61,316,175,141,"BallStriking",2005
160,160,"John Elliott",58,317,117,200,"BallStriking",2005
160,160,"Paul Gow",78,317,147,170,"BallStriking",2005
162,162,"Glen Day",80,318,144,174,"BallStriking",2005
162,162,"Padraig Harrington",50,318,164,154,"BallStriking",2005
164,164,"Corey Pavin",77,324,167,157,"BallStriking",2005
165,165,"Steve Jones",56,325,143,182,"BallStriking",2005
165,165,"Joe Ogilvie",103,325,153,172,"BallStriking",2005
167,167,"Ben Crane",78,326,165,161,"BallStriking",2005
167,167,"Lee Janzen",75,326,195,131,"BallStriking",2005
167,167,"Rory Sabbatini",81,326,138,188,"BallStriking",2005
170,170,"Michael Allen",90,330,174,156,"BallStriking",2005
171,171,"Rich Beem",66,332,189,143,"BallStriking",2005
171,171,"Ian Poulter",62,332,160,172,"BallStriking",2005
171,171,"Mike Weir",71,332,161,171,"BallStriking",2005
174,174,"Jesper Parnevik",84,334,151,183,"BallStriking",2005
175,175,"Jason Allred",75,335,137,198,"BallStriking",2005
176,176,"Chris Riley",67,337,138,199,"BallStriking",2005
177,177,"Matt Gogel",78,339,180,159,"BallStriking",2005
178,178,"Stephen Ames",82,342,173,169,"BallStriking",2005
179,179,"Matt Davidson",53,345,153,192,"BallStriking",2005
179,179,"Jay Haas",54,345,169,176,"BallStriking",2005
181,181,"Freddie Jacobson",72,347,184,163,"BallStriking",2005
182,182,"JP Hayes",63,348,193,155,"BallStriking",2005
183,183,"Ben Curtis",65,350,175,175,"BallStriking",2005
184,184,"Bob Heintz",67,351,162,189,"BallStriking",2005
185,185,"Mark Brooks",72,353,156,197,"BallStriking",2005
186,186,"Justin Bolli",65,356,171,185,"BallStriking",2005
187,187,"Franklin Langham",91,359,201,158,"BallStriking",2005
188,188,"Chris Anderson",66,360,175,185,"BallStriking",2005
188,188,"Todd Fischer",99,360,179,181,"BallStriking",2005
188,188,"Charlie Wi",67,360,165,195,"BallStriking",2005
191,191,"Craig Perks",67,363,196,167,"BallStriking",2005
192,192,"Brad Faxon",75,368,201,167,"BallStriking",2005
192,192,"Andrew Magee",82,368,185,183,"BallStriking",2005
194,194,"Hideto Tanihara",50,370,183,187,"BallStriking",2005
195,195,"Thomas Levet",54,371,192,179,"BallStriking",2005
196,196,"Aaron Baddeley",84,376,185,191,"BallStriking",2005
197,197,"Paul Azinger",66,377,187,190,"BallStriking",2005
198,198,"Steve Stricker",62,379,199,180,"BallStriking",2005
199,199,"Kevin Na",88,384,190,194,"BallStriking",2005
200,200,"Mark OMeara",66,393,197,196,"BallStriking",2005
201,201,"Rob Rashell",65,398,198,200,"BallStriking",2005
202,202,"Len Mattiace",86,402,200,202,"BallStriking",2005
