"BirdieorBetterPercentage150175ya_RANKTHISWEEK_2014","BirdieorBetterPercentage150175ya_RANKLASTWEEK_2014","BirdieorBetterPercentage150175ya_PLAYERNAME_2014","BirdieorBetterPercentage150175ya_ROUNDS_2014","BirdieorBetterPercentage150175ya_Pct_2014","BirdieorBetterPercentage150175ya_TOTALBIRDIES_2014","BirdieorBetterPercentage150175ya_TOTALHOLES_2014","stat_name","year"
1,1,"Paul Casey",56,21.18,36,170,"BirdieorBetterPercentage150175ya",2014
2,2,"Graeme McDowell",66,20.83,35,168,"BirdieorBetterPercentage150175ya",2014
3,3,"Brooks Koepka",56,20.69,30,145,"BirdieorBetterPercentage150175ya",2014
4,4,"John Huh",87,20.66,56,271,"BirdieorBetterPercentage150175ya",2014
5,5,"Dustin Johnson",58,20.13,30,149,"BirdieorBetterPercentage150175ya",2014
6,6,"Henrik Stenson",56,19.53,25,128,"BirdieorBetterPercentage150175ya",2014
7,7,"Ryan Palmer",85,19.5,47,241,"BirdieorBetterPercentage150175ya",2014
8,8,"Adam Scott",68,19.38,44,227,"BirdieorBetterPercentage150175ya",2014
9,9,"Bubba Watson",76,18.97,33,174,"BirdieorBetterPercentage150175ya",2014
10,10,"Russell Knox",92,18.95,58,306,"BirdieorBetterPercentage150175ya",2014
11,11,"Keegan Bradley",89,18.94,50,264,"BirdieorBetterPercentage150175ya",2014
12,12,"Greg Chalmers",85,18.82,51,271,"BirdieorBetterPercentage150175ya",2014
13,13,"David Toms",64,18.65,36,193,"BirdieorBetterPercentage150175ya",2014
14,14,"Hideki Matsuyama",82,18.6,48,258,"BirdieorBetterPercentage150175ya",2014
15,15,"Ken Duke",80,18.5,47,254,"BirdieorBetterPercentage150175ya",2014
16,16,"Webb Simpson",87,18.49,49,265,"BirdieorBetterPercentage150175ya",2014
17,17,"Brian Gay",81,18.34,42,229,"BirdieorBetterPercentage150175ya",2014
18,18,"Ryo Ishikawa",75,18.33,44,240,"BirdieorBetterPercentage150175ya",2014
19,19,"Sergio Garcia",61,18.18,24,132,"BirdieorBetterPercentage150175ya",2014
20,20,"Brendon Todd",108,18.07,60,332,"BirdieorBetterPercentage150175ya",2014
21,21,"Ernie Els",85,18.02,40,222,"BirdieorBetterPercentage150175ya",2014
22,22,"Lee Westwood",57,17.96,30,167,"BirdieorBetterPercentage150175ya",2014
23,23,"Daniel Summerhays",98,17.94,54,301,"BirdieorBetterPercentage150175ya",2014
24,24,"William McGirt",96,17.89,56,313,"BirdieorBetterPercentage150175ya",2014
25,25,"Luke Donald",57,17.81,26,146,"BirdieorBetterPercentage150175ya",2014
26,26,"Jamie Lovemark",64,17.79,29,163,"BirdieorBetterPercentage150175ya",2014
27,27,"Ben Crane",81,17.73,50,282,"BirdieorBetterPercentage150175ya",2014
28,28,"Jimmy Walker",98,17.62,46,261,"BirdieorBetterPercentage150175ya",2014
29,29,"Sangmoon Bae",76,17.57,42,239,"BirdieorBetterPercentage150175ya",2014
30,30,"Brian Stuard",91,17.54,50,285,"BirdieorBetterPercentage150175ya",2014
31,31,"Harris English",95,17.51,52,297,"BirdieorBetterPercentage150175ya",2014
32,32,"Will Ma Kenzie",82,17.43,42,241,"BirdieorBetterPercentage150175ya",2014
32,32,"Rory Sabbatini",82,17.43,38,218,"BirdieorBetterPercentage150175ya",2014
34,34,"David Hearn",97,17.41,55,316,"BirdieorBetterPercentage150175ya",2014
35,35,"Retief Goosen",94,17.38,53,305,"BirdieorBetterPercentage150175ya",2014
36,36,"Rory McIlroy",66,17.37,29,167,"BirdieorBetterPercentage150175ya",2014
37,37,"JB Holmes",86,17.36,46,265,"BirdieorBetterPercentage150175ya",2014
38,38,"Tommy Gainey",73,17.3,41,237,"BirdieorBetterPercentage150175ya",2014
38,38,"Jason Kokrak",65,17.3,41,237,"BirdieorBetterPercentage150175ya",2014
40,40,"Chris Kirk",105,17.28,52,301,"BirdieorBetterPercentage150175ya",2014
41,41,"Luke Guthrie",85,17.25,49,284,"BirdieorBetterPercentage150175ya",2014
42,42,"Michael Thompson",74,17.21,37,215,"BirdieorBetterPercentage150175ya",2014
43,43,"Robert Garrigus",80,17.16,46,268,"BirdieorBetterPercentage150175ya",2014
44,44,"Brandt Snedeker",89,17.14,42,245,"BirdieorBetterPercentage150175ya",2014
45,45,"Roberto Castro",76,17.11,32,187,"BirdieorBetterPercentage150175ya",2014
45,45,"Jerry Kelly",80,17.11,45,263,"BirdieorBetterPercentage150175ya",2014
47,47,"KJ Choi",80,17.08,41,240,"BirdieorBetterPercentage150175ya",2014
48,48,"Scott Brown",100,17.01,49,288,"BirdieorBetterPercentage150175ya",2014
48,48,"Freddie Jacobson",91,17.01,50,294,"BirdieorBetterPercentage150175ya",2014
50,50,"Kevin Kisner",85,16.98,45,265,"BirdieorBetterPercentage150175ya",2014
51,51,"Shawn Stefani",60,16.96,39,230,"BirdieorBetterPercentage150175ya",2014
52,52,"Brian Harman",111,16.91,58,343,"BirdieorBetterPercentage150175ya",2014
53,53,"Jeff Overton",80,16.88,39,231,"BirdieorBetterPercentage150175ya",2014
54,54,"Geoff Ogilvy",84,16.86,44,261,"BirdieorBetterPercentage150175ya",2014
55,55,"DA Points",75,16.84,33,196,"BirdieorBetterPercentage150175ya",2014
56,56,"Kevin Chappell",100,16.82,54,321,"BirdieorBetterPercentage150175ya",2014
57,57,"George McNeill",79,16.79,44,262,"BirdieorBetterPercentage150175ya",2014
58,58,"Heath Slocum",71,16.74,40,239,"BirdieorBetterPercentage150175ya",2014
59,59,"Jason Dufner",57,16.67,27,162,"BirdieorBetterPercentage150175ya",2014
60,60,"Gonzalo Fdez Castano",83,16.6,44,265,"BirdieorBetterPercentage150175ya",2014
61,61,"Kevin Stadler",90,16.59,36,217,"BirdieorBetterPercentage150175ya",2014
62,62,"Gary Woodland",93,16.54,44,266,"BirdieorBetterPercentage150175ya",2014
63,63,"Ben Curtis",77,16.53,40,242,"BirdieorBetterPercentage150175ya",2014
64,64,"Ben Martin",80,16.52,38,230,"BirdieorBetterPercentage150175ya",2014
65,65,"Marc Leishman",81,16.42,45,274,"BirdieorBetterPercentage150175ya",2014
66,66,"Charlie Beljan",76,16.28,42,258,"BirdieorBetterPercentage150175ya",2014
67,67,"John Peterson",62,16.23,31,191,"BirdieorBetterPercentage150175ya",2014
68,68,"Brice Garnett",92,16.19,45,278,"BirdieorBetterPercentage150175ya",2014
69,69,"Andres Romero",81,16.13,45,279,"BirdieorBetterPercentage150175ya",2014
70,70,"Spencer Levin",59,16.11,34,211,"BirdieorBetterPercentage150175ya",2014
71,71,"Chris Stroud",88,16.06,44,274,"BirdieorBetterPercentage150175ya",2014
72,72,"Danny Lee",84,16.03,42,262,"BirdieorBetterPercentage150175ya",2014
73,73,"Charl Schwartzel",64,16.02,29,181,"BirdieorBetterPercentage150175ya",2014
74,74,"Hudson Swafford",75,15.98,39,244,"BirdieorBetterPercentage150175ya",2014
75,75,"Nick Watney",80,15.96,34,213,"BirdieorBetterPercentage150175ya",2014
76,76,"Morgan Hoffmann",103,15.91,49,308,"BirdieorBetterPercentage150175ya",2014
76,76,"Nicholas Thompson",85,15.91,42,264,"BirdieorBetterPercentage150175ya",2014
78,78,"James Driscoll",71,15.88,37,233,"BirdieorBetterPercentage150175ya",2014
79,79,"Robert Streb",75,15.75,40,254,"BirdieorBetterPercentage150175ya",2014
80,80,"Scott Langley",95,15.68,45,287,"BirdieorBetterPercentage150175ya",2014
81,81,"Kevin Streelman",79,15.58,31,199,"BirdieorBetterPercentage150175ya",2014
82,82,"Stewart Cink",91,15.57,45,289,"BirdieorBetterPercentage150175ya",2014
83,83,"Matt Jones",83,15.49,35,226,"BirdieorBetterPercentage150175ya",2014
84,84,"Bo Van Pelt",83,15.42,39,253,"BirdieorBetterPercentage150175ya",2014
85,85,"John Senden",99,15.41,47,305,"BirdieorBetterPercentage150175ya",2014
86,86,"Matt Every",85,15.35,35,228,"BirdieorBetterPercentage150175ya",2014
87,87,"Jim Furyk",84,15.29,37,242,"BirdieorBetterPercentage150175ya",2014
88,88,"Justin Leonard",75,15.19,36,237,"BirdieorBetterPercentage150175ya",2014
89,89,"Ryan Moore",86,15.15,35,231,"BirdieorBetterPercentage150175ya",2014
89,89,"Tyrone Van Aswegen",79,15.15,35,231,"BirdieorBetterPercentage150175ya",2014
91,91,"Camilo Villegas",95,15.12,49,324,"BirdieorBetterPercentage150175ya",2014
92,92,"Scott Stallings",77,15.04,34,226,"BirdieorBetterPercentage150175ya",2014
93,93,"Chad Campbell",57,14.97,28,187,"BirdieorBetterPercentage150175ya",2014
94,94,"Billy Hurley III",86,14.96,41,274,"BirdieorBetterPercentage150175ya",2014
95,95,"Graham DeLaet",80,14.86,37,249,"BirdieorBetterPercentage150175ya",2014
96,96,"Trevor Immelman",84,14.73,38,258,"BirdieorBetterPercentage150175ya",2014
97,97,"Woody Austin",63,14.71,30,204,"BirdieorBetterPercentage150175ya",2014
98,98,"Kevin Na",94,14.7,41,279,"BirdieorBetterPercentage150175ya",2014
99,99,"Cameron Tringale",111,14.67,49,334,"BirdieorBetterPercentage150175ya",2014
100,100,"Matt Kuchar",91,14.65,40,273,"BirdieorBetterPercentage150175ya",2014
101,101,"Ricky Barnes",92,14.57,44,302,"BirdieorBetterPercentage150175ya",2014
102,102,"Andrew Svoboda",77,14.56,38,261,"BirdieorBetterPercentage150175ya",2014
103,103,"Will Wilcox",51,14.53,26,179,"BirdieorBetterPercentage150175ya",2014
104,104,"Jonathan Byrd",76,14.5,38,262,"BirdieorBetterPercentage150175ya",2014
105,105,"Michael Putnam",106,14.48,54,373,"BirdieorBetterPercentage150175ya",2014
106,106,"Carl Pettersson",91,14.46,47,325,"BirdieorBetterPercentage150175ya",2014
107,107,"Pat Perez",84,14.44,40,277,"BirdieorBetterPercentage150175ya",2014
108,108,"Wes Roach",67,14.43,28,194,"BirdieorBetterPercentage150175ya",2014
109,109,"Martin Laird",66,14.41,32,222,"BirdieorBetterPercentage150175ya",2014
110,110,"Brad Fritsch",50,14.29,25,175,"BirdieorBetterPercentage150175ya",2014
111,111,"Justin Hicks",103,14.2,50,352,"BirdieorBetterPercentage150175ya",2014
112,112,"Bryce Molder",77,14.17,34,240,"BirdieorBetterPercentage150175ya",2014
113,113,"Jordan Spieth",102,14.12,37,262,"BirdieorBetterPercentage150175ya",2014
114,114,"Phil Mickelson",71,14.1,22,156,"BirdieorBetterPercentage150175ya",2014
114,114,"Seung Yul Noh",92,14.1,44,312,"BirdieorBetterPercentage150175ya",2014
116,116,"Bill Haas",107,14.09,41,291,"BirdieorBetterPercentage150175ya",2014
116,116,"Mark Wilson",69,14.09,31,220,"BirdieorBetterPercentage150175ya",2014
118,118,"Tim Clark",75,14.08,30,213,"BirdieorBetterPercentage150175ya",2014
118,118,"Charles Howell III",106,14.08,48,341,"BirdieorBetterPercentage150175ya",2014
120,120,"Russell Henley",92,14.07,37,263,"BirdieorBetterPercentage150175ya",2014
121,121,"David Lingmerth",80,13.86,37,267,"BirdieorBetterPercentage150175ya",2014
122,122,"Jason Day",54,13.82,17,123,"BirdieorBetterPercentage150175ya",2014
122,122,"Rickie Fowler",91,13.82,34,246,"BirdieorBetterPercentage150175ya",2014
124,124,"Stuart Appleby",92,13.76,45,327,"BirdieorBetterPercentage150175ya",2014
125,125,"Bronson La Cassie",51,13.74,18,131,"BirdieorBetterPercentage150175ya",2014
126,126,"Zach Johnson",97,13.67,38,278,"BirdieorBetterPercentage150175ya",2014
127,127,"Jonas Blixt",64,13.61,20,147,"BirdieorBetterPercentage150175ya",2014
128,128,"Ian Poulter",57,13.55,21,155,"BirdieorBetterPercentage150175ya",2014
129,129,"Troy Merritt",62,13.47,26,193,"BirdieorBetterPercentage150175ya",2014
130,130,"Patrick Reed",92,13.39,32,239,"BirdieorBetterPercentage150175ya",2014
131,131,"Jeff Maggert",54,13.38,21,157,"BirdieorBetterPercentage150175ya",2014
132,132,"Kyle Stanley",87,13.31,35,263,"BirdieorBetterPercentage150175ya",2014
133,133,"John Merrick",87,13.24,38,287,"BirdieorBetterPercentage150175ya",2014
134,134,"YE Yang",79,13.18,29,220,"BirdieorBetterPercentage150175ya",2014
135,135,"Chesson Hadley",84,13.12,37,282,"BirdieorBetterPercentage150175ya",2014
136,136,"Martin Flores",85,13.09,36,275,"BirdieorBetterPercentage150175ya",2014
137,137,"Ted Potter Jr",68,12.95,29,224,"BirdieorBetterPercentage150175ya",2014
138,138,"Jim Renner",61,12.92,23,178,"BirdieorBetterPercentage150175ya",2014
139,139,"Richard Lee",80,12.86,27,210,"BirdieorBetterPercentage150175ya",2014
140,140,"Steven Bowditch",93,12.85,32,249,"BirdieorBetterPercentage150175ya",2014
141,141,"Angel Cabrera",69,12.78,29,227,"BirdieorBetterPercentage150175ya",2014
142,142,"Chad Collins",78,12.73,28,220,"BirdieorBetterPercentage150175ya",2014
143,143,"James Hahn",82,12.71,38,299,"BirdieorBetterPercentage150175ya",2014
144,144,"Bud Cauley",56,12.57,21,167,"BirdieorBetterPercentage150175ya",2014
145,145,"Aaron Baddeley",74,12.5,29,232,"BirdieorBetterPercentage150175ya",2014
145,145,"Erik Compton",88,12.5,33,264,"BirdieorBetterPercentage150175ya",2014
145,145,"Brendon de Jonge",109,12.5,42,336,"BirdieorBetterPercentage150175ya",2014
145,145,"Hunter Mahan",88,12.5,35,280,"BirdieorBetterPercentage150175ya",2014
145,145,"Tim Wilkinson",86,12.5,34,272,"BirdieorBetterPercentage150175ya",2014
150,150,"Jason Bohn",81,12.45,31,249,"BirdieorBetterPercentage150175ya",2014
151,151,"Johnson Wagner",69,12.39,29,234,"BirdieorBetterPercentage150175ya",2014
152,152,"Mike Weir",69,12.32,25,203,"BirdieorBetterPercentage150175ya",2014
153,153,"Charley Hoffman",93,12.31,33,268,"BirdieorBetterPercentage150175ya",2014
154,154,"Justin Rose",70,12.29,22,179,"BirdieorBetterPercentage150175ya",2014
155,155,"JJ Henry",91,12.17,37,304,"BirdieorBetterPercentage150175ya",2014
156,156,"Billy Horschel",92,12.11,31,256,"BirdieorBetterPercentage150175ya",2014
157,157,"Robert Allenby",83,12.1,34,281,"BirdieorBetterPercentage150175ya",2014
157,157,"DH Lee",54,12.1,19,157,"BirdieorBetterPercentage150175ya",2014
159,159,"Derek Ernst",80,12.07,28,232,"BirdieorBetterPercentage150175ya",2014
160,160,"Martin Kaymer",65,12.05,20,166,"BirdieorBetterPercentage150175ya",2014
160,160,"Charlie Wi",72,12.05,30,249,"BirdieorBetterPercentage150175ya",2014
162,162,"Vijay Singh",83,12.04,33,274,"BirdieorBetterPercentage150175ya",2014
163,163,"Louis Oosthuizen",50,11.82,13,110,"BirdieorBetterPercentage150175ya",2014
164,164,"Andrew Loupe",65,11.63,20,172,"BirdieorBetterPercentage150175ya",2014
165,165,"John Rollins",84,11.24,29,258,"BirdieorBetterPercentage150175ya",2014
166,166,"Kevin Tway",64,11.06,22,199,"BirdieorBetterPercentage150175ya",2014
167,167,"Brian Davis",93,10.99,31,282,"BirdieorBetterPercentage150175ya",2014
168,168,"Davis Love III",74,10.97,26,237,"BirdieorBetterPercentage150175ya",2014
169,169,"Boo Weekley",73,10.63,22,207,"BirdieorBetterPercentage150175ya",2014
170,170,"Sean OHair",77,10.42,27,259,"BirdieorBetterPercentage150175ya",2014
171,171,"Jim Herman",62,10.2,20,196,"BirdieorBetterPercentage150175ya",2014
172,172,"Brendan Steele",89,10.12,26,257,"BirdieorBetterPercentage150175ya",2014
173,173,"Jhonattan Vegas",77,10.11,28,277,"BirdieorBetterPercentage150175ya",2014
174,174,"Briny Baird",50,9.94,16,161,"BirdieorBetterPercentage150175ya",2014
175,175,"Josh Teater",90,9.32,26,279,"BirdieorBetterPercentage150175ya",2014
176,176,"Troy Matteson",62,8.33,14,168,"BirdieorBetterPercentage150175ya",2014
177,177,"Lucas Glover",68,8.2,15,183,"BirdieorBetterPercentage150175ya",2014
