"Puttingfrom515_RANKTHISWEEK_2012","Puttingfrom515_RANKLASTWEEK_2012","Puttingfrom515_PLAYERNAME_2012","Puttingfrom515_ROUNDS_2012","Puttingfrom515_PctMADE_2012","Puttingfrom515_ATTEMPTS_2012","Puttingfrom515_PUTTSMADE_2012","stat_name","year"
1,1,"Luke Donald",63,53.64,302,162,"Puttingfrom515",2012
2,2,"Aaron Baddeley",73,53.57,392,210,"Puttingfrom515",2012
3,3,"Gavin Coles",72,52.54,394,207,"Puttingfrom515",2012
4,4,"Jonas Blixt",72,52.44,450,236,"Puttingfrom515",2012
5,5,"YE Yang",64,51.41,354,182,"Puttingfrom515",2012
6,6,"Brandt Snedeker",81,51.22,449,230,"Puttingfrom515",2012
7,7,"Greg Chalmers",88,51.16,516,264,"Puttingfrom515",2012
8,8,"Bo Van Pelt",84,51.15,479,245,"Puttingfrom515",2012
9,9,"Martin Flores",95,50.94,532,271,"Puttingfrom515",2012
10,10,"Brian Gay",91,50.86,521,265,"Puttingfrom515",2012
11,11,"Derek Lamely",64,50.77,390,198,"Puttingfrom515",2012
12,12,"Ted Potter Jr",77,50.58,433,219,"Puttingfrom515",2012
13,13,"David Mathis",83,50.4,494,249,"Puttingfrom515",2012
14,14,"Ryan Palmer",81,50.29,515,259,"Puttingfrom515",2012
15,15,"Sangmoon Bae",81,50.26,384,193,"Puttingfrom515",2012
16,16,"Padraig Harrington",67,50.16,309,155,"Puttingfrom515",2012
17,17,"Carl Pettersson",92,50,552,276,"Puttingfrom515",2012
18,18,"Matt Kuchar",86,49.88,419,209,"Puttingfrom515",2012
19,19,"Ryuji Imada",78,49.53,527,261,"Puttingfrom515",2012
20,20,"Keegan Bradley",90,49.48,481,238,"Puttingfrom515",2012
21,21,"David Hearn",95,49.43,611,302,"Puttingfrom515",2012
22,22,"Brian Davis",91,49.42,601,297,"Puttingfrom515",2012
23,23,"Ben Curtis",62,49.38,320,158,"Puttingfrom515",2012
24,24,"Jimmy Walker",101,49.28,621,306,"Puttingfrom515",2012
25,25,"Blake Adams",107,49.27,619,305,"Puttingfrom515",2012
26,26,"Zach Johnson",95,49.15,529,260,"Puttingfrom515",2012
27,27,"Troy Matteson",100,49.14,584,287,"Puttingfrom515",2012
28,28,"John Huh",99,49.13,572,281,"Puttingfrom515",2012
28,28,"Charl Schwartzel",56,49.13,287,141,"Puttingfrom515",2012
30,30,"Ryan Moore",89,49.12,568,279,"Puttingfrom515",2012
31,31,"Stuart Appleby",75,49.11,450,221,"Puttingfrom515",2012
32,32,"Brendon Todd",78,48.88,448,219,"Puttingfrom515",2012
33,33,"James Driscoll",83,48.72,470,229,"Puttingfrom515",2012
33,33,"Michael Thompson",80,48.72,470,229,"Puttingfrom515",2012
35,35,"Kevin Kisner",69,48.7,347,169,"Puttingfrom515",2012
36,36,"Bob Estes",78,48.58,459,223,"Puttingfrom515",2012
37,37,"Davis Love III",64,48.52,371,180,"Puttingfrom515",2012
38,38,"Jason Day",57,48.5,334,162,"Puttingfrom515",2012
38,38,"Johnson Wagner",88,48.5,567,275,"Puttingfrom515",2012
40,40,"Geoff Ogilvy",73,48.49,365,177,"Puttingfrom515",2012
41,41,"Daniel Chopra",55,48.47,295,143,"Puttingfrom515",2012
41,41,"Ken Duke",104,48.47,621,301,"Puttingfrom515",2012
43,43,"Phil Mickelson",79,48.36,428,207,"Puttingfrom515",2012
44,44,"Spencer Levin",81,48.35,455,220,"Puttingfrom515",2012
45,45,"Kevin Na",80,48.32,476,230,"Puttingfrom515",2012
46,46,"Tommy Biershenk",74,48.2,417,201,"Puttingfrom515",2012
47,47,"Pat Perez",81,48.16,490,236,"Puttingfrom515",2012
48,48,"Cameron Tringale",88,48.12,532,256,"Puttingfrom515",2012
49,49,"John Daly",50,48.08,312,150,"Puttingfrom515",2012
50,50,"Tom Gillis",75,48.03,483,232,"Puttingfrom515",2012
51,51,"Martin Laird",77,47.94,413,198,"Puttingfrom515",2012
52,52,"Billy Hurley III",70,47.92,409,196,"Puttingfrom515",2012
53,53,"Jeff Overton",101,47.87,635,304,"Puttingfrom515",2012
53,53,"Brendan Steele",77,47.87,445,213,"Puttingfrom515",2012
55,55,"Angel Cabrera",54,47.78,270,129,"Puttingfrom515",2012
