"CareerMoneyLeaders_RANKTHISWEEK_2012","CareerMoneyLeaders_RANKLASTWEEK_2012","CareerMoneyLeaders_PLAYERNAME_2012","CareerMoneyLeaders__2012","CareerMoneyLeaders_MONEY_2012","stat_name","year"
86,86,"Lee Westwood",NA,13644407,"CareerMoneyLeaders",2012
87,87,"Rod Pampling",NA,13600311,"CareerMoneyLeaders",2012
88,88,"Rory McIlroy",NA,13357560,"CareerMoneyLeaders",2012
89,89,"Pat Perez",NA,13192774,"CareerMoneyLeaders",2012
90,90,"Kevin Na",NA,13153736,"CareerMoneyLeaders",2012
91,91,"Freddie Jacobson",NA,13077103,"CareerMoneyLeaders",2012
92,92,"Mark Wilson",NA,12982149,"CareerMoneyLeaders",2012
93,93,"JJ Henry",NA,12791915,"CareerMoneyLeaders",2012
94,94,"Paul Goydos",NA,12738659,"CareerMoneyLeaders",2012
95,95,"Ryan Palmer",NA,12734921,"CareerMoneyLeaders",2012
96,96,"Ben Curtis",NA,12710142,"CareerMoneyLeaders",2012
97,97,"John Cook",NA,12685199,"CareerMoneyLeaders",2012
98,98,"Briny Baird",NA,12634862,"CareerMoneyLeaders",2012
99,99,"Ian Poulter",NA,12620633,"CareerMoneyLeaders",2012
100,100,"Scott McCarron",NA,12611793,"CareerMoneyLeaders",2012
101,101,"Dudley Hart",NA,12566495,"CareerMoneyLeaders",2012
102,102,"Jason Dufner",NA,12446009,"CareerMoneyLeaders",2012
103,103,"Billy Andrade",NA,12380805,"CareerMoneyLeaders",2012
104,104,"Jose Maria Olazabal",NA,12267230,"CareerMoneyLeaders",2012
105,105,"Anthony Kim",NA,12206409,"CareerMoneyLeaders",2012
106,106,"Webb Simpson",NA,12045207,"CareerMoneyLeaders",2012
107,107,"Duffy Waldorf",NA,11873941,"CareerMoneyLeaders",2012
108,108,"Frank Lickliter II",NA,11806799,"CareerMoneyLeaders",2012
109,109,"Payne Stewart",NA,11737008,"CareerMoneyLeaders",2012
110,110,"Trevor Immelman",NA,11684655,"CareerMoneyLeaders",2012
111,111,"Tim Petrovic",NA,11637888,"CareerMoneyLeaders",2012
112,112,"Chris Riley",NA,11483463,"CareerMoneyLeaders",2012
113,113,"Harrison Frazar",NA,11371593,"CareerMoneyLeaders",2012
114,114,"Joey Sindelar",NA,11196462,"CareerMoneyLeaders",2012
115,115,"Vaughn Taylor",NA,11142907,"CareerMoneyLeaders",2012
116,116,"Brett Quigley",NA,11048433,"CareerMoneyLeaders",2012
117,117,"Tom Kite",NA,11041042,"CareerMoneyLeaders",2012
118,118,"Tom Watson",NA,10986810,"CareerMoneyLeaders",2012
119,119,"Charley Hoffman",NA,10966038,"CareerMoneyLeaders",2012
120,120,"JB Holmes",NA,10711821,"CareerMoneyLeaders",2012
121,121,"Jonathan Kaye",NA,10584934,"CareerMoneyLeaders",2012
122,122,"Brian Davis",NA,10546734,"CareerMoneyLeaders",2012
123,123,"Jason Day",NA,10203326,"CareerMoneyLeaders",2012
124,124,"Bernhard Langer",NA,10111921,"CareerMoneyLeaders",2012
125,125,"Joe Ogilvie",NA,10043715,"CareerMoneyLeaders",2012
126,126,"Angel Cabrera",NA,10033987,"CareerMoneyLeaders",2012
127,127,"John Daly",NA,10033138,"CareerMoneyLeaders",2012
128,128,"Craig Stadler",NA,10021897,"CareerMoneyLeaders",2012
129,129,"Jeff Overton",NA,9981585,"CareerMoneyLeaders",2012
130,130,"Jason Bohn",NA,9799879,"CareerMoneyLeaders",2012
131,131,"Bart Bryant",NA,9694784,"CareerMoneyLeaders",2012
132,132,"Paul Casey",NA,9675935,"CareerMoneyLeaders",2012
133,133,"Rich Beem",NA,9602992,"CareerMoneyLeaders",2012
134,134,"Robert Garrigus",NA,9505269,"CareerMoneyLeaders",2012
135,135,"Tommy Armour III",NA,9458248,"CareerMoneyLeaders",2012
136,136,"Peter Lonard",NA,9457011,"CareerMoneyLeaders",2012
137,137,"Mark Brooks",NA,9455441,"CareerMoneyLeaders",2012
138,138,"Carlos Franco",NA,9431368,"CareerMoneyLeaders",2012
139,139,"Cameron Beckman",NA,9416399,"CareerMoneyLeaders",2012
140,140,"DJ Trahan",NA,9237425,"CareerMoneyLeaders",2012
141,141,"Martin Laird",NA,9189426,"CareerMoneyLeaders",2012
142,142,"David Frost",NA,9178775,"CareerMoneyLeaders",2012
143,143,"Shaun Micheel",NA,9091949,"CareerMoneyLeaders",2012
144,144,"Ryuji Imada",NA,9084418,"CareerMoneyLeaders",2012
145,145,"Steve Marino",NA,8988869,"CareerMoneyLeaders",2012
146,146,"Glen Day",NA,8969775,"CareerMoneyLeaders",2012
147,147,"Dean Wilson",NA,8903908,"CareerMoneyLeaders",2012
148,148,"Charlie Wi",NA,8888930,"CareerMoneyLeaders",2012
149,149,"Robert Gamez",NA,8694424,"CareerMoneyLeaders",2012
150,150,"Dan Forsman",NA,8687983,"CareerMoneyLeaders",2012
151,151,"Brandt Jobe",NA,8678343,"CareerMoneyLeaders",2012
152,152,"Troy Matteson",NA,8639245,"CareerMoneyLeaders",2012
153,153,"Rickie Fowler",NA,8579172,"CareerMoneyLeaders",2012
154,154,"Olin Browne",NA,8516287,"CareerMoneyLeaders",2012
155,155,"Andrew Magee",NA,8512753,"CareerMoneyLeaders",2012
156,156,"Craig Parry",NA,8481456,"CareerMoneyLeaders",2012
157,157,"JP Hayes",NA,8391404,"CareerMoneyLeaders",2012
158,158,"Boo Weekley",NA,8215222,"CareerMoneyLeaders",2012
159,159,"Henrik Stenson",NA,8124055,"CareerMoneyLeaders",2012
160,160,"YE Yang",NA,8098445,"CareerMoneyLeaders",2012
161,161,"Skip Kendall",NA,8074041,"CareerMoneyLeaders",2012
162,162,"Steve Pate",NA,8039988,"CareerMoneyLeaders",2012
163,163,"Alex Cejka",NA,7914240,"CareerMoneyLeaders",2012
164,164,"Daniel Chopra",NA,7906221,"CareerMoneyLeaders",2012
165,165,"Larry Mize",NA,7871792,"CareerMoneyLeaders",2012
166,166,"Peter Jacobsen",NA,7799810,"CareerMoneyLeaders",2012
167,167,"Greg Chalmers",NA,7772882,"CareerMoneyLeaders",2012
168,168,"Keegan Bradley",NA,7669258,"CareerMoneyLeaders",2012
169,169,"Arron Oberholser",NA,7665222,"CareerMoneyLeaders",2012
170,170,"Curtis Strange",NA,7599951,"CareerMoneyLeaders",2012
171,171,"George McNeill",NA,7547877,"CareerMoneyLeaders",2012
172,172,"JL Lewis",NA,7480274,"CareerMoneyLeaders",2012
173,173,"Brent Geiberger",NA,7374382,"CareerMoneyLeaders",2012
174,174,"Ted Purdy",NA,7363379,"CareerMoneyLeaders",2012
175,175,"Paul Stankowski",NA,7313873,"CareerMoneyLeaders",2012
176,176,"Mathew Goggin",NA,7282112,"CareerMoneyLeaders",2012
177,177,"Nick OHern",NA,7211304,"CareerMoneyLeaders",2012
178,178,"Graeme McDowell",NA,7181134,"CareerMoneyLeaders",2012
179,179,"Ben Crenshaw",NA,7139756,"CareerMoneyLeaders",2012
180,180,"Johnson Wagner",NA,7081961,"CareerMoneyLeaders",2012
181,181,"Brett Wetterich",NA,7008473,"CareerMoneyLeaders",2012
182,182,"Bill Glasson",NA,6912619,"CareerMoneyLeaders",2012
183,183,"Andres Romero",NA,6890777,"CareerMoneyLeaders",2012
184,184,"Chris Perry",NA,6866671,"CareerMoneyLeaders",2012
185,185,"Len Mattiace",NA,6836059,"CareerMoneyLeaders",2012
186,186,"DA Points",NA,6796412,"CareerMoneyLeaders",2012
187,187,"Scott Simpson",NA,6778273,"CareerMoneyLeaders",2012
188,188,"Bryce Molder",NA,6761151,"CareerMoneyLeaders",2012
189,189,"Ken Duke",NA,6752820,"CareerMoneyLeaders",2012
190,190,"Nathan Green",NA,6745270,"CareerMoneyLeaders",2012
191,191,"John Mallinger",NA,6641280,"CareerMoneyLeaders",2012
192,192,"Tom Byrum",NA,6554699,"CareerMoneyLeaders",2012
193,193,"Steve Jones",NA,6519451,"CareerMoneyLeaders",2012
194,194,"Bruce Lietzke",NA,6474794,"CareerMoneyLeaders",2012
195,195,"Brendon de Jonge",NA,6408424,"CareerMoneyLeaders",2012
196,196,"Robert Damron",NA,6363926,"CareerMoneyLeaders",2012
197,197,"Lanny Wadkins",NA,6355681,"CareerMoneyLeaders",2012
198,198,"Michael Allen",NA,6316156,"CareerMoneyLeaders",2012
199,199,"Neal Lancaster",NA,6275690,"CareerMoneyLeaders",2012
200,200,"Chip Beck",NA,6205730,"CareerMoneyLeaders",2012
201,201,"Richard Johnson",NA,6204475,"CareerMoneyLeaders",2012
202,202,"Mark Hensby",NA,6194683,"CareerMoneyLeaders",2012
203,203,"Marc Leishman",NA,6081170,"CareerMoneyLeaders",2012
204,204,"Kevin Stadler",NA,6074553,"CareerMoneyLeaders",2012
205,205,"Kevin Streelman",NA,6047934,"CareerMoneyLeaders",2012
206,206,"Jim Gallagher Jr",NA,6002202,"CareerMoneyLeaders",2012
207,207,"Hale Irwin",NA,5966031,"CareerMoneyLeaders",2012
208,208,"Jay Williamson",NA,5944298,"CareerMoneyLeaders",2012
209,209,"John Merrick",NA,5848567,"CareerMoneyLeaders",2012
210,210,"Scott Piercy",NA,5846123,"CareerMoneyLeaders",2012
211,211,"Fuzzy Zoeller",NA,5819293,"CareerMoneyLeaders",2012
212,212,"Greg Kraft",NA,5786218,"CareerMoneyLeaders",2012
213,213,"David Peoples",NA,5736812,"CareerMoneyLeaders",2012
214,214,"Jack Nicklaus",NA,5734031,"CareerMoneyLeaders",2012
215,215,"Russ Cochran",NA,5560769,"CareerMoneyLeaders",2012
216,216,"Jay Don Blake",NA,5555470,"CareerMoneyLeaders",2012
217,217,"Louis Oosthuizen",NA,5510914,"CareerMoneyLeaders",2012
218,218,"Michael Bradley",NA,5493463,"CareerMoneyLeaders",2012
219,219,"Todd Hamilton",NA,5493008,"CareerMoneyLeaders",2012
220,220,"Spencer Levin",NA,5439686,"CareerMoneyLeaders",2012
221,221,"Kent Jones",NA,5346948,"CareerMoneyLeaders",2012
222,222,"Greg Owen",NA,5335612,"CareerMoneyLeaders",2012
223,223,"Raymond Floyd",NA,5323075,"CareerMoneyLeaders",2012
224,224,"Mark McCumber",NA,5309688,"CareerMoneyLeaders",2012
225,225,"Jose Coceres",NA,5280335,"CareerMoneyLeaders",2012
226,226,"Gil Morgan",NA,5259164,"CareerMoneyLeaders",2012
227,227,"Blaine McCallister",NA,5227278,"CareerMoneyLeaders",2012
228,228,"Notah Begay III",NA,5207339,"CareerMoneyLeaders",2012
229,229,"Craig Barlow",NA,5183390,"CareerMoneyLeaders",2012
230,230,"Jimmy Walker",NA,5180859,"CareerMoneyLeaders",2012
231,231,"Dennis Paulson",NA,4983871,"CareerMoneyLeaders",2012
232,232,"Chez Reavie",NA,4908385,"CareerMoneyLeaders",2012
233,233,"Chris Stroud",NA,4843031,"CareerMoneyLeaders",2012
234,234,"David Edwards",NA,4773198,"CareerMoneyLeaders",2012
235,235,"DA Weibring",NA,4770705,"CareerMoneyLeaders",2012
236,236,"Jim Carter",NA,4766778,"CareerMoneyLeaders",2012
237,237,"Chris Smith",NA,4763528,"CareerMoneyLeaders",2012
238,238,"Arjun Atwal",NA,4761703,"CareerMoneyLeaders",2012
239,239,"Wayne Levi",NA,4730158,"CareerMoneyLeaders",2012
240,240,"Dicky Pride",NA,4699342,"CareerMoneyLeaders",2012
241,241,"Charl Schwartzel",NA,4699323,"CareerMoneyLeaders",2012
242,242,"Mike Reid",NA,4686774,"CareerMoneyLeaders",2012
243,243,"Gene Sauers",NA,4660569,"CareerMoneyLeaders",2012
244,244,"Robert Karlsson",NA,4640586,"CareerMoneyLeaders",2012
245,245,"Will Ma Kenzie",NA,4638539,"CareerMoneyLeaders",2012
246,246,"Matt Gogel",NA,4596216,"CareerMoneyLeaders",2012
247,247,"Grant Waite",NA,4583879,"CareerMoneyLeaders",2012
248,248,"James Driscoll",NA,4556396,"CareerMoneyLeaders",2012
249,249,"Jason Gore",NA,4447441,"CareerMoneyLeaders",2012
250,250,"Tommy Gainey",NA,4405492,"CareerMoneyLeaders",2012
251,251,"Ricky Barnes",NA,4382059,"CareerMoneyLeaders",2012
252,252,"Mark Wiebe",NA,4314460,"CareerMoneyLeaders",2012
253,253,"Marco Dawson",NA,4308004,"CareerMoneyLeaders",2012
254,254,"Joel Edwards",NA,4286415,"CareerMoneyLeaders",2012
255,255,"Gary Woodland",NA,4258316,"CareerMoneyLeaders",2012
256,256,"Chris Couch",NA,4233973,"CareerMoneyLeaders",2012
257,257,"Tom Purtzer",NA,4192268,"CareerMoneyLeaders",2012
258,258,"Mike Hulbert",NA,4183778,"CareerMoneyLeaders",2012
259,259,"Tom Gillis",NA,4156088,"CareerMoneyLeaders",2012
260,260,"Patrick Sheehan",NA,4132804,"CareerMoneyLeaders",2012
261,261,"Kyle Stanley",NA,4050643,"CareerMoneyLeaders",2012
262,262,"Brandel Chamblee",NA,4018410,"CareerMoneyLeaders",2012
263,263,"Rick Fehr",NA,4018239,"CareerMoneyLeaders",2012
264,264,"Donnie Hammond",NA,4008060,"CareerMoneyLeaders",2012
265,265,"Garrett Willis",NA,3942190,"CareerMoneyLeaders",2012
266,266,"John Mahaffey",NA,3876852,"CareerMoneyLeaders",2012
267,267,"Brian Bateman",NA,3869324,"CareerMoneyLeaders",2012
268,268,"Ted Tryba",NA,3853236,"CareerMoneyLeaders",2012
269,269,"Larry Nelson",NA,3827401,"CareerMoneyLeaders",2012
270,270,"Omar Uresti",NA,3803293,"CareerMoneyLeaders",2012
271,271,"Ken Green",NA,3745345,"CareerMoneyLeaders",2012
272,272,"Roland Thatcher",NA,3634707,"CareerMoneyLeaders",2012
273,273,"Jay Delsing",NA,3608666,"CareerMoneyLeaders",2012
274,274,"Nolan Henke",NA,3606563,"CareerMoneyLeaders",2012
275,275,"Brad Bryant",NA,3558804,"CareerMoneyLeaders",2012
276,276,"Andy Bean",NA,3531780,"CareerMoneyLeaders",2012
277,277,"Matt Jones",NA,3487602,"CareerMoneyLeaders",2012
278,278,"Lee Trevino",NA,3478328,"CareerMoneyLeaders",2012
279,279,"Tim Simpson",NA,3406017,"CareerMoneyLeaders",2012
280,280,"Craig Perks",NA,3362251,"CareerMoneyLeaders",2012
281,281,"Brian Henninger",NA,3316460,"CareerMoneyLeaders",2012
282,282,"Bob Burns",NA,3313226,"CareerMoneyLeaders",2012
283,283,"Blake Adams",NA,3298495,"CareerMoneyLeaders",2012
284,284,"Don Pooley",NA,3296615,"CareerMoneyLeaders",2012
285,285,"Scott Stallings",NA,3250901,"CareerMoneyLeaders",2012
286,286,"Phil Blackmar",NA,3245909,"CareerMoneyLeaders",2012
287,287,"Chris Kirk",NA,3179044,"CareerMoneyLeaders",2012
288,288,"Phil Tataurangi",NA,3174391,"CareerMoneyLeaders",2012
289,289,"Kris Blanks",NA,3156378,"CareerMoneyLeaders",2012
290,290,"Fulton Allem",NA,3155787,"CareerMoneyLeaders",2012
291,291,"Ronnie Black",NA,3155053,"CareerMoneyLeaders",2012
292,292,"Bill Lunde",NA,3146805,"CareerMoneyLeaders",2012
293,293,"Dan Pohl",NA,3112263,"CareerMoneyLeaders",2012
294,294,"Bob Gilder",NA,3032108,"CareerMoneyLeaders",2012
295,295,"Scott Dunlap",NA,2930471,"CareerMoneyLeaders",2012
296,296,"Frank Nobilo",NA,2875836,"CareerMoneyLeaders",2012
297,297,"Jim McGovern",NA,2858703,"CareerMoneyLeaders",2012
298,298,"Cameron Tringale",NA,2856163,"CareerMoneyLeaders",2012
299,299,"Tom Scherrer",NA,2850394,"CareerMoneyLeaders",2012
300,300,"David Ogrin",NA,2848159,"CareerMoneyLeaders",2012
301,301,"Bobby Wadkins",NA,2822418,"CareerMoneyLeaders",2012
302,302,"Brendan Steele",NA,2817275,"CareerMoneyLeaders",2012
303,303,"Jodie Mudd",NA,2806955,"CareerMoneyLeaders",2012
304,304,"Sandy Lyle",NA,2792505,"CareerMoneyLeaders",2012
305,305,"Josh Teater",NA,2786077,"CareerMoneyLeaders",2012
306,306,"Willie Wood",NA,2760886,"CareerMoneyLeaders",2012
307,307,"Johnny Miller",NA,2747484,"CareerMoneyLeaders",2012
308,308,"Eric Axley",NA,2740296,"CareerMoneyLeaders",2012
309,309,"Doug Tewell",NA,2723711,"CareerMoneyLeaders",2012
310,310,"Scott Gump",NA,2715190,"CareerMoneyLeaders",2012
311,311,"Howard Twitty",NA,2713551,"CareerMoneyLeaders",2012
312,312,"Hank Kuehne",NA,2713228,"CareerMoneyLeaders",2012
313,313,"Jhonattan Vegas",NA,2702529,"CareerMoneyLeaders",2012
314,314,"John Huh",NA,2692113,"CareerMoneyLeaders",2012
315,315,"Carl Paulson",NA,2680044,"CareerMoneyLeaders",2012
316,316,"Matt Bettencourt",NA,2623559,"CareerMoneyLeaders",2012
317,317,"Mike Springer",NA,2596451,"CareerMoneyLeaders",2012
318,318,"Hubert Green",NA,2591959,"CareerMoneyLeaders",2012
319,319,"Matt Every",NA,2555060,"CareerMoneyLeaders",2012
320,320,"Bud Cauley",NA,2509628,"CareerMoneyLeaders",2012
321,321,"Gary Hallberg",NA,2476014,"CareerMoneyLeaders",2012
322,322,"Bob Lohr",NA,2417060,"CareerMoneyLeaders",2012
323,323,"Spike McRoy",NA,2412577,"CareerMoneyLeaders",2012
324,324,"Ian Leggatt",NA,2410796,"CareerMoneyLeaders",2012
325,325,"Dave Barr",NA,2404793,"CareerMoneyLeaders",2012
326,326,"Michael Thompson",NA,2376264,"CareerMoneyLeaders",2012
327,327,"Keith Clearwater",NA,2365698,"CareerMoneyLeaders",2012
328,328,"Gabriel Hjertstedt",NA,2339756,"CareerMoneyLeaders",2012
329,329,"Shane Bertsch",NA,2339099,"CareerMoneyLeaders",2012
330,330,"Billy Ray Brown",NA,2330389,"CareerMoneyLeaders",2012
331,331,"Parker McLachlin",NA,2302419,"CareerMoneyLeaders",2012
332,332,"Calvin Peete",NA,2302363,"CareerMoneyLeaders",2012
333,333,"Mike Sullivan",NA,2301255,"CareerMoneyLeaders",2012
334,334,"Lennie Clements",NA,2280766,"CareerMoneyLeaders",2012
335,335,"Ed Fiori",NA,2270198,"CareerMoneyLeaders",2012
336,336,"Jonas Blixt",NA,2255695,"CareerMoneyLeaders",2012
337,337,"Tom Weiskopf",NA,2241687,"CareerMoneyLeaders",2012
338,338,"David Gossett",NA,2234484,"CareerMoneyLeaders",2012
339,339,"Kevin Chappell",NA,2228637,"CareerMoneyLeaders",2012
340,340,"Roger Maltbie",NA,2212879,"CareerMoneyLeaders",2012
341,341,"JC Snead",NA,2197545,"CareerMoneyLeaders",2012
342,342,"Robin Freeman",NA,2174379,"CareerMoneyLeaders",2012
343,343,"Clarence Rose",NA,2155380,"CareerMoneyLeaders",2012
344,344,"David Hearn",NA,2151487,"CareerMoneyLeaders",2012
345,345,"Ian Baker Finch",NA,2078743,"CareerMoneyLeaders",2012
346,346,"Graham DeLaet",NA,2030306,"CareerMoneyLeaders",2012
347,347,"John Adams",NA,2019582,"CareerMoneyLeaders",2012
348,348,"Larry Rinker",NA,2007824,"CareerMoneyLeaders",2012
349,349,"Mike Donald",NA,1970260,"CareerMoneyLeaders",2012
350,350,"Marc Turnesa",NA,1949602,"CareerMoneyLeaders",2012
351,351,"Trevor Dodds",NA,1940834,"CareerMoneyLeaders",2012
352,352,"Hunter Haas",NA,1940616,"CareerMoneyLeaders",2012
353,353,"Jim Thorpe",NA,1935566,"CareerMoneyLeaders",2012
354,354,"Dave Rummells",NA,1909430,"CareerMoneyLeaders",2012
355,355,"David Graham",NA,1888731,"CareerMoneyLeaders",2012
356,356,"Arnold Palmer",NA,1861857,"CareerMoneyLeaders",2012
357,357,"Mike Heinen",NA,1848216,"CareerMoneyLeaders",2012
358,358,"Richard Zokol",NA,1840397,"CareerMoneyLeaders",2012
359,359,"Mike Standly",NA,1834597,"CareerMoneyLeaders",2012
360,360,"Gary Player",NA,1834482,"CareerMoneyLeaders",2012
361,361,"Seung Yul Noh",NA,1830243,"CareerMoneyLeaders",2012
362,362,"Leonard Thompson",NA,1819028,"CareerMoneyLeaders",2012
363,363,"David Mathis",NA,1817128,"CareerMoneyLeaders",2012
364,364,"Bill Britton",NA,1814615,"CareerMoneyLeaders",2012
365,365,"Mark Lye",NA,1800654,"CareerMoneyLeaders",2012
366,366,"Jarrod Lyle",NA,1793387,"CareerMoneyLeaders",2012
367,367,"George Burns",NA,1781090,"CareerMoneyLeaders",2012
368,368,"David Berganio Jr",NA,1766499,"CareerMoneyLeaders",2012
369,369,"William McGirt",NA,1761880,"CareerMoneyLeaders",2012
370,370,"Kelly Gibson",NA,1751957,"CareerMoneyLeaders",2012
371,371,"Morris Hatalsky",NA,1707280,"CareerMoneyLeaders",2012
372,372,"Bruce Fleisher",NA,1695111,"CareerMoneyLeaders",2012
373,373,"Billy Casper",NA,1691583,"CareerMoneyLeaders",2012
374,374,"Michael Clark II",NA,1670485,"CareerMoneyLeaders",2012
375,375,"Guy Boros",NA,1666569,"CareerMoneyLeaders",2012
376,376,"Gavin Coles",NA,1663463,"CareerMoneyLeaders",2012
377,377,"Ted Schulz",NA,1645215,"CareerMoneyLeaders",2012
378,378,"Bob Murphy",NA,1642330,"CareerMoneyLeaders",2012
379,379,"Jerry Pate",NA,1634246,"CareerMoneyLeaders",2012
380,380,"Gary Koch",NA,1629482,"CareerMoneyLeaders",2012
381,381,"Lon Hinkle",NA,1607691,"CareerMoneyLeaders",2012
