"LateRound3ScoringAverage_RANKTHISWEEK_2015","LateRound3ScoringAverage_RANKLASTWEEK_2015","LateRound3ScoringAverage_PLAYERNAME_2015","LateRound3ScoringAverage__2015","LateRound3ScoringAverage_AVG_2015","LateRound3ScoringAverage_TOTALSTROKES_2015","LateRound3ScoringAverage_TOTALROUNDS_2015","stat_name","year"
1,1,"Jim Herman",NA,66.8,334,5,"LateRound3ScoringAverage",2015
2,2,"Robert Allenby",NA,67,134,2,"LateRound3ScoringAverage",2015
2,2,"Bill Lunde",NA,67,201,3,"LateRound3ScoringAverage",2015
4,4,"DA Points",NA,67.5,270,4,"LateRound3ScoringAverage",2015
4,4,"Justin Rose",NA,67.5,675,10,"LateRound3ScoringAverage",2015
6,6,"Camilo Villegas",NA,68.2,341,5,"LateRound3ScoringAverage",2015
7,7,"Jason Bohn",NA,68.5,548,8,"LateRound3ScoringAverage",2015
8,8,"Scott Piercy",NA,68.6,686,10,"LateRound3ScoringAverage",2015
9,9,"Louis Oosthuizen",NA,68.63,549,8,"LateRound3ScoringAverage",2015
10,10,"Sean OHair",NA,68.75,825,12,"LateRound3ScoringAverage",2015
11,11,"David Hearn",NA,68.78,619,9,"LateRound3ScoringAverage",2015
12,12,"Steven Bowditch",NA,68.8,688,10,"LateRound3ScoringAverage",2015
13,13,"Jordan Spieth",NA,68.83,1239,18,"LateRound3ScoringAverage",2015
14,14,"Jimmy Walker",NA,68.89,620,9,"LateRound3ScoringAverage",2015
15,15,"Bubba Watson",NA,68.92,896,13,"LateRound3ScoringAverage",2015
16,16,"Sergio Garcia",NA,69,621,9,"LateRound3ScoringAverage",2015
16,16,"Brice Garnett",NA,69,345,5,"LateRound3ScoringAverage",2015
16,16,"Adam Hadwin",NA,69,483,7,"LateRound3ScoringAverage",2015
16,16,"Heath Slocum",NA,69,138,2,"LateRound3ScoringAverage",2015
16,16,"Byron Smith",NA,69,276,4,"LateRound3ScoringAverage",2015
21,21,"Jason Day",NA,69.07,1036,15,"LateRound3ScoringAverage",2015
22,22,"Scott Brown",NA,69.1,691,10,"LateRound3ScoringAverage",2015
23,23,"Danny Lee",NA,69.14,968,14,"LateRound3ScoringAverage",2015
24,24,"Matt Kuchar",NA,69.21,969,14,"LateRound3ScoringAverage",2015
25,25,"Whee Kim",NA,69.25,554,8,"LateRound3ScoringAverage",2015
25,25,"Francesco Molinari",NA,69.25,277,4,"LateRound3ScoringAverage",2015
27,27,"Zac Blair",NA,69.3,693,10,"LateRound3ScoringAverage",2015
28,28,"Graham DeLaet",NA,69.33,416,6,"LateRound3ScoringAverage",2015
28,28,"Jason Gore",NA,69.33,416,6,"LateRound3ScoringAverage",2015
28,28,"Jason Kokrak",NA,69.33,416,6,"LateRound3ScoringAverage",2015
28,28,"Alex Prugh",NA,69.33,416,6,"LateRound3ScoringAverage",2015
28,28,"Andres Romero",NA,69.33,208,3,"LateRound3ScoringAverage",2015
28,28,"Robert Streb",NA,69.33,832,12,"LateRound3ScoringAverage",2015
34,34,"Brooks Koepka",NA,69.4,694,10,"LateRound3ScoringAverage",2015
34,34,"Andrew Svoboda",NA,69.4,347,5,"LateRound3ScoringAverage",2015
34,34,"Hudson Swafford",NA,69.4,694,10,"LateRound3ScoringAverage",2015
37,37,"Shawn Stefani",NA,69.42,833,12,"LateRound3ScoringAverage",2015
38,38,"Morgan Hoffmann",NA,69.43,486,7,"LateRound3ScoringAverage",2015
38,38,"Jhonattan Vegas",NA,69.43,486,7,"LateRound3ScoringAverage",2015
40,40,"Jon Curran",NA,69.44,625,9,"LateRound3ScoringAverage",2015
40,40,"Rickie Fowler",NA,69.44,625,9,"LateRound3ScoringAverage",2015
42,42,"Seung Yul Noh",NA,69.5,417,6,"LateRound3ScoringAverage",2015
