"PuttsMadePerEventOver10_RANKTHISWEEK_2007","PuttsMadePerEventOver10_RANKLASTWEEK_2007","PuttsMadePerEventOver10_PLAYERNAME_2007","PuttsMadePerEventOver10_ROUNDS_2007","PuttsMadePerEventOver10_PUTTSMADE_2007","stat_name","year"
1,1,"Tiger Woods",63,7.9,"PuttsMadePerEventOver10",2007
2,2,"Henrik Stenson",52,7.3,"PuttsMadePerEventOver10",2007
3,3,"Freddie Jacobson",70,6.9,"PuttsMadePerEventOver10",2007
4,4,"Tim Clark",66,6.8,"PuttsMadePerEventOver10",2007
5,5,"Ernie Els",59,6.7,"PuttsMadePerEventOver10",2007
5,5,"Padraig Harrington",64,6.7,"PuttsMadePerEventOver10",2007
7,7,"Geoff Ogilvy",84,6.5,"PuttsMadePerEventOver10",2007
8,8,"Sergio Garcia",68,6.4,"PuttsMadePerEventOver10",2007
8,8,"Chris Riley",59,6.4,"PuttsMadePerEventOver10",2007
10,10,"Zach Johnson",76,6.3,"PuttsMadePerEventOver10",2007
10,10,"Jesper Parnevik",88,6.3,"PuttsMadePerEventOver10",2007
10,10,"Adam Scott",69,6.3,"PuttsMadePerEventOver10",2007
13,13,"Aaron Baddeley",83,6.2,"PuttsMadePerEventOver10",2007
13,13,"Rory Sabbatini",81,6.2,"PuttsMadePerEventOver10",2007
15,15,"Briny Baird",115,6.1,"PuttsMadePerEventOver10",2007
15,15,"Stewart Cink",91,6.1,"PuttsMadePerEventOver10",2007
15,15,"Sean OHair",98,6.1,"PuttsMadePerEventOver10",2007
18,18,"Stephen Ames",81,6,"PuttsMadePerEventOver10",2007
18,18,"Rocco Mediate",72,6,"PuttsMadePerEventOver10",2007
18,18,"Rod Pampling",92,6,"PuttsMadePerEventOver10",2007
21,21,"Arron Oberholser",69,5.9,"PuttsMadePerEventOver10",2007
21,21,"Carl Pettersson",111,5.9,"PuttsMadePerEventOver10",2007
21,21,"Justin Rose",63,5.9,"PuttsMadePerEventOver10",2007
21,21,"David Toms",80,5.9,"PuttsMadePerEventOver10",2007
25,25,"Steve Allan",63,5.8,"PuttsMadePerEventOver10",2007
25,25,"Paul Goydos",60,5.8,"PuttsMadePerEventOver10",2007
25,25,"Frank Lickliter II",95,5.8,"PuttsMadePerEventOver10",2007
25,25,"Ryan Moore",92,5.8,"PuttsMadePerEventOver10",2007
29,29,"Jonathan Byrd",73,5.7,"PuttsMadePerEventOver10",2007
29,29,"Luke Donald",69,5.7,"PuttsMadePerEventOver10",2007
29,29,"Lucas Glover",98,5.7,"PuttsMadePerEventOver10",2007
29,29,"Nathan Green",103,5.7,"PuttsMadePerEventOver10",2007
29,29,"Justin Leonard",95,5.7,"PuttsMadePerEventOver10",2007
29,29,"Heath Slocum",101,5.7,"PuttsMadePerEventOver10",2007
29,29,"Dean Wilson",92,5.7,"PuttsMadePerEventOver10",2007
