"FirstTeeLateRound4ScoringAverage_RANKTHISWEEK_2010","FirstTeeLateRound4ScoringAverage_RANKLASTWEEK_2010","FirstTeeLateRound4ScoringAverage_PLAYERNAME_2010","FirstTeeLateRound4ScoringAverage__2010","FirstTeeLateRound4ScoringAverage_AVG_2010","FirstTeeLateRound4ScoringAverage_TOTALSTROKES_2010","FirstTeeLateRound4ScoringAverage_TOTALROUNDS_2010","stat_name","year"
1,1,"Matt Bettencourt",NA,67.25,269,4,"FirstTeeLateRound4ScoringAverage",2010
2,2,"Roger Tambellini",NA,67.5,135,2,"FirstTeeLateRound4ScoringAverage",2010
3,3,"Cameron Beckman",NA,67.6,338,5,"FirstTeeLateRound4ScoringAverage",2010
4,4,"Chris Riley",NA,67.83,407,6,"FirstTeeLateRound4ScoringAverage",2010
5,5,"Michael Sim",NA,67.88,543,8,"FirstTeeLateRound4ScoringAverage",2010
6,6,"Craig Bowden",NA,68,68,1,"FirstTeeLateRound4ScoringAverage",2010
6,6,"Ryan Palmer",NA,68,340,5,"FirstTeeLateRound4ScoringAverage",2010
8,8,"Stuart Appleby",NA,68.17,409,6,"FirstTeeLateRound4ScoringAverage",2010
8,8,"Josh Teater",NA,68.17,409,6,"FirstTeeLateRound4ScoringAverage",2010
10,10,"Vaughn Taylor",NA,68.2,341,5,"FirstTeeLateRound4ScoringAverage",2010
11,11,"Garrett Willis",NA,68.25,273,4,"FirstTeeLateRound4ScoringAverage",2010
12,12,"Jeev Milkha Singh",NA,68.33,205,3,"FirstTeeLateRound4ScoringAverage",2010
13,13,"Retief Goosen",NA,68.5,822,12,"FirstTeeLateRound4ScoringAverage",2010
13,13,"Charles Howell III",NA,68.5,548,8,"FirstTeeLateRound4ScoringAverage",2010
13,13,"Jeff Quinney",NA,68.5,274,4,"FirstTeeLateRound4ScoringAverage",2010
16,16,"Johnson Wagner",NA,68.6,343,5,"FirstTeeLateRound4ScoringAverage",2010
17,17,"Mark Wilson",NA,68.8,344,5,"FirstTeeLateRound4ScoringAverage",2010
18,18,"Rory McIlroy",NA,68.83,413,6,"FirstTeeLateRound4ScoringAverage",2010
18,18,"Scott Verplank",NA,68.83,413,6,"FirstTeeLateRound4ScoringAverage",2010
20,20,"Michael Connell",NA,69,345,5,"FirstTeeLateRound4ScoringAverage",2010
20,20,"Ben Crane",NA,69,276,4,"FirstTeeLateRound4ScoringAverage",2010
20,20,"Tim Herron",NA,69,207,3,"FirstTeeLateRound4ScoringAverage",2010
20,20,"Greg Kraft",NA,69,69,1,"FirstTeeLateRound4ScoringAverage",2010
20,20,"Jarrod Lyle",NA,69,207,3,"FirstTeeLateRound4ScoringAverage",2010
25,25,"Jeff Overton",NA,69.11,622,9,"FirstTeeLateRound4ScoringAverage",2010
26,26,"James Driscoll",NA,69.25,277,4,"FirstTeeLateRound4ScoringAverage",2010
26,26,"Mathew Goggin",NA,69.25,277,4,"FirstTeeLateRound4ScoringAverage",2010
28,28,"Matt Kuchar",NA,69.38,902,13,"FirstTeeLateRound4ScoringAverage",2010
29,29,"Briny Baird",NA,69.4,347,5,"FirstTeeLateRound4ScoringAverage",2010
29,29,"Richard Johnson",NA,69.4,347,5,"FirstTeeLateRound4ScoringAverage",2010
31,31,"Marc Leishman",NA,69.5,417,6,"FirstTeeLateRound4ScoringAverage",2010
31,31,"Troy Matteson",NA,69.5,278,4,"FirstTeeLateRound4ScoringAverage",2010
31,31,"Scott Piercy",NA,69.5,417,6,"FirstTeeLateRound4ScoringAverage",2010
31,31,"Omar Uresti",NA,69.5,139,2,"FirstTeeLateRound4ScoringAverage",2010
35,35,"Bo Van Pelt",NA,69.54,904,13,"FirstTeeLateRound4ScoringAverage",2010
36,36,"Martin Laird",NA,69.57,487,7,"FirstTeeLateRound4ScoringAverage",2010
36,36,"Aron Price",NA,69.57,487,7,"FirstTeeLateRound4ScoringAverage",2010
38,38,"Steve Stricker",NA,69.58,835,12,"FirstTeeLateRound4ScoringAverage",2010
39,39,"Kevin Stadler",NA,69.6,348,5,"FirstTeeLateRound4ScoringAverage",2010
40,40,"Jonathan Byrd",NA,69.67,418,6,"FirstTeeLateRound4ScoringAverage",2010
41,41,"Bob Estes",NA,69.71,488,7,"FirstTeeLateRound4ScoringAverage",2010
41,41,"Shaun Micheel",NA,69.71,488,7,"FirstTeeLateRound4ScoringAverage",2010
43,43,"Kevin Streelman",NA,69.8,349,5,"FirstTeeLateRound4ScoringAverage",2010
44,44,"DJ Trahan",NA,69.86,489,7,"FirstTeeLateRound4ScoringAverage",2010
45,45,"Kris Blanks",NA,69.88,559,8,"FirstTeeLateRound4ScoringAverage",2010
46,46,"Chad Campbell",NA,70,490,7,"FirstTeeLateRound4ScoringAverage",2010
46,46,"Paul Casey",NA,70,770,11,"FirstTeeLateRound4ScoringAverage",2010
46,46,"Graham DeLaet",NA,70,560,8,"FirstTeeLateRound4ScoringAverage",2010
46,46,"David Duval",NA,70,280,4,"FirstTeeLateRound4ScoringAverage",2010
46,46,"Martin Flores",NA,70,210,3,"FirstTeeLateRound4ScoringAverage",2010
46,46,"Mathias Gronberg",NA,70,140,2,"FirstTeeLateRound4ScoringAverage",2010
46,46,"Rocco Mediate",NA,70,280,4,"FirstTeeLateRound4ScoringAverage",2010
46,46,"Troy Merritt",NA,70,350,5,"FirstTeeLateRound4ScoringAverage",2010
46,46,"Ryan Moore",NA,70,560,8,"FirstTeeLateRound4ScoringAverage",2010
46,46,"Paul Stankowski",NA,70,280,4,"FirstTeeLateRound4ScoringAverage",2010
46,46,"Nicholas Thompson",NA,70,280,4,"FirstTeeLateRound4ScoringAverage",2010
46,46,"Cameron Tringale",NA,70,210,3,"FirstTeeLateRound4ScoringAverage",2010
46,46,"Jay Williamson",NA,70,280,4,"FirstTeeLateRound4ScoringAverage",2010
59,59,"David Toms",NA,70.13,561,8,"FirstTeeLateRound4ScoringAverage",2010
60,60,"Webb Simpson",NA,70.14,491,7,"FirstTeeLateRound4ScoringAverage",2010
61,61,"Joe Durant",NA,70.2,351,5,"FirstTeeLateRound4ScoringAverage",2010
61,61,"Andres Romero",NA,70.2,351,5,"FirstTeeLateRound4ScoringAverage",2010
63,63,"Nick Watney",NA,70.23,913,13,"FirstTeeLateRound4ScoringAverage",2010
64,64,"John Rollins",NA,70.25,562,8,"FirstTeeLateRound4ScoringAverage",2010
64,64,"Justin Rose",NA,70.25,562,8,"FirstTeeLateRound4ScoringAverage",2010
64,64,"Heath Slocum",NA,70.25,843,12,"FirstTeeLateRound4ScoringAverage",2010
67,67,"Pat Perez",NA,70.29,492,7,"FirstTeeLateRound4ScoringAverage",2010
68,68,"Aaron Baddeley",NA,70.33,422,6,"FirstTeeLateRound4ScoringAverage",2010
68,68,"Freddie Jacobson",NA,70.33,422,6,"FirstTeeLateRound4ScoringAverage",2010
68,68,"George McNeill",NA,70.33,211,3,"FirstTeeLateRound4ScoringAverage",2010
71,71,"JB Holmes",NA,70.4,704,10,"FirstTeeLateRound4ScoringAverage",2010
72,72,"Hunter Mahan",NA,70.44,634,9,"FirstTeeLateRound4ScoringAverage",2010
73,73,"Ernie Els",NA,70.45,775,11,"FirstTeeLateRound4ScoringAverage",2010
74,74,"Rickie Fowler",NA,70.46,916,13,"FirstTeeLateRound4ScoringAverage",2010
75,75,"JJ Henry",NA,70.5,423,6,"FirstTeeLateRound4ScoringAverage",2010
75,75,"Kevin Johnson",NA,70.5,141,2,"FirstTeeLateRound4ScoringAverage",2010
75,75,"Derek Lamely",NA,70.5,141,2,"FirstTeeLateRound4ScoringAverage",2010
75,75,"Bill Lunde",NA,70.5,282,4,"FirstTeeLateRound4ScoringAverage",2010
75,75,"Kevin Na",NA,70.5,846,12,"FirstTeeLateRound4ScoringAverage",2010
75,75,"Tim Petrovic",NA,70.5,564,8,"FirstTeeLateRound4ScoringAverage",2010
75,75,"DA Points",NA,70.5,423,6,"FirstTeeLateRound4ScoringAverage",2010
75,75,"Steve Wheatcroft",NA,70.5,141,2,"FirstTeeLateRound4ScoringAverage",2010
83,83,"Jim Furyk",NA,70.54,917,13,"FirstTeeLateRound4ScoringAverage",2010
84,84,"John Mallinger",NA,70.57,494,7,"FirstTeeLateRound4ScoringAverage",2010
85,85,"Jason Bohn",NA,70.6,353,5,"FirstTeeLateRound4ScoringAverage",2010
85,85,"John Senden",NA,70.6,706,10,"FirstTeeLateRound4ScoringAverage",2010
87,87,"Charlie Wi",NA,70.63,565,8,"FirstTeeLateRound4ScoringAverage",2010
88,88,"Brendon de Jonge",NA,70.75,1132,16,"FirstTeeLateRound4ScoringAverage",2010
88,88,"Luke Donald",NA,70.75,849,12,"FirstTeeLateRound4ScoringAverage",2010
90,90,"Matt Jones",NA,70.78,637,9,"FirstTeeLateRound4ScoringAverage",2010
91,91,"Robert Allenby",NA,70.8,708,10,"FirstTeeLateRound4ScoringAverage",2010
91,91,"Zach Johnson",NA,70.8,708,10,"FirstTeeLateRound4ScoringAverage",2010
91,91,"Joe Ogilvie",NA,70.8,354,5,"FirstTeeLateRound4ScoringAverage",2010
94,94,"Davis Love III",NA,70.86,496,7,"FirstTeeLateRound4ScoringAverage",2010
95,95,"Padraig Harrington",NA,70.88,567,8,"FirstTeeLateRound4ScoringAverage",2010
95,95,"Bubba Watson",NA,70.88,567,8,"FirstTeeLateRound4ScoringAverage",2010
97,97,"Adam Scott",NA,70.89,638,9,"FirstTeeLateRound4ScoringAverage",2010
98,98,"Brandt Snedeker",NA,70.9,709,10,"FirstTeeLateRound4ScoringAverage",2010
99,99,"Rich Barcelo",NA,71,71,1,"FirstTeeLateRound4ScoringAverage",2010
99,99,"Stewart Cink",NA,71,781,11,"FirstTeeLateRound4ScoringAverage",2010
99,99,"Brian Davis",NA,71,568,8,"FirstTeeLateRound4ScoringAverage",2010
99,99,"Jason Dufner",NA,71,213,3,"FirstTeeLateRound4ScoringAverage",2010
99,99,"Brad Faxon",NA,71,71,1,"FirstTeeLateRound4ScoringAverage",2010
99,99,"Sergio Garcia",NA,71,142,2,"FirstTeeLateRound4ScoringAverage",2010
99,99,"Charley Hoffman",NA,71,639,9,"FirstTeeLateRound4ScoringAverage",2010
99,99,"Steve Lowery",NA,71,71,1,"FirstTeeLateRound4ScoringAverage",2010
99,99,"Carl Pettersson",NA,71,710,10,"FirstTeeLateRound4ScoringAverage",2010
99,99,"Alex Prugh",NA,71,568,8,"FirstTeeLateRound4ScoringAverage",2010
99,99,"Kevin Sutherland",NA,71,568,8,"FirstTeeLateRound4ScoringAverage",2010
110,110,"Ricky Barnes",NA,71.1,711,10,"FirstTeeLateRound4ScoringAverage",2010
111,111,"Angel Cabrera",NA,71.11,640,9,"FirstTeeLateRound4ScoringAverage",2010
112,112,"Chris Stroud",NA,71.14,498,7,"FirstTeeLateRound4ScoringAverage",2010
113,113,"Jimmy Walker",NA,71.2,356,5,"FirstTeeLateRound4ScoringAverage",2010
