"ProximitytoHolefromRough_RANKTHISWEEK_2009","ProximitytoHolefromRough_RANKLASTWEEK_2009","ProximitytoHolefromRough_PLAYERNAME_2009","ProximitytoHolefromRough_ROUNDS_2009","ProximitytoHolefromRough_AVGDTP_2009","ProximitytoHolefromRough_TOTALDISTANCEFEET_2009","ProximitytoHolefromRough_OFSHOTS_2009","ProximitytoHolefromRough_SCRAMBLINGRANK_2009","stat_name","year"
1,1,"Mark Brooks",55,NA,599.917,104,10,"ProximitytoHolefromRough",2009
2,2,"Chris DiMarco",97,NA,1342.75,220,15,"ProximitytoHolefromRough",2009
3,3,"Darron Stiles",52,NA,689.25,111,133,"ProximitytoHolefromRough",2009
4,4,"Tim Clark",81,NA,890.917,141,19,"ProximitytoHolefromRough",2009
4,4,"Ian Poulter",59,NA,691,109,4,"ProximitytoHolefromRough",2009
6,6,"Briny Baird",89,NA,899.5,141,126,"ProximitytoHolefromRough",2009
6,6,"Padraig Harrington",66,NA,999.667,155,11,"ProximitytoHolefromRough",2009
6,6,"Jerry Kelly",90,NA,1285.583,201,45,"ProximitytoHolefromRough",2009
6,6,"Scott Sterling",51,NA,602,94,44,"ProximitytoHolefromRough",2009
10,10,"Phil Mickelson",66,NA,1010.917,155,109,"ProximitytoHolefromRough",2009
10,10,"Mike Weir",85,NA,1140.167,176,14,"ProximitytoHolefromRough",2009
12,12,"Fred Couples",54,NA,669,101,175,"ProximitytoHolefromRough",2009
12,12,"Bob Estes",78,NA,1169.25,178,28,"ProximitytoHolefromRough",2009
12,12,"Tiger Woods",64,NA,916.75,139,1,"ProximitytoHolefromRough",2009
15,15,"Bob Heintz",59,NA,904.833,136,26,"ProximitytoHolefromRough",2009
15,15,"Kevin Stadler",65,NA,804.667,120,33,"ProximitytoHolefromRough",2009
17,17,"Brian Gay",96,NA,1388.917,205,7,"ProximitytoHolefromRough",2009
17,17,"Peter Lonard",86,NA,1271.833,188,144,"ProximitytoHolefromRough",2009
17,17,"Jimmy Walker",74,NA,1279.25,189,27,"ProximitytoHolefromRough",2009
17,17,"Bubba Watson",73,NA,1058.083,156,166,"ProximitytoHolefromRough",2009
21,21,"Tom Lehman",55,NA,432.083,63,150,"ProximitytoHolefromRough",2009
21,21,"Jeff Quinney",78,NA,1126.75,165,58,"ProximitytoHolefromRough",2009
21,21,"David Toms",98,NA,1141.75,168,47,"ProximitytoHolefromRough",2009
24,24,"Freddie Jacobson",83,NA,1415.417,204,51,"ProximitytoHolefromRough",2009
24,24,"Zach Johnson",94,NA,1300.333,188,31,"ProximitytoHolefromRough",2009
24,24,"Bryce Molder",69,NA,652.5,94,37,"ProximitytoHolefromRough",2009
24,24,"Chris Riley",77,NA,1017.25,147,9,"ProximitytoHolefromRough",2009
24,24,"Steve Stricker",81,NA,1063.75,154,2,"ProximitytoHolefromRough",2009
29,29,"Jim Furyk",86,NA,1194.833,170,8,"ProximitytoHolefromRough",2009
29,29,"Jason Gore",74,NA,1003.917,143,127,"ProximitytoHolefromRough",2009
29,29,"Tom Pernice Jr",82,NA,1386,199,12,"ProximitytoHolefromRough",2009
29,29,"Dean Wilson",81,NA,1239.75,177,119,"ProximitytoHolefromRough",2009
33,33,"Jason Dufner",90,NA,1441,203,52,"ProximitytoHolefromRough",2009
33,33,"Justin Rose",71,NA,1001.583,141,87,"ProximitytoHolefromRough",2009
33,33,"Patrick Sheehan",51,NA,721.917,102,23,"ProximitytoHolefromRough",2009
33,33,"Brendon Todd",53,NA,915.5,130,180,"ProximitytoHolefromRough",2009
37,37,"John Mallinger",90,NA,1347.083,189,104,"ProximitytoHolefromRough",2009
37,37,"Jeff Overton",92,NA,1699.25,238,95,"ProximitytoHolefromRough",2009
37,37,"Brett Quigley",92,NA,1183.333,166,76,"ProximitytoHolefromRough",2009
