"TenthTeeLateRound3ScoringAverage_RANKTHISWEEK_2014","TenthTeeLateRound3ScoringAverage_RANKLASTWEEK_2014","TenthTeeLateRound3ScoringAverage_PLAYERNAME_2014","TenthTeeLateRound3ScoringAverage__2014","TenthTeeLateRound3ScoringAverage_AVG_2014","TenthTeeLateRound3ScoringAverage_TOTALSTROKES_2014","TenthTeeLateRound3ScoringAverage_TOTALROUNDS_2014","stat_name","year"
1,1,"Shawn Stefani",NA,64,64,1,"TenthTeeLateRound3ScoringAverage",2014
2,2,"Morgan Hoffmann",NA,64.5,129,2,"TenthTeeLateRound3ScoringAverage",2014
3,3,"Bubba Watson",NA,65,65,1,"TenthTeeLateRound3ScoringAverage",2014
4,4,"James Driscoll",NA,66,66,1,"TenthTeeLateRound3ScoringAverage",2014
4,4,"Freddie Jacobson",NA,66,66,1,"TenthTeeLateRound3ScoringAverage",2014
4,4,"Troy Merritt",NA,66,66,1,"TenthTeeLateRound3ScoringAverage",2014
4,4,"Seung Yul Noh",NA,66,66,1,"TenthTeeLateRound3ScoringAverage",2014
8,8,"Tim Clark",NA,66.5,133,2,"TenthTeeLateRound3ScoringAverage",2014
8,8,"Jerry Kelly",NA,66.5,133,2,"TenthTeeLateRound3ScoringAverage",2014
10,10,"Gonzalo Fdez Castano",NA,67,67,1,"TenthTeeLateRound3ScoringAverage",2014
10,10,"Brian Gay",NA,67,134,2,"TenthTeeLateRound3ScoringAverage",2014
10,10,"Louis Oosthuizen",NA,67,67,1,"TenthTeeLateRound3ScoringAverage",2014
10,10,"Andres Romero",NA,67,67,1,"TenthTeeLateRound3ScoringAverage",2014
10,10,"Jordan Spieth",NA,67,67,1,"TenthTeeLateRound3ScoringAverage",2014
15,15,"Brendon de Jonge",NA,67.8,339,5,"TenthTeeLateRound3ScoringAverage",2014
16,16,"Charles Howell III",NA,68,136,2,"TenthTeeLateRound3ScoringAverage",2014
16,16,"Scott Langley",NA,68,136,2,"TenthTeeLateRound3ScoringAverage",2014
16,16,"William McGirt",NA,68,68,1,"TenthTeeLateRound3ScoringAverage",2014
16,16,"Pat Perez",NA,68,136,2,"TenthTeeLateRound3ScoringAverage",2014
16,16,"Justin Rose",NA,68,68,1,"TenthTeeLateRound3ScoringAverage",2014
16,16,"Scott Stallings",NA,68,136,2,"TenthTeeLateRound3ScoringAverage",2014
16,16,"Camilo Villegas",NA,68,68,1,"TenthTeeLateRound3ScoringAverage",2014
23,23,"Will Ma Kenzie",NA,68.33,205,3,"TenthTeeLateRound3ScoringAverage",2014
23,23,"Kevin Na",NA,68.33,205,3,"TenthTeeLateRound3ScoringAverage",2014
23,23,"YE Yang",NA,68.33,205,3,"TenthTeeLateRound3ScoringAverage",2014
26,26,"Jonathan Byrd",NA,68.5,137,2,"TenthTeeLateRound3ScoringAverage",2014
26,26,"James Hahn",NA,68.5,274,4,"TenthTeeLateRound3ScoringAverage",2014
26,26,"Justin Hicks",NA,68.5,137,2,"TenthTeeLateRound3ScoringAverage",2014
26,26,"Chris Stroud",NA,68.5,137,2,"TenthTeeLateRound3ScoringAverage",2014
26,26,"Cameron Tringale",NA,68.5,137,2,"TenthTeeLateRound3ScoringAverage",2014
31,31,"Chad Campbell",NA,68.67,206,3,"TenthTeeLateRound3ScoringAverage",2014
31,31,"Chad Collins",NA,68.67,206,3,"TenthTeeLateRound3ScoringAverage",2014
31,31,"John Senden",NA,68.67,206,3,"TenthTeeLateRound3ScoringAverage",2014
34,34,"Stuart Appleby",NA,68.75,275,4,"TenthTeeLateRound3ScoringAverage",2014
35,35,"Woody Austin",NA,69,207,3,"TenthTeeLateRound3ScoringAverage",2014
35,35,"Ricky Barnes",NA,69,207,3,"TenthTeeLateRound3ScoringAverage",2014
35,35,"Jonas Blixt",NA,69,69,1,"TenthTeeLateRound3ScoringAverage",2014
35,35,"Roberto Castro",NA,69,207,3,"TenthTeeLateRound3ScoringAverage",2014
35,35,"David Hearn",NA,69,138,2,"TenthTeeLateRound3ScoringAverage",2014
35,35,"Russell Knox",NA,69,69,1,"TenthTeeLateRound3ScoringAverage",2014
35,35,"Graeme McDowell",NA,69,69,1,"TenthTeeLateRound3ScoringAverage",2014
35,35,"Ryan Moore",NA,69,69,1,"TenthTeeLateRound3ScoringAverage",2014
35,35,"Webb Simpson",NA,69,69,1,"TenthTeeLateRound3ScoringAverage",2014
35,35,"Brendan Steele",NA,69,69,1,"TenthTeeLateRound3ScoringAverage",2014
35,35,"Kevin Tway",NA,69,69,1,"TenthTeeLateRound3ScoringAverage",2014
35,35,"Bo Van Pelt",NA,69,69,1,"TenthTeeLateRound3ScoringAverage",2014
47,47,"Kevin Kisner",NA,69.2,346,5,"TenthTeeLateRound3ScoringAverage",2014
48,48,"John Rollins",NA,69.33,416,6,"TenthTeeLateRound3ScoringAverage",2014
49,49,"KJ Choi",NA,69.5,139,2,"TenthTeeLateRound3ScoringAverage",2014
49,49,"Brian Harman",NA,69.5,139,2,"TenthTeeLateRound3ScoringAverage",2014
49,49,"Ryan Palmer",NA,69.5,139,2,"TenthTeeLateRound3ScoringAverage",2014
49,49,"Heath Slocum",NA,69.5,139,2,"TenthTeeLateRound3ScoringAverage",2014
49,49,"Robert Streb",NA,69.5,139,2,"TenthTeeLateRound3ScoringAverage",2014
49,49,"Brian Stuard",NA,69.5,139,2,"TenthTeeLateRound3ScoringAverage",2014
49,49,"Charlie Wi",NA,69.5,278,4,"TenthTeeLateRound3ScoringAverage",2014
56,56,"Robert Allenby",NA,70,70,1,"TenthTeeLateRound3ScoringAverage",2014
56,56,"Ben Crane",NA,70,210,3,"TenthTeeLateRound3ScoringAverage",2014
56,56,"Matt Every",NA,70,210,3,"TenthTeeLateRound3ScoringAverage",2014
56,56,"Robert Garrigus",NA,70,210,3,"TenthTeeLateRound3ScoringAverage",2014
56,56,"Chesson Hadley",NA,70,70,1,"TenthTeeLateRound3ScoringAverage",2014
56,56,"Matt Jones",NA,70,140,2,"TenthTeeLateRound3ScoringAverage",2014
56,56,"Bronson La Cassie",NA,70,70,1,"TenthTeeLateRound3ScoringAverage",2014
56,56,"Martin Laird",NA,70,70,1,"TenthTeeLateRound3ScoringAverage",2014
56,56,"Spencer Levin",NA,70,70,1,"TenthTeeLateRound3ScoringAverage",2014
56,56,"Hideki Matsuyama",NA,70,70,1,"TenthTeeLateRound3ScoringAverage",2014
56,56,"Sean OHair",NA,70,210,3,"TenthTeeLateRound3ScoringAverage",2014
56,56,"DA Points",NA,70,210,3,"TenthTeeLateRound3ScoringAverage",2014
56,56,"Daniel Summerhays",NA,70,140,2,"TenthTeeLateRound3ScoringAverage",2014
56,56,"Mark Wilson",NA,70,210,3,"TenthTeeLateRound3ScoringAverage",2014
70,70,"Mike Weir",NA,70.2,351,5,"TenthTeeLateRound3ScoringAverage",2014
71,71,"Justin Leonard",NA,70.25,281,4,"TenthTeeLateRound3ScoringAverage",2014
71,71,"Josh Teater",NA,70.25,281,4,"TenthTeeLateRound3ScoringAverage",2014
73,73,"Derek Ernst",NA,70.33,211,3,"TenthTeeLateRound3ScoringAverage",2014
73,73,"Ryo Ishikawa",NA,70.33,211,3,"TenthTeeLateRound3ScoringAverage",2014
73,73,"Danny Lee",NA,70.33,211,3,"TenthTeeLateRound3ScoringAverage",2014
76,76,"Ian Poulter",NA,70.5,141,2,"TenthTeeLateRound3ScoringAverage",2014
76,76,"Kyle Stanley",NA,70.5,141,2,"TenthTeeLateRound3ScoringAverage",2014
78,78,"Luke Guthrie",NA,70.67,212,3,"TenthTeeLateRound3ScoringAverage",2014
79,79,"Charlie Beljan",NA,71,142,2,"TenthTeeLateRound3ScoringAverage",2014
79,79,"Luke Donald",NA,71,71,1,"TenthTeeLateRound3ScoringAverage",2014
79,79,"Brad Fritsch",NA,71,71,1,"TenthTeeLateRound3ScoringAverage",2014
79,79,"Bill Haas",NA,71,71,1,"TenthTeeLateRound3ScoringAverage",2014
79,79,"Charley Hoffman",NA,71,213,3,"TenthTeeLateRound3ScoringAverage",2014
79,79,"JB Holmes",NA,71,142,2,"TenthTeeLateRound3ScoringAverage",2014
79,79,"Billy Hurley III",NA,71,142,2,"TenthTeeLateRound3ScoringAverage",2014
79,79,"Zach Johnson",NA,71,71,1,"TenthTeeLateRound3ScoringAverage",2014
79,79,"Richard Lee",NA,71,142,2,"TenthTeeLateRound3ScoringAverage",2014
79,79,"Marc Leishman",NA,71,71,1,"TenthTeeLateRound3ScoringAverage",2014
79,79,"Jamie Lovemark",NA,71,71,1,"TenthTeeLateRound3ScoringAverage",2014
79,79,"Troy Matteson",NA,71,71,1,"TenthTeeLateRound3ScoringAverage",2014
79,79,"Bryce Molder",NA,71,71,1,"TenthTeeLateRound3ScoringAverage",2014
79,79,"Patrick Reed",NA,71,71,1,"TenthTeeLateRound3ScoringAverage",2014
79,79,"Jim Renner",NA,71,71,1,"TenthTeeLateRound3ScoringAverage",2014
79,79,"Brendon Todd",NA,71,213,3,"TenthTeeLateRound3ScoringAverage",2014
79,79,"Jimmy Walker",NA,71,71,1,"TenthTeeLateRound3ScoringAverage",2014
79,79,"Nick Watney",NA,71,213,3,"TenthTeeLateRound3ScoringAverage",2014
97,97,"Scott Brown",NA,71.5,286,4,"TenthTeeLateRound3ScoringAverage",2014
97,97,"Brice Garnett",NA,71.5,143,2,"TenthTeeLateRound3ScoringAverage",2014
97,97,"Lucas Glover",NA,71.5,286,4,"TenthTeeLateRound3ScoringAverage",2014
97,97,"Henrik Stenson",NA,71.5,143,2,"TenthTeeLateRound3ScoringAverage",2014
101,101,"Brian Davis",NA,71.6,358,5,"TenthTeeLateRound3ScoringAverage",2014
102,102,"Hunter Mahan",NA,71.67,215,3,"TenthTeeLateRound3ScoringAverage",2014
102,102,"Brandt Snedeker",NA,71.67,215,3,"TenthTeeLateRound3ScoringAverage",2014
104,104,"Martin Flores",NA,71.75,287,4,"TenthTeeLateRound3ScoringAverage",2014
105,105,"Graham DeLaet",NA,72,72,1,"TenthTeeLateRound3ScoringAverage",2014
105,105,"Ken Duke",NA,72,144,2,"TenthTeeLateRound3ScoringAverage",2014
105,105,"Ernie Els",NA,72,216,3,"TenthTeeLateRound3ScoringAverage",2014
105,105,"Russell Henley",NA,72,72,1,"TenthTeeLateRound3ScoringAverage",2014
105,105,"Martin Kaymer",NA,72,72,1,"TenthTeeLateRound3ScoringAverage",2014
105,105,"David Lingmerth",NA,72,144,2,"TenthTeeLateRound3ScoringAverage",2014
105,105,"Andrew Loupe",NA,72,72,1,"TenthTeeLateRound3ScoringAverage",2014
105,105,"Nicholas Thompson",NA,72,72,1,"TenthTeeLateRound3ScoringAverage",2014
105,105,"David Toms",NA,72,72,1,"TenthTeeLateRound3ScoringAverage",2014
114,114,"Jason Bohn",NA,72.5,145,2,"TenthTeeLateRound3ScoringAverage",2014
114,114,"Steven Bowditch",NA,72.5,290,4,"TenthTeeLateRound3ScoringAverage",2014
114,114,"Tommy Gainey",NA,72.5,145,2,"TenthTeeLateRound3ScoringAverage",2014
114,114,"Geoff Ogilvy",NA,72.5,435,6,"TenthTeeLateRound3ScoringAverage",2014
114,114,"Will Wilcox",NA,72.5,145,2,"TenthTeeLateRound3ScoringAverage",2014
