"LowestRound_RANKTHISWEEK_2008","LowestRound_RANKLASTWEEK_2008","LowestRound_PLAYERNAME_2008","LowestRound_ROUNDS_2008","LowestRound_VALUE_2008","LowestRound_TOURNCOURSE_2008","LowestRound_ROUND_2008","stat_name","year"
1,1,"Steve Elkington",84,61,NA,4,"LowestRound",2008
1,1,"Carl Pettersson",110,61,NA,2,"LowestRound",2008
1,1,"Kevin Stadler",90,61,NA,2,"LowestRound",2008
1,1,"Roland Thatcher",41,61,NA,3,"LowestRound",2008
1,1,"Mike Weir",88,61,NA,1,"LowestRound",2008
1,1,"Charlie Wi",97,61,NA,4,"LowestRound",2008
7,7,"Stephen Ames",83,62,NA,4,"LowestRound",2008
7,7,"Briny Baird",113,62,NA,3,"LowestRound",2008
7,7,"Chad Campbell",94,62,NA,3,"LowestRound",2008
7,7,"Tim Clark",90,62,NA,2,"LowestRound",2008
7,7,"Gavin Coles",54,62,NA,2,"LowestRound",2008
7,7,"Jim Furyk",95,62,NA,2,"LowestRound",2008
7,7,"Brian Gay",102,62,NA,3,"LowestRound",2008
7,7,"Paul Goydos",78,62,NA,2,"LowestRound",2008
7,7,"Nathan Green",95,62,NA,1,"LowestRound",2008
7,7,"JJ Henry",108,62,NA,4,"LowestRound",2008
7,7,"Tim Herron",97,62,NA,4,"LowestRound",2008
7,7,"Zach Johnson",85,62,NA,1,"LowestRound",2008
7,7,"Hunter Mahan",87,62,NA,1,"LowestRound",2008
7,7,"Jim McGovern",75,62,NA,3,"LowestRound",2008
7,7,"Parker McLachlin",88,62,NA,2,"LowestRound",2008
7,7,"Kevin Streelman",114,62,NA,3,"LowestRound",2008
7,7,"DJ Trahan",94,62,NA,3,"LowestRound",2008
7,7,"Marc Turnesa",87,62,NA,1,"LowestRound",2008
7,7,"Bob Tway",70,62,NA,2,"LowestRound",2008
7,7,"Boo Weekley",86,62,NA,3,"LowestRound",2008
7,7,"Tim Wilkinson",95,62,NA,3,"LowestRound",2008
7,7,"Jay Williamson",96,62,NA,3,"LowestRound",2008
29,29,"Steve Allan",58,63,NA,2,"LowestRound",2008
29,29,"Michael Allen",91,63,NA,1,"LowestRound",2008
29,29,"Ryan Armour",87,63,NA,2,"LowestRound",2008
29,29,"Cameron Beckman",87,63,NA,4,"LowestRound",2008
29,29,"Rich Beem",90,63,NA,4,"LowestRound",2008
29,29,"Ben Crane",86,63,NA,3,"LowestRound",2008
29,29,"Brian Davis",108,63,NA,2,"LowestRound",2008
29,29,"Chris DiMarco",87,63,NA,3,"LowestRound",2008
29,29,"Jason Dufner",49,63,NA,2,"LowestRound",2008
29,29,"Ken Duke",116,63,NA,1,"LowestRound",2008
29,29,"Brad Elder",67,63,NA,2,"LowestRound",2008
29,29,"Bob Estes",90,63,NA,2,"LowestRound",2008
29,29,"Nick Flanagan",89,63,NA,2,"LowestRound",2008
29,29,"Mathew Goggin",91,63,NA,4,"LowestRound",2008
29,29,"Bob Heintz",48,63,NA,1,"LowestRound",2008
29,29,"Charley Hoffman",94,63,NA,4,"LowestRound",2008
29,29,"John Huston",56,63,NA,2,"LowestRound",2008
29,29,"Richard Johnson",60,63,NA,1,"LowestRound",2008
29,29,"Dustin Johnson",92,63,NA,4,"LowestRound",2008
29,29,"Matt Jones",95,63,NA,2,"LowestRound",2008
29,29,"Matt Kuchar",88,63,NA,2,"LowestRound",2008
29,29,"Doug LaBelle II",65,63,NA,1,"LowestRound",2008
29,29,"Martin Laird",98,63,NA,4,"LowestRound",2008
29,29,"Michael Letzig",88,63,NA,3,"LowestRound",2008
29,29,"Peter Lonard",92,63,NA,4,"LowestRound",2008
29,29,"John Mallinger",95,63,NA,1,"LowestRound",2008
29,29,"Troy Matteson",94,63,NA,1,"LowestRound",2008
29,29,"Scott McCarron",63,63,NA,3,"LowestRound",2008
29,29,"George McNeill",97,63,NA,2,"LowestRound",2008
29,29,"Sean OHair",81,63,NA,3,"LowestRound",2008
29,29,"Rod Pampling",83,63,NA,3,"LowestRound",2008
29,29,"Pat Perez",93,63,NA,4,"LowestRound",2008
29,29,"Tom Pernice Jr",104,63,NA,2,"LowestRound",2008
29,29,"Rory Sabbatini",77,63,NA,3,"LowestRound",2008
29,29,"Adam Scott",51,63,NA,1,"LowestRound",2008
29,29,"Michael Sim",27,63,NA,2,"LowestRound",2008
29,29,"Vijay Singh",82,63,NA,4,"LowestRound",2008
29,29,"Bob Sowards",61,63,NA,4,"LowestRound",2008
29,29,"Scott Sterling",89,63,NA,2,"LowestRound",2008
29,29,"Graeme Storm",10,63,NA,3,"LowestRound",2008
29,29,"Steve Stricker",75,63,NA,4,"LowestRound",2008
29,29,"Kevin Sutherland",98,63,NA,3,"LowestRound",2008
29,29,"Esteban Toledo",12,63,NA,3,"LowestRound",2008
29,29,"Camilo Villegas",79,63,NA,3,"LowestRound",2008
29,29,"Johnson Wagner",83,63,NA,1,"LowestRound",2008
29,29,"Nick Watney",96,63,NA,1,"LowestRound",2008
29,29,"Dean Wilson",109,63,NA,2,"LowestRound",2008
29,29,"Mark Wilson",107,63,NA,4,"LowestRound",2008
77,77,"Brad Adamonis",87,64,NA,1,"LowestRound",2008
77,77,"Robert Allenby",108,64,NA,4,"LowestRound",2008
77,77,"Jason Allred",63,64,NA,2,"LowestRound",2008
77,77,"Tommy Armour III",77,64,NA,2,"LowestRound",2008
77,77,"Eric Axley",113,64,NA,3,"LowestRound",2008
77,77,"Aaron Baddeley",76,64,NA,2,"LowestRound",2008
77,77,"Shane Bertsch",96,64,NA,4,"LowestRound",2008
77,77,"Olin Browne",77,64,NA,1,"LowestRound",2008
77,77,"Jonathan Byrd",88,64,NA,2,"LowestRound",2008
77,77,"Mark Calcavecchia",67,64,NA,3,"LowestRound",2008
77,77,"KJ Choi",74,64,NA,3,"LowestRound",2008
77,77,"Stewart Cink",87,64,NA,2,"LowestRound",2008
77,77,"Paul Claxton",63,64,NA,1,"LowestRound",2008
77,77,"Fred Couples",60,64,NA,2,"LowestRound",2008
77,77,"Glen Day",64,64,NA,3,"LowestRound",2008
77,77,"Luke Donald",35,64,NA,1,"LowestRound",2008
77,77,"Joe Durant",92,64,NA,4,"LowestRound",2008
77,77,"Philip Francis",4,64,NA,3,"LowestRound",2008
77,77,"Fred Funk",42,64,NA,2,"LowestRound",2008
77,77,"Tommy Gainey",60,64,NA,4,"LowestRound",2008
77,77,"Sergio Garcia",72,64,NA,2,"LowestRound",2008
77,77,"Retief Goosen",59,64,NA,3,"LowestRound",2008
77,77,"Mathias Gronberg",87,64,NA,2,"LowestRound",2008
77,77,"Todd Hamilton",92,64,NA,3,"LowestRound",2008
77,77,"Dudley Hart",74,64,NA,1,"LowestRound",2008
77,77,"JB Holmes",86,64,NA,3,"LowestRound",2008
77,77,"Trevor Immelman",70,64,NA,2,"LowestRound",2008
77,77,"Jerry Kelly",89,64,NA,3,"LowestRound",2008
77,77,"Anthony Kim",81,64,NA,1,"LowestRound",2008
77,77,"Cliff Kresge",84,64,NA,3,"LowestRound",2008
77,77,"Justin Leonard",101,64,NA,3,"LowestRound",2008
77,77,"Davis Love III",78,64,NA,4,"LowestRound",2008
77,77,"Steve Lowery",74,64,NA,2,"LowestRound",2008
77,77,"David Lutterus",59,64,NA,2,"LowestRound",2008
77,77,"Will Ma Kenzie",62,64,NA,2,"LowestRound",2008
77,77,"Jeff Maggert",86,64,NA,3,"LowestRound",2008
77,77,"Steve Marino",119,64,NA,2,"LowestRound",2008
77,77,"Billy Mayfair",103,64,NA,2,"LowestRound",2008
77,77,"John Merrick",98,64,NA,1,"LowestRound",2008
