"Front9Par3ScoringAverage_RANKTHISWEEK_2014","Front9Par3ScoringAverage_RANKLASTWEEK_2014","Front9Par3ScoringAverage_PLAYERNAME_2014","Front9Par3ScoringAverage_ROUNDS_2014","Front9Par3ScoringAverage_AVG_2014","Front9Par3ScoringAverage_TOTALSTROKES_2014","Front9Par3ScoringAverage_TOTALHOLES_2014","stat_name","year"
1,1,"Ryo Ishikawa",75,2.91,437,150,"Front9Par3ScoringAverage",2014
2,2,"Scott Brown",100,2.92,586,201,"Front9Par3ScoringAverage",2014
3,3,"Troy Merritt",62,2.93,366,125,"Front9Par3ScoringAverage",2014
4,4,"Ryan Moore",86,2.94,494,168,"Front9Par3ScoringAverage",2014
5,5,"Russell Knox",92,2.95,546,185,"Front9Par3ScoringAverage",2014
5,5,"Louis Oosthuizen",50,2.95,271,92,"Front9Par3ScoringAverage",2014
7,7,"Jordan Spieth",102,2.96,583,197,"Front9Par3ScoringAverage",2014
7,7,"Jimmy Walker",98,2.96,572,193,"Front9Par3ScoringAverage",2014
9,9,"Keegan Bradley",89,2.97,523,176,"Front9Par3ScoringAverage",2014
9,9,"John Huh",87,2.97,496,167,"Front9Par3ScoringAverage",2014
9,9,"Brendon Todd",108,2.97,644,217,"Front9Par3ScoringAverage",2014
9,9,"Tyrone Van Aswegen",79,2.97,466,157,"Front9Par3ScoringAverage",2014
13,13,"Harris English",95,2.98,549,184,"Front9Par3ScoringAverage",2014
13,13,"Martin Kaymer",65,2.98,382,128,"Front9Par3ScoringAverage",2014
13,13,"Will Ma Kenzie",82,2.98,492,165,"Front9Par3ScoringAverage",2014
13,13,"Bryce Molder",77,2.98,438,147,"Front9Par3ScoringAverage",2014
13,13,"Charl Schwartzel",64,2.98,370,124,"Front9Par3ScoringAverage",2014
13,13,"Chris Stroud",88,2.98,524,176,"Front9Par3ScoringAverage",2014
13,13,"Daniel Summerhays",98,2.98,588,197,"Front9Par3ScoringAverage",2014
13,13,"Mike Weir",69,2.98,391,131,"Front9Par3ScoringAverage",2014
21,21,"Jason Day",54,2.99,290,97,"Front9Par3ScoringAverage",2014
21,21,"Sergio Garcia",61,2.99,347,116,"Front9Par3ScoringAverage",2014
21,21,"JJ Henry",91,2.99,523,175,"Front9Par3ScoringAverage",2014
21,21,"Richard Lee",80,2.99,469,157,"Front9Par3ScoringAverage",2014
21,21,"Wes Roach",67,2.99,380,127,"Front9Par3ScoringAverage",2014
21,21,"Kevin Stadler",90,2.99,536,179,"Front9Par3ScoringAverage",2014
21,21,"Kyle Stanley",87,2.99,500,167,"Front9Par3ScoringAverage",2014
21,21,"Bo Van Pelt",83,2.99,499,167,"Front9Par3ScoringAverage",2014
29,29,"Ricky Barnes",92,3,531,177,"Front9Par3ScoringAverage",2014
29,29,"Jason Bohn",81,3,489,163,"Front9Par3ScoringAverage",2014
29,29,"Chad Campbell",57,3,321,107,"Front9Par3ScoringAverage",2014
29,29,"Brian Harman",111,3,668,223,"Front9Par3ScoringAverage",2014
29,29,"Rory Sabbatini",82,3,471,157,"Front9Par3ScoringAverage",2014
34,34,"Robert Allenby",83,3.01,488,162,"Front9Par3ScoringAverage",2014
34,34,"Luke Guthrie",85,3.01,511,170,"Front9Par3ScoringAverage",2014
34,34,"David Hearn",97,3.01,584,194,"Front9Par3ScoringAverage",2014
34,34,"Justin Leonard",75,3.01,452,150,"Front9Par3ScoringAverage",2014
34,34,"DA Points",75,3.01,443,147,"Front9Par3ScoringAverage",2014
34,34,"Brian Stuard",91,3.01,524,174,"Front9Par3ScoringAverage",2014
40,40,"Paul Casey",56,3.02,338,112,"Front9Par3ScoringAverage",2014
40,40,"Jason Kokrak",65,3.02,396,131,"Front9Par3ScoringAverage",2014
40,40,"Scott Langley",95,3.02,565,187,"Front9Par3ScoringAverage",2014
40,40,"Ben Martin",80,3.02,486,161,"Front9Par3ScoringAverage",2014
40,40,"George McNeill",79,3.02,480,159,"Front9Par3ScoringAverage",2014
40,40,"Kevin Na",94,3.02,570,189,"Front9Par3ScoringAverage",2014
40,40,"Seung Yul Noh",92,3.02,559,185,"Front9Par3ScoringAverage",2014
40,40,"Sean OHair",77,3.02,468,155,"Front9Par3ScoringAverage",2014
40,40,"John Senden",99,3.02,601,199,"Front9Par3ScoringAverage",2014
49,49,"Aaron Baddeley",74,3.03,440,145,"Front9Par3ScoringAverage",2014
49,49,"Greg Chalmers",85,3.03,494,163,"Front9Par3ScoringAverage",2014
49,49,"Tim Clark",75,3.03,455,150,"Front9Par3ScoringAverage",2014
49,49,"Luke Donald",57,3.03,339,112,"Front9Par3ScoringAverage",2014
49,49,"Ernie Els",85,3.03,479,158,"Front9Par3ScoringAverage",2014
49,49,"Retief Goosen",94,3.03,549,181,"Front9Par3ScoringAverage",2014
49,49,"Bill Haas",107,3.03,637,210,"Front9Par3ScoringAverage",2014
49,49,"Dustin Johnson",58,3.03,349,115,"Front9Par3ScoringAverage",2014
49,49,"David Lingmerth",80,3.03,460,152,"Front9Par3ScoringAverage",2014
49,49,"Michael Putnam",106,3.03,622,205,"Front9Par3ScoringAverage",2014
59,59,"Briny Baird",50,3.04,304,100,"Front9Par3ScoringAverage",2014
59,59,"Bud Cauley",56,3.04,344,113,"Front9Par3ScoringAverage",2014
59,59,"Chad Collins",78,3.04,453,149,"Front9Par3ScoringAverage",2014
59,59,"Ben Crane",81,3.04,492,162,"Front9Par3ScoringAverage",2014
59,59,"Graham DeLaet",80,3.04,480,158,"Front9Par3ScoringAverage",2014
59,59,"Spencer Levin",59,3.04,362,119,"Front9Par3ScoringAverage",2014
59,59,"Jeff Overton",80,3.04,462,152,"Front9Par3ScoringAverage",2014
59,59,"Justin Rose",70,3.04,413,136,"Front9Par3ScoringAverage",2014
59,59,"Adam Scott",68,3.04,414,136,"Front9Par3ScoringAverage",2014
59,59,"Andrew Svoboda",77,3.04,471,155,"Front9Par3ScoringAverage",2014
59,59,"David Toms",64,3.04,377,124,"Front9Par3ScoringAverage",2014
59,59,"Tim Wilkinson",86,3.04,502,165,"Front9Par3ScoringAverage",2014
59,59,"Gary Woodland",93,3.04,560,184,"Front9Par3ScoringAverage",2014
59,59,"YE Yang",79,3.04,474,156,"Front9Par3ScoringAverage",2014
73,73,"Kevin Chappell",100,3.05,588,193,"Front9Par3ScoringAverage",2014
73,73,"Ben Curtis",77,3.05,446,146,"Front9Par3ScoringAverage",2014
73,73,"Matt Every",85,3.05,521,171,"Front9Par3ScoringAverage",2014
73,73,"Charley Hoffman",93,3.05,570,187,"Front9Par3ScoringAverage",2014
73,73,"Graeme McDowell",66,3.05,381,125,"Front9Par3ScoringAverage",2014
73,73,"Pat Perez",84,3.05,516,169,"Front9Par3ScoringAverage",2014
73,73,"Patrick Reed",92,3.05,552,181,"Front9Par3ScoringAverage",2014
73,73,"Camilo Villegas",95,3.05,579,190,"Front9Par3ScoringAverage",2014
81,81,"Jason Dufner",57,3.06,331,108,"Front9Par3ScoringAverage",2014
81,81,"Ken Duke",80,3.06,480,157,"Front9Par3ScoringAverage",2014
81,81,"Brad Fritsch",50,3.06,297,97,"Front9Par3ScoringAverage",2014
81,81,"Jim Furyk",84,3.06,492,161,"Front9Par3ScoringAverage",2014
81,81,"James Hahn",82,3.06,492,161,"Front9Par3ScoringAverage",2014
81,81,"Justin Hicks",103,3.06,609,199,"Front9Par3ScoringAverage",2014
81,81,"Morgan Hoffmann",103,3.06,606,198,"Front9Par3ScoringAverage",2014
